RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,27141,J.B. Holmes,34.50,227,658,-0.203
2,0,25804,Bubba Watson,27.88,230,825,-0.322
3,0,30925,Dustin Johnson,26.05,198,760,-0.187
4,0,31323,Gary Woodland,25.15,245,974,-0.273
5,0,24358,Robert Garrigus,25.10,243,968,-0.321
6,0,27064,Jhonattan Vegas,18.81,184,978,-0.212
7,0,25274,Steven Bowditch,17.19,187,1088,-0.203
8,0,30692,Scott Stallings,15.40,148,961,-0.209
9,0,20848,Ángel Cabrera,15.31,75,490,-0.333
10,0,25818,Scott Piercy,14.97,132,882,-0.356
11,0,28089,Jason Day,14.77,122,826,-0.287
12,0,30110,Kyle Stanley,14.70,164,1116,-0.262
13,0,23497,Tag Ridings,14.62,151,1033,-0.272
14,0,23320,Ryan Palmer,13.84,116,838,-0.138
15,0,21209,Sergio Garcia,13.26,83,626,-0.108
16,0,27936,Martin Laird,13.11,113,862,-0.292
17,0,24502,Adam Scott,12.93,82,634,-0.280
18,0,27330,Josh Teater,12.92,166,1285,-0.289
19,0,12716,Charley Hoffman,12.75,132,1035,-0.280
20,0,21805,Harrison Frazar,12.50,73,584,-0.068
21,0,33141,Keegan Bradley,12.38,133,1074,-0.211
22,0,30946,Alex Prugh,12.31,122,991,-0.180
23,0,01810,Phil Mickelson,12.19,99,812,-0.263
24,0,34072,Will Strickler,11.79,71,602,-0.183
25,0,31401,Zack Miller,11.49,120,1044,-0.175
26,0,27095,Nick Watney,11.34,98,864,-0.306
27,0,23788,D.J. Trahan,10.97,127,1158,-0.213
28,0,32102,Rickie Fowler,10.82,100,924,-0.320
29,0,01706,Davis Love III,10.71,78,728,-0.410
30,0,31557,Jim Herman,10.65,85,798,-0.318
31,0,27797,Derek Lamely,10.36,84,811,-0.107
32,0,19970,Robert Karlsson,10.33,65,629,-0.185
33,0,28486,Michael Putnam,10.00,74,740,-0.054
34,0,27120,Troy Matteson,9.92,112,1129,-0.241
35,0,25632,Jimmy Walker,9.89,105,1062,-0.267
36,0,31193,Jim Renner,9.70,72,742,-0.222
37,0,28475,Jeff Overton,9.31,95,1020,-0.232
38,0,24980,Scott Gutschewski,9.22,71,770,-0.197
39,0,11123,Chris Couch,9.20,87,946,-0.264
40,0,24924,Bill Haas,9.03,91,1008,-0.341
41,0,35087,Bio Kim,8.90,72,809,-0.250
42,0,26851,Marc Leishman,8.69,97,1116,-0.268
43,0,25562,Andres Romero,8.54,81,948,-0.296
44,0,23623,Bo Van Pelt,8.36,83,993,-0.349
45,0,29718,Anthony Kim,8.33,68,816,-0.221
46,0,22913,John Rollins,8.28,83,1002,-0.229
47,0,23409,James Driscoll,8.22,70,852,-0.271
48,0,06573,Brandt Jobe,8.05,91,1130,-0.242
49,0,21961,Charles Howell III,8.03,102,1270,-0.284
50,0,32366,Kevin Chappell,7.98,68,852,-0.191
51,0,22371,Aaron Baddeley,7.95,69,868,-0.261
52,0,30750,Tommy Gainey,7.72,98,1269,-0.163
53,0,09011,David Duval,7.67,62,808,-0.113
54,0,06567,Vijay Singh,7.47,75,1004,-0.200
55,0,32876,Martin Piller,7.43,54,727,+0.019
56,0,26300,Matt Jones,7.19,64,890,-0.375
57,0,30926,Chris Kirk,7.17,77,1074,-0.234
58,0,27974,Sung Kang,7.00,50,714,-0.220
59,0,26679,Kevin Stadler,6.99,71,1016,-0.197
60,0,24140,Sean O'Hair,6.92,58,838,-0.190
61,0,26289,Boo Weekley,6.91,55,796,-0.255
62,0,20766,Padraig Harrington,6.85,43,628,-0.395
63,0,28158,Steve Marino,6.81,59,866,-0.356
64,0,26331,Charl Schwartzel,6.79,38,560,-0.263
65,0,34255,Joseph Bramlett,6.69,57,852,-0.211
66,0,01116,Michael Bradley,6.57,54,822,-0.093
66,0,33419,Cameron Tringale,6.57,89,1354,-0.236
68,0,24490,George McNeill,6.56,53,808,-0.321
69,0,29221,Webb Simpson,6.49,75,1156,-0.400
70,0,25900,Lucas Glover,6.47,55,850,-0.418
71,0,24361,Pat Perez,6.45,63,976,-0.270
72,0,32698,Bobby Gates,6.43,60,933,-0.200
72,0,27933,John Merrick,6.43,54,840,-0.278
74,0,20070,Matt Bettencourt,6.40,69,1078,-0.232
75,0,26287,Roland Thatcher,6.36,54,849,-0.389
76,0,25345,Carl Pettersson,6.27,79,1260,-0.278
77,0,20229,Stewart Cink,6.22,45,723,-0.156
78,0,29720,Andres Gonzales,6.21,40,644,-0.250
79,0,29910,Blake Adams,6.15,90,1464,-0.356
80,0,24925,Jonathan Byrd,6.05,61,1008,-0.131
81,0,06522,Ernie Els,5.78,48,830,-0.188
82,0,23548,Bill Lunde,5.67,61,1076,-0.311
83,0,27770,Camilo Villegas,5.64,45,798,-0.200
84,0,21949,Joe Ogilvie,5.51,47,853,-0.532
85,0,25457,Alexandre Rocha,5.39,37,686,-0.270
86,0,20572,Rod Pampling,5.36,45,839,-0.400
87,0,24781,Hunter Mahan,5.24,56,1068,-0.107
88,0,20098,Stuart Appleby,5.12,43,840,-0.070
89,0,23353,J.J. Henry,5.09,56,1100,-0.214
90,0,31202,William McGirt,5.06,65,1285,-0.231
91,0,20645,John Senden,5.05,57,1129,-0.211
92,0,10885,Robert Allenby,5.00,49,980,-0.286
93,0,26476,Chez Reavie,4.99,57,1143,-0.316
94,0,27963,Chris Stroud,4.87,53,1088,-0.283
94,0,32150,Michael Thompson,4.87,47,966,-0.298
96,0,29420,Billy Horschel,4.86,42,865,-0.262
97,0,23621,Rory Sabbatini,4.83,41,849,-0.195
98,0,20498,Briny Baird,4.81,33,686,-0.091
99,0,25572,Graeme McDowell,4.79,25,522,-0.440
100,0,07867,Woody Austin,4.74,33,696,-0.152
101,0,20157,Retief Goosen,4.68,26,556,-0.269
102,0,33413,Ben Martin,4.62,42,909,-0.190
103,0,29518,Brendan Steele,4.56,49,1075,-0.204
104,0,12782,Tim Herron,4.55,49,1076,-0.347
104,0,25444,Justin Hicks,4.55,28,616,-0.143
106,0,26758,David Hearn,4.51,48,1064,-0.125
106,0,10585,Scott McCarron,4.51,34,754,-0.147
108,0,24846,Ricky Barnes,4.48,40,892,-0.400
109,0,10505,Shane Bertsch,4.40,32,728,-0.406
110,0,28679,Fabián Gómez,4.37,42,962,-0.071
111,0,06515,Shaun Micheel,4.31,39,904,-0.205
112,0,24604,Hunter Haas,4.22,50,1186,-0.340
113,0,26881,Jarrod Lyle,4.18,42,1004,-0.095
114,0,27939,Matt McQuillan,4.17,28,671,-0.321
115,0,06527,Steve Stricker,4.16,31,746,-0.419
116,0,08725,Tom Gillis,4.14,29,700,-0.310
117,0,21407,Arjun Atwal,4.04,47,1164,-0.213
118,0,22405,Justin Rose,3.97,35,882,-0.143
119,0,12510,Chad Campbell,3.96,48,1212,-0.229
120,0,01313,Steve Elkington,3.92,23,586,-0.087
121,0,27214,Kevin Streelman,3.83,38,992,-0.263
122,0,24507,Jason Bohn,3.82,36,942,-0.222
123,0,24290,D.J. Brigman,3.77,29,770,-0.034
124,0,23614,Rich Beem,3.74,24,641,-0.042
125,0,23108,Matt Kuchar,3.71,37,996,-0.270
126,0,25686,Jason Dufner,3.65,33,904,-0.152
127,0,22378,Trevor Immelman,3.64,34,934,-0.088
127,0,32640,Troy Merritt,3.64,29,796,-0.172
129,0,12652,Cameron Beckman,3.46,31,895,-0.226
130,0,08375,Paul Stankowski,3.41,31,909,-0.129
131,0,26596,Ryan Moore,3.35,28,836,-0.214
131,0,01948,Tim Petrovic,3.35,36,1074,-0.222
133,0,10733,Kent Jones,3.21,30,934,-0.300
134,0,25396,Kevin Na,3.17,30,946,-0.333
135,0,20127,Chris Riley,3.16,30,948,-0.300
136,0,25834,Daniel Summerhays,3.15,29,920,-0.483
137,0,08537,J.P. Hayes,3.14,21,669,-0.095
138,0,23325,Vaughn Taylor,3.11,36,1158,-0.167
139,0,23718,Nathan Green,3.07,30,977,-0.367
140,0,22046,Geoff Ogilvy,3.06,23,752,-0.304
140,0,24663,Y.E. Yang,3.06,18,588,-0.722
142,0,29478,Kevin Kisner,3.01,24,797,-0.167
143,0,01577,Lee Janzen,3.00,21,699,-0.143
144,0,25240,D.A. Points,2.90,30,1034,-0.133
145,0,23638,Brendon de Jonge,2.89,37,1282,-0.297
145,0,27649,Brandt Snedeker,2.89,27,933,-0.444
147,0,12602,Dean Wilson,2.78,22,792,-0.318
148,0,28620,Aron Price,2.77,19,686,-0.263
149,0,10809,Jim Furyk,2.65,26,980,-0.308
150,0,23541,Ben Crane,2.64,23,872,-0.174
151,0,23673,Michael Connell,2.58,26,1006,-0.269
152,0,21878,Mark Wilson,2.57,25,974,-0.400
153,0,20160,Charlie Wi,2.51,27,1076,-0.333
154,0,21753,Brian Davis,2.50,32,1282,-0.188
155,0,22293,Heath Slocum,2.31,24,1037,-0.167
156,0,07457,Steve Flesch,2.20,24,1089,-0.375
157,0,01766,Billy Mayfair,2.19,26,1187,-0.231
158,0,24138,Ian Poulter,2.18,12,550,-0.333
159,0,21350,Ryuji Imada,2.17,23,1060,-0.174
160,0,10860,Justin Leonard,2.14,22,1030,-0.227
161,0,01797,Rocco Mediate,2.08,14,674,-0.143
162,0,06621,Joe Durant,2.02,18,891,+0.056
163,0,24357,K.J. Choi,1.98,16,810,-0.375
163,0,27466,Spencer Levin,1.98,26,1310,-0.385
165,0,21731,Freddie Jacobson,1.94,19,978,-0.053
166,0,22961,David Mathis,1.84,18,979,+0.056
167,0,30711,Colt Knost,1.82,17,936,-0.471
168,0,33911,Nate Smith,1.75,13,741,-0.231
169,0,20593,Greg Chalmers,1.63,18,1102,-0.278
170,0,20436,Garrett Willis,1.57,14,891,+0.071
171,0,24024,Zach Johnson,1.56,14,896,-0.357
172,0,23983,Luke Donald,1.51,11,728,-0.636
172,0,22348,Nick O'Hern,1.51,16,1061,-0.313
174,0,28087,Kris Blanks,1.47,17,1158,-0.294
175,0,23800,Bryce Molder,1.41,14,990,-0.286
176,0,06251,Chris DiMarco,1.31,15,1145,-0.200
177,0,26668,Marc Turnesa,1.25,8,639,-0.250
178,0,20472,Alex Cejka,1.23,8,652,-0.250
179,0,06004,Stephen Ames,1.20,10,836,-0.100
180,0,06643,Paul Goydos,1.16,12,1032,-0.333
181,0,26420,Richard Johnson,1.06,8,755,-0.625
182,0,26951,Johnson Wagner,.92,9,978,E
183,0,22621,Ben Curtis,.69,6,866,-0.167
184,0,19846,Brian Gay,.68,7,1030,+0.143
185,0,08075,Jerry Kelly,.53,5,948,-0.200
186,0,02206,David Toms,.49,4,820,E
