RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,27141,J.B. Holmes,66.84,2012387,301083
2,0,30925,Dustin Johnson,65.96,2294463,347873
3,0,24358,Robert Garrigus,65.84,2902036,440795
4,0,25804,Bubba Watson,65.74,2490629,378880
5,0,25274,Steven Bowditch,64.98,3214542,494662
6,0,31323,Gary Woodland,64.83,2894606,446470
7,0,27064,Jhonattan Vegas,64.72,2885616,445855
8,0,23497,Tag Ridings,64.43,3019724,468718
9,0,21805,Harrison Frazar,64.24,1709646,266145
9,0,27330,Josh Teater,64.24,3737592,581843
11,0,12716,Charley Hoffman,64.17,3033947,472784
12,0,20848,Ángel Cabrera,64.16,1431217,223071
13,0,23788,D.J. Trahan,64.15,3359327,523665
14,0,27936,Martin Laird,64.10,2522088,393482
14,0,25818,Scott Piercy,64.10,2579107,402328
16,0,30946,Alex Prugh,64.09,2892693,451331
16,0,30110,Kyle Stanley,64.09,3247752,506783
16,0,27095,Nick Watney,64.09,2520917,393343
19,0,24502,Adam Scott,64.03,1845352,288204
20,0,30692,Scott Stallings,64.02,2811202,439129
20,0,34072,Will Strickler,64.02,1751719,273640
22,0,28475,Jeff Overton,63.74,2949004,462656
23,0,01810,Phil Mickelson,63.71,2378611,373334
24,0,27120,Troy Matteson,63.68,3280921,515217
25,0,23623,Bo Van Pelt,63.64,2864575,450111
26,0,28089,Jason Day,63.58,2390250,375935
26,0,32102,Rickie Fowler,63.58,2674637,420701
28,0,01706,Davis Love III,63.52,2091719,329280
29,0,23320,Ryan Palmer,63.48,2431103,382960
30,0,33141,Keegan Bradley,63.46,3110375,490104
31,0,21209,Sergio Garcia,63.44,1815520,286201
31,0,24924,Bill Haas,63.44,2918510,460044
33,0,22913,John Rollins,63.40,2886562,455275
33,0,26289,Boo Weekley,63.40,2288252,360950
35,0,31557,Jim Herman,63.39,2306451,363844
36,0,22371,Aaron Baddeley,63.38,2501994,394758
37,0,32366,Kevin Chappell,63.32,2444135,386027
38,0,25562,Andres Romero,63.29,2721225,429995
39,0,30750,Tommy Gainey,63.25,3635282,574750
39,0,29718,Anthony Kim,63.25,2340674,370081
41,0,11123,Chris Couch,63.24,2712603,428943
42,0,29221,Webb Simpson,63.22,3318006,524867
43,0,23409,James Driscoll,63.19,2444599,386851
44,0,31193,Jim Renner,63.16,2137773,338444
45,0,28486,Michael Putnam,63.08,2112974,334962
46,0,35087,Bio Kim,63.00,2312976,367142
47,0,08725,Tom Gillis,62.96,1981594,314749
48,0,27797,Derek Lamely,62.89,2324200,369544
49,0,21961,Charles Howell III,62.88,3642907,579357
50,0,21949,Joe Ogilvie,62.87,2422774,385338
51,0,28158,Steve Marino,62.83,2474715,393896
51,0,06567,Vijay Singh,62.83,2867690,456440
53,0,27933,John Merrick,62.76,2378830,379030
54,0,30926,Chris Kirk,62.75,3062490,488017
54,0,31401,Zack Miller,62.75,2984064,475511
54,0,32876,Martin Piller,62.75,2071615,330124
57,0,33419,Cameron Tringale,62.74,3854975,614424
58,0,26851,Marc Leishman,62.70,3189857,508735
59,0,26679,Kevin Stadler,62.68,2898493,462430
60,0,19970,Robert Karlsson,62.66,1801213,287464
61,0,27963,Chris Stroud,62.63,3084566,492518
62,0,25345,Carl Pettersson,62.62,3573658,570735
63,0,23548,Bill Lunde,62.60,3060341,488853
64,0,25632,Jimmy Walker,62.58,3022695,483030
65,0,34255,Joseph Bramlett,62.55,2426491,387946
66,0,24140,Sean O'Hair,62.53,2364252,378124
66,0,27214,Kevin Streelman,62.53,2793131,446709
68,0,24781,Hunter Mahan,62.52,3042149,486601
69,0,24980,Scott Gutschewski,62.50,2197523,351631
70,0,06573,Brandt Jobe,62.49,3224592,516007
71,0,20766,Padraig Harrington,62.46,1783494,285527
72,0,24490,George McNeill,62.42,2294168,367539
73,0,27974,Sung Kang,62.41,2029919,325243
74,0,23621,Rory Sabbatini,62.39,2418163,387580
75,0,29420,Billy Horschel,62.36,2454291,393544
76,0,32698,Bobby Gates,62.35,2655927,425963
77,0,20070,Matt Bettencourt,62.33,3037254,487303
78,0,09011,David Duval,62.31,2296841,368629
79,0,24846,Ricky Barnes,62.30,2514783,403665
80,0,24925,Jonathan Byrd,62.29,2860719,459246
81,0,26287,Roland Thatcher,62.25,2406153,386519
82,0,26758,David Hearn,62.22,2987107,480058
82,0,29518,Brendan Steele,62.22,3048208,489939
84,0,29720,Andres Gonzales,62.20,1818535,292347
85,0,24361,Pat Perez,62.18,2767149,444987
86,0,10885,Robert Allenby,62.17,2776675,446591
86,0,12782,Tim Herron,62.17,3034384,488108
86,0,32150,Michael Thompson,62.17,2719907,437466
89,0,20572,Rod Pampling,62.16,2362996,380125
90,0,29910,Blake Adams,62.15,4139072,665973
90,0,26300,Matt Jones,62.15,2531687,407356
92,0,06522,Ernie Els,62.06,2340424,377125
93,0,31202,William McGirt,62.03,3602802,580857
94,0,01116,Michael Bradley,62.02,2299450,370746
94,0,33413,Ben Martin,62.02,2568755,414172
96,0,25900,Lucas Glover,62.00,2398105,386790
97,0,25572,Graeme McDowell,61.96,1461125,235799
98,0,27649,Brandt Snedeker,61.95,2623941,423549
99,0,20645,John Senden,61.94,3206689,517672
100,0,26331,Charl Schwartzel,61.92,1589820,256752
101,0,22046,Geoff Ogilvy,61.88,2119150,342458
102,0,10585,Scott McCarron,61.86,2115914,342073
103,0,25457,Alexandre Rocha,61.85,1918724,310234
104,0,26476,Chez Reavie,61.84,3233845,522968
105,0,27770,Camilo Villegas,61.83,2242629,362735
106,0,23353,J.J. Henry,61.79,3093255,500583
107,0,25686,Jason Dufner,61.78,2533703,410090
108,0,20498,Briny Baird,61.69,1916220,310610
108,0,23541,Ben Crane,61.69,2422214,392671
110,0,26596,Ryan Moore,61.67,2349773,381022
111,0,12510,Chad Campbell,61.66,3388266,549547
112,0,21731,Freddie Jacobson,61.62,2737682,444289
113,0,23108,Matt Kuchar,61.60,2782500,451696
114,0,27466,Spencer Levin,61.59,3657572,593895
114,0,32640,Troy Merritt,61.59,2226798,361557
116,0,01577,Lee Janzen,61.58,1942025,315388
117,0,24663,Y.E. Yang,61.55,1655467,268954
118,0,24604,Hunter Haas,61.51,3316133,539140
118,0,22405,Justin Rose,61.51,2493563,405424
120,0,20229,Stewart Cink,61.50,2039813,331681
120,0,06527,Steve Stricker,61.50,2100832,341588
122,0,20157,Retief Goosen,61.49,1567289,254892
123,0,29478,Kevin Kisner,61.48,2219222,360959
124,0,22378,Trevor Immelman,61.46,2593387,421986
125,0,12652,Cameron Beckman,61.45,2500420,406925
125,0,28679,Fabián Gómez,61.45,2694861,438541
127,0,23638,Brendon de Jonge,61.43,3571338,581365
128,0,24290,D.J. Brigman,61.40,2143504,349126
128,0,23325,Vaughn Taylor,61.40,3221448,524699
130,0,25240,D.A. Points,61.38,2896017,471822
131,0,20098,Stuart Appleby,61.33,2342903,382010
132,0,24507,Jason Bohn,61.31,2619876,427351
133,0,08375,Paul Stankowski,61.27,2530378,412983
134,0,26881,Jarrod Lyle,61.19,2798589,457370
135,0,21407,Arjun Atwal,61.09,3226182,528117
135,0,22293,Heath Slocum,61.09,2861847,468498
137,0,21753,Brian Davis,61.07,3568788,584349
137,0,25444,Justin Hicks,61.07,1703077,278889
139,0,21878,Mark Wilson,61.04,2706964,443510
140,0,08537,J.P. Hayes,61.00,1861860,305228
141,0,10505,Shane Bertsch,60.99,2006915,329083
141,0,28087,Kris Blanks,60.99,3193251,523578
141,0,27939,Matt McQuillan,60.99,1852692,303749
144,0,20160,Charlie Wi,60.95,2971094,487484
145,0,21350,Ryuji Imada,60.91,2931236,481253
145,0,01766,Billy Mayfair,60.91,3290736,540292
147,0,07457,Steve Flesch,60.90,2994980,491750
147,0,10733,Kent Jones,60.90,2580233,423704
149,0,07867,Woody Austin,60.86,1930264,317173
149,0,01313,Steve Elkington,60.86,1623614,266794
149,0,24138,Ian Poulter,60.86,1505342,247362
152,0,23614,Rich Beem,60.81,1785113,293558
153,0,28620,Aron Price,60.78,1885231,310177
154,0,06621,Joe Durant,60.71,2460711,405324
154,0,01948,Tim Petrovic,60.71,2957219,487145
156,0,06515,Shaun Micheel,60.70,2504556,412583
157,0,06004,Stephen Ames,60.64,2290649,377771
158,0,23718,Nathan Green,60.63,2686054,443053
159,0,24357,K.J. Choi,60.45,2243051,371069
159,0,10809,Jim Furyk,60.45,2683987,443977
161,0,20127,Chris Riley,60.39,2600457,430623
162,0,26951,Johnson Wagner,60.36,2678012,443702
163,0,23983,Luke Donald,60.34,2001147,331624
164,0,30711,Colt Knost,60.32,2558631,424204
164,0,20436,Garrett Willis,60.32,2446510,405619
166,0,23673,Michael Connell,60.30,2751913,456363
167,0,02206,David Toms,60.27,2250026,373320
168,0,22961,David Mathis,60.24,2677259,444465
169,0,10860,Justin Leonard,60.22,2818377,468018
170,0,06251,Chris DiMarco,60.20,3119118,518114
170,0,25396,Kevin Na,60.20,2585116,429456
172,0,23800,Bryce Molder,60.19,2696816,448082
173,0,20593,Greg Chalmers,60.10,3004565,499947
174,0,24024,Zach Johnson,60.09,2450964,407880
175,0,25834,Daniel Summerhays,60.00,2507169,417867
176,0,22348,Nick O'Hern,59.86,2885415,481992
177,0,01797,Rocco Mediate,59.85,1842652,307864
178,0,33911,Nate Smith,59.84,2011323,336120
179,0,22621,Ben Curtis,59.76,2350869,393409
180,0,08075,Jerry Kelly,59.75,2549041,426591
181,0,26668,Marc Turnesa,59.72,1739213,291245
182,0,20472,Alex Cejka,59.66,1775056,297527
183,0,06643,Paul Goydos,59.56,2790722,468562
184,0,12602,Dean Wilson,59.34,2138686,360428
185,0,26420,Richard Johnson,59.03,2028460,343608
186,0,19846,Brian Gay,59.00,2747780,465731
