RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
45,0,27797,Derek Lamely,286.6,232446,811
46,0,30750,Tommy Gainey,286.5,363623,1269
47,0,19970,Robert Karlsson,286.4,180133,629
48,0,35087,Bio Kim,286.0,231372,809
49,0,26851,Marc Leishman,285.9,319053,1116
49,0,31401,Zack Miller,285.9,298471,1044
51,0,28158,Steve Marino,285.8,247481,866
52,0,28486,Michael Putnam,285.7,211428,740
52,0,06567,Vijay Singh,285.7,286848,1004
54,0,24980,Scott Gutschewski,285.5,219816,770
55,0,06573,Brandt Jobe,285.4,322510,1130
56,0,26679,Kevin Stadler,285.3,289886,1016
57,0,30926,Chris Kirk,285.2,306301,1074
58,0,32876,Martin Piller,285.1,207250,727
59,0,24781,Hunter Mahan,284.9,304287,1068
59,0,23621,Rory Sabbatini,284.9,241892,849
61,0,34255,Joseph Bramlett,284.8,242688,852
62,0,32698,Bobby Gates,284.7,265608,933
62,0,33419,Cameron Tringale,284.7,385542,1354
62,0,25632,Jimmy Walker,284.7,302348,1062
65,0,26300,Matt Jones,284.5,253236,890
65,0,23548,Bill Lunde,284.5,306090,1076
67,0,09011,David Duval,284.4,229760,808
68,0,27974,Sung Kang,284.3,203008,714
69,0,21949,Joe Ogilvie,284.1,242306,853
70,0,20766,Padraig Harrington,284.0,178359,628
70,0,24490,George McNeill,284.0,229446,808
70,0,20645,John Senden,284.0,320680,1129
73,0,24925,Jonathan Byrd,283.9,286125,1008
73,0,26331,Charl Schwartzel,283.9,158985,560
75,0,29420,Billy Horschel,283.8,245460,865
76,0,25345,Carl Pettersson,283.7,357420,1260
76,0,29518,Brendan Steele,283.7,304942,1075
78,0,27963,Chris Stroud,283.6,308525,1088
79,0,24361,Pat Perez,283.5,276736,976
79,0,26287,Roland Thatcher,283.5,240667,849
81,0,10885,Robert Allenby,283.4,277752,980
82,0,27933,John Merrick,283.2,237920,840
83,0,08725,Tom Gillis,283.1,198204,700
84,0,26476,Chez Reavie,283.0,323458,1143
85,0,29910,Blake Adams,282.8,413970,1464
86,0,22405,Justin Rose,282.7,249356,882
87,0,33413,Ben Martin,282.6,256918,909
88,0,29720,Andres Gonzales,282.4,181877,644
89,0,20229,Stewart Cink,282.2,204030,723
89,0,25900,Lucas Glover,282.2,239864,850
89,0,24140,Sean O'Hair,282.2,236468,838
92,0,06522,Ernie Els,282.0,234069,830
92,0,12782,Tim Herron,282.0,303453,1076
94,0,24846,Ricky Barnes,281.9,251496,892
94,0,20157,Retief Goosen,281.9,156729,556
94,0,22046,Geoff Ogilvy,281.9,211995,752
97,0,20070,Matt Bettencourt,281.8,303804,1078
98,0,20572,Rod Pampling,281.7,236371,839
99,0,27214,Kevin Streelman,281.6,279368,992
99,0,06527,Steve Stricker,281.6,210083,746
99,0,32150,Michael Thompson,281.6,271993,966
99,0,24663,Y.E. Yang,281.6,165580,588
103,0,23353,J.J. Henry,281.3,309460,1100
103,0,27649,Brandt Snedeker,281.3,262474,933
105,0,26596,Ryan Moore,281.1,235020,836
106,0,27770,Camilo Villegas,281.0,224271,798
107,0,26758,David Hearn,280.8,298745,1064
108,0,10585,Scott McCarron,280.6,211592,754
109,0,31202,William McGirt,280.4,360335,1285
110,0,25686,Jason Dufner,280.3,253410,904
111,0,28679,Fabián Gómez,280.2,269507,962
112,0,25240,D.A. Points,280.1,289604,1034
113,0,21731,Freddie Jacobson,279.9,273774,978
113,0,25572,Graeme McDowell,279.9,146114,522
115,0,01116,Michael Bradley,279.8,229979,822
115,0,32640,Troy Merritt,279.8,222685,796
117,0,24604,Hunter Haas,279.7,331679,1186
117,0,25457,Alexandre Rocha,279.7,191885,686
119,0,12510,Chad Campbell,279.6,338903,1212
120,0,20498,Briny Baird,279.4,191643,686
120,0,12652,Cameron Beckman,279.4,250092,895
120,0,23108,Matt Kuchar,279.4,278269,996
123,0,27466,Spencer Levin,279.2,365776,1310
124,0,20098,Stuart Appleby,278.9,234290,840
125,0,26881,Jarrod Lyle,278.8,279892,1004
126,0,23638,Brendon de Jonge,278.6,357151,1282
127,0,23614,Rich Beem,278.5,178529,641
127,0,29478,Kevin Kisner,278.5,221952,797
129,0,24290,D.J. Brigman,278.4,214361,770
129,0,21753,Brian Davis,278.4,356901,1282
129,0,08375,Paul Stankowski,278.4,253053,909
132,0,08537,J.P. Hayes,278.3,186203,669
133,0,24507,Jason Bohn,278.2,262032,942
133,0,23325,Vaughn Taylor,278.2,322186,1158
135,0,01577,Lee Janzen,277.9,194236,699
135,0,21878,Mark Wilson,277.9,270714,974
137,0,23541,Ben Crane,277.8,242252,872
138,0,22378,Trevor Immelman,277.7,259369,934
139,0,07867,Woody Austin,277.4,193037,696
140,0,21407,Arjun Atwal,277.2,322633,1164
140,0,01766,Billy Mayfair,277.2,329082,1187
142,0,01313,Steve Elkington,277.1,162380,586
142,0,06515,Shaun Micheel,277.1,250533,904
144,0,24357,K.J. Choi,276.9,224318,810
145,0,21350,Ryuji Imada,276.6,293161,1060
146,0,25444,Justin Hicks,276.5,170308,616
147,0,10733,Kent Jones,276.3,258023,934
148,0,06621,Joe Durant,276.2,246071,891
148,0,20160,Charlie Wi,276.2,297188,1076
150,0,27939,Matt McQuillan,276.1,185294,671
151,0,22293,Heath Slocum,276.0,286185,1037
152,0,28087,Kris Blanks,275.8,319343,1158
153,0,10505,Shane Bertsch,275.7,200715,728
154,0,01948,Tim Petrovic,275.3,295725,1074
155,0,07457,Steve Flesch,275.0,299529,1089
155,0,23718,Nathan Green,275.0,268640,977
157,0,23983,Luke Donald,274.9,200115,728
158,0,28620,Aron Price,274.8,188528,686
159,0,20436,Garrett Willis,274.6,244668,891
160,0,20127,Chris Riley,274.4,260092,948
160,0,02206,David Toms,274.4,225003,820
162,0,06004,Stephen Ames,274.0,229065,836
163,0,10809,Jim Furyk,273.9,268403,980
164,0,26951,Johnson Wagner,273.8,267801,978
165,0,10860,Justin Leonard,273.7,281908,1030
165,0,24138,Ian Poulter,273.7,150534,550
167,0,23673,Michael Connell,273.6,275228,1006
168,0,24024,Zach Johnson,273.5,245097,896
168,0,22961,David Mathis,273.5,267727,979
170,0,30711,Colt Knost,273.4,255863,936
170,0,01797,Rocco Mediate,273.4,184265,674
172,0,25396,Kevin Na,273.3,258545,946
173,0,20593,Greg Chalmers,272.6,300458,1102
174,0,23800,Bryce Molder,272.5,269750,990
174,0,25834,Daniel Summerhays,272.5,250717,920
176,0,06251,Chris DiMarco,272.4,311912,1145
177,0,20472,Alex Cejka,272.3,177520,652
178,0,26668,Marc Turnesa,272.2,173921,639
179,0,22348,Nick O'Hern,272.0,288545,1061
180,0,22621,Ben Curtis,271.5,235092,866
181,0,33911,Nate Smith,271.4,201140,741
182,0,06643,Paul Goydos,270.4,279076,1032
183,0,12602,Dean Wilson,270.0,213869,792
184,0,08075,Jerry Kelly,268.9,254907,948
185,0,26420,Richard Johnson,268.7,202846,755
186,0,19846,Brian Gay,266.8,274790,1030
