RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,27141,J.B. Holmes,306.0,201374,658
2,0,30925,Dustin Johnson,302.1,229594,760
2,0,25804,Bubba Watson,302.1,249198,825
4,0,24358,Robert Garrigus,299.9,290316,968
5,0,31323,Gary Woodland,297.4,289627,974
6,0,25274,Steven Bowditch,295.6,321568,1088
7,0,27064,Jhonattan Vegas,295.2,288710,978
8,0,12716,Charley Hoffman,293.3,303541,1035
9,0,01810,Phil Mickelson,293.1,237970,812
10,0,21805,Harrison Frazar,292.8,170999,584
11,0,27936,Martin Laird,292.7,252277,862
12,0,30692,Scott Stallings,292.6,281155,961
13,0,25818,Scott Piercy,292.5,257957,882
14,0,23497,Tag Ridings,292.3,301990,1033
15,0,20848,Ángel Cabrera,292.2,143162,490
16,0,30946,Alex Prugh,292.0,289415,991
17,0,27095,Nick Watney,291.9,252239,864
18,0,24502,Adam Scott,291.1,184549,634
18,0,30110,Kyle Stanley,291.1,324861,1116
20,0,34072,Will Strickler,291.0,175195,602
20,0,27330,Josh Teater,291.0,373893,1285
22,0,27120,Troy Matteson,290.7,328156,1129
23,0,23320,Ryan Palmer,290.2,243158,838
23,0,23788,D.J. Trahan,290.2,336004,1158
25,0,21209,Sergio Garcia,290.1,181590,626
26,0,33141,Keegan Bradley,289.6,311062,1074
26,0,24924,Bill Haas,289.6,291934,1008
28,0,32102,Rickie Fowler,289.5,267539,924
29,0,28089,Jason Day,289.4,239067,826
30,0,28475,Jeff Overton,289.3,295058,1020
31,0,31557,Jim Herman,289.1,230672,798
32,0,23623,Bo Van Pelt,288.6,286547,993
33,0,22371,Aaron Baddeley,288.4,250304,868
34,0,31193,Jim Renner,288.2,213809,742
35,0,22913,John Rollins,288.1,288702,1002
36,0,26289,Boo Weekley,287.5,228861,796
37,0,01706,Davis Love III,287.4,209245,728
38,0,25562,Andres Romero,287.1,272178,948
38,0,29221,Webb Simpson,287.1,331866,1156
40,0,23409,James Driscoll,287.0,244545,852
41,0,32366,Kevin Chappell,286.9,244465,852
41,0,11123,Chris Couch,286.9,271449,946
41,0,21961,Charles Howell III,286.9,364340,1270
41,0,29718,Anthony Kim,286.9,234075,816
