RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,27141,J.B. Holmes,60.03,395,658,-0.195
2,0,25804,Bubba Watson,58.55,483,825,-0.215
3,0,30925,Dustin Johnson,53.82,409,760,-0.127
4,0,24358,Robert Garrigus,51.03,494,968,-0.192
5,0,31323,Gary Woodland,50.31,490,974,-0.163
6,0,25274,Steven Bowditch,47.33,515,1088,-0.128
7,0,27064,Jhonattan Vegas,45.40,444,978,-0.158
8,0,30692,Scott Stallings,44.22,425,961,-0.141
9,0,23497,Tag Ridings,42.21,436,1033,-0.156
10,0,27936,Martin Laird,41.42,357,862,-0.241
11,0,12716,Charley Hoffman,40.68,421,1035,-0.188
12,0,20848,Ángel Cabrera,40.61,199,490,-0.186
13,0,21805,Harrison Frazar,40.58,237,584,-0.093
14,0,01810,Phil Mickelson,40.39,328,812,-0.204
15,0,34072,Will Strickler,40.20,242,602,-0.091
16,0,30110,Kyle Stanley,39.96,446,1116,-0.209
17,0,27095,Nick Watney,39.81,344,864,-0.276
18,0,24502,Adam Scott,39.43,250,634,-0.184
19,0,30946,Alex Prugh,38.45,381,991,-0.155
20,0,27330,Josh Teater,38.37,493,1285,-0.195
21,0,27120,Troy Matteson,38.09,430,1129,-0.142
22,0,25818,Scott Piercy,37.98,335,882,-0.182
23,0,23320,Ryan Palmer,37.71,316,838,-0.161
24,0,33141,Keegan Bradley,37.24,400,1074,-0.138
25,0,28089,Jason Day,37.05,306,826,-0.186
26,0,21209,Sergio Garcia,36.42,228,626,-0.175
27,0,32102,Rickie Fowler,36.36,336,924,-0.223
28,0,31557,Jim Herman,36.22,289,798,-0.163
29,0,24924,Bill Haas,34.42,347,1008,-0.207
30,0,11123,Chris Couch,34.25,324,946,-0.244
31,0,22371,Aaron Baddeley,33.87,294,868,-0.184
32,0,23788,D.J. Trahan,33.68,390,1158,-0.095
33,0,01706,Davis Love III,33.24,242,728,-0.194
34,0,31401,Zack Miller,33.05,345,1044,-0.067
35,0,28475,Jeff Overton,32.94,336,1020,-0.137
36,0,23623,Bo Van Pelt,32.63,324,993,-0.225
37,0,26851,Marc Leishman,32.35,361,1116,-0.130
38,0,22913,John Rollins,32.34,324,1002,-0.139
39,0,19970,Robert Karlsson,32.27,203,629,-0.251
40,0,06573,Brandt Jobe,31.77,359,1130,-0.178
41,0,09011,David Duval,31.68,256,808,-0.086
42,0,25632,Jimmy Walker,31.54,335,1062,-0.134
