RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,22348,Nick O'Hern,5.42,9,166,+0.33
2,0,25396,Kevin Na,5.13,8,156,+0.25
3,0,10860,Justin Leonard,5.00,8,160,+0.63
4,0,23718,Nathan Green,4.67,7,150,+0.14
5,0,08537,J.P. Hayes,4.63,5,108,E
6,0,24507,Jason Bohn,4.41,6,136,+0.33
7,0,07457,Steve Flesch,4.17,7,168,+0.29
8,0,29718,Anthony Kim,4.10,5,122,+0.80
9,0,23673,Michael Connell,3.95,6,152,+1.00
10,0,28620,Aron Price,3.85,4,104,+0.25
11,0,06643,Paul Goydos,3.70,6,162,+0.33
12,0,19846,Brian Gay,3.66,6,164,+0.17
13,0,20070,Matt Bettencourt,3.57,6,168,+0.17
14,0,10733,Kent Jones,3.52,5,142,+0.20
15,0,20127,Chris Riley,3.47,5,144,+0.60
16,0,25834,Daniel Summerhays,3.42,5,146,+0.80
17,0,22378,Trevor Immelman,3.38,5,148,+0.40
18,0,06251,Chris DiMarco,3.37,6,178,E
19,0,10885,Robert Allenby,3.33,5,150,E
20,0,06522,Ernie Els,3.28,4,122,E
21,0,06567,Vijay Singh,3.25,5,154,+0.20
22,0,12602,Dean Wilson,3.23,4,124,-0.50
23,0,23108,Matt Kuchar,3.21,5,156,E
24,0,24663,Y.E. Yang,3.19,3,94,+0.33
25,0,26881,Jarrod Lyle,3.16,5,158,+0.40
26,0,29478,Kevin Kisner,3.13,4,128,+0.50
26,0,23800,Bryce Molder,3.13,5,160,-0.20
28,0,24140,Sean O'Hair,3.03,4,132,+0.25
29,0,21350,Ryuji Imada,3.01,5,166,-0.20
29,0,01948,Tim Petrovic,3.01,5,166,+1.20
31,0,20593,Greg Chalmers,2.98,5,168,-0.40
32,0,20498,Briny Baird,2.88,3,104,+1.00
33,0,20472,Alex Cejka,2.83,3,106,+0.67
34,0,28087,Kris Blanks,2.78,5,180,+0.20
35,0,06515,Shaun Micheel,2.74,4,146,+0.75
36,0,25686,Jason Dufner,2.70,4,148,E
37,0,25572,Graeme McDowell,2.56,2,78,E
38,0,27963,Chris Stroud,2.38,4,168,E
39,0,35087,Bio Kim,2.31,3,130,+0.33
40,0,21407,Arjun Atwal,2.25,4,178,-0.25
41,0,12652,Cameron Beckman,2.24,3,134,-0.33
41,0,22405,Justin Rose,2.24,3,134,+0.33
43,0,08375,Paul Stankowski,2.08,3,144,+0.33
44,0,11123,Chris Couch,2.05,3,146,+0.33
45,0,19970,Robert Karlsson,2.04,2,98,+1.00
45,0,24502,Adam Scott,2.04,2,98,E
47,0,30711,Colt Knost,2.03,3,148,E
48,0,01313,Steve Elkington,2.00,2,100,+0.50
48,0,25562,Andres Romero,2.00,3,150,+0.67
48,0,26668,Marc Turnesa,2.00,2,100,+0.50
51,0,10809,Jim Furyk,1.97,3,152,+0.33
52,0,26951,Johnson Wagner,1.95,3,154,+0.33
53,0,21753,Brian Davis,1.94,4,206,E
54,0,30946,Alex Prugh,1.92,3,156,+1.00
55,0,27466,Spencer Levin,1.90,4,210,E
56,0,23614,Rich Beem,1.89,2,106,E
56,0,01797,Rocco Mediate,1.89,2,106,+1.00
58,0,26758,David Hearn,1.88,3,160,+0.67
59,0,08725,Tom Gillis,1.82,2,110,E
60,0,23983,Luke Donald,1.75,2,114,E
61,0,26420,Richard Johnson,1.72,2,116,-0.50
61,0,22046,Geoff Ogilvy,1.72,2,116,+0.50
63,0,23353,J.J. Henry,1.70,3,176,E
64,0,32876,Martin Piller,1.69,2,118,+0.50
64,0,28486,Michael Putnam,1.69,2,118,+0.50
64,0,23325,Vaughn Taylor,1.69,3,178,-0.33
67,0,01766,Billy Mayfair,1.67,3,180,E
67,0,33911,Nate Smith,1.67,2,120,+0.50
67,0,27770,Camilo Villegas,1.67,2,120,-0.50
70,0,25345,Carl Pettersson,1.65,3,182,E
71,0,20098,Stuart Appleby,1.59,2,126,+0.50
72,0,22621,Ben Curtis,1.56,2,128,E
73,0,26596,Ryan Moore,1.54,2,130,E
74,0,22371,Aaron Baddeley,1.49,2,134,+1.50
75,0,27936,Martin Laird,1.47,2,136,+0.50
76,0,20436,Garrett Willis,1.45,2,138,E
77,0,24846,Ricky Barnes,1.43,2,140,+0.50
78,0,33419,Cameron Tringale,1.42,3,212,-0.33
79,0,32102,Rickie Fowler,1.41,2,142,+1.00
79,0,26300,Matt Jones,1.41,2,142,+0.50
79,0,23621,Rory Sabbatini,1.41,2,142,-0.50
82,0,27649,Brandt Snedeker,1.33,2,150,-0.50
83,0,21731,Freddie Jacobson,1.32,2,152,+0.50
83,0,08075,Jerry Kelly,1.32,2,152,E
83,0,24361,Pat Perez,1.32,2,152,E
86,0,22961,David Mathis,1.30,2,154,+1.00
87,0,28475,Jeff Overton,1.27,2,158,+1.50
88,0,23497,Tag Ridings,1.23,2,162,+0.50
89,0,31401,Zack Miller,1.22,2,164,+1.00
89,0,22293,Heath Slocum,1.22,2,164,+0.50
91,0,20160,Charlie Wi,1.20,2,166,+1.00
92,0,20157,Retief Goosen,1.19,1,84,+1.00
93,0,25240,D.A. Points,1.18,2,170,+1.00
94,0,27120,Troy Matteson,1.15,2,174,+0.50
94,0,29518,Brendan Steele,1.15,2,174,+0.50
96,0,23548,Bill Lunde,1.14,2,176,+0.50
97,0,12510,Chad Campbell,1.10,2,182,E
98,0,24604,Hunter Haas,1.09,2,184,-0.50
99,0,25444,Justin Hicks,1.04,1,96,+1.00
100,0,21805,Harrison Frazar,1.00,1,100,E
100,0,30750,Tommy Gainey,1.00,2,200,-0.50
102,0,23638,Brendon de Jonge,.99,2,202,E
103,0,20766,Padraig Harrington,.98,1,102,E
104,0,07867,Woody Austin,.94,1,106,-1.00
105,0,27974,Sung Kang,.91,1,110,E
105,0,27939,Matt McQuillan,.91,1,110,+1.00
107,0,10505,Shane Bertsch,.89,1,112,E
108,0,06527,Steve Stricker,.88,1,114,+1.00
109,0,20229,Stewart Cink,.86,1,116,E
110,0,24980,Scott Gutschewski,.85,1,118,+1.00
111,0,28089,Jason Day,.82,1,122,E
111,0,10585,Scott McCarron,.82,1,122,+1.00
111,0,32640,Troy Merritt,.82,1,122,+1.00
114,0,26289,Boo Weekley,.81,1,124,-1.00
115,0,20572,Rod Pampling,.78,1,128,+1.00
116,0,06004,Stephen Ames,.77,1,130,E
116,0,34255,Joseph Bramlett,.77,1,130,E
116,0,24357,K.J. Choi,.77,1,130,-1.00
116,0,09011,David Duval,.77,1,130,+1.00
120,0,23541,Ben Crane,.75,1,134,+1.00
120,0,21949,Joe Ogilvie,.75,1,134,E
120,0,25804,Bubba Watson,.75,1,134,-1.00
123,0,32366,Kevin Chappell,.74,1,136,E
123,0,23320,Ryan Palmer,.74,1,136,E
123,0,02206,David Toms,.74,1,136,+1.00
126,0,06621,Joe Durant,.72,1,138,+1.00
127,0,01116,Michael Bradley,.71,1,140,-1.00
127,0,33413,Ben Martin,.71,1,140,+2.00
127,0,25818,Scott Piercy,.71,1,140,+1.00
130,0,32698,Bobby Gates,.68,1,148,+2.00
130,0,32150,Michael Thompson,.68,1,146,-1.00
132,0,28679,Fabián Gómez,.66,1,152,E
133,0,23623,Bo Van Pelt,.64,1,156,+2.00
133,0,27064,Jhonattan Vegas,.64,1,156,+1.00
135,0,26679,Kevin Stadler,.63,1,160,+1.00
135,0,25632,Jimmy Walker,.63,1,158,E
135,0,21878,Mark Wilson,.63,1,158,E
138,0,12782,Tim Herron,.62,1,162,+1.00
139,0,12716,Charley Hoffman,.61,1,164,E
139,0,27214,Kevin Streelman,.61,1,164,E
141,0,30110,Kyle Stanley,.58,1,172,+1.00
142,0,33141,Keegan Bradley,.57,1,174,E
142,0,30926,Chris Kirk,.57,1,174,E
142,0,26476,Chez Reavie,.57,1,176,E
145,0,20645,John Senden,.56,1,180,E
145,0,29221,Webb Simpson,.56,1,180,E
