RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
80,0,24924,Bill Haas,132,Travelers Champ,3,3 - Par 4 -
81,0,27095,Nick Watney,132,Zurich Classic,4,5 - Par 4 -
82,0,01945,Kenny Perry,131,Memorial Tourna,4,6 - Par 4 -
83,0,01577,Lee Janzen,131,Zurich Classic,4,10 - Par 4
84,0,20498,Briny Baird,129,Zurich Classic,1,10 - Par 4
87,0,08123,Jeff Brehaut,126,Milwaukee,2,10 - Par 4
88,0,21470,Daisuke Maruyama,126,AT&T Classic,4,5 - Par 4 -
90,0,10733,Kent Jones,125,Fry's Open,2,2 - Par 4 -
92,0,01307,Joel Edwards,125,Reno-Tahoe Open,1,13 - Par 4
94,0,06527,Steve Stricker,123,Shell Houston,4,1 - Par 4 -
96,0,01553,John Huston,119,Reno-Tahoe Open,2,18 - Par 4
98,0,20645,John Senden,119,Buick Open,1,18 - Par 4
100,0,21949,Joe Ogilvie,119,Milwaukee,4,16 - Par 4
102,0,12680,Shigeki Maruyama,118,EDS B. Nelson,3,1 - Par 4 -
104,0,20574,Mathew Goggin,115,Wyndham Champ.,4,9 - Par 5 -
105,0,11032,Frank Lickliter II,115,Turning Stone,1,4 - Par 4 -
106,0,01139,Olin Browne,115,Travelers Champ,2,12 - Par 4
108,0,01707,Steve Lowery,113,Ginn Classic,2,9 - Par 4 -
110,0,23349,Charles Warren,112,Turning Stone,2,12 - Par 5
112,0,20105,Jeff Gove,112,Ginn Classic,2,18 - Par 4
113,0,24138,Ian Poulter,111,EDS B. Nelson,3,11 - Par 4
115,0,02036,Jim Rutledge,110,Bob Hope Chrysl,4,13 - Par 4
116,0,01928,Corey Pavin,110,AT&T National,4,9 - Par 5 -
120,0,24511,Thongchai Jaidee,104,WGC-CA Champ,3,2 - Par 4 -
124,0,25396,Kevin Na,100,Ginn Classic,1,1 - Par 4 -
125,0,28158,Steve Marino,100,Buick Open,2,5 - Par 4 -
126,0,26881,Jarrod Lyle,100,St. Jude Champ,1,6 - Par 4 -
128,0,21959,Ted Purdy,99,FBR Open,3,15 - Par 5
130,0,12755,Vance Veazey,99,St. Jude Champ,1,15 - Par 4
131,0,26420,Richard Johnson,97,Honda Classic,1,18 - Par 5
132,0,22913,John Rollins,96,PODS Champ,4,10 - Par 4
133,0,01948,Tim Petrovic,96,FBR Open,3,5 - Par 4 -
136,0,07457,Steve Flesch,95,AT&T Pebble,2,6 - Par 5 -
137,0,23638,Brendon de Jonge,94,Milwaukee,1,2 - Par 4 -
138,0,06350,Bob May,93,Texas Open,3,8 - Par 4 -
141,0,01035,Tommy Armour III,92,Turning Stone,4,18 - Par 5
142,0,19803,Ryan Armour,92,Fry's Open,2,11 - Par 5
143,0,19824,Craig Barlow,89,Viking Classic,1,18 - Par 5
144,0,29718,Anthony Kim,88,Memorial Tourna,2,6 - Par 4 -
145,0,06522,Ernie Els,86,THE TOUR Champ,3,12 - Par 4
147,0,01157,Tom Byrum,85,Texas Open,4,8 - Par 4 -
151,0,02206,David Toms,84,Travelers Champ,2,2 - Par 4 -
154,0,23621,Rory Sabbatini,80,Wachovia Champ,3,1 - Par 4 -
157,0,01024,Billy Andrade,78,Fry's Open,2,11 - Par 5
158,0,01361,Dan Forsman,78,Reno-Tahoe Open,2,9 - Par 5 -
159,0,01797,Rocco Mediate,78,Zurich Classic,1,7 - Par 5 -
160,0,10565,Ian Leggatt,77,Reno-Tahoe Open,1,17 - Par 5
162,0,12714,Chris Tidland,72,Ginn Classic,1,1 - Par 4 -
163,0,24912,Will MacKenzie,71,Frys.com Open,4,13 - Par 5
165,0,22371,Aaron Baddeley,71,THE PLAYERS,3,9 - Par 5 -
167,0,23135,Tim Clark,69,Shell Houston,1,12 - Par 4
171,0,01142,Bart Bryant,67,PODS Champ,1,5 - Par 5 -
173,0,07867,Woody Austin,64,St. Jude Champ,4,3 - Par 5 -
179,0,01724,Jeff Maggert,60,Fry's Open,4,6 - Par 4 -
183,0,24361,Pat Perez,57,AT&T Pebble,3,18 - Par 5
184,0,27060,John Mallinger,56,Shell Houston,3,13 - Par 5
186,0,02110,Jerry Smith,55,AT&T Pebble,2,18 - Par 5
189,0,25686,Jason Dufner,53,Zurich Classic,2,7 - Par 5 -
191,0,23325,Vaughn Taylor,49,BMW Champ,3,11 - Par 5
193,0,22621,Ben Curtis,46,Heritage,3,2 - Par 5 -
194,0,25274,Steven Bowditch,45,AT&T Classic,2,10 - Par 5
198,0,02223,Bob Tway,44,Wyndham Champ.,3,16 - Par 4
202,0,26882,Michael Sim,40,Viking Classic,1,11 - Par 5
204,0,12782,Tim Herron,39,PODS Champ,1,9 - Par 4 -
205,0,06197,Michael Allen,38,AT&T Classic,2,10 - Par 5
210,0,22892,Jason Gore,37,Buick Open,3,16 - Par 5
214,0,12461,Paul McGinley,36,Nissan Open,2,12 - Par 4
224,0,20608,David Howell,35,WGC-Bridgestone,4,11 - Par 4
225,0,06004,Stephen Ames,35,Arnold Palmer,2,4 - Par 4 -
226,0,06090,Jim McGovern,35,AT&T Pebble,2,6 - Par 5 -
230,0,24925,Jonathan Byrd,34,Memorial Tourna,2,11 - Par 5
232,0,25818,Scott Piercy,33,Zurich Classic,1,12 - Par 4
233,0,24290,D.J. Brigman,33,Buick Invitatio,4,13 - Par 5
234,0,21633,Steve Allan,33,Wyndham Champ.,2,15 - Par 5
238,0,24980,Scott Gutschewski,32,Travelers Champ,2,8 - Par 3 -
241,0,24663,Y.E. Yang,31,Memorial Tourna,2,7 - Par 5 -
242,0,22046,Geoff Ogilvy,31,FBR Open,2,13 - Par 5
246,0,10505,Shane Bertsch,31,Sony Open,2,11 - Par 3
247,0,08339,Spike McRoy,31,Wyndham Champ.,2,8 - Par 3 -
248,0,01249,John Daly,31,Fry's Open,2,4 - Par 5 -
250,0,06575,Dudley Hart,30,Bob Hope Chrysl,5,9 - Par 5 -
255,0,27933,John Merrick,30,Buick Invitatio,1,3 - Par 3 -
256,0,02246,Duffy Waldorf,29,Viking Classic,2,16 - Par 4
258,0,19881,Robert Damron,29,Viking Classic,3,5 - Par 5 -
259,0,07363,Craig Bowden,29,Sony Open,1,1 - Par 4 -
260,0,06643,Paul Goydos,29,PODS Champ,4,8 - Par 3 -
263,0,08725,Tom Gillis,29,Turning Stone,1,5 - Par 5 -
264,0,27770,Camilo Villegas,29,AT&T Classic,4,6 - Par 5 -
266,0,07223,Brian Bateman,29,Zurich Classic,1,6 - Par 4 -
267,0,08537,J.P. Hayes,29,Wachovia Champ,2,12 - Par 4
270,0,20160,Charlie Wi,28,Turning Stone,4,13 - Par 4
271,0,01473,Todd Hamilton,28,Memorial Tourna,2,16 - Par 3
273,0,06595,Kevin Sutherland,28,FBR Open,1,17 - Par 4
276,0,01823,Larry Mize,27,Honda Classic,1,14 - Par 4
278,0,12195,Tom Johnson,27,AT&T Classic,4,11 - Par 3
282,0,21961,Charles Howell III,27,AT&T Classic,1,14 - Par 4
283,0,27730,Eli Zackheim,27,Canadian Open,1,11 - Par 5
285,0,21660,Jason Schultz,27,Zurich Classic,1,15 - Par 4
288,0,20378,Mathias Grönberg,26,Milwaukee,1,4 - Par 4 -
296,0,12510,Chad Campbell,25,WGC-CA Champ,3,4 - Par 3 -
297,0,24140,Sean O'Hair,25,Nissan Open,3,2 - Par 4 -
302,0,08881,Tripp Isenhour,25,Buick Invitatio,4,7 - Par 4 -
305,0,01313,Steve Elkington,25,PODS Champ,1,18 - Par 4
307,0,20436,Garrett Willis,25,AT&T Pebble,4,18 - Par 5
309,0,28307,Matt Every,25,Crowne Plaza,1,17 - Par 4
310,0,25345,Carl Pettersson,25,WGC-CA Champ,1,4 - Par 3 -
314,0,25804,Bubba Watson,25,Zurich Classic,1,4 - Par 4 -
317,0,22378,Trevor Immelman,24,Mercedes-Benz,1,11 - Par 3
318,0,24218,Han Lee,24,Buick Invitatio,2,7 - Par 4 -
322,0,12823,Carlos Franco,24,AT&T Pebble,3,17 - Par 3
330,0,02010,Loren Roberts,24,St. Jude Champ,3,5 - Par 4 -
332,0,23800,Bryce Molder,24,Buick Invitatio,2,14 - Par 4
334,0,20127,Chris Riley,24,Zurich Classic,2,9 - Par 3 -
336,0,19795,Kelly Mitchum,24,Wachovia Champ,1,16 - Par 4
338,0,23613,Rich Barcelo,24,Honda Classic,2,5 - Par 3 -
342,0,20433,Mark Hensby,23,Heritage,1,12 - Par 4
343,0,24507,Jason Bohn,23,AT&T National,4,8 - Par 4 -
344,0,25679,B.J. Staten,23,Buick Open,2,8 - Par 3 -
347,0,20400,Michael Campbell,23,WGC-CA Champ,4,18 - Par 4
348,0,20396,Lee Westwood,23,WGC-Bridgestone,1,6 - Par 4 -
355,0,01132,Mark Brooks,23,Crowne Plaza,4,12 - Par 4
356,0,02245,Grant Waite,23,AT&T Classic,1,16 - Par 3
358,0,01261,Jay Delsing,23,Reno-Tahoe Open,1,9 - Par 5 -
359,0,22212,Craig Lile,23,Zurich Classic,2,15 - Par 4
364,0,27120,Troy Matteson,23,The Barclays,4,9 - Par 5 -
367,0,08931,Glen Day,23,Disney,2,6 - Par 3 -
368,0,06034,Marco Dawson,23,Buick Open,4,14 - Par 4
369,0,12652,Cameron Beckman,23,Travelers Champ,2,11 - Par 3
372,0,01685,J.L. Lewis,22,EDS B. Nelson,2,6 - Par 4 -
373,0,24490,George McNeill,22,Wachovia Champ,2,18 - Par 4
386,0,20121,Todd Fischer,22,Wyndham Champ.,3,13 - Par 5
388,0,02104,Jeff Sluman,22,Memorial Tourna,4,12 - Par 3
391,0,22806,Doug LaBelle II,22,Crowne Plaza,2,7 - Par 4 -
394,0,01116,Michael Bradley,22,Buick Invitatio,1,13 - Par 5
395,0,27963,Chris Stroud,22,St. Jude Champ,3,6 - Par 4 -
397,0,25892,Steve Wheatcroft,22,Sony Open,2,2 - Par 4 -
407,0,27702,Matt Hendrix,22,St. Jude Champ,2,12 - Par 4
409,0,21805,Harrison Frazar,21,John Deere Clas,2,14 - Par 4
414,0,08793,Tiger Woods,21,THE TOUR Champ,2,5 - Par 4 -
429,0,21646,David Branshaw,21,Texas Open,4,3 - Par 3 -
443,0,21407,Arjun Atwal,20,Viking Classic,4,6 - Par 4 -
450,0,27141,J.B. Holmes,20,Arnold Palmer,3,4 - Par 4 -
456,0,21209,Sergio Garcia,20,WGC-CA Champ,1,1 - Par 5 -
459,0,02214,Kirk Triplett,20,THE PLAYERS,4,5 - Par 4 -
468,0,06621,Joe Durant,20,Crowne Plaza,1,12 - Par 4
472,0,31007,Andrew Parr,20,Canadian Open,2,5 - Par 4 -
488,0,20766,Padraig Harrington,19,THE PLAYERS,3,6 - Par 4 -
495,0,20691,Greg Owen,19,Turning Stone,2,5 - Par 5 -
497,0,20098,Stuart Appleby,19,The Barclays,2,10 - Par 4
505,0,01810,Phil Mickelson,19,Deutsche Bank,2,15 - Par 4
520,0,06373,José María Olazábal,19,THE PLAYERS,1,18 - Par 4
521,0,23526,Kevin Senecal,19,Canadian Open,2,10 - Par 4
523,0,01385,Jim Gallagher Jr.,18,St. Jude Champ,1,7 - Par 4 -
526,0,29416,Andy Bare,18,Wyndham Champ.,2,13 - Par 5
533,0,19825,Darren Clarke,18,Buick Open,2,7 - Par 5 -
543,0,01388,Robert Gamez,18,FBR Open,1,6 - Par 4 -
550,0,23322,Brett Wetterich,18,Heritage,1,18 - Par 4
555,0,23788,D.J. Trahan,18,Mercedes-Benz,4,10 - Par 4
561,0,12645,Brent Geiberger,17,Reno-Tahoe Open,1,12 - Par 3
565,0,24502,Adam Scott,17,WGC-CA Champ,1,17 - Par 4
566,0,01599,Steve Jones,17,Canadian Open,3,11 - Par 5
571,0,24457,Jaco Van Zyl,17,Ginn Classic,2,14 - Par 4
574,0,26951,Johnson Wagner,17,Buick Open,1,15 - Par 4
587,0,01161,Mark Calcavecchia,17,Canadian Open,4,11 - Par 5
593,0,12716,Charley Hoffman,17,AT&T Pebble,2,18 - Par 5
594,0,01219,John Cook,17,AT&T Classic,4,16 - Par 3
605,0,10117,Bob Heintz,16,John Deere Clas,2,9 - Par 4 -
607,0,29419,Tadd Fujikawa,16,Sony Open,2,6 - Par 4 -
612,0,06809,Bob Burns,16,Viking Classic,2,16 - Par 4
613,0,20218,Shingo Katayama,16,WGC-CA Champ,2,17 - Par 4
615,0,22348,Nick O'Hern,16,Crowne Plaza,3,7 - Par 4 -
619,0,23541,Ben Crane,16,EDS B. Nelson,4,14 - Par 4
629,0,25364,Paul Casey,16,WGC-CA Champ,4,14 - Par 4
632,0,19970,Robert Karlsson,16,Wachovia Champ,1,6 - Par 3 -
639,0,02294,Willie Wood,16,Wyndham Champ.,3,4 - Par 3 -
645,0,01549,Mike Hulbert,16,Turning Stone,1,1 - Par 4 -
657,0,12662,Thomas Levet,16,Zurich Classic,1,2 - Par 5 -
671,0,30111,Mike Regner,16,PODS Champ,1,5 - Par 5 -
683,0,20382,Stephen Leaney,15,EDS B. Nelson,4,13 - Par 3
693,0,01706,Davis Love III,15,WGC-Bridgestone,2,1 - Par 4 -
701,0,30711,Colt Knost,15,Frys.com Open,3,4 - Par 4 -
710,0,21731,Freddie Jacobson,15,Zurich Classic,3,1 - Par 4 -
725,0,12692,David Chin,15,Sony Open,1,7 - Par 3 -
729,0,20859,Anders Hansen,15,Turning Stone,2,11 - Par 3
730,0,08191,Paul Broadhurst,15,WGC-CA Champ,1,1 - Par 5 -
747,0,21528,Henrik Stenson,15,Deutsche Bank,3,4 - Par 4 -
749,0,23983,Luke Donald,15,EDS B. Nelson,2,17 - Par 3
774,0,24121,Andy Matthews,14,Buick Open,2,11 - Par 3
797,0,23497,Tag Ridings,14,Disney,3,6 - Par 3 -
810,0,10885,Robert Allenby,14,AT&T National,1,2 - Par 3 -
849,0,06332,Neal Lancaster,13,Texas Open,4,5 - Par 4 -
892,0,01761,Len Mattiace,13,AT&T Pebble,3,11 - Par 4
897,0,08993,Franklin Langham,13,AT&T Classic,1,1 - Par 4 -
915,0,01042,Paul Azinger,13,THE PLAYERS,2,6 - Par 4 -
929,0,22400,Hennie Otto,12,WGC-CA Champ,3,13 - Par 3
934,0,25074,Martin Rominger,12,Zurich Classic,1,13 - Par 4
937,0,29720,Andres Gonzales,12,Frys.com Open,3,1 - Par 4 -
943,0,12660,Jesper Parnevik,12,Disney,1,16 - Par 4
954,0,08375,Paul Stankowski,12,John Deere Clas,1,9 - Par 4 -
964,0,20848,Ángel Cabrera,12,Deutsche Bank,2,2 - Par 5 -
965,0,23933,Michael Boyd,12,Frys.com Open,4,7 - Par 4 -
995,0,27958,Ryan Blaum,12,Wyndham Champ.,4,9 - Par 5 -
