RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
132,0,21470,Daisuke Maruyama,164.8,8085331.000,1363
134,0,10809,Jim Furyk,164.9,7015105.000,1182
134,0,01941,Tom Pernice Jr.,164.9,8903259.000,1500
134,0,25892,Steve Wheatcroft,164.9,6460459.000,1088
137,0,07867,Woody Austin,165.0,8939566.000,1505
137,0,24980,Scott Gutschewski,165.0,6160735.000,1037
137,0,23353,J.J. Henry,165.0,7240773.000,1219
137,0,08075,Jerry Kelly,165.0,7963325.000,1341
141,0,21753,Brian Davis,165.1,9366800.000,1576
141,0,24781,Hunter Mahan,165.1,7633613.000,1284
141,0,02223,Bob Tway,165.1,9378376.000,1578
144,0,21633,Steve Allan,165.2,5809665.000,977
144,0,19972,José Coceres,165.2,4485353.000,754
144,0,07457,Steve Flesch,165.2,9569009.000,1609
144,0,20105,Jeff Gove,165.2,10018373.000,1685
144,0,20572,Rod Pampling,165.2,7875816.000,1324
144,0,23788,D.J. Trahan,165.2,9587343.000,1612
150,0,25686,Jason Dufner,165.3,9229832.000,1551
150,0,24912,Will MacKenzie,165.3,9686461.000,1628
152,0,12652,Cameron Beckman,165.4,9048452.000,1520
152,0,20378,Mathias Grönberg,165.4,9352557.000,1571
154,0,27120,Troy Matteson,165.5,8107717.000,1361
154,0,06373,José María Olazábal,165.5,3931823.000,660
154,0,12602,Dean Wilson,165.5,7994494.000,1342
157,0,27141,J.B. Holmes,165.6,6814785.000,1143
157,0,24361,Pat Perez,165.6,6933138.000,1163
159,0,24024,Zach Johnson,165.7,6417262.000,1076
159,0,08375,Paul Stankowski,165.7,4486514.000,752
159,0,27095,Nick Watney,165.7,7454910.000,1250
162,0,22371,Aaron Baddeley,165.8,7025790.000,1177
163,0,20645,John Senden,165.9,8999939.000,1507
164,0,22348,Nick O'Hern,166.0,5904347.000,988
164,0,23621,Rory Sabbatini,166.0,6710480.000,1123
166,0,02239,Scott Verplank,166.3,6316262.000,1055
167,0,24924,Bill Haas,166.4,8806047.000,1470
167,0,25396,Kevin Na,166.4,8373731.000,1398
167,0,01948,Tim Petrovic,166.4,10184950.000,1700
170,0,23614,Rich Beem,166.5,7521532.000,1255
170,0,25900,Lucas Glover,166.5,8365972.000,1396
170,0,20574,Mathew Goggin,166.5,9333503.000,1557
170,0,20766,Padraig Harrington,166.5,4908460.000,819
174,0,24925,Jonathan Byrd,166.6,6679884.000,1114
174,0,22405,Justin Rose,166.6,4197596.000,700
176,0,24140,Sean O'Hair,166.7,8921596.000,1487
176,0,23349,Charles Warren,166.7,9942686.000,1657
178,0,06522,Ernie Els,166.8,4737856.000,789
178,0,29718,Anthony Kim,166.8,8579085.000,1429
178,0,26596,Ryan Moore,166.8,8046627.000,1340
181,0,06595,Kevin Sutherland,166.9,7406655.000,1233
182,0,24502,Adam Scott,167.2,5833102.000,969
183,0,24357,K.J. Choi,167.5,7357624.000,1220
183,0,01766,Billy Mayfair,167.5,8968217.000,1487
183,0,10423,Mike Weir,167.5,6457858.000,1071
186,0,20859,Anders Hansen,167.7,3677521.000,609
187,0,27770,Camilo Villegas,167.9,7447101.000,1232
188,0,28486,Michael Putnam,168.0,8638896.000,1428
189,0,23718,Nathan Green,168.2,9423297.000,1556
190,0,10885,Robert Allenby,168.3,8129434.000,1342
191,0,20382,Stephen Leaney,168.7,8058375.000,1327
191,0,26951,Johnson Wagner,168.7,9365589.000,1542
193,0,01810,Phil Mickelson,169.0,5639590.000,927
194,0,24507,Jason Bohn,169.3,5755128.000,944
195,0,21209,Sergio Garcia,169.9,6041527.000,988
195,0,08793,Tiger Woods,169.9,4708458.000,770
