RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,24781,Hunter Mahan,24' 7",16390.833,666
2,0,22371,Aaron Baddeley,24' 5",15650.167,641
2,0,34098,Russell Henley,24' 5",17023.417,697
2,0,21528,Henrik Stenson,24' 5",10731.750,440
5,0,20593,Greg Chalmers,24' 4",8526.417,351
6,0,30946,Alex Prugh,24' 2",19584.083,811
6,0,27064,Jhonattan Vegas,24' 2",17916.500,741
8,0,23048,Eric Axley,24' 1",10552.833,438
8,0,24502,Adam Scott,24' 1",7625.167,317
10,0,40058,Zac Blair,24' 0",21503.583,896
10,0,34264,Hudson Swafford,24' 0",21058.250,878
12,0,28089,Jason Day,23' 11",13148.833,549
12,0,29535,Brice Garnett,23' 11",16609.667,695
12,0,32150,Michael Thompson,23' 11",18548.000,775
12,0,34265,Will Wilcox,23' 11",10248.667,429
16,0,34262,Jon Curran,23' 9",16261.083,685
16,0,25369,Jamie Donaldson,23' 9",7659.667,322
16,0,23353,J.J. Henry,23' 9",20813.333,876
16,0,23320,Ryan Palmer,23' 9",12919.417,544
20,0,24925,Jonathan Byrd,23' 8",12061.583,510
20,0,24494,Erik Compton,23' 8",16065.917,680
20,0,28500,Martin Flores,23' 8",19992.083,844
20,0,24924,Bill Haas,23' 8",17919.250,756
20,0,29420,Billy Horschel,23' 8",17676.583,746
20,0,35451,Scott Pinckney,23' 8",18660.667,789
20,0,34358,Jonathan Randolph,23' 8",13812.250,583
20,0,34431,Robert Streb,23' 8",23281.250,982
28,0,34099,Harris English,23' 6",20932.917,891
28,0,36689,Brooks Koepka,23' 6",15303.583,651
28,0,22405,Justin Rose,23' 6",11482.417,488
28,0,20645,John Senden,23' 6",12305.917,523
28,0,26951,Johnson Wagner,23' 6",14099.750,599
28,0,25632,Jimmy Walker,23' 6",14298.250,609
28,0,20396,Lee Westwood,23' 6",7195.500,306
35,0,33461,Morgan Hoffmann,23' 5",15603.417,666
35,0,32640,Troy Merritt,23' 5",19103.750,815
35,0,33667,Carlos Ortiz,23' 5",20026.083,856
35,0,34256,Andrew Putnam,23' 5",12180.917,521
39,0,20229,Stewart Cink,23' 4",16213.750,696
39,0,27644,Brian Harman,23' 4",18818.417,807
41,0,29725,Tony Finau,23' 3",22237.917,957
41,0,32102,Rickie Fowler,23' 3",12891.833,554
41,0,36801,Mark Hubbard,23' 3",14634.417,630
41,0,36699,Patrick Rodgers,23' 3",11241.583,484
41,0,25562,Andres Romero,23' 3",12239.250,526
41,0,27649,Brandt Snedeker,23' 3",16429.417,707
41,0,27770,Camilo Villegas,23' 3",16474.250,709
48,0,12510,Chad Campbell,23' 2",22568.250,974
48,0,23541,Ben Crane,23' 2",11896.750,513
48,0,33399,Adam Hadwin,23' 2",19518.750,842
48,0,23800,Bryce Molder,23' 2",18160.750,783
48,0,33419,Cameron Tringale,23' 2",17791.583,769
53,0,31416,Derek Fathauer,23' 1",14868.583,645
53,0,01706,Davis Love III,23' 1",10389.000,450
55,0,33141,Keegan Bradley,23' 0",14711.833,639
55,0,31557,Jim Herman,23' 0",19925.250,865
55,0,26300,Matt Jones,23' 0",14792.750,644
55,0,30944,Jason Kokrak,23' 0",19067.833,830
55,0,26851,Marc Leishman,23' 0",12504.667,544
55,0,24140,Sean O'Hair,23' 0",18594.667,809
55,0,26331,Charl Schwartzel,23' 0",9490.917,413
55,0,29518,Brendan Steele,23' 0",17931.250,779
55,0,29425,Andrew Svoboda,23' 0",16611.750,722
55,0,30927,Brendon Todd,23' 0",16775.083,729
55,0,25804,Bubba Watson,23' 0",12709.833,552
66,0,27436,Graham DeLaet,22' 11",12931.083,564
66,0,10809,Jim Furyk,22' 11",12476.500,544
66,0,20766,Padraig Harrington,22' 11",11118.500,485
66,0,29222,Billy Hurley III,22' 11",14714.250,643
66,0,29478,Kevin Kisner,22' 11",22063.167,964
66,0,27936,Martin Laird,22' 11",17091.333,746
66,0,25396,Kevin Na,22' 11",15580.583,679
66,0,34130,Sung Joon Park,22' 11",14803.583,646
66,0,25834,Daniel Summerhays,22' 11",20706.750,903
66,0,25892,Steve Wheatcroft,22' 11",16217.083,707
76,0,23638,Brendon de Jonge,22' 10",21539.417,945
76,0,30926,Chris Kirk,22' 10",12705.917,556
76,0,33413,Ben Martin,22' 10",18666.333,817
79,0,34563,Chesson Hadley,22' 9",19380.167,851
79,0,21961,Charles Howell III,22' 9",25188.167,1109
79,0,33122,Russell Knox,22' 9",21288.167,937
79,0,23548,Bill Lunde,22' 9",8859.083,390
79,0,31202,William McGirt,22' 9",22603.750,994
79,0,24490,George McNeill,22' 9",20369.750,897
79,0,24361,Pat Perez,22' 9",19290.833,847
86,0,35545,Blayne Barber,22' 8",14139.833,623
86,0,20157,Retief Goosen,22' 8",13351.583,588
86,0,34174,John Huh,22' 8",20315.417,895
86,0,30711,Colt Knost,22' 8",17614.833,776
86,0,27466,Spencer Levin,22' 8",20387.000,901
86,0,28475,Jeff Overton,22' 8",17562.917,774
86,0,30692,Scott Stallings,22' 8",11382.417,502
86,0,26289,Boo Weekley,22' 8",15525.417,685
94,0,40026,Daniel Berger,22' 7",19160.750,850
94,0,29479,Scott Brown,22' 7",17817.000,790
94,0,25364,Paul Casey,22' 7",15081.833,669
94,0,34261,Scott Langley,22' 7",18811.917,832
94,0,27963,Chris Stroud,22' 7",15420.833,684
99,0,27895,Jonas Blixt,22' 6",11823.167,525
99,0,24357,K.J. Choi,22' 6",12597.667,559
99,0,25720,Chad Collins,22' 6",13981.917,622
99,0,08075,Jerry Kelly,22' 6",14508.083,646
99,0,23108,Matt Kuchar,22' 6",16675.000,742
99,0,29289,S.Y. Noh,22' 6",12386.250,550
99,0,34360,Patrick Reed,22' 6",15961.750,710
99,0,29476,Kyle Reifers,22' 6",18157.917,807
99,0,33418,Shawn Stefani,22' 6",20706.917,922
99,0,33448,Justin Thomas,22' 6",21282.667,946
99,0,21878,Mark Wilson,22' 6",18888.500,841
110,0,37273,Derek Ernst,22' 5",14599.000,652
110,0,29720,Andres Gonzales,22' 5",17552.250,782
110,0,25198,Francesco Molinari,22' 5",10757.333,479
110,0,25818,Scott Piercy,22' 5",18573.667,828
110,0,23621,Rory Sabbatini,22' 5",14510.917,648
110,0,27214,Kevin Streelman,22' 5",18084.417,807
110,0,28132,Tyrone Van Aswegen,22' 5",10173.667,454
110,0,23623,Bo Van Pelt,22' 5",15291.833,681
110,0,31323,Gary Woodland,22' 5",12397.500,554
119,0,28259,Sangmoon Bae,22' 4",18753.750,839
119,0,32366,Kevin Chappell,22' 4",16297.917,730
119,0,21209,Sergio Garcia,22' 4",8025.167,359
119,0,35539,Luke Guthrie,22' 4",15137.750,678
119,0,26758,David Hearn,22' 4",19509.250,873
119,0,28023,Byron Smith,22' 4",10680.000,479
119,0,25493,Nick Taylor,22' 4",18631.333,835
119,0,27095,Nick Watney,22' 4",18727.667,838
127,0,21753,Brian Davis,22' 3",15413.167,693
127,0,06522,Ernie Els,22' 3",8805.750,396
127,0,22056,Cameron Percy,22' 3",13573.083,611
127,0,25345,Carl Pettersson,22' 3",20700.333,929
127,0,29223,Sam Saunders,22' 3",14313.167,643
132,0,24846,Ricky Barnes,22' 2",13762.083,621
132,0,32334,Charlie Beljan,22' 2",12843.083,580
132,0,39977,Max Homa,22' 2",13811.167,624
132,0,37454,Whee Kim,22' 2",13158.583,593
132,0,35541,John Peterson,22' 2",18234.917,824
132,0,25240,D.A. Points,22' 2",12769.667,575
132,0,24138,Ian Poulter,22' 2",10011.833,452
139,0,24507,Jason Bohn,22' 1",19785.667,895
139,0,23983,Luke Donald,22' 1",12157.500,551
139,0,10860,Justin Leonard,22' 1",11876.750,538
139,0,22046,Geoff Ogilvy,22' 1",8284.083,375
