RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,21209,Sergio Garcia,1' 11",369,712.917
2,0,20771,Steven Alker,2' 0",527,1061.167
2,0,24357,K.J. Choi,2' 0",584,1178.083
2,0,06522,Ernie Els,2' 0",420,847.750
2,0,23353,J.J. Henry,2' 0",910,1849.417
2,0,24024,Zach Johnson,2' 0",737,1457.917
2,0,34046,Jordan Spieth,2' 0",621,1250.083
8,0,24507,Jason Bohn,2' 1",920,1913.250
8,0,28089,Jason Day,2' 1",571,1206.750
8,0,23983,Luke Donald,2' 1",571,1205.833
8,0,21961,Charles Howell III,2' 1",1147,2418.167
8,0,30925,Dustin Johnson,2' 1",554,1131.583
8,0,26300,Matt Jones,2' 1",675,1412.750
8,0,30711,Colt Knost,2' 1",800,1682.333
8,0,10860,Justin Leonard,2' 1",559,1184.333
8,0,27933,John Merrick,2' 1",644,1322.250
8,0,25198,Francesco Molinari,2' 1",493,1045.083
8,0,26596,Ryan Moore,2' 1",622,1303.417
8,0,34360,Patrick Reed,2' 1",735,1548.583
8,0,34431,Robert Streb,2' 1",1021,2138.583
8,0,31560,Brian Stuard,2' 1",831,1755.167
8,0,28132,Tyrone Van Aswegen,2' 1",470,996.750
8,0,21878,Mark Wilson,2' 1",884,1872.167
24,0,24846,Ricky Barnes,2' 2",644,1378.083
24,0,25274,Steven Bowditch,2' 2",876,1895.833
24,0,24925,Jonathan Byrd,2' 2",540,1190.417
24,0,10809,Jim Furyk,2' 2",568,1253.000
24,0,25900,Lucas Glover,2' 2",845,1844.917
24,0,32448,James Hahn,2' 2",820,1790.167
24,0,27644,Brian Harman,2' 2",833,1837.000
24,0,12716,Charley Hoffman,2' 2",798,1759.083
24,0,08075,Jerry Kelly,2' 2",676,1485.333
24,0,33122,Russell Knox,2' 2",976,2104.500
24,0,34261,Scott Langley,2' 2",863,1863.083
24,0,26851,Marc Leishman,2' 2",571,1247.250
24,0,27466,Spencer Levin,2' 2",941,2032.333
24,0,33413,Ben Martin,2' 2",856,1878.333
24,0,29289,S.Y. Noh,2' 2",579,1269.250
24,0,33667,Carlos Ortiz,2' 2",901,1945.833
24,0,20691,Greg Owen,2' 2",451,973.750
24,0,22056,Cameron Percy,2' 2",638,1363.833
24,0,30946,Alex Prugh,2' 2",846,1830.833
24,0,26476,Chez Reavie,2' 2",555,1215.500
24,0,27214,Kevin Streelman,2' 2",835,1818.083
24,0,25834,Daniel Summerhays,2' 2",927,1984.333
24,0,28780,Nicholas Thompson,2' 2",790,1715.750
24,0,25804,Bubba Watson,2' 2",581,1243.583
24,0,25349,Tim Wilkinson,2' 2",624,1369.167
49,0,10885,Robert Allenby,2' 3",588,1307.000
49,0,33141,Keegan Bradley,2' 3",674,1523.000
49,0,12510,Chad Campbell,2' 3",1016,2322.667
49,0,25364,Paul Casey,2' 3",702,1597.333
49,0,32200,Roberto Castro,2' 3",409,908.167
49,0,20472,Alex Cejka,2' 3",851,1883.583
49,0,20229,Stewart Cink,2' 3",745,1700.000
49,0,25720,Chad Collins,2' 3",648,1483.583
49,0,23541,Ben Crane,2' 3",540,1215.917
49,0,27436,Graham DeLaet,2' 3",588,1302.667
49,0,25686,Jason Dufner,2' 3",529,1196.250
49,0,25191,Gonzalo Fernandez-Castaño,2' 3",696,1544.667
49,0,29725,Tony Finau,2' 3",1002,2263.000
49,0,29720,Andres Gonzales,2' 3",818,1830.000
49,0,20157,Retief Goosen,2' 3",624,1386.583
49,0,24924,Bill Haas,2' 3",796,1798.583
49,0,20766,Padraig Harrington,2' 3",519,1187.667
49,0,31557,Jim Herman,2' 3",909,2079.583
49,0,30852,Ryo Ishikawa,2' 3",792,1780.750
49,0,23108,Matt Kuchar,2' 3",768,1712.500
49,0,01706,Davis Love III,2' 3",475,1083.500
49,0,32839,Hideki Matsuyama,2' 3",711,1620.333
49,0,31202,William McGirt,2' 3",1041,2300.000
49,0,23800,Bryce Molder,2' 3",810,1829.417
49,0,22046,Geoff Ogilvy,2' 3",399,887.583
49,0,34130,Sung Joon Park,2' 3",687,1551.750
49,0,24361,Pat Perez,2' 3",881,1982.833
49,0,25345,Carl Pettersson,2' 3",973,2170.333
49,0,36699,Patrick Rodgers,2' 3",505,1149.000
49,0,22405,Justin Rose,2' 3",511,1136.333
49,0,29223,Sam Saunders,2' 3",676,1543.417
49,0,06567,Vijay Singh,2' 3",738,1652.083
49,0,28023,Byron Smith,2' 3",505,1115.500
49,0,32150,Michael Thompson,2' 3",821,1872.417
49,0,02206,David Toms,2' 3",580,1283.333
