RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
104,0,29478,Kevin Kisner,73' 0",82347,94,412,2802002262
104,0,29289,S.Y. Noh,73' 0",47310,54,409,3703001346
106,0,25240,D.A. Points,72' 11",50760,58,410,2103001616
107,0,25686,Jason Dufner,72' 10",41941,48,412,3201002155
107,0,28307,Matt Every,72' 10",48931,56,411,2104001418
107,0,27644,Brian Harman,72' 10",68182,78,408,4701001861
110,0,20104,Ken Duke,72' 9",68120,78,410,1502001501
110,0,27141,J.B. Holmes,72' 9",57629,66,411,1901001756
112,0,21878,Mark Wilson,72' 7",70551,81,407,0303002040
113,0,33141,Keegan Bradley,72' 5",55635,64,406,3604001591
113,0,24357,K.J. Choi,72' 5",49536,57,406,4104001591
113,0,30926,Chris Kirk,72' 5",48653,56,409,3001001842
116,0,29535,Brice Garnett,72' 4",55546,64,406,4102001893
116,0,30944,Jason Kokrak,72' 4",69440,80,408,3701001538
118,0,23320,Ryan Palmer,72' 3",46833,54,407,3101001612
118,0,33448,Justin Thomas,72' 3",83204,96,406,3701002277
120,0,12510,Chad Campbell,72' 2",78829,91,406,1602001868
121,0,26596,Ryan Moore,72' 1",52762,61,407,2904001780
122,0,27214,Kevin Streelman,71' 11",62966,73,401,0201001714
123,0,22046,Geoff Ogilvy,71' 8",30089,35,404,2904001485
123,0,33418,Shawn Stefani,71' 8",75691,88,403,3001001710
125,0,29223,Sam Saunders,71' 6",54045,63,402,4504002033
125,0,20645,John Senden,71' 6",43766,51,402,3002001538
127,0,31202,William McGirt,71' 5",83171,97,403,3702001521
128,0,28780,Nicholas Thompson,71' 4",59926,70,398,3502001715
129,0,23638,Brendon de Jonge,71' 3",78614,92,400,1304001820
129,0,28475,Jeff Overton,71' 3",64119,75,402,2302001490
131,0,36699,Patrick Rodgers,71' 2",39280,46,398,1704001581
132,0,27963,Chris Stroud,71' 1",57974,68,401,2801001424
132,0,25804,Bubba Watson,71' 1",47765,56,400,4704001495
134,0,27466,Spencer Levin,71' 0",70730,83,399,3701001616
135,0,24846,Ricky Barnes,70' 11",53618,63,400,2602001511
136,0,33122,Russell Knox,70' 10",73917,87,398,2104001441
137,0,40026,Daniel Berger,70' 9",70439,83,399,0303001462
138,0,23048,Eric Axley,70' 8",36452,43,398,0304001275
138,0,29479,Scott Brown,70' 8",68677,81,399,4502001622
138,0,20766,Padraig Harrington,70' 8",41546,49,398,2301001830
138,0,34261,Scott Langley,70' 8",67024,79,397,3802001649
142,0,21961,Charles Howell III,70' 7",83878,99,396,1402001854
143,0,35541,John Peterson,70' 6",65147,77,398,4102001613
143,0,26289,Boo Weekley,70' 6",56713,67,398,3001001821
145,0,20848,Ángel Cabrera,70' 4",35456,42,394,4001001493
146,0,25349,Tim Wilkinson,70' 2",48820,58,394,0102001521
147,0,25720,Chad Collins,70' 0",52919,63,393,1201002054
147,0,34262,Jon Curran,70' 0",54623,65,392,3304001616
147,0,26476,Chez Reavie,70' 0",42014,50,391,3302001495
150,0,39977,Max Homa,69' 11",52038,62,395,3702001336
151,0,20472,Alex Cejka,69' 6",65889,79,391,3302001667
151,0,26851,Marc Leishman,69' 6",45060,54,391,1704001323
151,0,33486,Roger Sloan,69' 6",33352,40,390,2602001341
151,0,30692,Scott Stallings,69' 6",40878,49,392,3603001364
155,0,24924,Bill Haas,69' 5",59162,71,390,4401001565
156,0,29221,Webb Simpson,69' 4",53248,64,391,1101001452
157,0,37273,Derek Ernst,69' 3",52342,63,389,3503001565
157,0,22056,Cameron Percy,69' 3",48185,58,389,3304001681
159,0,32334,Charlie Beljan,69' 2",47304,57,388,3802001723
160,0,20157,Retief Goosen,69' 0",49695,60,387,1404001351
160,0,22293,Heath Slocum,69' 0",32297,39,388,0503001730
162,0,06522,Ernie Els,68' 8",32143,39,387,4101001622
163,0,10809,Jim Furyk,68' 6",42730,52,387,2504001833
164,0,27436,Graham DeLaet,68' 5",44318,54,384,3003001432
165,0,28486,Michael Putnam,67' 9",55291,68,380,3602001571
166,0,25198,Francesco Molinari,67' 6",34824,43,378,1602001613
167,0,30736,Oscar Fraustro,67' 2",32229,40,377,2304001146
168,0,06567,Vijay Singh,67' 1",55536,69,378,4402001809
169,0,20771,Steven Alker,67' 0",40203,50,378,0304001772
170,0,27933,John Merrick,66' 3",46091,58,372,0201001818
171,0,25191,Gonzalo Fernandez-Castaño,66' 2",50015,63,374,3201001636
171,0,28132,Tyrone Van Aswegen,66' 2",33345,42,370,3701001524
173,0,30946,Alex Prugh,66' 1",57092,72,371,3002001435
174,0,26331,Charl Schwartzel,66' 0",32488,41,371,2501001292
175,0,20691,Greg Owen,65' 11",31623,40,371,1503001381
176,0,32200,Roberto Castro,65' 4",28229,36,368,3703001316
176,0,28023,Byron Smith,65' 4",33728,43,369,1102001622
178,0,34130,Sung Joon Park,64' 11",49077,63,365,2301001525
179,0,24358,Robert Garrigus,64' 8",42657,55,365,3602001369
180,0,01706,Davis Love III,63' 10",32172,42,357,4502001581
181,0,25900,Lucas Glover,63' 8",55009,72,357,2604001364
182,0,10885,Robert Allenby,63' 5",38833,51,358,2503001283
183,0,23353,J.J. Henry,63' 2",57608,76,354,3602001327
184,0,31193,Jim Renner,61' 2",41131,56,345,1101001528
