RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,27770,Camilo Villegas,82' 1",72867,74,462,3303002052
2,0,25632,Jimmy Walker,81' 4",62461,64,456,1103001719
3,0,40058,Zac Blair,81' 0",85527,88,455,4603001899
4,0,20229,Stewart Cink,80' 10",64034,66,452,3702002122
4,0,34098,Russell Henley,80' 10",64990,67,455,3604001739
6,0,29420,Billy Horschel,80' 9",70741,73,451,1901001986
7,0,21528,Henrik Stenson,80' 8",42573,44,451,2102001737
8,0,20396,Lee Westwood,80' 6",30899,32,457,1704002016
9,0,20593,Greg Chalmers,80' 3",34662,36,453,4502001672
10,0,34265,Will Wilcox,80' 1",39406,41,450,3803002002
11,0,28089,Jason Day,80' 0",54732,57,450,2801001920
11,0,36689,Brooks Koepka,80' 0",62421,65,453,1702001985
13,0,35451,Scott Pinckney,79' 10",70864,74,448,3704001801
14,0,26300,Matt Jones,79' 8",64027,67,449,2103001971
15,0,27649,Brandt Snedeker,79' 7",71637,75,449,4502001900
16,0,22371,Aaron Baddeley,79' 5",62914,66,447,3804001658
17,0,24140,Sean O'Hair,79' 4",77134,81,449,4002001814
18,0,25892,Steve Wheatcroft,79' 2",68412,72,447,4104001971
19,0,34256,Andrew Putnam,79' 0",51196,54,444,3301001856
20,0,34174,John Huh,78' 9",84138,89,443,2901001735
20,0,34046,Jordan Spieth,78' 9",62372,66,447,4904001709
22,0,25369,Jamie Donaldson,78' 7",30182,32,440,1702001333
23,0,34264,Hudson Swafford,78' 5",78076,83,439,3201002017
24,0,24361,Pat Perez,78' 4",78051,83,442,4804001839
25,0,29926,Danny Lee,78' 3",93861,100,442,4702002232
26,0,33399,Adam Hadwin,78' 2",75967,81,440,3004001613
26,0,24138,Ian Poulter,78' 2",45033,48,438,4303001722
28,0,35539,Luke Guthrie,77' 9",63465,68,437,0101001595
28,0,33413,Ben Martin,77' 9",71835,77,438,3004002195
30,0,28259,Sangmoon Bae,77' 7",81946,88,437,3204002044
30,0,25562,Andres Romero,77' 7",50285,54,441,2004001588
32,0,01810,Phil Mickelson,77' 6",51172,55,438,3304001780
32,0,25818,Scott Piercy,77' 6",77168,83,436,0301001802
34,0,26758,David Hearn,77' 5",78994,85,435,4804001960
34,0,32640,Troy Merritt,77' 5",76172,82,436,2002001648
36,0,24781,Hunter Mahan,77' 4",60332,65,436,3502001879
37,0,32102,Rickie Fowler,77' 2",52805,57,436,4903001616
38,0,25364,Paul Casey,77' 1",58281,63,433,4401001528
38,0,28679,Fabián Gómez,77' 1",63814,69,432,1702001669
40,0,27936,Martin Laird,76' 10",67288,73,433,4501001646
41,0,30927,Brendon Todd,76' 9",69997,76,431,0303001567
42,0,34099,Harris English,76' 8",80932,88,431,4904001463
43,0,32366,Kevin Chappell,76' 7",68949,75,430,0301001730
43,0,25834,Daniel Summerhays,76' 7",81790,89,430,0203001910
45,0,34360,Patrick Reed,76' 6",69733,76,431,4901001592
45,0,23623,Bo Van Pelt,76' 6",59644,65,430,2303001940
47,0,23983,Luke Donald,76' 5",49505,54,432,1702001599
48,0,24490,George McNeill,76' 2",81353,89,427,3701001561
49,0,23541,Ben Crane,76' 0",47425,52,426,1002001741
49,0,21753,Brian Davis,76' 0",64768,71,430,4003001670
51,0,33419,Cameron Tringale,75' 11",72006,79,426,2301001838
52,0,35545,Blayne Barber,75' 10",57327,63,427,0504001607
52,0,29720,Andres Gonzales,75' 10",69194,76,426,2602001882
52,0,23800,Bryce Molder,75' 10",70105,77,425,3602001771
55,0,27895,Jonas Blixt,75' 7",47183,52,428,4503001837
56,0,35532,Tom Hoge,75' 6",58895,65,425,4002001731
56,0,34358,Jonathan Randolph,75' 6",50733,56,421,1603001467
56,0,34431,Robert Streb,75' 6",86962,96,425,4301001672
59,0,21209,Sergio Garcia,75' 5",32596,36,425,4802002645
59,0,31323,Gary Woodland,75' 5",48847,54,423,4701001741
61,0,34563,Chesson Hadley,75' 4",80430,89,424,0301001535
61,0,37454,Whee Kim,75' 4",50610,56,423,2902001673
61,0,23621,Rory Sabbatini,75' 4",59662,66,423,2804001627
61,0,32150,Michael Thompson,75' 4",67812,75,423,3101001659
65,0,28500,Martin Flores,75' 2",71290,79,423,1201001918
65,0,23108,Matt Kuchar,75' 2",69459,77,423,3203001774
65,0,31560,Brian Stuard,75' 2",71296,79,423,3701001749
68,0,26329,Louis Oosthuizen,74' 11",42261,47,421,1903001485
69,0,32448,James Hahn,74' 10",70082,78,421,3101001790
70,0,30711,Colt Knost,74' 9",66402,74,420,4704001706
70,0,29518,Brendan Steele,74' 9",68139,76,420,3504001858
70,0,25493,Nick Taylor,74' 9",74417,83,420,0504002136
73,0,29725,Tony Finau,74' 7",82329,92,420,2304001784
73,0,12716,Charley Hoffman,74' 7",68041,76,418,4601001909
73,0,08075,Jerry Kelly,74' 7",59095,66,418,2602001940
73,0,22405,Justin Rose,74' 7",43836,49,417,4401001477
77,0,25396,Kevin Na,74' 5",63370,71,419,1302001628
78,0,25345,Carl Pettersson,74' 3",85550,96,418,0302001513
79,0,23548,Bill Lunde,74' 2",32035,36,415,2901001684
79,0,24502,Adam Scott,74' 2",28471,32,416,4304001589
81,0,25274,Steven Bowditch,74' 1",78267,88,419,4604001761
81,0,24494,Erik Compton,74' 1",62229,70,418,3003001665
83,0,31557,Jim Herman,74' 0",68394,77,415,2202001566
83,0,29425,Andrew Svoboda,74' 0",62127,70,416,3802001750
83,0,27095,Nick Watney,74' 0",71946,81,416,1504002067
86,0,29476,Kyle Reifers,73' 11",70955,80,415,3602002035
87,0,32839,Hideki Matsuyama,73' 10",62001,70,415,4702001930
88,0,24925,Jonathan Byrd,73' 9",45160,51,417,2604001541
88,0,26951,Johnson Wagner,73' 9",50458,57,413,2303001883
90,0,33667,Carlos Ortiz,73' 8",73380,83,413,0202001891
90,0,02206,David Toms,73' 8",48599,55,414,0304001826
92,0,29222,Billy Hurley III,73' 5",55515,63,412,4502001492
93,0,22892,Jason Gore,73' 4",51066,58,411,4503001600
94,0,31416,Derek Fathauer,73' 3",58030,66,417,4003001411
94,0,30852,Ryo Ishikawa,73' 3",65931,75,412,2101001717
94,0,30925,Dustin Johnson,73' 3",47486,54,414,4904001650
94,0,10860,Justin Leonard,73' 3",47457,54,410,3603001780
94,0,34409,David Lingmerth,73' 3",65070,74,413,0302001491
99,0,24507,Jason Bohn,73' 2",76360,87,411,3202001899
99,0,33461,Morgan Hoffmann,73' 2",60569,69,415,1903001457
99,0,24024,Zach Johnson,73' 2",61442,70,411,3704001646
99,0,27064,Jhonattan Vegas,73' 2",63231,72,411,4003001610
103,0,36801,Mark Hubbard,73' 1",53508,61,410,4101001619
