RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,01042,Paul Azinger,12,3,1,6
1,0,01876,Greg Norman,12,2,4,2
1,0,02146,Payne Stewart,12,4,3
4,0,01226,Fred Couples,9,1,2
4,0,01378,David Frost,9,2,2,1
4,0,01837,Gil Morgan,9,2
7,0,01313,Steve Elkington,8,1,1
7,0,01633,Tom Kite,8,2,2
7,0,01968,Nick Price,8,4,2
10,0,01024,Billy Andrade,7,1,1
10,0,01577,Lee Janzen,7,2,1
10,0,01823,Larry Mize,7,2,1
13,0,01161,Mark Calcavecchia,6,3
13,0,01200,Keith Clearwater,6
13,0,01306,David Edwards,6,1,1
13,0,01331,Rick Fehr,6,2
13,0,01361,Dan Forsman,6,1
13,0,01385,Jim Gallagher Jr.,6,2,1,1
13,0,01418,Bill Glasson,6,1
13,0,01457,Jay Haas,6,1
13,0,01527,Scott Hoch,6,1
13,0,01553,John Huston,6,2
13,0,01677,Tom Lehman,6,1
13,0,01724,Jeff Maggert,6,1,2,1
13,0,01797,Rocco Mediate,6,1,1
13,0,01920,Craig Parry,6,1
13,0,01928,Corey Pavin,6,2
13,0,06567,Vijay Singh,6,1,1
29,0,01072,Chip Beck,5,2
29,0,01219,John Cook,5
29,0,01320,Bob Estes,5,1,1
29,0,01381,Fred Funk,5
29,0,01706,Davis Love III,5,2,1
29,0,01766,Billy Mayfair,5,1,1
29,0,02099,Scott Simpson,5,1,1,1
29,0,02101,Joey Sindelar,5,1,1
29,0,02133,Craig Stadler,5,2,1
29,0,02159,Curtis Strange,5,1
29,0,02279,Mark Wiebe,5,1
40,0,01014,Fulton Allem,4,2
40,0,01329,Brad Faxon,4
40,0,06575,Dudley Hart,4,2
40,0,01510,Nolan Henke,4,1
40,0,06012,Greg Kraft,4,1
40,0,01755,Dick Mast,4
40,0,01810,Phil Mickelson,4,2
40,0,01887,Mark O'Meara,4,1
40,0,01926,Steve Pate,4
40,0,02010,Loren Roberts,4,1
40,0,02131,Mike Springer,4,1
40,0,02245,Grant Waite,4,1
40,0,02246,Duffy Waldorf,4
40,0,02256,Tom Watson,4
40,0,02321,Fuzzy Zoeller,4,1,1
55,0,06197,Michael Allen,3,2
55,0,01098,Jay Don Blake,3
55,0,01132,Mark Brooks,3,1
55,0,01143,Brad Bryant,3,1,1
55,0,01197,Bobby Clampett,3
55,0,01261,Jay Delsing,3,1
55,0,01288,Ed Dougherty,3
55,0,01388,Robert Gamez,3,1
55,0,01444,Ken Green,3,1
55,0,01475,Donnie Hammond,3,1,1
55,0,01533,P.H. Horgan III,3
55,0,01550,Ed Humenik,3
55,0,01569,Peter Jacobsen,3
55,0,01607,Brian Kamm,3
55,0,01666,Bernhard Langer,3,1,1
55,0,01701,Bob Lohr,3,1,1
55,0,01783,Mark McCumber,3,1,1
55,0,06090,Jim McGovern,3,1
55,0,01891,David Ogrin,3
55,0,01945,Kenny Perry,3
55,0,02206,David Toms,3
55,0,02224,Greg Twiggs,3,1
55,0,02294,Willie Wood,3
78,0,01006,John Adams,2
78,0,01096,Phil Blackmar,2,1
78,0,01185,Brandel Chamblee,2
78,0,01201,Lennie Clements,2
78,0,01203,Russ Cochran,2,1
78,0,01326,Nick Faldo,2,1
78,0,01346,Ed Fiori,2
78,0,01355,Raymond Floyd,2
78,0,01414,Bob Gilder,2
78,0,01495,Morris Hatalsky,2,1
78,0,01557,John Inman,2,1
78,0,01559,Hale Irwin,2
78,0,06332,Neal Lancaster,2
78,0,01682,Wayne Levi,2
78,0,01690,Bruce Lietzke,2
