RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,20645,John Senden,81.55,738,905
2,0,23353,J.J. Henry,81.01,644,795
3,0,01226,Fred Couples,80.76,340,421
4,0,24358,Robert Garrigus,80.51,504,626
5,0,21961,Charles Howell III,80.19,599,747
6,0,31323,Gary Woodland,79.83,277,347
7,0,08793,Tiger Woods,79.57,444,558
8,0,25818,Scott Piercy,79.49,500,629
9,0,12510,Chad Campbell,79.40,605,762
10,0,24925,Jonathan Byrd,79.11,621,785
11,0,06004,Stephen Ames,79.00,538,681
11,0,24846,Ricky Barnes,79.00,380,481
13,0,23788,D.J. Trahan,78.80,710,901
14,0,26851,Marc Leishman,78.78,568,721
15,0,23497,Tag Ridings,78.72,270,343
16,0,10860,Justin Leonard,78.70,691,878
17,0,23638,Brendon de Jonge,78.59,580,738
18,0,12716,Charley Hoffman,78.53,611,778
19,0,27963,Chris Stroud,78.52,585,745
20,0,06595,Kevin Sutherland,78.50,650,828
21,0,27095,Nick Watney,78.47,543,692
22,0,21805,Harrison Frazar,78.45,528,673
23,0,20691,Greg Owen,78.35,655,836
24,0,23621,Rory Sabbatini,78.33,506,646
25,0,24507,Jason Bohn,78.10,674,863
26,0,01706,Davis Love III,78.06,562,720
27,0,01677,Tom Lehman,78.00,390,500
28,0,23349,Charles Warren,77.95,396,508
29,0,06621,Joe Durant,77.90,430,552
30,0,23614,Rich Beem,77.81,477,613
31,0,23548,Bill Lunde,77.78,560,720
32,0,24912,Will MacKenzie,77.71,495,637
33,0,28158,Steve Marino,77.64,646,832
34,0,08845,Scott Sterling,77.63,295,380
35,0,07457,Steve Flesch,77.56,522,673
36,0,27120,Troy Matteson,77.37,588,760
37,0,10425,Jay Williamson,77.33,457,591
38,0,20098,Stuart Appleby,77.29,497,643
39,0,06522,Ernie Els,77.08,464,602
40,0,22293,Heath Slocum,77.03,701,910
41,0,24024,Zach Johnson,77.01,710,922
42,0,21878,Mark Wilson,76.97,702,912
43,0,27770,Camilo Villegas,76.95,484,629
44,0,23800,Bryce Molder,76.91,433,563
45,0,07749,Brett Quigley,76.86,528,687
46,0,02206,David Toms,76.85,737,959
47,0,30925,Dustin Johnson,76.84,501,652
48,0,26498,Matt Weibring,76.78,410,534
48,0,20160,Charlie Wi,76.78,658,857
50,0,26289,Boo Weekley,76.66,565,737
51,0,23623,Bo Van Pelt,76.61,642,838
52,0,20498,Briny Baird,76.60,609,795
53,0,01313,Steve Elkington,76.54,509,665
54,0,24781,Hunter Mahan,76.52,642,839
54,0,01810,Phil Mickelson,76.52,352,460
54,0,24140,Sean O'Hair,76.52,502,656
57,0,27936,Martin Laird,76.50,472,617
57,0,26497,Casey Wittenberg,76.50,433,566
59,0,25804,Bubba Watson,76.48,413,540
60,0,01724,Jeff Maggert,76.40,573,750
61,0,27214,Kevin Streelman,76.39,605,792
62,0,25686,Jason Dufner,76.37,614,804
63,0,24357,K.J. Choi,76.28,463,607
64,0,10117,Bob Heintz,76.24,385,505
64,0,26951,Johnson Wagner,76.24,555,728
66,0,01945,Kenny Perry,76.20,650,853
67,0,28620,Aron Price,76.18,547,718
68,0,12782,Tim Herron,76.14,536,704
68,0,27466,Spencer Levin,76.14,466,612
70,0,26679,Kevin Stadler,76.11,376,494
71,0,28475,Jeff Overton,76.10,503,661
72,0,21209,Sergio Garcia,76.03,368,484
73,0,22348,Nick O'Hern,75.91,627,826
74,0,25900,Lucas Glover,75.88,645,850
74,0,27933,John Merrick,75.88,541,713
76,0,28780,Nicholas Thompson,75.87,635,837
77,0,01161,Mark Calcavecchia,75.86,465,613
78,0,26300,Matt Jones,75.84,292,385
79,0,12652,Cameron Beckman,75.80,545,719
80,0,24924,Bill Haas,75.79,576,760
81,0,12602,Dean Wilson,75.76,522,689
82,0,23320,Ryan Palmer,75.75,506,668
83,0,25632,Jimmy Walker,75.74,384,507
84,0,01797,Rocco Mediate,75.67,507,670
84,0,20572,Rod Pampling,75.67,479,633
86,0,24663,Y.E. Yang,75.60,505,668
87,0,09011,David Duval,75.57,300,397
88,0,01320,Bob Estes,75.51,558,739
89,0,27141,J.B. Holmes,75.50,376,498
90,0,07223,Brian Bateman,75.46,326,432
91,0,01707,Steve Lowery,75.43,571,757
92,0,26596,Ryan Moore,75.35,584,775
93,0,23983,Luke Donald,75.34,501,665
94,0,06197,Michael Allen,75.30,494,656
95,0,10733,Kent Jones,75.28,472,627
95,0,25240,D.A. Points,75.28,667,886
97,0,22295,Darron Stiles,75.26,359,477
98,0,24490,George McNeill,75.22,507,674
99,0,25396,Kevin Na,75.07,575,766
100,0,26881,Jarrod Lyle,75.05,367,489
101,0,26695,Michael Letzig,75.03,580,773
102,0,20574,Mathew Goggin,75.00,510,680
103,0,24503,Jeff Klauk,74.97,704,939
104,0,06567,Vijay Singh,74.92,442,590
105,0,10885,Robert Allenby,74.85,491,656
106,0,24502,Adam Scott,74.83,321,429
