RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,26300,Matt Jones,59.5,22,37,-4.00
2,0,02206,David Toms,56.8,25,44,-4.00
3,0,07867,Woody Austin,56.7,34,60,-13.00
4,0,20498,Briny Baird,55.8,24,43,-1.00
4,0,28089,Jason Day,55.8,29,52,-6.00
6,0,12716,Charley Hoffman,55.6,45,81,-6.00
7,0,06567,Vijay Singh,55.2,32,58,-3.00
8,0,26951,Johnson Wagner,55.0,22,40,-2.00
9,0,06621,Joe Durant,54.8,17,31,-4.00
10,0,25396,Kevin Na,54.7,29,53,-1.00
11,0,06197,Michael Allen,54.5,18,33,-4.00
11,0,28780,Nicholas Thompson,54.5,42,77,-3.00
13,0,26851,Marc Leishman,54.0,27,50,-1.00
14,0,21961,Charles Howell III,53.8,35,65,-9.00
14,0,23623,Bo Van Pelt,53.8,35,65,-6.00
16,0,10809,Jim Furyk,53.7,22,41,-9.00
17,0,24846,Ricky Barnes,53.2,25,47,-4.00
18,0,12510,Chad Campbell,52.9,27,51,-3.00
19,0,08845,Scott Sterling,52.6,10,19,E
20,0,25818,Scott Piercy,52.5,32,61,-6.00
21,0,01724,Jeff Maggert,52.1,25,48,+2.00
22,0,20160,Charlie Wi,51.9,27,52,-4.00
23,0,25562,Andres Romero,51.4,19,37,-10.00
23,0,26497,Casey Wittenberg,51.4,19,37,-1.00
25,0,22892,Jason Gore,51.2,22,43,-7.00
26,0,20127,Chris Riley,51.1,24,47,-7.00
27,0,26695,Michael Letzig,50.8,33,65,-2.00
27,0,23788,D.J. Trahan,50.8,32,63,-5.00
29,0,27683,Leif Olson,50.0,18,36,-5.00
29,0,25632,Jimmy Walker,50.0,19,38,-5.00
29,0,27095,Nick Watney,50.0,26,52,-6.00
29,0,21878,Mark Wilson,50.0,33,66,-6.00
33,0,01161,Mark Calcavecchia,49.0,24,49,-3.00
34,0,24138,Ian Poulter,48.8,21,43,-4.00
35,0,27933,John Merrick,48.7,38,78,-7.00
35,0,30927,Brendon Todd,48.7,19,39,-2.00
37,0,25345,Carl Pettersson,48.6,36,74,-2.00
38,0,09011,David Duval,48.4,15,31,-4.00
38,0,20691,Greg Owen,48.4,31,64,-3.00
40,0,26881,Jarrod Lyle,48.1,26,54,-3.00
41,0,21350,Ryuji Imada,48.0,24,50,-4.00
42,0,10585,Scott McCarron,47.9,23,48,-4.00
43,0,27141,J.B. Holmes,47.8,22,46,-2.00
43,0,20572,Rod Pampling,47.8,32,67,-6.00
45,0,24912,Will MacKenzie,47.7,21,44,-1.00
46,0,23320,Ryan Palmer,47.3,26,55,-1.00
47,0,20098,Stuart Appleby,47.2,25,53,-4.00
47,0,20634,Peter Lonard,47.2,25,53,-3.00
49,0,23778,Brad Adamonis,47.1,24,51,-2.00
49,0,07223,Brian Bateman,47.1,24,51,-3.00
49,0,27466,Spencer Levin,47.1,24,51,-4.00
49,0,24502,Adam Scott,47.1,16,34,-2.00
53,0,23638,Brendon de Jonge,46.8,36,77,-7.00
54,0,23541,Ben Crane,46.7,28,60,-6.00
54,0,02214,Kirk Triplett,46.7,14,30,-1.00
54,0,10425,Jay Williamson,46.7,21,45,E
57,0,22405,Justin Rose,46.6,27,58,-7.00
58,0,27649,Brandt Snedeker,46.3,19,41,-6.00
59,0,06012,Greg Kraft,46.2,12,26,-6.00
59,0,27120,Troy Matteson,46.2,36,78,-3.00
61,0,07457,Steve Flesch,46.0,23,50,-5.00
61,0,01941,Tom Pernice Jr.,46.0,29,63,-9.00
63,0,01035,Tommy Armour III,45.9,17,37,-2.00
63,0,25686,Jason Dufner,45.9,28,61,-3.00
65,0,20472,Alex Cejka,45.8,22,48,-6.00
65,0,28158,Steve Marino,45.8,33,72,-10.00
65,0,27770,Camilo Villegas,45.8,22,48,-4.00
65,0,31323,Gary Woodland,45.8,11,24,-3.00
69,0,21959,Ted Purdy,45.7,32,70,-8.00
70,0,27963,Chris Stroud,45.6,26,57,-2.00
71,0,06527,Steve Stricker,45.5,20,44,-5.00
72,0,20070,Matt Bettencourt,45.2,42,93,-8.00
73,0,22961,David Mathis,45.1,23,51,-8.00
74,0,30925,Dustin Johnson,45.0,27,60,-4.00
75,0,06522,Ernie Els,44.7,17,38,-3.00
75,0,27060,John Mallinger,44.7,21,47,-7.00
75,0,28475,Jeff Overton,44.7,34,76,-6.00
75,0,24663,Y.E. Yang,44.7,34,76,-4.00
79,0,24924,Bill Haas,44.6,33,74,-7.00
80,0,20593,Greg Chalmers,44.0,22,50,-1.00
80,0,21731,Freddie Jacobson,44.0,33,75,-4.00
80,0,29221,Webb Simpson,44.0,37,84,-2.00
83,0,23108,Matt Kuchar,43.9,25,57,-8.00
83,0,10423,Mike Weir,43.9,25,57,-6.00
85,0,30711,Colt Knost,43.6,17,39,-2.00
85,0,24490,George McNeill,43.6,24,55,-4.00
87,0,22371,Aaron Baddeley,43.4,23,53,-6.00
87,0,20229,Stewart Cink,43.4,23,53,-6.00
89,0,23614,Rich Beem,43.2,19,44,+2.00
89,0,06643,Paul Goydos,43.2,19,44,-7.00
