RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,24361,Pat Perez,+.252,107,+27.00
2,0,24925,Jonathan Byrd,+.297,118,+35.00
3,0,28237,Rory McIlroy,+.308,130,+40.00
4,0,10809,Jim Furyk,+.309,139,+43.00
5,0,06522,Ernie Els,+.313,99,+31.00
6,0,30911,Tommy Fleetwood,+.320,97,+31.00
7,0,48081,Xander Schauffele,+.327,110,+36.00
8,0,34098,Russell Henley,+.345,142,+49.00
9,0,30978,Kiradech Aphibarnrat,+.347,98,+34.00
10,0,40026,Daniel Berger,+.348,141,+49.00
11,0,47993,Denny McCarthy,+.352,182,+64.00
12,0,29221,Webb Simpson,+.353,170,+60.00
13,0,32200,Roberto Castro,+.356,149,+53.00
14,0,25900,Lucas Glover,+.357,168,+60.00
15,0,25818,Scott Piercy,+.359,153,+55.00
16,0,31560,Brian Stuard,+.365,192,+70.00
17,0,35506,Mackenzie Hughes,+.368,163,+60.00
18,0,39971,Sungjae Im,+.369,225,+83.00
18,0,35732,Wes Roach,+.369,122,+45.00
20,0,47128,Richy Werenski,+.370,181,+67.00
21,0,28775,Nate Lashley,+.373,142,+53.00
21,0,34466,Peter Malnati,+.373,220,+82.00
21,0,27330,Josh Teater,+.373,126,+47.00
24,0,24924,Bill Haas,+.374,147,+55.00
24,0,40115,Adam Svensson,+.374,147,+55.00
26,0,39324,J.J. Spaun,+.379,140,+53.00
27,0,23353,J.J. Henry,+.380,92,+35.00
28,0,27064,Jhonattan Vegas,+.384,151,+58.00
28,0,27095,Nick Watney,+.384,151,+58.00
30,0,35450,Patrick Cantlay,+.385,130,+50.00
30,0,23325,Vaughn Taylor,+.385,179,+69.00
32,0,19803,Ryan Armour,+.387,173,+67.00
32,0,20472,Alex Cejka,+.387,111,+43.00
32,0,35376,Roberto Díaz,+.387,155,+60.00
35,0,35879,Kelly Kraft,+.388,170,+66.00
35,0,26476,Chez Reavie,+.388,188,+73.00
37,0,29970,Dylan Frittelli,+.389,175,+68.00
37,0,29518,Brendan Steele,+.389,113,+44.00
39,0,49298,Kramer Hickok,+.390,146,+57.00
39,0,25493,Nick Taylor,+.390,200,+78.00
41,0,21961,Charles Howell III,+.391,156,+61.00
41,0,20572,Rod Pampling,+.391,110,+43.00
43,0,30191,Julián Etulain,+.392,143,+56.00
43,0,34046,Jordan Spieth,+.392,171,+67.00
45,0,35449,Adam Long,+.393,178,+70.00
46,0,32102,Rickie Fowler,+.394,142,+56.00
46,0,35891,Cameron Smith,+.394,137,+54.00
48,0,33448,Justin Thomas,+.396,96,+38.00
49,0,32139,Danny Willett,+.397,141,+56.00
50,0,26329,Louis Oosthuizen,+.398,128,+51.00
51,0,29725,Tony Finau,+.399,158,+63.00
51,0,32150,Michael Thompson,+.399,138,+55.00
53,0,24502,Adam Scott,+.400,95,+38.00
54,0,32333,Kevin Tway,+.401,147,+59.00
55,0,25572,Graeme McDowell,+.403,134,+54.00
55,0,22405,Justin Rose,+.403,124,+50.00
57,0,36799,Stephan Jaeger,+.404,156,+63.00
57,0,33122,Russell Knox,+.404,109,+44.00
59,0,22371,Aaron Baddeley,+.405,148,+60.00
59,0,33667,Carlos Ortiz,+.405,173,+70.00
61,0,45526,Abraham Ancer,+.407,182,+74.00
61,0,46402,Talor Gooch,+.407,108,+44.00
63,0,23621,Rory Sabbatini,+.408,191,+78.00
64,0,29478,Kevin Kisner,+.409,186,+76.00
65,0,27649,Brandt Snedeker,+.412,182,+75.00
66,0,27958,Ryan Blaum,+.414,198,+82.00
66,0,26300,Matt Jones,+.414,186,+77.00
68,0,32839,Hideki Matsuyama,+.415,130,+54.00
69,0,27895,Jonas Blixt,+.416,185,+77.00
69,0,33418,Shawn Stefani,+.416,137,+57.00
71,0,37275,Sam Ryder,+.419,124,+52.00
71,0,33419,Cameron Tringale,+.419,136,+57.00
73,0,30110,Kyle Stanley,+.421,107,+45.00
74,0,29908,C.T. Pan,+.423,137,+58.00
75,0,23108,Matt Kuchar,+.424,158,+67.00
76,0,25364,Paul Casey,+.426,101,+43.00
77,0,46435,Austin Cook,+.429,112,+48.00
77,0,36852,Jim Knous,+.429,105,+45.00
79,0,36689,Brooks Koepka,+.430,128,+55.00
79,0,26851,Marc Leishman,+.430,114,+49.00
79,0,26596,Ryan Moore,+.430,107,+46.00
82,0,29420,Billy Horschel,+.431,167,+72.00
83,0,30925,Dustin Johnson,+.432,155,+67.00
83,0,37455,Si Woo Kim,+.432,146,+63.00
83,0,27129,Luke List,+.432,132,+57.00
86,0,26499,Rafa Cabrera Bello,+.433,127,+55.00
86,0,51766,Wyndham Clark,+.433,215,+93.00
86,0,46523,Joey Garber,+.433,127,+55.00
89,0,34431,Robert Streb,+.434,152,+66.00
89,0,37189,Harold Varner III,+.434,196,+85.00
91,0,37380,Curtis Luck,+.435,154,+67.00
91,0,21528,Henrik Stenson,+.435,85,+37.00
93,0,29974,Branden Grace,+.436,101,+44.00
94,0,27936,Martin Laird,+.437,151,+66.00
95,0,25198,Francesco Molinari,+.438,96,+42.00
96,0,33948,Byeong Hun An,+.439,139,+61.00
96,0,34021,Bud Cauley,+.439,164,+72.00
98,0,28259,Sangmoon Bae,+.440,134,+59.00
98,0,34363,Tyrrell Hatton,+.440,84,+37.00
100,0,23320,Ryan Palmer,+.441,111,+49.00
101,0,28679,Fabián Gómez,+.442,154,+68.00
102,0,45486,Joaquin Niemann,+.443,158,+70.00
102,0,26951,Johnson Wagner,+.443,97,+43.00
102,0,25632,Jimmy Walker,+.443,140,+62.00
105,0,45609,Tyler Duncan,+.444,162,+72.00
105,0,40098,Matt Fitzpatrick,+.444,81,+36.00
105,0,19846,Brian Gay,+.444,178,+79.00
108,0,30944,Jason Kokrak,+.446,166,+74.00
109,0,27214,Kevin Streelman,+.447,123,+55.00
110,0,47959,Bryson DeChambeau,+.448,154,+69.00
110,0,24024,Zach Johnson,+.448,145,+65.00
112,0,49303,Anders Albertson,+.449,127,+57.00
112,0,40009,Dominic Bozzelli,+.449,147,+66.00
112,0,28252,Seamus Power,+.449,156,+70.00
115,0,25686,Jason Dufner,+.451,122,+55.00
115,0,30786,Brady Schnell,+.451,122,+55.00
115,0,27963,Chris Stroud,+.451,144,+65.00
118,0,34264,Hudson Swafford,+.452,126,+57.00
119,0,34099,Harris English,+.453,179,+81.00
120,0,34261,Scott Langley,+.455,178,+81.00
120,0,39546,Keith Mitchell,+.455,143,+65.00
120,0,49771,J.T. Poston,+.455,189,+86.00
120,0,39327,Ben Silverman,+.455,134,+61.00
124,0,35532,Tom Hoge,+.457,199,+91.00
125,0,34563,Chesson Hadley,+.459,170,+78.00
125,0,12716,Charley Hoffman,+.459,111,+51.00
125,0,24781,Hunter Mahan,+.459,111,+51.00
125,0,34256,Andrew Putnam,+.459,157,+72.00
129,0,32058,José de Jesús Rodríguez,+.462,132,+61.00
130,0,31420,Anirban Lahiri,+.463,160,+74.00
130,0,48822,Sebastián Muñoz,+.463,162,+75.00
132,0,46970,Jon Rahm,+.464,125,+58.00
132,0,29484,Peter Uihlein,+.464,151,+70.00
132,0,37340,Chase Wright,+.464,151,+70.00
135,0,32640,Troy Merritt,+.466,116,+54.00
136,0,27974,Sung Kang,+.467,169,+79.00
136,0,37454,Whee Kim,+.467,137,+64.00
136,0,36699,Patrick Rodgers,+.467,107,+50.00
136,0,47347,Adam Schenk,+.467,180,+84.00
140,0,28089,Jason Day,+.468,111,+52.00
140,0,21731,Freddie Jacobson,+.468,126,+59.00
142,0,26758,David Hearn,+.471,104,+49.00
142,0,46601,Trey Mullinax,+.471,153,+72.00
144,0,29926,Danny Lee,+.472,180,+85.00
145,0,29479,Scott Brown,+.476,185,+88.00
146,0,34306,John Chin,+.477,107,+51.00
146,0,45157,Cam Davis,+.477,176,+84.00
146,0,39977,Max Homa,+.477,193,+92.00
149,0,49766,Hank Lebioda,+.481,160,+77.00
150,0,29268,Bronson Burgoon,+.483,120,+58.00
151,0,29223,Sam Saunders,+.484,159,+77.00
152,0,31323,Gary Woodland,+.485,167,+81.00
153,0,34076,Joel Dahmen,+.487,191,+93.00
154,0,33486,Roger Sloan,+.489,178,+87.00
155,0,27141,J.B. Holmes,+.492,132,+65.00
156,0,31646,Emiliano Grillo,+.496,139,+69.00
156,0,01810,Phil Mickelson,+.496,125,+62.00
158,0,34360,Patrick Reed,+.497,169,+84.00
159,0,47504,Sam Burns,+.500,148,+74.00
159,0,25396,Kevin Na,+.500,90,+45.00
161,0,27644,Brian Harman,+.503,173,+87.00
162,0,25804,Bubba Watson,+.505,107,+54.00
163,0,47856,Seth Reeves,+.507,138,+70.00
163,0,49960,Sepp Straka,+.507,146,+74.00
165,0,32757,Patton Kizzire,+.512,162,+83.00
166,0,27556,Ted Potter Jr.,+.516,126,+65.00
167,0,47990,Kyle Jones,+.517,147,+76.00
168,0,33141,Keegan Bradley,+.518,137,+71.00
169,0,30692,Scott Stallings,+.520,148,+77.00
170,0,32791,K.H. Lee,+.521,165,+86.00
171,0,24138,Ian Poulter,+.522,92,+48.00
172,0,27349,Alex Noren,+.527,91,+48.00
173,0,33399,Adam Hadwin,+.531,130,+69.00
174,0,39975,Michael Kim,+.532,111,+59.00
175,0,35461,Beau Hossler,+.535,157,+84.00
176,0,29535,Brice Garnett,+.536,125,+67.00
177,0,39997,Corey Conners,+.544,125,+68.00
178,0,46501,Ollie Schniederjans,+.546,183,+100.00
179,0,33410,Andrew Landry,+.550,129,+71.00
180,0,32816,Satoshi Kodaira,+.551,107,+59.00
181,0,39954,Cody Gribble,+.555,191,+106.00
182,0,30946,Alex Prugh,+.560,125,+70.00
183,0,35617,Martin Trainer,+.562,185,+104.00
184,0,49964,Aaron Wise,+.583,139,+81.00
185,0,35421,Brandon Harkins,+.597,176,+105.00
186,0,31557,Jim Herman,+.607,89,+54.00
187,0,21209,Sergio Garcia,+.616,99,+61.00
188,0,52372,Cameron Champ,+.636,151,+96.00
