RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,27942,Rob Oppenheim,22
2,0,33141,Keegan Bradley,18
2,0,33667,Carlos Ortiz,18
4,7,34099,Harris English,17
4,0,28679,Fabián Gómez,17
4,0,35506,Mackenzie Hughes,17
4,0,26476,Chez Reavie,17
4,0,32254,Xinjun Zhang,17
9,-1,19803,Ryan Armour,16
9,-1,29970,Dylan Frittelli,16
9,2,32839,Hideki Matsuyama,16
9,-1,40042,Tyler McCumber,16
13,-2,27644,Brian Harman,15
13,-2,48822,Sebastián Muñoz,15
15,0,34076,Joel Dahmen,14
15,6,35310,Lanto Griffin,14
15,6,39971,Sungjae Im,14
15,0,26300,Matt Jones,14
15,0,27349,Alex Noren,14
15,15,23320,Ryan Palmer,14
15,0,37275,Sam Ryder,14
15,0,46046,Scottie Scheffler,14
15,0,31560,Brian Stuard,14
24,-3,45157,Cam Davis,13
24,6,29725,Tony Finau,13
24,-3,35449,Adam Long,13
24,-3,47993,Denny McCarthy,13
24,-3,46442,Maverick McNealy,13
24,6,50525,Collin Morikawa,13
24,-3,46441,Robby Shelton,13
24,-3,30692,Scott Stallings,13
24,-3,23325,Vaughn Taylor,13
33,-3,19846,Brian Gay,12
33,-3,33399,Adam Hadwin,12
33,-3,34098,Russell Henley,12
33,-3,33597,Harry Higgs,12
33,-3,46717,Viktor Hovland,12
33,-3,29926,Danny Lee,12
33,-3,23621,Rory Sabbatini,12
33,-3,47347,Adam Schenk,12
33,-3,27649,Brandt Snedeker,12
33,-3,49960,Sepp Straka,12
33,-3,30927,Brendon Todd,12
33,-3,23788,D.J. Trahan,12
45,0,21407,Arjun Atwal,11
45,0,40026,Daniel Berger,11
45,0,40058,Zac Blair,11
45,0,45609,Tyler Duncan,11
45,0,29420,Billy Horschel,11
45,0,23108,Matt Kuchar,11
45,0,46970,Jon Rahm,11
45,0,34360,Patrick Reed,11
45,0,36699,Patrick Rodgers,11
45,0,37189,Harold Varner III,11
45,0,25804,Bubba Watson,11
56,0,29268,Bronson Burgoon,10
56,0,34021,Bud Cauley,10
56,0,46435,Austin Cook,10
56,0,32618,Rhein Gibson,10
56,0,56762,Will Gordon,10
56,0,46550,Brandon Hagy,10
56,0,31557,Jim Herman,10
56,0,35532,Tom Hoge,10
56,0,39977,Max Homa,10
56,0,21961,Charles Howell III,10
56,0,49766,Hank Lebioda,10
56,35,26851,Marc Leishman,10
56,0,25818,Scott Piercy,10
56,0,39324,J.J. Spaun,10
56,0,25349,Tim Wilkinson,10
56,0,49964,Aaron Wise,10
72,0,33948,Byeong Hun An,9
72,0,29479,Scott Brown,9
72,0,47504,Sam Burns,9
72,0,25686,Jason Dufner,9
72,0,28307,Matt Every,9
72,0,32102,Rickie Fowler,9
72,0,29535,Brice Garnett,9
72,0,31646,Emiliano Grillo,9
72,0,49298,Kramer Hickok,9
72,0,36801,Mark Hubbard,9
72,44,30925,Dustin Johnson,9
72,0,37455,Si Woo Kim,9
72,0,29478,Kevin Kisner,9
72,0,31420,Anirban Lahiri,9
72,0,32791,K.H. Lee,9
72,0,27129,Luke List,9
72,0,36871,Matthew NeSmith,9
72,0,33486,Roger Sloan,9
72,0,27214,Kevin Streelman,9
72,0,27064,Jhonattan Vegas,9
92,24,45526,Abraham Ancer,8
92,-1,22371,Aaron Baddeley,8
92,-1,33404,Chris Baker,8
92,-1,28420,Ryan Brehm,8
92,-1,34314,Sebastian Cappelen,8
92,-1,28089,Jason Day,8
92,-1,40098,Matt Fitzpatrick,8
92,-1,30911,Tommy Fleetwood,8
92,-1,21209,Sergio Garcia,8
92,-1,25900,Lucas Glover,8
92,-1,12716,Charley Hoffman,8
92,-1,35461,Beau Hossler,8
92,-1,33122,Russell Knox,8
92,-1,30944,Jason Kokrak,8
92,-1,33410,Andrew Landry,8
92,-1,35230,Nelson Ledesma,8
92,-1,25572,Graeme McDowell,8
92,-1,01810,Phil Mickelson,8
92,-1,39546,Keith Mitchell,8
92,-1,30163,Henrik Norlander,8
92,-1,49771,J.T. Poston,8
92,-1,39953,Chase Seiffert,8
92,-1,34046,Jordan Spieth,8
92,-1,33419,Cameron Tringale,8
92,-1,47128,Richy Werenski,8
117,-1,47959,Bryson DeChambeau,7
117,-1,46402,Talor Gooch,7
117,-1,27974,Sung Kang,7
117,-1,28775,Nate Lashley,7
117,20,28237,Rory McIlroy,7
117,-1,32640,Troy Merritt,7
117,-1,34213,Grayson Murray,7
117,-1,45486,Joaquin Niemann,7
117,-1,29908,C.T. Pan,7
117,-1,24138,Ian Poulter,7
117,-1,28252,Seamus Power,7
117,-1,35732,Wes Roach,7
117,-1,34431,Robert Streb,7
117,-1,27963,Chris Stroud,7
117,-1,25493,Nick Taylor,7
117,-1,32150,Michael Thompson,7
117,-1,29484,Peter Uihlein,7
117,-1,23623,Bo Van Pelt,7
117,-1,35658,Kris Ventura,7
117,-1,48887,Matt Wallace,7
137,0,40009,Dominic Bozzelli,6
137,0,52372,Cameron Champ,6
137,0,10809,Jim Furyk,6
137,0,32662,Michael Gligic,6
137,0,34563,Chesson Hadley,6
137,0,32448,James Hahn,6
137,0,27554,Scott Harrington,6
137,0,33490,Bo Hoag,6
137,0,32757,Patton Kizzire,6
137,0,36689,Brooks Koepka,6
137,0,27936,Martin Laird,6
137,23,25396,Kevin Na,6
137,0,24361,Pat Perez,6
137,0,22405,Justin Rose,6
137,0,35891,Cameron Smith,6
137,0,30110,Kyle Stanley,6
137,0,33449,Zack Sucher,6
137,0,35617,Martin Trainer,6
137,0,32333,Kevin Tway,6
137,0,27095,Nick Watney,6
137,0,31323,Gary Woodland,6
158,2,25364,Paul Casey,5
158,2,32366,Kevin Chappell,5
158,2,20229,Stewart Cink,5
158,2,51766,Wyndham Clark,5
158,2,39997,Corey Conners,5
158,2,48045,Michael Gellerman,5
158,2,52375,Doug Ghim,5
158,2,24924,Bill Haas,5
158,2,34363,Tyrrell Hatton,5
158,2,26758,David Hearn,5
158,2,24024,Zach Johnson,5
158,2,33204,Shane Lowry,5
158,2,34466,Peter Malnati,5
158,2,33413,Ben Martin,5
158,2,26329,Louis Oosthuizen,5
158,2,22056,Cameron Percy,5
158,2,53165,Doc Redman,5
158,2,29518,Brendan Steele,5
158,2,27330,Josh Teater,5
158,24,33448,Justin Thomas,5
158,2,25632,Jimmy Walker,5
158,2,51894,Vince Whaley,5
180,2,33120,Mark Anderson,4
180,2,26499,Rafa Cabrera Bello,4
180,2,35450,Patrick Cantlay,4
180,2,26596,Ryan Moore,4
180,2,48081,Xander Schauffele,4
