RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,34099,Harris English,102.70,1076,55,1050
2,0,35506,Mackenzie Hughes,102.30,1044,42,1026
3,0,49766,Hank Lebioda,102.28,745,33,729
4,0,24024,Zach Johnson,102.12,1037,47,1012
5,0,26329,Louis Oosthuizen,102.11,807,30,794
6,0,30925,Dustin Johnson,101.87,854,32,838
7,0,47504,Sam Burns,101.81,994,38,974
8,0,46442,Maverick McNealy,101.75,916,39,893
9,0,46970,Jon Rahm,101.74,919,34,901
10,0,24138,Ian Poulter,101.71,761,28,746
11,0,34314,Sebastian Cappelen,101.68,537,21,525
12,0,29535,Brice Garnett,101.65,971,39,948
13,0,48081,Xander Schauffele,101.61,870,29,855
14,0,23108,Matt Kuchar,101.56,832,29,816
15,0,29478,Kevin Kisner,101.45,968,38,944
16,0,45526,Abraham Ancer,101.43,1116,40,1092
17,0,35891,Cameron Smith,101.37,946,28,931
18,0,33399,Adam Hadwin,101.28,1098,37,1075
19,0,34563,Chesson Hadley,101.26,794,34,770
19,0,39971,Sungjae Im,101.26,1587,62,1545
21,0,20229,Stewart Cink,101.19,1095,43,1065
21,0,49771,J.T. Poston,101.19,1090,48,1055
23,0,29420,Billy Horschel,101.13,973,25,959
24,0,32448,James Hahn,101.12,895,32,873
25,0,24502,Adam Scott,101.11,810,32,787
26,0,47993,Denny McCarthy,101.08,1114,35,1091
27,0,40026,Daniel Berger,101.07,1029,38,1002
28,0,19803,Ryan Armour,101.04,958,39,929
28,0,36801,Mark Hubbard,101.04,1250,40,1223
30,0,33667,Carlos Ortiz,101.01,1194,42,1164
30,0,24361,Pat Perez,101.01,1089,34,1066
32,0,51894,Vince Whaley,100.99,811,23,796
33,0,46435,Austin Cook,100.98,919,34,894
34,0,32640,Troy Merritt,100.97,1130,47,1094
35,0,27349,Alex Noren,100.96,1041,31,1020
35,0,37189,Harold Varner III,100.96,1149,41,1119
37,0,53165,Doc Redman,100.92,973,31,951
38,0,30927,Brendon Todd,100.91,984,38,955
39,0,35461,Beau Hossler,100.90,997,31,975
39,0,31420,Anirban Lahiri,100.90,775,21,761
41,0,26851,Marc Leishman,100.89,896,29,875
41,0,22405,Justin Rose,100.89,560,22,543
43,0,29974,Branden Grace,100.88,908,34,882
44,0,45486,Joaquin Niemann,100.82,1225,36,1199
44,0,35658,Kris Ventura,100.82,729,28,707
46,0,31560,Brian Stuard,100.80,1252,43,1219
47,0,25493,Nick Taylor,100.77,1167,37,1139
48,0,46046,Scottie Scheffler,100.75,1198,45,1162
49,0,24781,Hunter Mahan,100.73,548,23,529
50,0,34360,Patrick Reed,100.65,918,28,896
51,0,23621,Rory Sabbatini,100.63,954,41,919
52,0,40006,Erik van Rooyen,100.62,967,40,933
53,0,27644,Brian Harman,100.60,1169,34,1142
54,0,30911,Tommy Fleetwood,100.59,679,20,663
55,0,30926,Chris Kirk,100.57,1054,29,1031
56,0,26331,Charl Schwartzel,100.56,1078,37,1047
57,0,29479,Scott Brown,100.54,926,33,898
57,0,47347,Adam Schenk,100.54,1115,34,1087
59,0,34256,Andrew Putnam,100.49,1024,26,1003
60,0,34363,Tyrrell Hatton,100.46,653,22,634
60,0,23325,Vaughn Taylor,100.46,872,25,851
62,0,56278,Matthew Wolff,100.43,705,20,688
63,0,20396,Lee Westwood,100.42,719,19,703
64,0,36689,Brooks Koepka,100.41,726,26,703
64,0,47483,Will Zalatoris,100.41,971,36,939
66,0,27649,Brandt Snedeker,100.40,1009,39,974
67,0,48887,Matt Wallace,100.38,524,19,507
68,0,49960,Sepp Straka,100.37,1084,35,1053
69,0,26499,Rafa Cabrera Bello,100.36,834,28,809
69,0,12716,Charley Hoffman,100.36,1114,45,1073
71,0,29221,Webb Simpson,100.35,853,31,825
72,0,28237,Rory McIlroy,100.34,882,32,853
73,0,32757,Patton Kizzire,100.31,1283,45,1242
73,0,30692,Scott Stallings,100.31,963,32,934
73,0,32150,Michael Thompson,100.31,965,38,930
76,0,35449,Adam Long,100.30,991,29,965
77,0,32333,Kevin Tway,100.27,733,23,712
78,0,32662,Michael Gligic,100.24,826,23,805
78,0,46550,Brandon Hagy,100.24,836,21,817
80,0,39977,Max Homa,100.21,942,33,911
80,0,29518,Brendan Steele,100.21,956,32,926
82,0,30944,Jason Kokrak,100.19,1037,36,1003
83,0,33404,Chris Baker,100.18,546,19,528
84,0,39324,J.J. Spaun,100.13,763,21,743
85,0,35450,Patrick Cantlay,100.11,942,35,908
86,0,33597,Harry Higgs,100.10,1023,30,994
86,0,34046,Jordan Spieth,100.10,1025,39,987
88,0,22371,Aaron Baddeley,100.00,508,13,495
88,0,39997,Corey Conners,100.00,1191,47,1144
88,0,23983,Luke Donald,100.00,656,20,636
88,0,52375,Doug Ghim,100.00,1023,23,1000
88,0,34466,Peter Malnati,100.00,913,22,891
88,0,01810,Phil Mickelson,100.00,868,26,842
88,0,22056,Cameron Percy,100.00,877,27,850
88,0,34264,Hudson Swafford,100.00,946,32,914
96,0,35104,Tom Lewis,99.90,1006,31,974
96,0,37275,Sam Ryder,99.90,968,29,938
96,0,34431,Robert Streb,99.90,987,31,955
99,0,47959,Bryson DeChambeau,99.89,946,25,920
100,0,28089,Jason Day,99.88,806,23,782
101,0,39953,Chase Seiffert,99.87,791,24,766
102,0,40098,Matt Fitzpatrick,99.86,719,27,691
103,0,46402,Talor Gooch,99.83,1182,31,1149
104,0,33490,Bo Hoag,99.82,1097,36,1059
105,0,32139,Danny Willett,99.75,402,14,387
106,0,25396,Kevin Na,99.73,1092,30,1059
107,0,46717,Viktor Hovland,99.69,968,25,940
108,0,27214,Kevin Streelman,99.67,1207,34,1169
109,0,25632,Jimmy Walker,99.65,861,27,831
110,0,29268,Bronson Burgoon,99.64,823,26,794
110,0,35310,Lanto Griffin,99.64,1126,26,1096
110,0,31557,Jim Herman,99.64,840,22,815
113,0,23623,Bo Van Pelt,99.62,788,27,758
114,0,27064,Jhonattan Vegas,99.59,973,34,935
115,0,26758,David Hearn,99.53,642,18,621
116,0,51766,Wyndham Clark,99.52,1047,25,1017
117,0,48822,Sebastián Muñoz,99.51,1225,38,1181
118,0,39975,Michael Kim,99.48,769,24,741
119,0,34098,Russell Henley,99.46,1115,36,1073
120,0,32618,Rhein Gibson,99.45,550,21,526
121,0,19846,Brian Gay,99.44,892,20,867
122,0,33120,Mark Anderson,99.40,500,9,488
122,0,33419,Cameron Tringale,99.40,1163,29,1127
122,0,31323,Gary Woodland,99.40,834,23,806
125,0,26476,Chez Reavie,99.33,1041,25,1009
126,0,34174,John Huh,99.32,738,19,714
126,0,36871,Matthew NeSmith,99.32,1178,28,1142
126,0,28252,Seamus Power,99.32,589,9,576
129,0,32070,Rafael Campos,99.31,580,16,560
129,0,29725,Tony Finau,99.31,1021,31,983
131,0,33448,Justin Thomas,99.27,958,28,923
132,0,23320,Ryan Palmer,99.24,923,16,900
132,0,47128,Richy Werenski,99.24,1184,30,1145
134,0,33410,Andrew Landry,99.21,885,23,855
134,0,33413,Ben Martin,99.21,506,14,488
136,0,32816,Satoshi Kodaira,99.18,857,30,820
137,0,27770,Camilo Villegas,99.16,950,26,916
138,0,32102,Rickie Fowler,99.15,944,24,912
139,0,35617,Martin Trainer,99.13,692,17,669
140,0,36699,Patrick Rodgers,99.11,1129,37,1082
141,0,45609,Tyler Duncan,99.09,1103,26,1067
141,0,31646,Emiliano Grillo,99.09,988,25,954
143,0,56762,Will Gordon,99.08,975,31,935
144,0,37455,Si Woo Kim,99.07,1181,29,1141
145,0,34076,Joel Dahmen,99.06,959,26,924
145,0,35532,Tom Hoge,99.06,1270,35,1223
145,0,28775,Nate Lashley,99.06,855,20,827
148,0,30110,Kyle Stanley,99.01,1109,29,1069
149,0,21961,Charles Howell III,98.96,767,21,738
150,0,27330,Josh Teater,98.94,472,13,454
151,0,26300,Matt Jones,98.93,1218,35,1170
151,0,46441,Robby Shelton,98.93,1027,30,986
153,0,25364,Paul Casey,98.92,833,16,808
154,0,27141,J.B. Holmes,98.91,640,20,613
155,0,27942,Rob Oppenheim,98.88,804,29,766
155,0,33486,Roger Sloan,98.88,891,14,867
157,0,29970,Dylan Frittelli,98.85,867,13,844
158,0,33204,Shane Lowry,98.78,902,28,863
159,0,21209,Sergio Garcia,98.68,986,21,952
160,0,28420,Ryan Brehm,98.65,518,15,496
161,0,33141,Keegan Bradley,98.64,1173,28,1129
161,0,49298,Kramer Hickok,98.64,808,26,771
161,0,32254,Xinjun Zhang,98.64,734,15,709
164,0,25804,Bubba Watson,98.61,865,25,828
165,0,32839,Hideki Matsuyama,98.60,1216,29,1170
165,0,29908,C.T. Pan,98.60,931,24,894
165,0,48119,Ben Taylor,98.60,430,13,411
168,0,24357,K.J. Choi,98.59,638,17,612
169,0,25900,Lucas Glover,98.54,1164,40,1107
170,0,25686,Jason Dufner,98.48,1055,33,1006
171,0,35230,Nelson Ledesma,98.43,509,14,487
172,0,24924,Bill Haas,98.42,443,12,424
172,0,32791,K.H. Lee,98.42,1330,32,1277
174,0,33122,Russell Knox,98.40,1186,23,1144
175,0,23788,D.J. Trahan,98.39,683,18,654
176,0,30163,Henrik Norlander,98.38,1111,21,1072
177,0,33948,Byeong Hun An,98.37,1040,23,1000
178,0,27936,Martin Laird,98.31,1007,25,965
179,0,50525,Collin Morikawa,98.29,937,16,905
180,0,40042,Tyler McCumber,98.27,809,21,774
181,0,39546,Keith Mitchell,98.26,922,22,884
181,0,27095,Nick Watney,98.26,632,18,603
183,0,45157,Cam Davis,98.11,1270,32,1214
184,0,29926,Danny Lee,98.02,810,24,770
185,0,27974,Sung Kang,97.71,1093,22,1046
186,0,49964,Aaron Wise,97.70,1001,37,941
187,0,48045,Michael Gellerman,97.64,466,12,443
188,0,27554,Scott Harrington,97.59,911,20,869
189,0,25818,Scott Piercy,97.42,1008,22,960
190,0,52372,Cameron Champ,97.40,960,14,921
191,0,24140,Sean O'Hair,97.34,638,9,612
192,0,27556,Ted Potter Jr.,97.24,832,14,795
193,0,34255,Joseph Bramlett,97.15,843,14,805
194,0,27129,Luke List,96.88,1153,31,1086
195,0,28679,Fabián Gómez,96.24,505,9,477
