RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,02206,David Toms,33' 7",83,2784.083,+6.00
2,0,01724,Jeff Maggert,34' 7",74,2561.750,+10.00
3,0,23135,Tim Clark,36' 9",89,3269.333,+5.00
4,0,25345,Carl Pettersson,36' 11",132,4876.000,+13.00
5,0,01381,Fred Funk,37' 0",83,3069.833,+5.00
6,0,23613,Rich Barcelo,37' 3",117,4359.167,+16.00
7,0,06621,Joe Durant,37' 5",64,2394.500,+7.00
7,0,20127,Chris Riley,37' 5",64,2396.167,E
9,0,08385,Omar Uresti,38' 5",108,4152.583,+19.00
10,0,22405,Justin Rose,38' 11",112,4360.667,-7.00
10,0,23621,Rory Sabbatini,38' 11",142,5529.000,+4.00
12,0,01042,Paul Azinger,39' 0",103,4016.833,+6.00
13,0,01527,Scott Hoch,39' 3",59,2314.333,-2.00
14,0,10425,Jay Williamson,39' 6",133,5251.000,+24.00
15,0,01161,Mark Calcavecchia,39' 9",86,3420.083,+16.00
16,0,22913,John Rollins,39' 10",101,4022.333,+12.00
16,0,06567,Vijay Singh,39' 10",148,5892.083,-13.00
18,0,06613,Tommy Tolles,39' 11",107,4272.333,+13.00
19,0,24925,Jonathan Byrd,40' 0",96,3837.083,+4.00
20,0,23063,Scott Hend,40' 1",110,4411.333,+34.00
20,0,01677,Tom Lehman,40' 1",58,2326.917,+3.00
20,0,21949,Joe Ogilvie,40' 1",117,4687.500,+7.00
23,0,06004,Stephen Ames,40' 2",122,4900.667,+1.00
24,0,01203,Russ Cochran,40' 4",99,3992.333,+6.00
25,0,19824,Craig Barlow,40' 5",91,3681.583,+7.00
25,0,21959,Ted Purdy,40' 5",140,5655.667,+15.00
27,0,01388,Robert Gamez,40' 6",155,6279.250,+27.00
28,0,07363,Craig Bowden,40' 7",85,3450.583,+23.00
28,0,20850,Daniel Chopra,40' 7",176,7136.750,+23.00
30,0,12510,Chad Campbell,40' 9",122,4974.833,+6.00
30,0,01948,Tim Petrovic,40' 9",130,5297.250,+13.00
32,0,01577,Lee Janzen,40' 10",119,4854.833,+18.00
32,0,24361,Pat Perez,40' 10",138,5636.083,+18.00
34,0,02101,Joey Sindelar,40' 11",134,5478.750,+18.00
35,0,20628,Arron Oberholser,41' 0",87,3566.417,+9.00
36,0,21407,Arjun Atwal,41' 1",129,5298.250,+29.00
36,0,01666,Bernhard Langer,41' 1",76,3122.083,+8.00
38,0,20229,Stewart Cink,41' 5",117,4845.667,+11.00
38,0,20645,John Senden,41' 5",141,5840.167,+8.00
40,0,08931,Glen Day,41' 6",136,5646.583,+13.00
40,0,10912,Craig Perks,41' 6",140,5807.167,+21.00
42,0,20098,Stuart Appleby,41' 7",95,3952.833,+3.00
42,0,20498,Briny Baird,41' 7",129,5362.833,+17.00
42,0,06214,Guy Boros,41' 7",92,3822.083,+15.00
42,0,22621,Ben Curtis,41' 7",54,2244.750,E
42,0,01378,David Frost,41' 7",130,5402.333,+12.00
42,0,08337,Mike Heinen,41' 7",76,3158.000,+16.00
42,0,21731,Freddie Jacobson,41' 7",117,4861.583,+24.00
49,0,07223,Brian Bateman,41' 8",137,5704.000,+6.00
49,0,12652,Cameron Beckman,41' 8",135,5626.583,+15.00
49,0,01473,Todd Hamilton,41' 8",120,4998.000,+8.00
49,0,12782,Tim Herron,41' 8",136,5667.333,-4.00
53,0,06251,Chris DiMarco,41' 9",109,4553.333,+23.00
53,0,23320,Ryan Palmer,41' 9",118,4926.000,+14.00
55,0,19972,José Coceres,41' 11",82,3434.500,+11.00
55,0,02214,Kirk Triplett,41' 11",77,3229.333,+1.00
57,0,24781,Hunter Mahan,42' 0",150,6295.417,+22.00
58,0,21646,David Branshaw,42' 1",100,4210.583,+25.00
58,0,01938,David Peoples,42' 1",144,6058.750,+24.00
60,0,01226,Fred Couples,42' 2",73,3079.917,+21.00
60,0,12602,Dean Wilson,42' 2",143,6033.583,+24.00
62,0,06197,Michael Allen,42' 3",138,5825.917,+14.00
62,0,06332,Neal Lancaster,42' 3",163,6880.167,+15.00
62,0,01928,Corey Pavin,42' 3",89,3757.417,+10.00
65,0,22293,Heath Slocum,42' 4",89,3770.167,+16.00
66,0,01139,Olin Browne,42' 5",132,5597.750,+37.00
67,0,02104,Jeff Sluman,42' 7",111,4731.250,+14.00
68,0,24502,Adam Scott,42' 8",74,3159.917,E
69,0,08537,J.P. Hayes,42' 9",80,3423.167,+12.00
69,0,01771,Blaine McCallister,42' 9",85,3634.583,+9.00
71,0,10885,Robert Allenby,42' 10",102,4372.917,+10.00
71,0,10201,Matt Gogel,42' 10",84,3597.333,+10.00
71,0,26287,Roland Thatcher,42' 10",96,4109.583,+9.00
74,0,10585,Scott McCarron,42' 11",96,4121.833,+10.00
75,0,12705,Cliff Kresge,43' 0",137,5887.167,+37.00
76,0,12760,Danny Ellis,43' 1",145,6244.667,+22.00
77,0,21805,Harrison Frazar,43' 2",106,4575.667,+26.00
78,0,07721,Pat Bates,43' 3",133,5750.417,+15.00
78,0,19881,Robert Damron,43' 3",126,5454.167,+8.00
78,0,23552,Hank Kuehne,43' 3",190,8224.833,+6.00
81,0,02106,Chris Smith,43' 4",161,6977.333,+17.00
81,0,02245,Grant Waite,43' 4",132,5719.667,+27.00
83,0,01127,Danny Briggs,43' 5",125,5425.667,+24.00
84,0,01249,John Daly,43' 9",132,5779.750,+18.00
85,0,20548,Hidemichi Tanaka,43' 10",101,4425.083,+11.00
86,0,23325,Vaughn Taylor,43' 11",116,5093.667,+40.00
87,0,22046,Geoff Ogilvy,44' 0",130,5719.667,+7.00
88,0,11032,Frank Lickliter II,44' 1",118,5198.167,+16.00
88,0,01945,Kenny Perry,44' 1",115,5070.333,+8.00
90,0,20121,Todd Fischer,44' 2",169,7460.917,+30.00
90,0,06595,Kevin Sutherland,44' 2",90,3976.167,+17.00
92,0,08123,Jeff Brehaut,44' 4",116,5142.417,+19.00
93,0,12394,Tom Carter,44' 5",190,8442.667,+33.00
94,0,12680,Shigeki Maruyama,44' 6",127,5650.250,+1.00
95,0,25900,Lucas Glover,44' 8",133,5937.750,+18.00
95,0,12660,Jesper Parnevik,44' 8",136,6077.917,+13.00
95,0,01927,Dennis Paulson,44' 8",97,4332.833,+2.00
98,0,06373,José María Olazábal,44' 9",73,3268.167,+5.00
99,0,02239,Scott Verplank,44' 10",52,2332.667,+5.00
100,0,22371,Aaron Baddeley,44' 11",152,6821.750,+4.00
100,0,20472,Alex Cejka,44' 11",91,4087.500,+3.00
100,0,08835,Kris Cox,44' 11",100,4488.500,+25.00
100,0,01313,Steve Elkington,44' 11",69,3099.583,+15.00
100,0,20157,Retief Goosen,44' 11",56,2514.250,+2.00
100,0,25396,Kevin Na,44' 11",121,5438.167,+18.00
100,0,06527,Steve Stricker,44' 11",124,5569.083,+15.00
107,0,24357,K.J. Choi,45' 0",86,3870.917,+13.00
107,0,23353,J.J. Henry,45' 0",144,6482.417,+22.00
107,0,23623,Bo Van Pelt,45' 0",106,4766.167,+5.00
107,0,10423,Mike Weir,45' 0",102,4590.083,+15.00
107,0,08793,Tiger Woods,45' 0",91,4094.750,-1.00
112,0,01329,Brad Faxon,45' 1",95,4282.417,+3.00
112,0,12823,Carlos Franco,45' 1",184,8302.250,+9.00
112,0,01797,Rocco Mediate,45' 1",44,1984.000,+5.00
115,0,25686,Jason Dufner,45' 2",117,5281.000,+15.00
116,0,01619,Skip Kendall,45' 3",106,4799.000,+9.00
117,0,20585,Niclas Fasth,45' 5",83,3769.917,+9.00
117,0,24024,Zach Johnson,45' 5",102,4635.750,+5.00
119,0,10213,Dicky Pride,45' 6",69,3136.750,+14.00
120,0,01685,J.L. Lewis,45' 7",134,6112.083,+24.00
120,0,08339,Spike McRoy,45' 7",94,4284.500,+15.00
122,0,01142,Bart Bryant,45' 8",81,3698.667,+8.00
122,0,21209,Sergio Garcia,45' 8",81,3698.167,+9.00
124,0,21633,Steve Allan,45' 9",150,6863.583,+17.00
125,0,01024,Billy Andrade,45' 10",140,6414.333,+25.00
125,0,20378,Mathias Grönberg,45' 10",142,6512.333,+24.00
127,0,20580,Andre Stolz,45' 11",82,3766.000,+28.00
128,0,20104,Ken Duke,46' 0",131,6029.000,+28.00
128,0,01761,Len Mattiace,46' 0",109,5015.917,+16.00
128,0,23497,Tag Ridings,46' 0",84,3865.667,+15.00
131,0,11123,Chris Couch,46' 2",89,4108.583,+18.00
131,0,20634,Peter Lonard,46' 2",76,3506.417,+7.00
131,0,07749,Brett Quigley,46' 2",158,7298.167,+14.00
134,0,19846,Brian Gay,46' 4",142,6581.750,+16.00
134,0,01707,Steve Lowery,46' 4",132,6119.667,+22.00
136,0,20663,Brenden Pappas,46' 5",195,9056.667,+13.00
137,0,23614,Rich Beem,46' 6",87,4045.167,+15.00
137,0,01219,John Cook,46' 6",53,2464.917,+6.00
137,0,10107,Deane Pappas,46' 6",124,5766.417,+13.00
140,0,07457,Steve Flesch,46' 7",126,5865.083,-3.00
141,0,21961,Charles Howell III,46' 9",111,5192.750,+13.00
141,0,20094,Jonathan Kaye,46' 9",89,4164.417,+18.00
143,0,08075,Jerry Kelly,46' 10",125,5856.583,+4.00
143,0,02099,Scott Simpson,46' 10",69,3232.333,+17.00
145,0,01035,Tommy Armour III,46' 11",131,6142.917,+18.00
146,0,24290,D.J. Brigman,47' 0",110,5168.917,+19.00
147,0,20382,Stephen Leaney,47' 1",108,5085.167,+26.00
147,0,10860,Justin Leonard,47' 1",103,4849.667,+4.00
149,0,06809,Bob Burns,47' 2",108,5098.417,+37.00
149,0,01553,John Huston,47' 2",77,3632.917,+6.00
149,0,02246,Duffy Waldorf,47' 2",78,3678.500,+12.00
152,0,02002,John Riegger,47' 4",74,3502.667,+9.00
152,0,21878,Mark Wilson,47' 4",71,3359.917,+12.00
154,0,01766,Billy Mayfair,47' 5",93,4412.417,+26.00
154,0,02010,Loren Roberts,47' 5",84,3983.333,+18.00
156,0,12682,Hirofumi Miyase,47' 7",82,3899.083,+37.00
157,0,06522,Ernie Els,47' 8",84,4002.000,+3.00
158,0,01157,Tom Byrum,47' 9",61,2911.750,+13.00
158,0,01810,Phil Mickelson,47' 9",98,4681.083,E
158,0,01926,Steve Pate,47' 9",92,4393.000,+17.00
161,0,06575,Dudley Hart,47' 10",65,3107.667,+11.00
162,0,07867,Woody Austin,47' 11",120,5753.750,+19.00
162,0,23541,Ben Crane,47' 11",142,6800.000,+17.00
162,0,01320,Bob Estes,47' 11",57,2731.750,+9.00
162,0,06078,Esteban Toledo,47' 11",126,6034.833,+40.00
166,0,23338,David Gossett,48' 0",109,5229.500,+32.00
167,0,23307,Roger Tambellini,48' 2",99,4771.417,+14.00
168,0,01261,Jay Delsing,48' 4",104,5023.583,+14.00
168,0,12645,Brent Geiberger,48' 4",121,5850.583,+16.00
170,0,07939,Dan Olsen,48' 5",128,6192.500,+14.00
