RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,33448,Justin Thomas,10' 11",687.833,63,-0.35
2,0,35891,Cameron Smith,13' 5",792.500,59,-0.39
3,0,34174,John Huh,13' 8",696.583,51,-0.27
4,0,30163,Henrik Norlander,13' 11",599.750,43,-0.12
4,0,47995,Davis Riley,13' 11",1376.000,99,-0.27
6,0,30926,Chris Kirk,14' 0",1080.417,77,-0.25
7,0,57366,Cameron Young,14' 1",1394.917,99,-0.28
8,0,48084,Wesley Bryan,14' 2",609.083,43,-0.12
8,0,39977,Max Homa,14' 2",1361.833,96,-0.22
10,0,24502,Adam Scott,14' 3",969.667,68,-0.16
11,0,24925,Jonathan Byrd,14' 4",614.833,43,E
12,0,29289,S.Y. Noh,14' 5",820.083,57,-0.25
13,0,34256,Andrew Putnam,14' 6",1160.750,80,-0.15
14,0,27139,David Skinns,14' 7",451.250,31,-0.10
15,0,34098,Russell Henley,14' 8",837.583,57,-0.33
15,0,40162,Justin Lower,14' 8",895.583,61,-0.20
15,0,24361,Pat Perez,14' 8",703.333,48,-0.21
18,0,26300,Matt Jones,14' 9",781.750,53,-0.15
19,0,32448,James Hahn,14' 10",829.417,56,-0.18
19,0,46046,Scottie Scheffler,14' 10",1066.333,72,-0.14
21,0,24138,Ian Poulter,14' 11",492.500,33,+0.03
22,0,36326,David Lipsky,15' 0",1272.667,85,-0.21
22,0,51997,Andrew Novak,15' 0",931.500,62,-0.02
22,0,47483,Will Zalatoris,15' 0",1063.167,71,-0.30
25,0,29221,Webb Simpson,15' 1",695.417,46,-0.24
26,0,20229,Stewart Cink,15' 2",1262.250,83,-0.13
26,0,33399,Adam Hadwin,15' 2",1288.833,85,-0.18
28,0,35450,Patrick Cantlay,15' 3",1083.417,71,-0.30
28,0,33204,Shane Lowry,15' 3",776.417,51,-0.06
30,0,50525,Collin Morikawa,15' 5",585.417,38,-0.11
30,0,45540,Jared Wolfe,15' 5",938.500,61,-0.13
32,0,39436,Joshua Creel,15' 6",742.083,48,-0.19
32,0,24024,Zach Johnson,15' 6",1258.083,81,-0.12
32,0,34046,Jordan Spieth,15' 6",1021.833,66,-0.15
32,0,34431,Robert Streb,15' 6",1130.583,73,-0.15
32,0,30927,Brendon Todd,15' 6",1227.250,79,-0.29
37,0,40006,Erik van Rooyen,15' 7",624.000,40,-0.10
38,0,49298,Kramer Hickok,15' 8",1426.083,91,-0.16
38,0,28237,Rory McIlroy,15' 8",828.667,53,-0.09
38,0,49947,Taylor Moore,15' 8",1441.750,92,-0.13
41,0,29970,Dylan Frittelli,15' 9",1257.083,80,-0.11
41,0,39971,Sungjae Im,15' 9",1132.500,72,-0.33
41,0,25818,Scott Piercy,15' 9",1259.667,80,-0.24
41,0,39953,Chase Seiffert,15' 9",787.833,50,-0.12
41,0,27095,Nick Watney,15' 9",1135.500,72,-0.11
46,0,32662,Michael Gligic,15' 10",983.750,62,-0.26
