RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,08793,Tiger Woods,18
2,0,06567,Vijay Singh,16
3,0,01226,Fred Couples,15
4,0,01381,Fred Funk,14
5,0,02010,Loren Roberts,13
5,0,02104,Jeff Sluman,13
7,0,06527,Steve Stricker,12
8,0,02223,Bob Tway,10
9,0,01968,Nick Price,9
10,0,01185,Brandel Chamblee,8
10,0,08547,John Maginnes,8
12,0,01024,Billy Andrade,7
12,0,01418,Bill Glasson,7
12,0,01706,Davis Love III,7
15,0,01139,Olin Browne,6
15,0,01161,Mark Calcavecchia,6
15,0,01553,John Huston,6
15,0,10860,Justin Leonard,6
15,0,02246,Duffy Waldorf,6
20,0,01063,Ben Bates,5
20,0,09011,David Duval,5
20,0,01619,Skip Kendall,5
20,0,01685,J.L. Lewis,5
20,0,01887,Mark O'Meara,5
20,0,07749,Brett Quigley,5
20,0,02214,Kirk Triplett,5
27,0,01132,Mark Brooks,4
27,0,01313,Steve Elkington,4
27,0,06643,Paul Goydos,4
27,0,01677,Tom Lehman,4
27,0,12660,Jesper Parnevik,4
27,0,01920,Craig Parry,4
27,0,02049,Gene Sauers,4
34,0,10885,Robert Allenby,3
34,0,20229,Stewart Cink,3
34,0,01219,John Cook,3
34,0,21584,Richie Coughlan,3
34,0,19881,Robert Damron,3
34,0,01331,Rick Fehr,3
34,0,07457,Steve Flesch,3
34,0,10809,Jim Furyk,3
34,0,12645,Brent Geiberger,3
34,0,23353,J.J. Henry,3
34,0,01577,Lee Janzen,3
34,0,12680,Shigeki Maruyama,3
34,0,01905,Joe Ozaki,3
34,0,02007,Larry Rinker,3
34,0,02101,Joey Sindelar,3
34,0,02239,Scott Verplank,3
50,0,20051,Joe Acosta Jr.,2
50,0,07867,Woody Austin,2
50,0,20099,Doug Barron,2
50,0,01096,Phil Blackmar,2
50,0,06014,Eric Booker,2
50,0,01156,Curt Byrum,2
50,0,07569,Mark Carnevale,2
50,0,01191,Barry Cheesman,2
50,0,10195,Tim Conley,2
50,0,08931,Glen Day,2
50,0,12740,Paul Devenport,2
50,0,07267,Allen Doyle,2
50,0,12823,Carlos Franco,2
50,0,06064,Jeff Gallagher,2
50,0,01408,Kelly Gibson,2
50,0,01510,Nolan Henke,2
50,0,06617,Brian Henninger,2
50,0,06573,Brandt Jobe,2
50,0,08633,Per-Ulrik Johansson,2
50,0,01593,Philip Jonas,2
50,0,01725,John Mahaffey,2
50,0,06350,Bob May,2
50,0,01771,Blaine McCallister,2
50,0,08339,Spike McRoy,2
50,0,01797,Rocco Mediate,2
50,0,06515,Shaun Micheel,2
50,0,01891,David Ogrin,2
50,0,01926,Steve Pate,2
50,0,01938,David Peoples,2
50,0,01941,Tom Pernice Jr.,2
50,0,01958,Dan Pohl,2
50,0,02115,Taylor Smith,2
50,0,02159,Curtis Strange,2
50,0,06581,David Sutherland,2
50,0,06595,Kevin Sutherland,2
50,0,06078,Esteban Toledo,2
50,0,07269,Greg Turner,2
50,0,02257,Brian Watts,2
50,0,02300,Ian Woosnam,2
