RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,08793,Tiger Woods,18,1998050
2,0,06567,Vijay Singh,16,1998210
3,0,01226,Fred Couples,15,1998060
4,0,01381,Fred Funk,14,1998260
5,0,02010,Loren Roberts,13,1998220
5,0,02104,Jeff Sluman,13,1998240
7,0,06527,Steve Stricker,12,1998160
8,0,02223,Bob Tway,10,1998310
9,0,01968,Nick Price,9,1998200
10,0,01030,Isao Aoki,8,1990120
10,0,01185,Brandel Chamblee,8,1998310
10,0,08547,John Maginnes,8,1998160
13,0,01024,Billy Andrade,7,1998370
13,0,01418,Bill Glasson,7,1998330
13,0,01706,Davis Love III,7,1998330
16,0,20051,Joe Acosta Jr.,6,1996420
16,0,01139,Olin Browne,6,1998260
16,0,01161,Mark Calcavecchia,6,1998350
16,0,01553,John Huston,6,1998330
16,0,10860,Justin Leonard,6,1998350
16,0,02246,Duffy Waldorf,6,1998370
22,0,01063,Ben Bates,5,1998400
22,0,09011,David Duval,5,1998350
22,0,01619,Skip Kendall,5,1998390
22,0,01685,J.L. Lewis,5,1998400
22,0,01887,Mark O'Meara,5,1998295
22,0,07749,Brett Quigley,5,1998390
22,0,02214,Kirk Triplett,5,1998340
29,0,01132,Mark Brooks,4,1998410
29,0,01313,Steve Elkington,4,1998320
29,0,12823,Carlos Franco,4,1997340
29,0,06643,Paul Goydos,4,1998370
29,0,01593,Philip Jonas,4,1997350
29,0,01677,Tom Lehman,4,1998420
29,0,12660,Jesper Parnevik,4,1998340
29,0,01920,Craig Parry,4,1998300
29,0,02049,Gene Sauers,4,1998260
38,0,10885,Robert Allenby,3,1998390
38,0,06014,Eric Booker,3,1997330
38,0,20229,Stewart Cink,3,1998420
38,0,01219,John Cook,3,1998430
38,0,21584,Richie Coughlan,3,1998420
38,0,19881,Robert Damron,3,1998420
38,0,01331,Rick Fehr,3,1998410
38,0,07457,Steve Flesch,3,1998400
38,0,10809,Jim Furyk,3,1998420
38,0,12645,Brent Geiberger,3,1998410
38,0,08725,Tom Gillis,3,1996280
38,0,06088,Steve Gotsche,3,1995420
38,0,23353,J.J. Henry,3,1998260
38,0,01560,David Ishii,3,1996070
38,0,01577,Lee Janzen,3,1998420
38,0,01622,Jeff Kern,3,1983010
38,0,12680,Shigeki Maruyama,3,1998295
38,0,01905,Joe Ozaki,3,1998295
38,0,02007,Larry Rinker,3,1998420
38,0,02084,Bob Shearer,3,1984320
38,0,02101,Joey Sindelar,3,1998420
38,0,11678,Peter Teravainen,3,1997240
38,0,02226,Tray Tyner,3,1997440
38,0,02239,Scott Verplank,3,1998420
62,0,07867,Woody Austin,2,1998320
62,0,20099,Doug Barron,2,1998430
62,0,07721,Pat Bates,2,1996310
62,0,01096,Phil Blackmar,2,1998420
62,0,20371,Richard Boxall,2,1996300
62,0,06020,Steve Brodie,2,1995390
62,0,01156,Curt Byrum,2,1998390
62,0,07569,Mark Carnevale,2,1998430
62,0,01191,Barry Cheesman,2,1998420
62,0,20374,Gary Clark,2,1995290
62,0,10195,Tim Conley,2,1998430
62,0,10909,Rett Crowder,2,1993140
62,0,01256,Rodger Davis,2,1997300
62,0,06034,Marco Dawson,2,1997450
62,0,08931,Glen Day,2,1998440
62,0,12740,Paul Devenport,2,1998360
62,0,07267,Allen Doyle,2,1998290
62,0,06036,Scott Dunlap,2,1997450
62,0,06064,Jeff Gallagher,2,1998430
62,0,01408,Kelly Gibson,2,1998430
62,0,01510,Nolan Henke,2,1998430
62,0,06617,Brian Henninger,2,1998430
62,0,12449,Ryan Howison,2,1995430
62,0,01572,Mark James,2,1997300
62,0,06573,Brandt Jobe,2,1998340
62,0,08633,Per-Ulrik Johansson,2,1998330
62,0,08265,Eric Johnson,2,1997440
62,0,19903,Jonathan Lomas,2,1995290
62,0,01725,John Mahaffey,2,1998150
62,0,06350,Bob May,2,1998295
62,0,01771,Blaine McCallister,2,1998430
62,0,01793,Mac McLendon,2,1980430
62,0,08339,Spike McRoy,2,1998430
62,0,01797,Rocco Mediate,2,1998430
62,0,06515,Shaun Micheel,2,1998270
62,0,01866,Jack Newton,2,1982420
62,0,05466,Jack O'Keefe,2,1997450
62,0,01891,David Ogrin,2,1998430
62,0,01926,Steve Pate,2,1998420
62,0,19980,Jim Payne,2,1996300
62,0,01938,David Peoples,2,1998410
62,0,01941,Tom Pernice Jr.,2,1998430
62,0,01958,Dan Pohl,2,1998390
62,0,20817,David Russell,2,1996300
62,0,20869,Raymond Russell,2,1997300
62,0,02064,John Schroeder,2,1995300
62,0,02091,Charles Sifford,2,1983020
62,0,02105,Bob Smith,2,1985280
62,0,02115,Taylor Smith,2,1998060
62,0,02148,Ray Stewart,2,1997350
62,0,02159,Curtis Strange,2,1998410
62,0,20471,Sven Struver,2,1996350
62,0,06581,David Sutherland,2,1998430
62,0,06595,Kevin Sutherland,2,1998420
62,0,06078,Esteban Toledo,2,1998430
62,0,11155,Katsuyoshi Tomori,2,1995290
62,0,02207,Sam Torrance,2,1997340
62,0,07269,Greg Turner,2,1998340
62,0,02257,Brian Watts,2,1998330
62,0,02300,Ian Woosnam,2,1998295
