RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25364,Paul Casey,43.06,31,72,+3.65
2,0,21633,Steve Allan,37.00,37,100,+3.73
3,0,29718,Anthony Kim,36.23,50,138,+3.84
4,0,12716,Charley Hoffman,35.87,66,184,+3.74
5,0,25562,Andres Romero,34.31,35,102,+4.14
6,0,24502,Adam Scott,34.29,24,70,+3.79
7,0,25804,Bubba Watson,34.12,58,170,+3.64
8,0,20766,Padraig Harrington,33.82,23,68,+3.91
8,0,01706,Davis Love III,33.82,46,136,+3.52
10,0,27770,Camilo Villegas,33.59,43,128,+3.79
11,0,27095,Nick Watney,33.52,59,176,+3.63
12,0,24924,Bill Haas,33.16,63,190,+3.52
13,0,23497,Tag Ridings,32.95,58,176,+3.45
14,0,23349,Charles Warren,32.91,52,158,+3.46
15,0,22378,Trevor Immelman,32.41,35,108,+3.63
16,0,24358,Robert Garrigus,32.39,57,176,+3.72
17,0,06573,Brandt Jobe,32.29,31,96,+3.68
18,0,25594,Travis Perkins,31.91,30,94,+3.83
19,0,26300,Matt Jones,31.87,58,182,+3.69
20,0,23409,James Driscoll,31.65,50,158,+3.82
21,0,01810,Phil Mickelson,31.45,39,124,+3.72
22,0,20229,Stewart Cink,31.16,43,138,+3.98
23,0,27933,John Merrick,31.10,51,164,+3.47
24,0,30925,Dustin Johnson,30.68,54,176,+4.07
25,0,27936,Martin Laird,30.43,56,184,+3.41
26,0,01226,Fred Couples,30.36,34,112,+3.62
27,0,21961,Charles Howell III,30.34,54,178,+3.70
28,0,28089,Jason Day,30.25,49,162,+3.65
29,0,27141,J.B. Holmes,30.14,44,146,+3.43
30,0,20378,Mathias Grönberg,30.12,50,166,+3.52
31,0,20850,Daniel Chopra,30.00,45,150,+4.16
32,0,25900,Lucas Glover,29.89,52,174,+3.56
33,0,27120,Troy Matteson,29.79,56,188,+3.52
34,0,23320,Ryan Palmer,29.37,37,126,+3.68
35,0,22892,Jason Gore,29.35,54,184,+3.57
36,0,25842,Jon Mills,28.31,47,166,+3.23
37,0,01945,Kenny Perry,27.08,52,192,+3.38
38,0,28475,Jeff Overton,26.84,51,190,+3.41
