RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
155,0,01320,Bob Estes,275.2,329658,1198
156,0,12705,Cliff Kresge,275.1,279459,1016
157,0,25396,Kevin Na,275.0,348960,1269
158,0,02223,Bob Tway,274.9,218269,794
159,0,21753,Brian Davis,274.7,390613,1422
159,0,01388,Robert Gamez,274.7,271413,988
159,0,21350,Ryuji Imada,274.7,260409,948
162,0,01941,Tom Pernice Jr.,274.6,374602,1364
162,0,26476,Chez Reavie,274.6,343799,1252
162,0,02239,Scott Verplank,274.6,250460,912
162,0,25349,Tim Wilkinson,274.6,306967,1118
166,0,22806,Doug LaBelle II,274.4,195956,714
167,0,22293,Heath Slocum,274.2,329097,1200
168,0,01577,Lee Janzen,274.1,285858,1043
169,0,24024,Zach Johnson,274.0,273408,998
170,0,27060,John Mallinger,273.8,320036,1169
171,0,08075,Jerry Kelly,273.0,281691,1032
172,0,06575,Dudley Hart,272.9,255983,938
172,0,06090,Jim McGovern,272.9,239605,878
172,0,08385,Omar Uresti,272.9,239607,878
175,0,01142,Bart Bryant,272.8,254797,934
175,0,06251,Chris DiMarco,272.8,289191,1060
177,0,23108,Matt Kuchar,272.7,267224,980
178,0,26420,Richard Johnson,272.6,185945,682
179,0,12602,Dean Wilson,272.1,352583,1296
180,0,06012,Greg Kraft,271.8,189733,698
181,0,20127,Chris Riley,271.7,151091,556
182,0,08931,Glen Day,271.3,211348,779
183,0,25720,Chad Collins,271.1,238017,878
184,0,19913,Ron Whittaker,270.7,154296,570
185,0,22348,Nick O'Hern,270.1,267967,992
186,0,10505,Shane Bertsch,270.0,337984,1252
187,0,06643,Paul Goydos,269.8,253361,939
188,0,12826,Paul Claxton,269.7,187745,696
188,0,20443,Jin Park,269.7,262728,974
190,0,07547,Craig Kanada,269.5,206957,768
191,0,01139,Olin Browne,268.7,261745,974
192,0,12680,Shigeki Maruyama,268.6,156046,581
193,0,20382,Stephen Leaney,268.1,168336,628
194,0,25190,Jeff Quinney,267.6,273258,1021
195,0,20623,Gavin Coles,266.2,162927,612
196,0,19846,Brian Gay,265.8,319551,1202
197,0,01928,Corey Pavin,254.7,197641,776
