RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,27141,J.B. Holmes,303.7,292747,964
2,0,30925,Dustin Johnson,296.8,334484,1127
3,0,24358,Robert Garrigus,296.1,354081,1196
4,0,25804,Bubba Watson,295.6,330478,1118
5,0,27095,Nick Watney,294.1,345888,1176
6,0,06567,Vijay Singh,293.5,260061,886
7,0,20848,Ángel Cabrera,293.4,161385,550
8,0,01226,Fred Couples,293.0,208008,710
9,0,25562,Andres Romero,292.4,200619,686
9,0,24502,Adam Scott,292.4,143252,490
11,0,29718,Anthony Kim,292.2,265869,910
12,0,21633,Steve Allan,292.0,195615,670
13,0,12716,Charley Hoffman,291.2,351191,1206
14,0,21805,Harrison Frazar,291.1,251219,863
15,0,01810,Phil Mickelson,290.8,240170,826
16,0,30750,Tommy Gainey,290.5,186509,642
16,0,23349,Charles Warren,290.5,300049,1033
18,0,23497,Tag Ridings,290.4,328175,1130
19,0,28475,Jeff Overton,290.1,368449,1270
19,0,25594,Travis Perkins,290.1,162162,559
21,0,20850,Daniel Chopra,289.5,279705,966
22,0,23157,Richard Johnson,288.7,273701,948
23,0,28089,Jason Day,288.3,310247,1076
23,0,27936,Martin Laird,288.3,341889,1186
25,0,01706,Davis Love III,288.2,261659,908
26,0,23540,Jason Allred,287.9,200392,696
26,0,24924,Bill Haas,287.9,360403,1252
28,0,21961,Charles Howell III,287.6,350241,1218
28,0,27214,Kevin Streelman,287.6,388594,1351
30,0,24140,Sean O'Hair,287.3,272380,948
30,0,01945,Kenny Perry,287.3,367686,1280
30,0,26289,Boo Weekley,287.3,257962,898
33,0,20229,Stewart Cink,287.2,256172,892
33,0,01553,John Huston,287.2,195282,680
35,0,25900,Lucas Glover,287.1,332424,1158
36,0,20766,Padraig Harrington,287.0,128571,448
36,0,28780,Nicholas Thompson,287.0,383978,1338
38,0,26679,Kevin Stadler,286.8,292571,1020
39,0,27120,Troy Matteson,286.6,354758,1238
39,0,23621,Rory Sabbatini,286.6,253935,886
41,0,28158,Steve Marino,286.2,414114,1447
42,0,20378,Mathias Grönberg,285.8,314394,1100
42,0,24361,Pat Perez,285.8,315195,1103
44,0,20663,Brenden Pappas,285.7,222848,780
45,0,24490,George McNeill,285.5,358559,1256
45,0,23788,D.J. Trahan,285.5,309493,1084
47,0,27933,John Merrick,285.4,306480,1074
47,0,21959,Ted Purdy,285.4,234310,821
49,0,21209,Sergio Garcia,285.3,223677,784
49,0,26300,Matt Jones,285.3,334381,1172
51,0,06573,Brandt Jobe,284.9,186325,654
52,0,25364,Paul Casey,284.7,142326,500
52,0,23320,Ryan Palmer,284.7,237970,836
54,0,22892,Jason Gore,284.6,336717,1183
54,0,27770,Camilo Villegas,284.6,251031,882
56,0,22046,Geoff Ogilvy,284.4,193979,682
57,0,23409,James Driscoll,284.3,300217,1056
58,0,20574,Mathew Goggin,284.2,325156,1144
58,0,20433,Mark Hensby,284.2,254387,895
58,0,01707,Steve Lowery,284.2,265732,935
61,0,12782,Tim Herron,284.1,344026,1211
62,0,26695,Michael Letzig,284.0,293061,1032
63,0,23778,Brad Adamonis,283.8,300552,1059
63,0,20098,Stuart Appleby,283.8,265056,934
65,0,21949,Joe Ogilvie,283.7,345283,1217
66,0,27561,Nick Flanagan,283.5,315005,1111
67,0,02002,John Riegger,283.4,253055,893
68,0,25842,Jon Mills,283.3,307385,1085
69,0,23623,Bo Van Pelt,283.2,367291,1297
70,0,10875,Todd Demsey,283.0,280141,990
70,0,24781,Hunter Mahan,283.0,285313,1008
72,0,12309,Bob Sowards,282.8,205281,726
73,0,22371,Aaron Baddeley,282.7,238572,844
73,0,06595,Kevin Sutherland,282.7,347197,1228
75,0,10885,Robert Allenby,282.6,339132,1200
75,0,06522,Ernie Els,282.6,141879,502
77,0,23353,J.J. Henry,281.9,389596,1382
77,0,22913,John Rollins,281.9,311248,1104
77,0,25632,Jimmy Walker,281.9,243563,864
80,0,01724,Jeff Maggert,281.8,310003,1100
81,0,20572,Rod Pampling,281.7,267080,948
82,0,23614,Rich Beem,281.6,310339,1102
83,0,26631,Cody Freeman,281.1,215861,768
84,0,24449,Parker McLachlin,280.9,309528,1102
84,0,20645,John Senden,280.9,321333,1144
84,0,22582,Kyle Thompson,280.9,223616,796
87,0,07867,Woody Austin,280.8,347045,1236
87,0,24357,K.J. Choi,280.8,225186,802
89,0,27963,Chris Stroud,280.6,258193,920
90,0,19803,Ryan Armour,280.5,296205,1056
90,0,21461,Kenneth Ferrie,280.5,234500,836
90,0,26596,Ryan Moore,280.5,246869,880
93,0,01035,Tommy Armour III,280.4,257144,917
93,0,25345,Carl Pettersson,280.4,379701,1354
95,0,06527,Steve Stricker,280.3,227601,812
95,0,24663,Y.E. Yang,280.3,313338,1118
97,0,06621,Joe Durant,280.2,308253,1100
98,0,01161,Mark Calcavecchia,280.1,211754,756
98,0,10423,Mike Weir,280.1,259953,928
100,0,22378,Trevor Immelman,280.0,210538,752
100,0,11032,Frank Lickliter II,280.0,389794,1392
100,0,24912,Will MacKenzie,280.0,221730,792
100,0,23325,Vaughn Taylor,280.0,367883,1314
104,0,22621,Ben Curtis,279.8,246805,882
105,0,24925,Jonathan Byrd,279.6,300833,1076
105,0,23125,Brad Elder,279.6,210289,752
107,0,23048,Eric Axley,279.5,381853,1366
107,0,12510,Chad Campbell,279.5,331433,1186
107,0,09011,David Duval,279.5,159875,572
107,0,20157,Retief Goosen,279.5,163791,586
111,0,23541,Ben Crane,279.4,292239,1046
111,0,23797,Brett Rumford,279.4,236933,848
113,0,06197,Michael Allen,279.3,304406,1090
113,0,10649,Tom Scherrer,279.3,171502,614
113,0,21878,Mark Wilson,279.3,405539,1452
116,0,20104,Ken Duke,279.1,407991,1462
116,0,20634,Peter Lonard,279.1,310877,1114
116,0,27613,David Lutterus,279.1,193940,695
116,0,02206,David Toms,279.1,218268,782
116,0,20160,Charlie Wi,279.1,342171,1226
121,0,06034,Marco Dawson,279.0,209266,750
121,0,12660,Jesper Parnevik,279.0,291604,1045
123,0,20105,Jeff Gove,278.8,171454,615
123,0,01473,Todd Hamilton,278.8,287473,1031
125,0,01313,Steve Elkington,278.7,283756,1018
125,0,26951,Johnson Wagner,278.7,264729,950
127,0,24227,Justin Bolli,278.4,284516,1022
127,0,12823,Carlos Franco,278.4,244450,878
127,0,01948,Tim Petrovic,278.4,314570,1130
130,0,21731,Freddie Jacobson,278.3,249355,896
130,0,24138,Ian Poulter,278.3,140249,504
132,0,06004,Stephen Ames,278.2,256788,923
132,0,08537,J.P. Hayes,278.2,244220,878
134,0,07749,Brett Quigley,277.8,282834,1018
135,0,10860,Justin Leonard,277.7,284912,1026
135,0,27649,Brandt Snedeker,277.7,260469,938
137,0,20498,Briny Baird,277.5,371302,1338
138,0,07457,Steve Flesch,277.3,313357,1130
138,0,10425,Jay Williamson,277.3,310027,1118
140,0,12652,Cameron Beckman,277.2,285791,1031
140,0,01766,Billy Mayfair,277.2,367539,1326
142,0,23718,Nathan Green,277.0,350714,1266
143,0,10809,Jim Furyk,276.9,291811,1054
143,0,10585,Scott McCarron,276.9,209334,756
145,0,23135,Tim Clark,276.7,282793,1022
146,0,20472,Alex Cejka,276.6,231252,836
146,0,22548,Patrick Sheehan,276.6,404044,1461
148,0,26500,Alejandro Cañizares,276.5,157583,570
148,0,08845,Scott Sterling,276.5,285300,1032
150,0,01024,Billy Andrade,276.4,238227,862
151,0,01677,Tom Lehman,276.3,147009,532
152,0,10733,Kent Jones,275.8,211228,766
153,0,01797,Rocco Mediate,275.3,265420,964
153,0,26668,Marc Turnesa,275.3,291870,1060
