RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,27141,J.B. Holmes,56.12,541,964,-0.181
2,0,25804,Bubba Watson,50.81,568,1118,-0.199
3,0,24358,Robert Garrigus,45.90,549,1196,-0.144
4,0,30925,Dustin Johnson,45.52,513,1127,-0.135
5,0,27095,Nick Watney,44.22,520,1176,-0.169
6,0,20848,Ángel Cabrera,43.45,239,550,-0.084
7,0,24502,Adam Scott,41.63,204,490,-0.172
8,0,06567,Vijay Singh,41.08,364,886,-0.209
9,0,21633,Steve Allan,40.60,272,670,-0.162
10,0,25562,Andres Romero,39.80,273,686,-0.070
11,0,29718,Anthony Kim,39.56,360,910,-0.253
12,0,12716,Charley Hoffman,39.30,474,1206,-0.139
13,0,01226,Fred Couples,37.46,266,710,-0.244
14,0,28475,Jeff Overton,37.17,472,1270,-0.199
14,0,23497,Tag Ridings,37.17,420,1130,-0.124
16,0,25594,Travis Perkins,36.67,205,559,-0.005
17,0,23349,Charles Warren,36.01,372,1033,-0.105
18,0,30750,Tommy Gainey,35.51,228,642,-0.057
19,0,20850,Daniel Chopra,35.20,340,966,-0.185
20,0,27936,Martin Laird,34.32,407,1186,-0.197
21,0,01706,Davis Love III,33.92,308,908,-0.195
22,0,23540,Jason Allred,33.91,236,696,-0.144
23,0,01810,Phil Mickelson,33.78,279,826,-0.211
24,0,21805,Harrison Frazar,33.72,291,863,-0.196
25,0,24924,Bill Haas,33.63,421,1252,-0.188
26,0,25364,Paul Casey,33.20,166,500,-0.169
27,0,27214,Kevin Streelman,32.35,437,1351,-0.188
28,0,23157,Richard Johnson,31.96,303,948,-0.139
29,0,28089,Jason Day,31.60,340,1076,-0.050
30,0,22892,Jason Gore,31.19,369,1183,-0.233
31,0,27933,John Merrick,31.01,333,1074,-0.213
32,0,24140,Sean O'Hair,30.91,293,948,-0.137
33,0,20766,Padraig Harrington,30.80,138,448,-0.239
34,0,21961,Charles Howell III,30.71,374,1218,-0.166
35,0,01945,Kenny Perry,30.63,392,1280,-0.171
36,0,25900,Lucas Glover,30.40,352,1158,-0.156
37,0,24361,Pat Perez,30.37,335,1103,-0.260
38,0,20229,Stewart Cink,30.27,270,892,-0.181
39,0,24490,George McNeill,30.02,377,1256,-0.233
40,0,26679,Kevin Stadler,29.80,304,1020,-0.178
41,0,23621,Rory Sabbatini,29.35,260,886,-0.285
42,0,26300,Matt Jones,29.27,343,1172,-0.227
43,0,27120,Troy Matteson,28.92,358,1238,-0.078
44,0,23409,James Driscoll,28.88,305,1056,-0.207
45,0,06573,Brandt Jobe,28.75,188,654,-0.149
46,0,20663,Brenden Pappas,28.59,223,780,-0.274
47,0,28158,Steve Marino,28.47,412,1447,-0.170
48,0,20378,Mathias Grönberg,28.27,311,1100,-0.151
49,0,01553,John Huston,27.94,190,680,-0.195
50,0,12782,Tim Herron,27.83,337,1211,-0.226
50,0,25842,Jon Mills,27.83,302,1085,-0.175
52,0,23778,Brad Adamonis,27.76,294,1059,-0.153
53,0,27770,Camilo Villegas,27.66,244,882,-0.250
54,0,01707,Steve Lowery,27.59,258,935,-0.198
55,0,23788,D.J. Trahan,27.58,299,1084,-0.137
56,0,26289,Boo Weekley,27.39,246,898,-0.134
57,0,28780,Nicholas Thompson,27.28,365,1338,-0.173
58,0,21209,Sergio Garcia,26.79,210,784,-0.148
59,0,23320,Ryan Palmer,26.67,223,836,-0.161
60,0,26695,Michael Letzig,26.65,275,1032,-0.236
61,0,20574,Mathew Goggin,26.49,303,1144,-0.234
62,0,21959,Ted Purdy,26.43,217,821,-0.129
63,0,23623,Bo Van Pelt,25.75,334,1297,-0.183
64,0,22046,Geoff Ogilvy,25.51,174,682,-0.172
65,0,02002,John Riegger,25.31,226,893,-0.204
66,0,25632,Jimmy Walker,25.23,218,864,-0.073
67,0,24781,Hunter Mahan,25.20,254,1008,-0.165
68,0,10875,Todd Demsey,23.94,237,990,-0.211
69,0,20433,Mark Hensby,23.91,214,895,-0.178
70,0,21949,Joe Ogilvie,23.75,289,1217,-0.190
71,0,27561,Nick Flanagan,23.49,261,1111,-0.134
72,0,22371,Aaron Baddeley,23.22,196,844,-0.128
73,0,09011,David Duval,23.08,132,572,-0.076
74,0,10885,Robert Allenby,22.92,275,1200,-0.135
75,0,06522,Ernie Els,22.91,115,502,-0.191
76,0,12309,Bob Sowards,22.87,166,726,-0.042
77,0,06595,Kevin Sutherland,22.39,275,1228,-0.258
78,0,26631,Cody Freeman,22.14,170,768,-0.135
79,0,24449,Parker McLachlin,22.05,243,1102,-0.263
80,0,20645,John Senden,21.68,248,1144,-0.185
81,0,20098,Stuart Appleby,21.63,202,934,-0.203
82,0,22582,Kyle Thompson,21.61,172,796,-0.134
83,0,23353,J.J. Henry,21.42,296,1382,-0.193
84,0,20572,Rod Pampling,21.41,203,948,-0.241
85,0,26596,Ryan Moore,21.36,188,880,-0.186
86,0,22913,John Rollins,21.01,232,1104,-0.185
87,0,23048,Eric Axley,20.94,286,1366,-0.213
88,0,19803,Ryan Armour,20.74,219,1056,-0.110
89,0,12660,Jesper Parnevik,20.57,215,1045,-0.228
90,0,27963,Chris Stroud,20.33,187,920,-0.182
91,0,12823,Carlos Franco,20.16,177,878,-0.192
92,0,22378,Trevor Immelman,20.08,151,752,-0.152
93,0,01724,Jeff Maggert,19.91,219,1100,-0.242
94,0,24663,Y.E. Yang,19.86,222,1118,-0.104
95,0,06527,Steve Stricker,19.83,161,812,-0.149
96,0,26500,Alejandro Cañizares,19.65,112,570,-0.188
97,0,23614,Rich Beem,19.60,216,1102,-0.139
98,0,06621,Joe Durant,19.55,215,1100,-0.233
99,0,25345,Carl Pettersson,19.50,264,1354,-0.159
100,0,12510,Chad Campbell,19.48,231,1186,-0.203
101,0,10423,Mike Weir,19.40,180,928,-0.211
102,0,23125,Brad Elder,19.28,145,752,-0.186
103,0,27613,David Lutterus,19.14,133,695,-0.023
104,0,24357,K.J. Choi,19.08,153,802,-0.242
105,0,22621,Ben Curtis,18.93,167,882,-0.174
106,0,06034,Marco Dawson,18.80,141,750,-0.121
107,0,01161,Mark Calcavecchia,18.78,142,756,-0.190
108,0,01035,Tommy Armour III,18.76,172,917,-0.116
109,0,24912,Will MacKenzie,18.69,148,792,-0.162
110,0,21878,Mark Wilson,18.66,271,1452,-0.196
111,0,20160,Charlie Wi,18.60,228,1226,-0.202
112,0,21461,Kenneth Ferrie,18.54,155,836,-0.123
113,0,23325,Vaughn Taylor,18.04,237,1314,-0.135
114,0,01948,Tim Petrovic,17.96,203,1130,-0.212
115,0,24925,Jonathan Byrd,17.94,193,1076,-0.187
116,0,20105,Jeff Gove,17.89,110,615,-0.109
117,0,20104,Ken Duke,17.72,259,1462,-0.178
118,0,08537,J.P. Hayes,17.65,155,878,-0.129
119,0,07457,Steve Flesch,17.61,199,1130,-0.211
120,0,10649,Tom Scherrer,17.59,108,614,-0.167
121,0,23797,Brett Rumford,17.57,149,848,-0.121
122,0,06004,Stephen Ames,17.55,162,923,-0.216
123,0,20634,Peter Lonard,17.50,195,1114,-0.205
124,0,07867,Woody Austin,17.39,215,1236,-0.228
125,0,01473,Todd Hamilton,17.26,178,1031,-0.202
126,0,20157,Retief Goosen,17.24,101,586,-0.168
127,0,06197,Michael Allen,17.16,187,1090,-0.235
128,0,07749,Brett Quigley,17.09,174,1018,-0.178
129,0,08845,Scott Sterling,16.86,174,1032,-0.270
130,0,23718,Nathan Green,16.75,212,1266,-0.217
131,0,23541,Ben Crane,16.44,172,1046,-0.285
132,0,10733,Kent Jones,16.19,124,766,-0.266
133,0,11032,Frank Lickliter II,16.16,225,1392,-0.173
134,0,01313,Steve Elkington,16.11,164,1018,-0.232
135,0,20498,Briny Baird,15.84,212,1338,-0.255
136,0,27649,Brandt Snedeker,15.67,147,938,-0.211
137,0,12652,Cameron Beckman,15.52,160,1031,-0.150
138,0,10425,Jay Williamson,15.38,172,1118,-0.169
139,0,02206,David Toms,15.35,120,782,-0.300
140,0,20472,Alex Cejka,15.31,128,836,-0.211
141,0,24138,Ian Poulter,15.28,77,504,-0.195
142,0,26951,Johnson Wagner,15.05,143,950,-0.161
