RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
143,0,21731,Freddie Jacobson,14.96,134,896,-0.164
144,0,10860,Justin Leonard,14.81,152,1026,-0.276
144,0,10585,Scott McCarron,14.81,112,756,-0.188
146,0,22548,Patrick Sheehan,14.78,216,1461,-0.167
147,0,24227,Justin Bolli,14.68,150,1022,-0.193
148,0,01320,Bob Estes,14.36,172,1198,-0.180
149,0,01766,Billy Mayfair,14.33,190,1326,-0.168
150,0,01388,Robert Gamez,14.07,139,988,-0.115
151,0,01577,Lee Janzen,13.61,142,1043,-0.120
152,0,01024,Billy Andrade,13.57,117,862,-0.162
153,0,22806,Doug LaBelle II,13.17,94,714,-0.191
154,0,26420,Richard Johnson,13.05,89,682,-0.247
155,0,02223,Bob Tway,12.85,102,794,-0.255
156,0,21350,Ryuji Imada,12.76,121,948,-0.182
157,0,24024,Zach Johnson,12.73,127,998,-0.189
158,0,23135,Tim Clark,12.62,129,1022,-0.116
158,0,10809,Jim Furyk,12.62,133,1054,-0.180
160,0,25349,Tim Wilkinson,12.61,141,1118,-0.234
161,0,26668,Marc Turnesa,12.55,133,1060,-0.241
162,0,02239,Scott Verplank,12.50,114,912,-0.184
163,0,25396,Kevin Na,11.98,152,1269,-0.283
164,0,06090,Jim McGovern,11.85,104,878,-0.125
165,0,08075,Jerry Kelly,11.72,121,1032,-0.322
166,0,01941,Tom Pernice Jr.,11.51,157,1364,-0.255
167,0,25720,Chad Collins,11.50,101,878,-0.178
168,0,01677,Tom Lehman,11.47,61,532,-0.180
169,0,26476,Chez Reavie,11.42,143,1252,-0.140
170,0,20127,Chris Riley,11.15,62,556,-0.081
171,0,21753,Brian Davis,11.04,157,1422,-0.255
171,0,27060,John Mallinger,11.04,129,1169,-0.140
173,0,22293,Heath Slocum,10.67,128,1200,-0.148
174,0,20443,Jin Park,10.47,102,974,-0.176
175,0,06575,Dudley Hart,10.45,98,938,-0.265
176,0,08931,Glen Day,10.27,80,779,-0.200
176,0,01797,Rocco Mediate,10.27,99,964,-0.162
178,0,12602,Dean Wilson,10.26,133,1296,-0.188
179,0,06251,Chris DiMarco,10.19,108,1060,-0.185
180,0,06012,Greg Kraft,10.17,71,698,-0.197
181,0,08385,Omar Uresti,9.79,86,878,-0.163
182,0,01142,Bart Bryant,9.64,90,934,-0.167
183,0,12705,Cliff Kresge,9.55,97,1016,-0.124
184,0,23108,Matt Kuchar,9.49,93,980,-0.194
185,0,19913,Ron Whittaker,8.95,51,570,-0.314
186,0,10505,Shane Bertsch,8.47,106,1252,-0.142
187,0,06643,Paul Goydos,8.20,77,939,-0.182
187,0,07547,Craig Kanada,8.20,63,768,-0.238
189,0,25190,Jeff Quinney,7.93,81,1021,-0.346
190,0,12826,Paul Claxton,7.90,55,696,-0.036
191,0,22348,Nick O'Hern,7.76,77,992,-0.182
192,0,12680,Shigeki Maruyama,7.57,44,581,-0.227
193,0,01139,Olin Browne,7.39,72,974,-0.069
194,0,20623,Gavin Coles,6.21,38,612,-0.105
195,0,20382,Stephen Leaney,5.89,37,628,E
196,0,19846,Brian Gay,5.24,63,1202,-0.032
197,0,01928,Corey Pavin,1.80,14,776,-0.214
