RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,44.12,75,170,-0.37
2,0,27141,J.B. Holmes,36.99,54,146,-0.41
3,0,24358,Robert Garrigus,34.09,60,176,-0.32
4,0,30925,Dustin Johnson,32.95,58,176,-0.40
5,0,20848,Ángel Cabrera,28.21,22,78,-0.27
6,0,27095,Nick Watney,23.30,41,176,-0.39
7,0,23497,Tag Ridings,22.73,40,176,-0.33
8,0,30750,Tommy Gainey,21.15,22,104,-0.14
9,0,23540,Jason Allred,20.18,23,114,-0.13
10,0,21633,Steve Allan,20.00,20,100,-0.10
11,0,06567,Vijay Singh,19.70,26,132,-0.38
12,0,28475,Jeff Overton,19.47,37,190,-0.27
13,0,21805,Harrison Frazar,19.23,25,130,-0.28
14,0,12716,Charley Hoffman,19.02,35,184,-0.17
15,0,29718,Anthony Kim,18.84,26,138,-0.12
16,0,01706,Davis Love III,18.38,25,136,-0.16
17,0,22892,Jason Gore,17.93,33,184,-0.45
18,0,23349,Charles Warren,17.72,28,158,-0.54
19,0,27933,John Merrick,17.68,29,164,-0.28
20,0,24502,Adam Scott,17.14,12,70,-0.75
21,0,25594,Travis Perkins,17.02,16,94,-0.31
22,0,06573,Brandt Jobe,16.67,16,96,-0.25
23,0,25900,Lucas Glover,16.09,28,174,-0.25
24,0,23157,Richard Johnson,16.00,24,150,-0.29
25,0,28089,Jason Day,15.43,25,162,-0.28
26,0,25632,Jimmy Walker,15.38,20,130,-0.55
27,0,20766,Padraig Harrington,14.71,10,68,-0.40
28,0,20850,Daniel Chopra,14.67,22,150,-0.36
29,0,24361,Pat Perez,14.63,24,164,-0.38
30,0,20574,Mathew Goggin,14.37,25,174,-0.44
31,0,01226,Fred Couples,14.29,16,112,-0.31
32,0,20663,Brenden Pappas,14.17,17,120,-0.41
33,0,25364,Paul Casey,13.89,10,72,-0.50
34,0,25562,Andres Romero,13.73,14,102,-0.43
35,0,24490,George McNeill,13.68,26,190,-0.46
36,0,27936,Martin Laird,13.59,25,184,-0.36
37,0,23409,James Driscoll,13.29,21,158,-0.29
38,0,23621,Rory Sabbatini,13.28,17,128,-0.47
39,0,28158,Steve Marino,12.84,28,218,-0.25
40,0,28780,Nicholas Thompson,12.62,26,206,-0.42
41,0,26596,Ryan Moore,12.14,17,140,-0.47
42,0,21959,Ted Purdy,12.10,15,124,-0.07
43,0,25842,Jon Mills,12.05,20,166,-0.30
44,0,10649,Tom Scherrer,12.00,12,100,-0.75
45,0,21961,Charles Howell III,11.80,21,178,-0.48
46,0,21209,Sergio Garcia,11.61,13,112,-0.23
47,0,20229,Stewart Cink,11.59,16,138,-0.25
48,0,01707,Steve Lowery,11.43,16,140,-0.44
49,0,23623,Bo Van Pelt,11.34,22,194,-0.23
50,0,24781,Hunter Mahan,11.33,17,150,-0.53
51,0,27214,Kevin Streelman,11.06,23,208,-0.30
52,0,24924,Bill Haas,11.05,21,190,-0.43
