RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
88,0,01685,J.L. Lewis,16.04,283,1764
89,0,01666,Bernhard Langer,16.05,156,972
90,0,12663,Phil Tataurangi,16.07,243,1512
91,0,20229,Stewart Cink,16.10,255,1584
91,0,01313,Steve Elkington,16.10,229,1422
93,0,02106,Chris Smith,16.11,290,1800
94,0,10201,Matt Gogel,16.15,221,1368
95,0,01388,Robert Gamez,16.18,201,1242
96,0,01226,Fred Couples,16.20,175,1080
96,0,06575,Dudley Hart,16.20,245,1512
98,0,23135,Tim Clark,16.21,213,1314
99,0,23338,David Gossett,16.25,272,1674
100,0,23614,Rich Beem,16.26,278,1710
101,0,12680,Shigeki Maruyama,16.28,255,1566
102,0,10423,Mike Weir,16.30,270,1656
103,0,01941,Tom Pernice Jr.,16.33,291,1782
104,0,10457,Frank Nobilo,16.37,277,1692
105,0,10585,Scott McCarron,16.38,289,1764
106,0,06012,Greg Kraft,16.40,248,1512
106,0,23108,Matt Kuchar,16.40,242,1476
108,0,06373,José María Olazábal,16.41,189,1152
108,0,01927,Dennis Paulson,16.41,257,1566
110,0,01378,David Frost,16.42,266,1620
111,0,07457,Steve Flesch,16.51,312,1890
112,0,08537,J.P. Hayes,16.52,226,1368
113,0,08123,Jeff Brehaut,16.54,259,1566
114,0,10565,Ian Leggatt,16.55,277,1674
115,0,20574,Mathew Goggin,16.58,191,1152
115,0,08339,Spike McRoy,16.58,200,1206
117,0,24357,K.J. Choi,16.60,266,1602
118,0,10733,Kent Jones,16.61,308,1854
118,0,10649,Tom Scherrer,16.61,284,1710
120,0,01024,Billy Andrade,16.67,288,1728
120,0,12388,Michael Clark II,16.67,285,1710
120,0,21209,Sergio Garcia,16.67,216,1296
120,0,01926,Steve Pate,16.67,180,1080
120,0,02133,Craig Stadler,16.67,204,1224
125,0,01723,Andrew Magee,16.73,265,1584
126,0,24937,Jess Daley,16.74,229,1368
126,0,20502,Michael Long,16.74,214,1278
128,0,09011,David Duval,16.81,227,1350
129,0,23541,Ben Crane,16.85,270,1602
129,0,22293,Heath Slocum,16.85,279,1656
131,0,21805,Harrison Frazar,16.92,268,1584
132,0,01203,Russ Cochran,17.00,205,1206
132,0,06643,Paul Goydos,17.00,202,1188
134,0,01577,Lee Janzen,17.01,294,1728
135,0,01707,Steve Lowery,17.03,282,1656
136,0,11032,Frank Lickliter II,17.04,273,1602
137,0,01132,Mark Brooks,17.08,286,1674
138,0,23903,Stephen Gangluff,17.11,231,1350
138,0,01771,Blaine McCallister,17.11,231,1350
140,0,20029,Notah Begay III,17.12,228,1332
141,0,01724,Jeff Maggert,17.14,256,1494
142,0,21633,Steve Allan,17.16,281,1638
143,0,23621,Rory Sabbatini,17.19,198,1152
144,0,12826,Paul Claxton,17.20,257,1494
144,0,12660,Jesper Parnevik,17.20,260,1512
146,0,10213,Dicky Pride,17.21,158,918
147,0,22046,Geoff Ogilvy,17.38,269,1548
148,0,07223,Brian Bateman,17.40,285,1638
149,0,06617,Brian Henninger,17.42,207,1188
150,0,01928,Corey Pavin,17.47,239,1368
151,0,01042,Paul Azinger,17.55,199,1134
152,0,23177,Kenneth Staton,17.59,323,1836
153,0,20593,Greg Chalmers,17.64,289,1638
154,0,08553,Lee Porter,17.68,280,1584
155,0,24361,Pat Perez,17.69,277,1566
156,0,12753,David Morland IV,17.72,185,1044
157,0,23800,Bryce Molder,17.81,202,1134
158,0,08881,Tripp Isenhour,17.89,219,1224
159,0,19972,José Coceres,17.97,165,918
159,0,01599,Steve Jones,17.97,220,1224
161,0,19958,Miguel Angel Jiménez,18.01,188,1044
162,0,21806,Paul Gow,18.06,312,1728
163,0,23125,Brad Elder,18.17,242,1332
164,0,02257,Brian Watts,18.21,177,972
165,0,07749,Brett Quigley,18.24,302,1656
166,0,07867,Woody Austin,18.29,326,1782
166,0,19881,Robert Damron,18.29,270,1476
168,0,08993,Franklin Langham,18.36,228,1242
169,0,20095,Carl Paulson,18.43,272,1476
170,0,02170,Hal Sutton,18.49,243,1314
171,0,01035,Tommy Armour III,18.59,271,1458
172,0,08375,Paul Stankowski,18.71,330,1764
173,0,06527,Steve Stricker,18.78,213,1134
174,0,02110,Jerry Smith,18.90,296,1566
175,0,20043,Edward Fryatt,18.96,314,1656
176,0,01549,Mike Hulbert,18.97,181,954
177,0,06197,Michael Allen,18.99,253,1332
177,0,01161,Mark Calcavecchia,18.99,270,1422
179,0,01374,Robin Freeman,19.04,257,1350
180,0,10962,Bradley Hughes,19.07,206,1080
181,0,10912,Craig Perks,19.28,302,1566
182,0,19817,Michael Muehr,19.33,247,1278
183,0,06613,Tommy Tolles,19.36,223,1152
184,0,06315,Pete Jordan,19.37,272,1404
185,0,02322,Richard Zokol,19.39,178,918
186,0,02099,Scott Simpson,19.40,213,1098
187,0,26289,Boo Weekley,19.49,200,1026
188,0,01014,Fulton Allem,19.53,225,1152
189,0,10107,Deane Pappas,19.63,311,1584
190,0,20566,Kaname Yokoo,19.68,255,1296
191,0,08535,Gary Nicklaus,20.20,240,1188
192,0,21949,Joe Ogilvie,20.33,183,900
193,0,20436,Garrett Willis,20.66,290,1404
194,0,01514,Eduardo Herrera,20.81,221,1062
195,0,06036,Scott Dunlap,20.83,270,1296
196,0,21259,Jason Hill,21.09,224,1062
197,0,01249,John Daly,21.13,232,1098
198,0,23322,Brett Wetterich,21.20,332,1566
199,0,20663,Brenden Pappas,21.24,237,1116
200,0,23623,Bo Van Pelt,21.51,302,1404
201,0,06016,Brad Lardon,21.75,231,1062
202,0,10117,Bob Heintz,21.90,268,1224
