RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,39324,J.J. Spaun,93.75,90,96
2,0,27141,J.B. Holmes,92.94,79,85
3,0,29221,Webb Simpson,92.31,108,117
4,0,23108,Matt Kuchar,91.95,80,87
4,0,29289,S.Y. Noh,91.95,80,87
6,0,29740,Brad Fritsch,91.84,45,49
7,0,23353,J.J. Henry,91.67,55,60
8,0,31323,Gary Woodland,91.55,65,71
9,0,25191,Gonzalo Fernandez-Castaño,91.53,54,59
10,0,26758,David Hearn,91.49,86,94
11,0,27963,Chris Stroud,91.38,53,58
12,0,30191,Julián Etulain,91.07,51,56
13,0,24138,Ian Poulter,91.03,71,78
14,0,22371,Aaron Baddeley,90.91,40,44
14,0,32448,James Hahn,90.91,80,88
16,0,29461,Jamie Lovemark,90.72,88,97
17,0,21961,Charles Howell III,90.70,78,86
18,0,34099,Harris English,90.63,87,96
18,0,33399,Adam Hadwin,90.63,87,96
18,0,34360,Patrick Reed,90.63,116,128
21,0,48822,Sebastián Muñoz,90.57,48,53
22,0,27895,Jonas Blixt,90.28,65,72
23,0,29720,Andres Gonzales,90.14,64,71
23,0,23497,Tag Ridings,90.14,64,71
25,0,35891,Cameron Smith,90.00,72,80
25,0,26951,Johnson Wagner,90.00,63,70
27,0,26331,Charl Schwartzel,89.74,70,78
28,0,34174,John Huh,89.72,96,107
29,0,22056,Cameron Percy,89.66,52,58
30,0,27644,Brian Harman,89.62,95,106
31,0,01810,Phil Mickelson,89.58,86,96
32,0,25900,Lucas Glover,89.47,85,95
32,0,37454,Whee Kim,89.47,68,76
32,0,23800,Bryce Molder,89.47,68,76
35,0,21209,Sergio Garcia,89.29,50,56
36,0,32102,Rickie Fowler,89.19,66,74
37,0,27936,Martin Laird,89.16,74,83
38,0,27649,Brandt Snedeker,89.09,49,55
39,0,31202,William McGirt,89.04,65,73
40,0,34466,Peter Malnati,89.00,89,100
41,0,28420,Ryan Brehm,88.89,72,81
41,0,25804,Bubba Watson,88.89,72,81
43,0,29222,Billy Hurley III,88.73,63,71
44,0,25834,Daniel Summerhays,88.66,86,97
45,0,29478,Kevin Kisner,88.62,109,123
45,0,30110,Kyle Stanley,88.62,109,123
47,0,33418,Shawn Stefani,88.41,61,69
48,0,31560,Brian Stuard,88.30,83,94
49,0,20472,Alex Cejka,88.24,75,85
49,0,19846,Brian Gay,88.24,75,85
49,0,26300,Matt Jones,88.24,60,68
52,0,35545,Blayne Barber,88.16,67,76
53,0,33120,Mark Anderson,88.14,52,59
53,0,25720,Chad Collins,88.14,52,59
53,0,26476,Chez Reavie,88.14,104,118
56,0,20157,Retief Goosen,87.93,51,58
57,0,23325,Vaughn Taylor,87.91,80,91
58,0,46970,Jon Rahm,87.80,72,82
59,0,48084,Wesley Bryan,87.74,93,106
60,0,27770,Camilo Villegas,87.63,85,97
61,0,46501,Ollie Schniederjans,87.62,92,105
62,0,28132,Tyrone Van Aswegen,87.50,84,96
63,0,47959,Bryson DeChambeau,87.37,83,95
64,0,27436,Graham DeLaet,87.23,82,94
65,0,24024,Zach Johnson,87.10,81,93
66,0,32150,Michael Thompson,86.96,40,46
67,0,39975,Michael Kim,86.87,86,99
68,0,25198,Francesco Molinari,86.84,66,76
69,0,46601,Trey Mullinax,86.81,79,91
70,0,35532,Tom Hoge,86.76,59,68
71,0,26851,Marc Leishman,86.75,72,83
72,0,33122,Russell Knox,86.67,65,75
72,0,34431,Robert Streb,86.67,78,90
72,0,27064,Jhonattan Vegas,86.67,78,90
75,0,24140,Sean O'Hair,86.59,71,82
76,0,06522,Ernie Els,86.54,45,52
77,0,28252,Seamus Power,86.42,70,81
77,0,29476,Kyle Reifers,86.42,70,81
79,0,27214,Kevin Streelman,86.41,89,103
80,0,29725,Tony Finau,86.36,95,110
81,0,33419,Cameron Tringale,86.30,63,73
82,0,32366,Kevin Chappell,86.27,88,102
83,0,34098,Russell Henley,86.17,81,94
84,0,25274,Steven Bowditch,86.00,43,50
85,0,28679,Fabián Gómez,85.94,55,64
86,0,35110,Brett Drewitt,85.92,61,71
87,0,29223,Sam Saunders,85.90,67,78
88,0,32333,Kevin Tway,85.88,73,85
88,0,27095,Nick Watney,85.88,73,85
90,0,26499,Rafa Cabrera Bello,85.71,54,63
90,0,32200,Roberto Castro,85.71,72,84
90,0,28089,Jason Day,85.71,54,63
90,0,30925,Dustin Johnson,85.71,72,84
90,0,46440,Smylie Kaufman,85.71,72,84
90,0,29908,C.T. Pan,85.71,72,84
96,0,40026,Daniel Berger,85.56,77,90
97,0,24924,Bill Haas,85.54,71,83
98,0,46550,Brandon Hagy,85.53,65,76
98,0,29420,Billy Horschel,85.53,65,76
100,0,23983,Luke Donald,85.42,41,48
101,0,36801,Mark Hubbard,85.39,76,89
102,0,33948,Byeong Hun An,85.33,64,75
102,0,48081,Xander Schauffele,85.33,64,75
104,0,34409,David Lingmerth,85.32,93,109
105,0,29974,Branden Grace,85.25,52,61
106,0,28237,Rory McIlroy,85.11,40,47
106,0,32640,Troy Merritt,85.11,80,94
108,0,29479,Scott Brown,85.09,97,114
109,0,28093,Miguel Angel Carballo,85.00,34,40
109,0,33461,Morgan Hoffmann,85.00,85,100
111,0,25493,Nick Taylor,84.96,96,113
112,0,35506,Mackenzie Hughes,84.85,84,99
113,0,25349,Tim Wilkinson,84.75,50,59
114,0,22986,Søren Kjeldsen,84.62,33,39
114,0,22046,Geoff Ogilvy,84.62,66,78
114,0,29518,Brendan Steele,84.62,66,78
117,0,25892,Steve Wheatcroft,84.51,60,71
118,0,24358,Robert Garrigus,84.27,75,89
119,0,33413,Ben Martin,84.09,74,88
119,0,24502,Adam Scott,84.09,37,44
121,0,34021,Bud Cauley,83.91,73,87
122,0,39954,Cody Gribble,83.87,78,93
123,0,25572,Graeme McDowell,83.82,57,68
124,0,27466,Spencer Levin,83.75,67,80
124,0,47128,Richy Werenski,83.75,67,80
126,0,20229,Stewart Cink,83.67,82,98
127,0,30852,Ryo Ishikawa,83.64,46,55
127,0,25632,Jimmy Walker,83.64,46,55
129,0,19803,Ryan Armour,83.58,56,67
130,0,25686,Jason Dufner,83.54,66,79
131,0,24507,Jason Bohn,83.52,76,91
132,0,40009,Dominic Bozzelli,83.33,55,66
132,0,20593,Greg Chalmers,83.33,85,102
132,0,31646,Emiliano Grillo,83.33,80,96
132,0,36689,Brooks Koepka,83.33,90,108
136,0,35300,Andrew Loupe,83.10,59,71
137,0,27129,Luke List,82.98,78,94
138,0,34046,Jordan Spieth,82.93,68,82
139,0,28307,Matt Every,82.89,63,76
140,0,12510,Chad Campbell,82.86,87,105
140,0,28500,Martin Flores,82.86,58,70
140,0,26329,Louis Oosthuizen,82.86,58,70
143,0,22405,Justin Rose,82.81,53,64
144,0,27958,Ryan Blaum,82.73,91,110
145,0,46732,Rick Lamb,82.69,43,52
