RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,28237,Rory McIlroy,33.33,8280095,24845787
2,0,25804,Bubba Watson,21.51,6336978,29453787
3,0,21209,Sergio Garcia,21.09,4939606,23423787
4,0,10809,Jim Furyk,20.67,5987395,28971787
5,0,30925,Dustin Johnson,18.85,4249180,22547787
6,0,28089,Jason Day,17.86,3789574,21213787
7,0,24502,Adam Scott,17.12,4098588,23937787
8,0,27408,Martin Kaymer,16.71,4532537,27131787
9,0,25632,Jimmy Walker,15.98,5787015,36209787
10,0,23108,Matt Kuchar,14.96,4695515,31389787
11,0,22405,Justin Rose,14.59,3926767,26915787
12,0,01666,Bernhard Langer,14.44,234000,1620000
13,0,29420,Billy Horschel,13.71,4814786,35129787
14,0,32102,Rickie Fowler,13.70,4806116,35087787
15,0,30926,Chris Kirk,13.28,4854777,36555787
16,0,34046,Jordan Spieth,12.14,4342748,35759787
17,0,28339,Victor Dubuisson,11.45,1693485,14787787
18,0,34360,Patrick Reed,11.04,4026075,36483787
19,0,29221,Webb Simpson,10.67,3539600,33171787
20,0,24024,Zach Johnson,9.91,3353417,33855787
21,0,23320,Ryan Palmer,9.88,2924300,29583787
22,0,46435,Austin Cook,9.81,102466,1044000
23,0,26596,Ryan Moore,9.57,3098262,32375787
24,0,30927,Brendon Todd,9.55,3396746,35577787
25,0,25396,Kevin Na,9.38,3153107,33597787
26,0,24781,Hunter Mahan,9.22,3097983,33597787
27,0,32839,Hideki Matsuyama,8.75,2837477,32423787
28,0,25572,Graeme McDowell,8.70,2077386,23873787
29,0,21528,Henrik Stenson,8.55,1894235,22163787
30,0,20645,John Senden,8.37,2856684,34119787
31,0,23814,Edoardo Molinari,8.34,288911,3465787
32,0,26851,Marc Leishman,8.25,2558657,31005787
33,0,34099,Harris English,8.21,2947321,35907787
34,0,31323,Gary Woodland,8.17,2734152,33477787
35,0,33141,Keegan Bradley,8.10,2828637,34907787
36,0,27436,Graham DeLaet,8.05,2616517,32513787
