RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,28237,Rory McIlroy,5.91,8280095,140200000
2,0,25804,Bubba Watson,3.82,6336975,165800000
3,0,21209,Sergio Garcia,3.73,4939605,132300000
4,0,10809,Jim Furyk,3.69,5987394,162400000
5,0,30925,Dustin Johnson,3.36,4249178,126300000
6,0,28089,Jason Day,3.19,3789572,118800000
7,0,24502,Adam Scott,3.07,4098586,133300000
8,0,27408,Martin Kaymer,2.96,4532535,152900000
9,0,25632,Jimmy Walker,2.85,5787013,202700000
10,0,23108,Matt Kuchar,2.68,4695512,175200000
11,0,01666,Bernhard Langer,2.60,234000,9000000
12,0,22405,Justin Rose,2.59,3926767,151700000
13,0,29420,Billy Horschel,2.45,4814786,196200000
14,0,32102,Rickie Fowler,2.44,4806116,197100000
15,0,30926,Chris Kirk,2.38,4854775,203900000
16,0,34046,Jordan Spieth,2.17,4342746,200200000
17,0,28339,Victor Dubuisson,2.03,1693485,83600000
18,0,34360,Patrick Reed,1.98,4026074,203500000
19,0,29221,Webb Simpson,1.91,3539598,185100000
20,0,24024,Zach Johnson,1.78,3353415,188900000
20,0,23320,Ryan Palmer,1.78,2924297,164300000
22,0,46435,Austin Cook,1.77,102466,5800000
23,0,26596,Ryan Moore,1.71,3098261,181400000
23,0,30927,Brendon Todd,1.71,3396742,198100000
25,0,25396,Kevin Na,1.69,3153105,187100000
26,0,24781,Hunter Mahan,1.65,3097980,188100000
27,0,32839,Hideki Matsuyama,1.56,2837476,182300000
28,0,25572,Graeme McDowell,1.54,2077386,134800000
29,0,21528,Henrik Stenson,1.51,1894234,125300000
30,0,23814,Edoardo Molinari,1.50,288911,19200000
30,0,20645,John Senden,1.50,2856683,190000000
32,0,26851,Marc Leishman,1.48,2558655,173200000
33,0,34099,Harris English,1.47,2947320,200300000
34,0,31323,Gary Woodland,1.46,2734148,186800000
35,0,33141,Keegan Bradley,1.44,2828633,196100000
36,0,27436,Graham DeLaet,1.43,2616515,182800000
37,0,26331,Charl Schwartzel,1.41,1997480,141900000
38,0,27141,J.B. Holmes,1.38,2365204,171800000
39,0,28307,Matt Every,1.37,2540368,184900000
39,0,24924,Bill Haas,1.37,2841518,207800000
41,0,01810,Phil Mickelson,1.34,2158017,161100000
42,0,25369,Jamie Donaldson,1.31,1329822,101800000
43,0,01320,Bob Estes,1.30,156000,12000000
43,0,06527,Steve Stricker,1.30,1154746,88800000
45,0,25686,Jason Dufner,1.25,1651488,132400000
45,0,34098,Russell Henley,1.25,2590492,207100000
45,0,24490,George McNeill,1.25,2014355,161700000
48,0,23540,Jason Allred,1.24,626733,50700000
49,0,23135,Tim Clark,1.21,2066342,170200000
50,0,27929,Shiv Kapur,1.20,191968,16000000
50,0,26679,Kevin Stadler,1.20,2300303,191500000
52,0,24138,Ian Poulter,1.19,1616692,136100000
53,0,19970,Robert Karlsson,1.18,545694,46400000
54,0,29289,S.Y. Noh,1.17,2115231,181500000
54,0,27214,Kevin Streelman,1.17,2107991,180000000
56,0,12716,Charley Hoffman,1.16,1977292,170900000
57,0,33418,Shawn Stefani,1.15,1369256,119100000
58,0,27644,Brian Harman,1.13,2414332,213200000
59,0,20848,Ángel Cabrera,1.11,1868557,167800000
59,0,25198,Francesco Molinari,1.11,1116573,100900000
61,0,39954,Cody Gribble,1.10,98598,9000000
61,0,27963,Chris Stroud,1.10,1826397,165800000
63,0,24459,Richard Sterne,1.09,654232,60000000
64,0,23983,Luke Donald,1.08,1451438,134500000
64,0,26300,Matt Jones,1.08,1928151,178300000
66,0,21961,Charles Howell III,1.05,1997042,189500000
66,0,21731,Freddie Jacobson,1.05,1901787,181400000
66,0,24912,Will MacKenzie,1.05,1853821,175800000
69,0,22046,Geoff Ogilvy,1.04,1809631,174500000
69,0,33419,Cameron Tringale,1.04,2169720,209000000
71,0,24357,K.J. Choi,1.03,1677845,162300000
71,0,34431,Robert Streb,1.03,1300072,125900000
73,0,36689,Brooks Koepka,1.00,1043112,103800000
73,0,31560,Brian Stuard,1.00,1852528,185000000
75,0,06522,Ernie Els,.99,1799566,181900000
76,0,08075,Jerry Kelly,.98,1451058,148200000
77,0,24507,Jason Bohn,.97,1585189,163600000
78,0,24494,Erik Compton,.95,1796142,189600000
78,0,19958,Miguel Angel Jiménez,.95,689000,72700000
78,0,30944,Jason Kokrak,.95,1200379,126500000
81,0,24956,Mikko Ilonen,.94,429475,45700000
82,0,23541,Ben Crane,.92,1534632,167300000
83,0,34563,Chesson Hadley,.90,1703314,189600000
83,0,33413,Ben Martin,.90,1482833,165300000
83,0,27649,Brandt Snedeker,.90,1652378,183700000
86,0,30852,Ryo Ishikawa,.89,1380578,155800000
86,0,33122,Russell Knox,.89,1513629,170700000
86,0,27072,Alvaro Quiros,.89,84171,9500000
86,0,27770,Camilo Villegas,.89,1642121,184800000
90,0,25274,Steven Bowditch,.88,1734691,197300000
90,0,28937,George Coetzee,.88,428238,48700000
90,0,24457,Jaco Van Zyl,.88,75100,8500000
93,0,20396,Lee Westwood,.87,1223102,141000000
94,0,27895,Jonas Blixt,.85,1342195,158100000
94,0,25841,Marc Warren,.85,164140,19200000
96,0,25834,Daniel Summerhays,.84,1509538,178800000
97,0,25444,Justin Hicks,.83,1544058,186000000
98,0,30978,Kiradech Aphibarnrat,.82,584428,71700000
99,0,20098,Stuart Appleby,.81,1477969,182400000
99,0,24361,Pat Perez,.81,1315078,162200000
99,0,23481,Marcel Siem,.81,156679,19400000
102,0,33461,Morgan Hoffmann,.80,1595921,199300000
102,0,29425,Andrew Svoboda,.80,1168071,146100000
104,0,10944,Thomas Bjørn,.79,629950,79700000
104,0,23063,Scott Hend,.79,193766,24500000
106,0,25364,Paul Casey,.78,877968,112200000
106,0,20608,David Howell,.78,208942,26700000
106,0,29518,Brendan Steele,.78,1359887,174300000
109,0,33204,Shane Lowry,.77,217866,28200000
110,0,29479,Scott Brown,.76,1441722,189700000
110,0,25345,Carl Pettersson,.76,1348392,177500000
110,0,34707,Siddikur Rahman,.76,53433,7000000
113,0,32262,Mark Brown,.75,64000,8500000
113,0,32753,Wenyi Huang,.75,64000,8500000
115,0,32366,Kevin Chappell,.74,1343409,182000000
115,0,32640,Troy Merritt,.74,882862,119500000
115,0,28475,Jeff Overton,.74,1115466,150300000
118,0,26329,Louis Oosthuizen,.73,946133,129000000
119,0,33199,Matteo Manassero,.72,559317,78100000
120,0,33948,Byeong Hun An,.71,65350,9200000
120,0,30692,Scott Stallings,.71,1385687,194800000
122,0,31202,William McGirt,.70,1275735,181200000
123,0,24358,Robert Garrigus,.69,1095472,157800000
123,0,29222,Billy Hurley III,.69,1145297,167000000
123,0,27171,Jay McLuen,.69,84171,12200000
126,0,29720,Andres Gonzales,.68,75000,11000000
126,0,35296,Haotong Li,.68,58000,8500000
128,0,22892,Jason Gore,.67,273857,40700000
128,0,02206,David Toms,.67,801353,120100000
130,0,40026,Daniel Berger,.66,59588,9000000
130,0,32150,Michael Thompson,.66,932300,140200000
132,0,39974,Steven Ihm,.65,30628,4700000
133,0,28500,Martin Flores,.64,1035444,162900000
133,0,34261,Scott Langley,.64,1151495,179700000
133,0,34265,Will Wilcox,.64,586156,91500000
136,0,26758,David Hearn,.63,1138321,181600000
137,0,22371,Aaron Baddeley,.62,942557,152300000
137,0,20721,Darren Fichardt,.62,107750,17500000
137,0,23621,Rory Sabbatini,.62,1024735,165300000
140,0,32070,Rafael Campos,.61,21306,3500000
140,0,31646,Emiliano Grillo,.61,21306,3500000
140,0,27139,David Skinns,.61,21306,3500000
143,0,29478,Kevin Kisner,.60,954495,158800000
143,0,06567,Vijay Singh,.60,989026,164500000
145,0,34262,Jon Curran,.59,37952,6400000
145,0,23623,Bo Van Pelt,.59,982216,166100000
145,0,22000,Chris Wood,.59,162251,27700000
148,0,20498,Briny Baird,.58,616315,107100000
148,0,26525,Grégory Bourdy,.58,102458,17700000
148,0,35582,Kristoffer Broberg,.58,52963,9200000
148,0,34021,Bud Cauley,.58,647884,112100000
148,0,21284,Hiroyuki Fujita,.58,49000,8500000
148,0,29930,Mike Hendry,.58,49000,8500000
154,0,24511,Thongchai Jaidee,.57,475210,82700000
154,0,34579,Alexander Levy,.57,108500,19000000
156,0,29740,Brad Fritsch,.56,568389,102000000
156,0,20376,Stephen Gallacher,.56,561250,99800000
156,0,10860,Justin Leonard,.56,807948,144600000
156,0,10423,Mike Weir,.56,854413,152300000
160,0,21498,Hideto Tanihara,.55,119000,21700000
160,0,27064,Jhonattan Vegas,.55,751761,135500000
160,0,25349,Tim Wilkinson,.55,824177,148800000
163,0,28697,Gaganjeet Bhullar,.54,83925,15500000
163,0,20229,Stewart Cink,.54,929163,170700000
163,0,23638,Brendon de Jonge,.54,1171391,215700000
163,0,34174,John Huh,.54,974042,181700000
163,0,06373,José María Olazábal,.54,48600,9000000
168,0,24748,WC Liang,.53,93500,17500000
168,0,23800,Bryce Molder,.53,828603,155000000
168,0,29939,Fabrizio Zanotti,.53,100575,19000000
171,0,25191,Gonzalo Fernandez-Castaño,.51,926492,183000000
171,0,35539,Luke Guthrie,.51,840554,165200000
171,0,32878,Jin Jeong,.51,135250,26700000
171,0,25818,Scott Piercy,.51,411634,80200000
171,0,27095,Nick Watney,.51,913396,179100000
176,0,20157,Retief Goosen,.50,826067,163600000
176,0,35957,Daniel Popovic,.50,42875,8500000
176,0,31193,Jim Renner,.50,763977,152000000
179,0,20832,Raphael Jacquelin,.49,41250,8500000
179,0,25562,Andres Romero,.49,782182,161200000
179,0,26289,Boo Weekley,.49,832672,170800000
182,0,01226,Fred Couples,.48,101160,21000000
182,0,21753,Brian Davis,.48,842538,177100000
182,0,28719,Mu Hu,.48,40750,8500000
182,0,21470,Daisuke Maruyama,.48,43000,9000000
186,0,31577,Tano Goya,.47,42000,9000000
186,0,28072,Mingjie Huang,.47,40250,8500000
186,0,27936,Martin Laird,.47,583662,124200000
186,0,29926,Danny Lee,.47,781292,166800000
186,0,30798,Yoshitaka Takeya,.47,42625,9000000
186,0,29454,Bernd Wiesberger,.47,175888,37200000
192,0,28259,Sangmoon Bae,.46,718108,156200000
192,0,12510,Chad Campbell,.46,470796,101900000
192,0,22792,Peter Hanson,.46,415530,89700000
192,0,28300,Joost Luiten,.46,368250,80900000
196,0,32334,Charlie Beljan,.45,712651,157200000
197,0,24846,Ricky Barnes,.44,706851,160100000
197,0,06621,Joe Durant,.44,369267,84500000
197,0,32448,James Hahn,.44,735258,168500000
197,0,35300,Andrew Loupe,.44,563119,127600000
197,0,28486,Michael Putnam,.44,818795,184600000
202,0,24925,Jonathan Byrd,.43,617013,143900000
202,0,22621,Ben Curtis,.43,625513,146100000
204,0,33803,Lucas Bjerregaard,.42,37754,9000000
204,0,40058,Zac Blair,.42,37754,9000000
204,0,39977,Max Homa,.42,195924,46400000
204,0,34409,David Lingmerth,.42,676658,159800000
204,0,27302,Garth Mulroy,.42,37754,9000000
204,0,22293,Heath Slocum,.42,566164,135800000
210,0,28158,Steve Marino,.39,294564,75100000
210,0,33448,Justin Thomas,.39,170236,44100000
210,0,28780,Nicholas Thompson,.39,713376,181100000
213,0,29974,Branden Grace,.38,334368,88200000
213,0,35139,Richard Lee,.38,618442,164500000
215,0,29535,Brice Garnett,.37,617800,165500000
215,0,19846,Brian Gay,.37,605365,161500000
215,0,20572,Rod Pampling,.37,154051,41600000
218,0,27119,Koumei Oda,.36,69752,19200000
218,0,35732,Wes Roach,.36,453616,127400000
220,0,23048,Eric Axley,.35,180734,52300000
220,0,32354,Seuk-hyun Baek,.35,54700,15500000
220,0,20593,Greg Chalmers,.35,578976,165700000
220,0,32815,Masahiro Kawamura,.35,49000,14100000
220,0,33968,Thorbjørn Olesen,.35,335221,97000000
225,0,32200,Roberto Castro,.34,615932,181100000
226,0,30750,Tommy Gainey,.33,490588,150800000
226,0,23353,J.J. Henry,.33,554612,168500000
226,0,22080,Prayad Marksaeng,.33,23100,7000000
226,0,27933,John Merrick,.33,516146,156600000
226,0,45294,Kevin Penner,.33,19800,6000000
226,0,10213,Dicky Pride,.33,243592,72800000
226,0,34264,Hudson Swafford,.33,513882,154800000
226,0,32139,Danny Willett,.33,92828,28200000
234,0,01945,Kenny Perry,.32,130588,40600000
234,0,23797,Brett Rumford,.32,86000,26700000
234,0,37459,Ryan Sullivan,.32,11223,3500000
237,0,30911,Tommy Fleetwood,.31,87000,27700000
237,0,28132,Tyrone Van Aswegen,.31,454856,144900000
239,0,10885,Robert Allenby,.30,514286,174100000
239,0,01724,Jeff Maggert,.30,360155,120700000
239,0,29223,Sam Saunders,.30,18476,6200000
242,0,27120,Troy Matteson,.29,387795,133100000
243,0,20104,Ken Duke,.28,455588,160400000
243,0,24140,Sean O'Hair,.28,408792,148300000
243,0,30110,Kyle Stanley,.28,473579,172100000
243,0,26951,Johnson Wagner,.28,393728,141700000
247,0,22378,Trevor Immelman,.27,447515,167600000
247,0,29461,Jamie Lovemark,.27,305942,114900000
249,0,33120,Mark Anderson,.26,122598,47500000
249,0,31121,Berry Henson,.26,18223,7000000
249,0,46584,Kevin Lucas,.26,7810,3000000
249,0,21099,David Lynn,.26,207413,79400000
249,0,27060,John Mallinger,.26,209958,81500000
249,0,34466,Peter Malnati,.26,271326,102500000
249,0,27556,Ted Potter Jr.,.26,386338,146900000
256,0,26949,Josh Broadaway,.25,13671,5500000
256,0,25720,Chad Collins,.25,408433,166000000
256,0,12782,Tim Herron,.25,212771,86200000
256,0,37278,Nicholas Lindheim,.25,22649,9000000
256,0,27816,Jamie McLeary,.25,22808,9200000
256,0,01823,Larry Mize,.25,22680,9000000
256,0,01978,Fran Quinn,.25,22649,9000000
256,0,25351,Chris Rodgers,.25,22808,9200000
256,0,28114,Dawie van der Walt,.25,46000,18200000
256,0,20160,Charlie Wi,.25,384794,152300000
266,0,35450,Patrick Cantlay,.24,76131,31400000
266,0,23409,James Driscoll,.24,371404,152500000
266,0,30736,Oscar Fraustro,.24,14660,6000000
266,0,29484,Peter Uihlein,.24,122250,51000000
266,0,37365,Brady Watt,.24,61288,25800000
266,0,33870,Ashun Wu,.24,42375,17700000
272,0,34076,Joel Dahmen,.23,13034,5700000
272,0,32618,Rhein Gibson,.23,20843,9200000
272,0,33399,Adam Hadwin,.23,13034,5700000
272,0,27466,Spencer Levin,.23,277780,123100000
272,0,32496,Clayton Rask,.23,20775,9000000
277,0,07867,Woody Austin,.22,292821,136000000
277,0,31416,Derek Fathauer,.22,13320,6000000
277,0,20935,Toru Taniguchi,.22,19980,9000000
280,0,29910,Blake Adams,.21,98437,47300000
280,0,06034,Marco Dawson,.21,7245,3500000
280,0,32105,Nicholas Fung,.21,14980,7000000
280,0,21350,Ryuji Imada,.21,98185,46700000
280,0,01706,Davis Love III,.21,284799,132800000
280,0,33667,Carlos Ortiz,.21,12834,6200000
280,0,27330,Josh Teater,.21,366238,171700000
287,0,24399,Scott Gardiner,.20,209270,106400000
287,0,36801,Mark Hubbard,.20,10100,5000000
287,0,10733,Kent Jones,.20,15480,7700000
287,0,29670,Pablo Larrazabal,.20,92250,46200000
287,0,26341,Wade Ormsby,.20,14070,7000000
287,0,20691,Greg Owen,.20,95116,48100000
287,0,01948,Tim Petrovic,.20,109299,53900000
287,0,25240,D.A. Points,.20,364651,180200000
287,0,36699,Patrick Rodgers,.20,75103,37900000
287,0,26595,Derek Tolan,.20,11144,5600000
297,0,28093,Miguel Angel Carballo,.19,161490,84900000
297,0,23706,Rashid Ismail,.19,13230,7000000
297,0,37092,Hyung-Sung Kim,.19,92982,49000000
297,0,27118,Toshinori Muto,.19,10696,5600000
297,0,08793,Tiger Woods,.19,108275,55800000
302,0,19972,José Coceres,.18,57620,32000000
302,0,32582,Eric Dugas,.18,10304,5600000
302,0,07457,Steve Flesch,.18,46352,25100000
302,0,08635,Colin Montgomerie,.18,18033,10000000
302,0,07749,Brett Quigley,.18,10260,5700000
307,0,26499,Rafa Cabrera Bello,.17,59950,34600000
307,0,20472,Alex Cejka,.17,57059,34300000
307,0,37273,Derek Ernst,.17,305653,175900000
307,0,06575,Dudley Hart,.17,40217,24300000
307,0,22913,John Rollins,.17,289756,168100000
312,0,23452,Nicolas Colsaerts,.16,123367,74800000
312,0,20766,Padraig Harrington,.16,169175,103900000
312,0,31557,Jim Herman,.16,187336,120400000
312,0,01577,Lee Janzen,.16,63946,41200000
312,0,26956,Bronson La'Cassie,.16,160632,102500000
312,0,01766,Billy Mayfair,.16,32118,20000000
312,0,35541,John Peterson,.16,238229,151300000
319,0,01717,Sandy Lyle,.15,27972,18200000
320,0,01161,Mark Calcavecchia,.14,68608,48000000
320,0,08931,Glen Day,.14,30628,22300000
320,0,24663,Y.E. Yang,.14,254524,181100000
323,0,06004,Stephen Ames,.13,141143,106600000
323,0,25900,Lucas Glover,.13,210166,163900000
323,0,22806,Doug LaBelle II,.13,84209,66000000
323,0,31420,Anirban Lahiri,.13,34510,26200000
323,0,23325,Vaughn Taylor,.13,20451,15500000
323,0,02256,Tom Watson,.13,53726,40500000
