RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
49,0,12823,Carlos Franco,69.00,138,2
49,0,01378,David Frost,69.00,207,3
49,0,01388,Robert Gamez,69.00,69,1
49,0,08063,Kelly Grunewald,69.00,69,1
49,0,22122,Andrew McLardy,69.00,69,1
49,0,06140,Sean Murphy,69.00,69,1
49,0,02010,Loren Roberts,69.00,138,2
49,0,08375,Paul Stankowski,69.00,207,3
49,0,02245,Grant Waite,69.00,138,2
49,0,08057,Brian Wilson,69.00,207,3
62,0,11032,Frank Lickliter II,69.17,415,6
63,0,08931,Glen Day,69.20,346,5
64,0,02223,Bob Tway,69.25,277,4
65,0,01219,John Cook,69.33,208,3
65,0,02002,John Riegger,69.33,208,3
65,0,06567,Vijay Singh,69.33,208,3
68,0,01374,Robin Freeman,69.50,139,2
68,0,19846,Brian Gay,69.50,139,2
68,0,12680,Shigeki Maruyama,69.50,139,2
68,0,06591,Rocky Walcher,69.50,139,2
72,0,12645,Brent Geiberger,69.63,557,8
73,0,06643,Paul Goydos,69.67,209,3
74,0,01042,Paul Azinger,69.75,558,8
74,0,20593,Greg Chalmers,69.75,279,4
76,0,02110,Jerry Smith,69.80,349,5
77,0,23621,Rory Sabbatini,69.83,419,6
78,0,20229,Stewart Cink,70.00,560,8
78,0,01203,Russ Cochran,70.00,210,3
78,0,10809,Jim Furyk,70.00,420,6
78,0,01418,Bill Glasson,70.00,140,2
78,0,08545,Glen Hnatiuk,70.00,140,2
78,0,08881,Tripp Isenhour,70.00,140,2
78,0,07547,Craig Kanada,70.00,70,1
78,0,20094,Jonathan Kaye,70.00,140,2
78,0,06350,Bob May,70.00,70,1
78,0,01766,Billy Mayfair,70.00,420,6
78,0,12660,Jesper Parnevik,70.00,140,2
78,0,01938,David Peoples,70.00,210,3
78,0,01945,Kenny Perry,70.00,140,2
78,0,11011,Mike Sposa,70.00,140,2
78,0,02214,Kirk Triplett,70.00,210,3
93,0,06621,Joe Durant,70.25,281,4
93,0,01707,Steve Lowery,70.25,562,8
95,0,02218,Ted Tryba,70.33,211,3
96,0,01035,Tommy Armour III,70.50,141,2
96,0,06617,Brian Henninger,70.50,423,6
96,0,06332,Neal Lancaster,70.50,141,2
96,0,01797,Rocco Mediate,70.50,141,2
96,0,20095,Carl Paulson,70.50,282,4
96,0,10213,Dicky Pride,70.50,141,2
96,0,20436,Garrett Willis,70.50,141,2
96,0,20566,Kaname Yokoo,70.50,282,4
104,0,02104,Jeff Sluman,70.57,494,7
105,0,06034,Marco Dawson,70.67,212,3
105,0,01381,Fred Funk,70.67,212,3
107,0,19817,Michael Muehr,70.80,354,5
108,0,06004,Stephen Ames,71.00,355,5
108,0,24357,K.J. Choi,71.00,71,1
108,0,21584,Richie Coughlan,71.00,142,2
108,0,19881,Robert Damron,71.00,284,4
108,0,23353,J.J. Henry,71.00,71,1
108,0,06315,Pete Jordan,71.00,142,2
108,0,10860,Justin Leonard,71.00,355,5
108,0,01823,Larry Mize,71.00,71,1
108,0,10457,Frank Nobilo,71.00,71,1
108,0,02099,Scott Simpson,71.00,71,1
108,0,06527,Steve Stricker,71.00,284,4
119,0,01887,Mark O'Meara,71.17,427,6
120,0,06809,Bob Burns,71.25,285,4
120,0,01527,Scott Hoch,71.25,285,4
122,0,20043,Edward Fryatt,71.33,214,3
122,0,21209,Sergio Garcia,71.33,214,3
122,0,20574,Mathew Goggin,71.33,214,3
125,0,12652,Cameron Beckman,71.50,286,4
125,0,01685,J.L. Lewis,71.50,286,4
125,0,12753,David Morland IV,71.50,286,4
125,0,10425,Jay Williamson,71.50,143,2
129,0,01175,Jim Carter,71.60,716,10
130,0,01157,Tom Byrum,71.67,215,3
131,0,20098,Stuart Appleby,71.75,287,4
131,0,01307,Joel Edwards,71.75,287,4
131,0,01329,Brad Faxon,71.75,287,4
131,0,21007,Gabriel Hjertstedt,71.75,287,4
135,0,02170,Hal Sutton,71.83,431,6
136,0,01132,Mark Brooks,72.00,72,1
136,0,01185,Brandel Chamblee,72.00,216,3
136,0,07763,Doug Dunakey,72.00,216,3
136,0,10963,Jimmy Green,72.00,72,1
136,0,08633,Per-Ulrik Johansson,72.00,144,2
136,0,01599,Steve Jones,72.00,72,1
136,0,01810,Phil Mickelson,72.00,72,1
136,0,22046,Geoff Ogilvy,72.00,288,4
136,0,10649,Tom Scherrer,72.00,144,2
136,0,02279,Mark Wiebe,72.00,72,1
146,0,10962,Bradley Hughes,72.33,217,3
147,0,06036,Scott Dunlap,72.50,145,2
147,0,01723,Andrew Magee,72.50,145,2
147,0,06515,Shaun Micheel,72.50,145,2
147,0,08535,Gary Nicklaus,72.50,145,2
147,0,21949,Joe Ogilvie,72.50,145,2
152,0,08075,Jerry Kelly,73.00,73,1
152,0,01941,Tom Pernice Jr.,73.00,219,3
152,0,02246,Duffy Waldorf,73.00,73,1
155,0,01771,Blaine McCallister,73.25,293,4
156,0,23125,Brad Elder,74.00,74,1
156,0,21805,Harrison Frazar,74.00,74,1
156,0,24604,Hunter Haas,74.00,74,1
156,0,06573,Brandt Jobe,74.00,148,2
156,0,01943,Chris Perry,74.00,148,2
161,0,01014,Fulton Allem,75.00,75,1
161,0,23614,Rich Beem,75.00,75,1
163,0,21806,Paul Gow,75.33,226,3
164,0,01761,Len Mattiace,77.00,77,1
