RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,01633,Tom Kite,5.07,1220275,24053379
2,0,02146,Payne Stewart,4.44,1095298,24653379
3,0,01876,Greg Norman,4.40,788093,17903379
4,0,01042,Paul Azinger,3.56,883647,24803379
5,0,02159,Curtis Strange,3.33,718584,21603379
6,0,01161,Mark Calcavecchia,3.03,767739,25353379
7,0,02300,Ian Woosnam,2.90,146323,5049089
8,0,01072,Chip Beck,2.82,664086,23553379
9,0,02175,Kazunari Takahashi,2.80,21000,750000
10,0,01599,Steve Jones,2.69,713574,26553379
11,0,01226,Fred Couples,2.55,626943,24603379
12,0,01783,Mark McCumber,2.48,522585,21053379
12,0,02100,Tim Simpson,2.48,725592,29203379
14,0,01527,Scott Hoch,2.42,642678,26603379
15,0,01378,David Frost,2.32,594427,25653379
16,0,01887,Mark O'Meara,2.21,590802,26753379
17,0,01326,Nick Faldo,2.14,327980,15353379
18,0,01418,Bill Glasson,1.97,455008,23153379
19,0,01682,Wayne Levi,1.87,477291,25504290
20,0,01475,Donnie Hammond,1.80,439740,24404290
21,0,01235,Ben Crenshaw,1.79,424594,23753379
22,0,01717,Sandy Lyle,1.77,292292,16553379
23,0,01051,Seve Ballesteros,1.75,138093,7899089
24,0,01996,Mike Reid,1.70,386663,22703379
24,0,02133,Craig Stadler,1.70,392917,23054290
26,0,01771,Blaine McCallister,1.68,500890,29854290
26,0,02230,Stan Utley,1.68,107400,6399089
28,0,02223,Bob Tway,1.65,467337,28303379
29,0,01690,Bruce Lietzke,1.57,305985,19454290
30,0,01268,Jim Dent,1.50,3000,200000
30,0,01277,Terry Dill,1.50,3000,200000
30,0,02171,Mike Swartz,1.50,10500,700000
33,0,01049,Ian Baker-Finch,1.48,253308,17104290
33,0,01846,Jodie Mudd,1.48,388858,26303379
33,0,02099,Scott Simpson,1.48,298918,20253379
36,0,01435,Wayne Grady,1.44,386863,26853379
37,0,01666,Bernhard Langer,1.42,195973,13799089
38,0,01549,Mike Hulbert,1.40,457617,32604290
38,0,02033,Dave Rummells,1.40,402976,28804290
40,0,06373,José María Olazábal,1.38,56038,4049089
41,0,02170,Hal Sutton,1.37,405201,29603379
42,0,02049,Gene Sauers,1.34,303666,22604290
43,0,01837,Gil Morgan,1.30,300393,23053379
