RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,01633,Tom Kite,$1546998
2,0,02146,Payne Stewart,$1299901
3,0,02159,Curtis Strange,$1283867
4,0,01161,Mark Calcavecchia,$1068741
5,0,01876,Greg Norman,$1038596
6,0,01042,Paul Azinger,$985249
7,0,01887,Mark O'Meara,$871764
8,0,01072,Chip Beck,$853867
9,0,01599,Steve Jones,$828528
10,0,02100,Tim Simpson,$761597
11,0,01226,Fred Couples,$698794
12,0,01527,Scott Hoch,$670680
13,0,01378,David Frost,$620430
14,0,01418,Bill Glasson,$574511
15,0,01783,Mark McCumber,$568017
16,0,01771,Blaine McCallister,$561216
17,0,01725,John Mahaffey,$530342
18,0,01435,Wayne Grady,$520364
19,0,01549,Mike Hulbert,$518471
20,0,01682,Wayne Levi,$515492
21,0,02223,Bob Tway,$510120
22,0,01475,Donnie Hammond,$496291
23,0,02170,Hal Sutton,$495703
24,0,01569,Peter Jacobsen,$492528
25,0,02067,Ted Schulz,$468188
26,0,01846,Jodie Mudd,$452860
27,0,01235,Ben Crenshaw,$451955
28,0,01284,Mike Donald,$436182
29,0,02133,Craig Stadler,$434444
30,0,02033,Dave Rummells,$430704
31,0,01926,Steve Pate,$415904
32,0,01996,Mike Reid,$405945
33,0,01444,Ken Green,$374034
34,0,01690,Bruce Lietzke,$373987
35,0,02242,Lanny Wadkins,$360643
36,0,01666,Bernhard Langer,$357813
37,0,01326,Nick Faldo,$355181
38,0,01968,Nick Price,$349170
39,0,01157,Tom Byrum,$333539
40,0,01175,Jim Carter,$333444
41,0,02049,Gene Sauers,$333329
42,0,01129,Bill Britton,$321578
43,0,02099,Scott Simpson,$308200
44,0,01068,Andy Bean,$303047
45,0,01706,Davis Love III,$301408
46,0,02279,Mark Wiebe,$300869
47,0,01837,Gil Morgan,$300395
48,0,01717,Sandy Lyle,$297973
49,0,01891,David Ogrin,$295446
50,0,02010,Loren Roberts,$295216
51,0,01823,Larry Mize,$292108
52,0,01049,Ian Baker-Finch,$290847
53,0,02303,Robert Wrenn,$285038
54,0,02167,Mike Sullivan,$279887
55,0,02195,Leonard Thompson,$277422
56,0,01385,Jim Gallagher Jr.,$273222
57,0,02023,Clarence Rose,$269766
58,0,01093,Ronnie Black,$264988
59,0,01869,Jack Nicklaus,$261632
60,0,01457,Jay Haas,$253881
61,0,02256,Tom Watson,$249398
62,0,01639,Kenny Knox,$247025
63,0,01945,Kenny Perry,$246324
64,0,01715,Mark Lye,$245959
65,0,01306,David Edwards,$244508
66,0,01313,Steve Elkington,$244337
67,0,01559,Hale Irwin,$239627
68,0,01329,Brad Faxon,$238491
69,0,01098,Jay Don Blake,$235499
70,0,01943,Chris Perry,$234990
71,0,01156,Curt Byrum,$228702
72,0,01960,Don Pooley,$228382
73,0,02321,Fuzzy Zoeller,$217742
74,0,01024,Billy Andrade,$216842
75,0,02213,Lee Trevino,$214588
76,0,01355,Raymond Floyd,$214159
77,0,01553,John Huston,$210857
78,0,02246,Duffy Waldorf,$209945
79,0,02101,Joey Sindelar,$201942
80,0,01035,Tommy Armour III,$200953
81,0,01060,Dave Barr,$200730
82,0,01346,Ed Fiori,$200512
83,0,01414,Bob Gilder,$198485
84,0,02186,Brian Tennyson,$195970
85,0,01958,Dan Pohl,$195789
86,0,02300,Ian Woosnam,$191763
87,0,01864,Larry Nelson,$186869
88,0,01928,Corey Pavin,$182684
89,0,01143,Brad Bryant,$181393
90,0,02190,Doug Tewell,$177582
91,0,01133,Billy Ray Brown,$162964
92,0,01468,Gary Hallberg,$162583
93,0,06284,Jim Hallet,$162158
94,0,01443,Hubert Green,$161190
95,0,01975,Tom Purtzer,$160468
