RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,27349,Alex Noren,5' 3",890.750,169,3
2,0,48117,Kurt Kitayama,5' 6",1117.667,203,37
3,0,39971,Sungjae Im,5' 7",1376.167,248,26
4,0,37455,Si Woo Kim,5' 8",1458.083,256,27
4,0,46046,Scottie Scheffler,5' 8",954.917,168,5
4,0,54783,Dylan Wu,5' 8",1043.083,184,96
7,0,35461,Beau Hossler,5' 9",1266.667,219,34
7,0,27936,Martin Laird,5' 9",802.583,139,63
7,0,32839,Hideki Matsuyama,5' 9",1053.250,183,2
7,0,28237,Rory McIlroy,5' 9",993.917,172,17
7,0,50525,Collin Morikawa,5' 9",1301.083,226,9
7,0,30163,Henrik Norlander,5' 9",661.167,115,4
13,0,32367,Jorge Campillo,5' 10",704.667,120,59
13,0,34099,Harris English,5' 10",1322.417,228,24
13,0,51696,Rico Hoey,5' 10",1046.250,179,86
13,0,46414,Aaron Rai,5' 10",1115.500,190,30
13,0,58168,Davis Thompson,5' 10",1240.167,213,68
13,0,48887,Matt Wallace,5' 10",886.417,152,71
19,0,22371,Aaron Baddeley,5' 11",1015.667,172,16
19,0,35450,Patrick Cantlay,5' 11",1037.583,176,22
19,0,39997,Corey Conners,5' 11",1084.667,184,148
19,0,54591,Ben Griffin,5' 11",1431.000,241,23
19,0,47679,Victor Perez,5' 11",798.250,134,90
19,0,34256,Andrew Putnam,5' 11",1162.750,196,42
19,0,33448,Justin Thomas,5' 11",1064.417,179,45
26,0,55708,Hayden Buckley,6' 0",878.083,147,126
26,0,51766,Wyndham Clark,6' 0",1040.500,174,85
26,0,47591,Eric Cole,6' 0",1819.583,302,56
26,0,30911,Tommy Fleetwood,6' 0",1165.583,195,7
26,0,33399,Adam Hadwin,6' 0",1288.250,215,164
26,0,26476,Chez Reavie,6' 0",944.083,158,81
26,0,52374,Brandon Wu,6' 0",995.500,167,100
33,0,33653,Thomas Detry,6' 1",1105.750,183,75
33,0,29725,Tony Finau,6' 1",1165.083,191,122
33,0,57975,Harry Hall,6' 1",1156.583,189,40
33,0,27644,Brian Harman,6' 1",1503.667,247,57
33,0,34098,Russell Henley,6' 1",1217.500,201,11
33,0,35506,Mackenzie Hughes,6' 1",1476.000,243,15
33,0,36799,Stephan Jaeger,6' 1",1407.583,231,88
33,0,55182,Tom Kim,6' 1",1370.250,226,124
33,0,46442,Maverick McNealy,6' 1",1315.167,216,10
33,0,49947,Taylor Moore,6' 1",1509.167,247,73
33,0,28252,Seamus Power,6' 1",1439.583,236,20
33,0,24502,Adam Scott,6' 1",1094.333,179,49
33,0,51894,Vince Whaley,6' 1",902.250,148,44
46,0,45522,Christiaan Bezuidenhout,6' 2",1424.250,232,12
46,0,40098,Matt Fitzpatrick,6' 2",1144.583,185,53
46,0,36801,Mark Hubbard,6' 2",1574.917,254,98
46,0,32791,K.H. Lee,6' 2",1070.250,173,87
46,0,51997,Andrew Novak,6' 2",1272.583,206,34
46,0,22405,Justin Rose,6' 2",887.000,143,39
52,0,55789,Taylor Montgomery,6' 3",839.333,134,54
52,0,26596,Ryan Moore,6' 3",1191.917,191,47
52,0,23320,Ryan Palmer,6' 3",779.750,125,107
52,0,47983,Chad Ramey,6' 3",1067.917,171,125
52,0,29221,Webb Simpson,6' 3",1128.417,180,66
57,0,34374,Erik Barnes,6' 4",801.333,127,147
57,0,59442,Parker Coody,6' 4",880.917,140,51
57,0,51349,Nico Echavarria,6' 4",1140.583,181,123
57,0,29535,Brice Garnett,6' 4",744.250,117,69
57,0,34587,Chan Kim,6' 4",1251.250,197,19
57,0,47420,Jake Knapp,6' 4",1160.833,184,170
57,0,57900,Chandler Phillips,6' 4",1329.500,209,29
57,0,33486,Roger Sloan,6' 4",829.917,131,48
57,0,50095,Austin Smotherman,6' 4",536.750,85,94
57,0,48699,Callum Tarren,6' 4",934.333,147,179
57,0,57366,Cameron Young,6' 4",1242.000,197,99
68,0,40058,Zac Blair,6' 5",1304.167,203,31
68,0,34255,Joseph Bramlett,6' 5",1250.917,196,65
68,0,34021,Bud Cauley,6' 5",799.583,124,8
68,0,28089,Jason Day,6' 5",1145.250,178,32
68,0,57362,Austin Eckroat,6' 5",1417.000,220,146
68,0,60067,Joe Highsmith,6' 5",1137.750,178,140
68,0,30926,Chris Kirk,6' 5",1190.500,185,92
68,0,28775,Nate Lashley,6' 5",992.667,155,24
68,0,52215,Robert MacIntyre,6' 5",1213.583,188,14
68,0,33968,ThorbjÃ¸rn Olesen,6' 5",774.833,120,149
68,0,49771,J.T. Poston,6' 5",1406.750,219,83
68,0,46340,Alex Smalley,6' 5",1024.667,159,145
68,0,40115,Adam Svensson,6' 5",1898.750,295,58
68,0,40006,Erik van Rooyen,6' 5",1092.083,171,141
82,0,25900,Lucas Glover,6' 6",1391.750,213,101
82,0,51977,Max Greyserman,6' 6",1037.583,159,46
82,0,24024,Zach Johnson,6' 6",672.333,103,55
82,0,32757,Patton Kizzire,6' 6",777.500,119,80
82,0,47347,Adam Schenk,6' 6",1463.167,225,93
82,0,48119,Ben Taylor,6' 6",1035.667,160,172
88,0,45157,Cam Davis,6' 7",1487.833,226,136
88,0,32102,Rickie Fowler,6' 7",1246.917,189,117
88,0,47993,Denny McCarthy,6' 7",1625.833,247,6
88,0,59143,Mac Meissner,6' 7",1168.000,177,38
