RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,39971,Sungjae Im,6' 5",3294.250,516,26
1,0,46046,Scottie Scheffler,6' 5",2330.167,364,5
3,0,47591,Eric Cole,6' 7",4152.000,629,56
3,0,37455,Si Woo Kim,6' 7",3474.250,525,27
3,0,27936,Martin Laird,6' 7",2237.917,340,63
6,0,57975,Harry Hall,6' 8",3092.333,465,40
6,0,46442,Maverick McNealy,6' 8",3263.833,491,10
6,0,51997,Andrew Novak,6' 8",2907.750,434,34
9,0,34587,Chan Kim,6' 9",2841.500,419,19
9,0,28237,Rory McIlroy,6' 9",2695.000,398,17
9,0,47983,Chad Ramey,6' 9",2697.000,401,125
9,0,33448,Justin Thomas,6' 9",2762.167,411,45
13,0,35450,Patrick Cantlay,6' 10",2599.917,379,22
13,0,48117,Kurt Kitayama,6' 10",2853.083,417,37
13,0,47993,Denny McCarthy,6' 10",3626.083,528,6
13,0,50525,Collin Morikawa,6' 10",3324.500,488,9
13,0,57900,Chandler Phillips,6' 10",3257.000,475,29
18,0,32367,Jorge Campillo,6' 11",1777.250,258,59
18,0,29725,Tony Finau,6' 11",2915.083,422,122
18,0,25900,Lucas Glover,6' 11",3150.083,457,101
18,0,34098,Russell Henley,6' 11",2970.917,429,11
18,0,32839,Hideki Matsuyama,6' 11",2877.500,414,2
18,0,49771,J.T. Poston,6' 11",3243.167,471,83
24,0,45522,Christiaan Bezuidenhout,7' 0",3389.167,483,12
24,0,52215,Robert MacIntyre,7' 0",2918.167,419,14
24,0,27349,Alex Noren,7' 0",2768.250,394,3
24,0,46414,Aaron Rai,7' 0",2982.750,425,30
24,0,58168,Davis Thompson,7' 0",3522.167,504,68
24,0,54783,Dylan Wu,7' 0",2976.083,423,96
30,0,33948,Byeong Hun An,7' 1",2914.333,411,117
30,0,60004,Jacob Bridgeman,7' 1",2466.083,349,60
30,0,39977,Max Homa,7' 1",3390.667,476,43
30,0,28775,Nate Lashley,7' 1",2578.917,362,24
30,0,32640,Troy Merritt,7' 1",2693.417,382,120
30,0,46441,Robby Shelton,7' 1",3089.500,436,88
30,0,46340,Alex Smalley,7' 1",2494.917,354,145
30,0,50095,Austin Smotherman,7' 1",1465.917,208,94
30,0,55893,Sam Stevens,7' 1",3403.917,479,33
39,0,22371,Aaron Baddeley,7' 2",2890.667,404,16
39,0,48084,Wesley Bryan,7' 2",1511.167,212,102
39,0,29535,Brice Garnett,7' 2",1790.667,249,69
39,0,35461,Beau Hossler,7' 2",3486.333,487,34
39,0,35506,Mackenzie Hughes,7' 2",4144.167,579,15
39,0,36799,Stephan Jaeger,7' 2",3519.583,489,88
39,0,55789,Taylor Montgomery,7' 2",2374.917,331,54
39,0,26596,Ryan Moore,7' 2",2970.667,415,47
39,0,33486,Roger Sloan,7' 2",2360.333,328,48
39,0,30927,Brendon Todd,7' 2",4357.417,605,50
49,0,34255,Joseph Bramlett,7' 3",3238.417,445,65
49,0,34021,Bud Cauley,7' 3",2204.750,303,8
49,0,40098,Matt Fitzpatrick,7' 3",2994.500,413,53
49,0,54591,Ben Griffin,7' 3",4004.250,552,23
49,0,27644,Brian Harman,7' 3",3639.500,500,57
49,0,51696,Rico Hoey,7' 3",2819.250,389,86
49,0,55182,Tom Kim,7' 3",3394.917,467,124
49,0,39546,Keith Mitchell,7' 3",3151.750,436,78
49,0,33968,ThorbjÃ¸rn Olesen,7' 3",1927.333,265,149
49,0,47679,Victor Perez,7' 3",2504.250,346,90
49,0,26476,Chez Reavie,7' 3",2348.750,324,81
60,0,40058,Zac Blair,7' 4",3548.500,485,31
60,0,51766,Wyndham Clark,7' 4",2870.167,390,85
60,0,28089,Jason Day,7' 4",3015.417,413,32
60,0,12716,Charley Hoffman,7' 4",2832.083,385,115
60,0,24024,Zach Johnson,7' 4",1879.083,256,55
60,0,30926,Chris Kirk,7' 4",3304.917,453,92
60,0,32757,Patton Kizzire,7' 4",2045.417,279,80
60,0,32791,K.H. Lee,7' 4",3081.333,418,87
60,0,28252,Seamus Power,7' 4",3946.417,537,20
60,0,39324,J.J. Spaun,7' 4",2997.000,411,131
60,0,27214,Kevin Streelman,7' 4",2443.250,333,159
60,0,40115,Adam Svensson,7' 4",4558.667,625,58
60,0,52374,Brandon Wu,7' 4",2745.583,374,100
73,0,52514,Trace Crowe,7' 5",2376.833,322,142
73,0,45157,Cam Davis,7' 5",3518.833,474,136
73,0,29420,Billy Horschel,7' 5",3151.000,426,28
73,0,59143,Mac Meissner,7' 5",2840.417,385,38
73,0,51890,Greyson Sigg,7' 5",2988.583,401,13
73,0,29221,Webb Simpson,7' 5",2736.667,367,66
73,0,27330,Josh Teater,7' 5",1703.250,229,171
80,0,56630,Akshay Bhatia,7' 6",3690.750,493,52
80,0,47504,Sam Burns,7' 6",3164.750,421,70
80,0,34099,Harris English,7' 6",4029.083,535,24
80,0,50188,S.H. Kim,7' 6",4684.667,628,97
80,0,30163,Henrik Norlander,7' 6",2237.417,298,4
80,0,23320,Ryan Palmer,7' 6",1940.583,258,107
80,0,29908,C.T. Pan,7' 6",2677.417,356,36
80,0,22405,Justin Rose,7' 6",2720.500,364,39
80,0,25493,Nick Taylor,7' 6",3742.917,497,74
80,0,48887,Matt Wallace,7' 6",2532.333,338,71
80,0,57366,Cameron Young,7' 6",3470.833,463,99
80,0,47483,Will Zalatoris,7' 6",2930.833,389,64
92,0,34374,Erik Barnes,7' 7",2110.833,279,147
92,0,55708,Hayden Buckley,7' 7",2808.583,372,126
92,0,32366,Kevin Chappell,7' 7",1832.750,241,114
92,0,45609,Tyler Duncan,7' 7",2661.583,352,81
92,0,32102,Rickie Fowler,7' 7",3260.083,429,117
92,0,52375,Doug Ghim,7' 7",3251.167,431,41
92,0,60067,Joe Highsmith,7' 7",2787.917,367,140
92,0,36801,Mark Hubbard,7' 7",4175.750,548,98
92,0,39975,Michael Kim,7' 7",2686.667,354,132
92,0,23108,Matt Kuchar,7' 7",3079.167,406,78
92,0,37275,Sam Ryder,7' 7",2789.000,368,163
92,0,48081,Xander Schauffele,7' 7",3458.750,457,1
92,0,24502,Adam Scott,7' 7",3234.167,426,49
92,0,50484,Hayden Springer,7' 7",2759.167,362,72
106,0,52955,Ludvig Ãberg,7' 8",3009.333,394,21
106,0,59442,Parker Coody,7' 8",2410.417,314,51
106,0,33653,Thomas Detry,7' 8",3272.917,428,75
106,0,56149,Wilson Furr,7' 8",2180.583,283,121
106,0,47420,Jake Knapp,7' 8",3247.083,424,170
106,0,36326,David Lipsky,7' 8",2705.833,352,133
106,0,34466,Peter Malnati,7' 8",3471.333,451,105
106,0,34256,Andrew Putnam,7' 8",3556.167,466,42
106,0,48867,Matti Schmid,7' 8",3100.167,406,117
106,0,48119,Ben Taylor,7' 8",2693.417,353,172
116,0,34076,Joel Dahmen,7' 9",3075.667,396,115
116,0,51349,Nico Echavarria,7' 9",3196.583,414,123
116,0,30911,Tommy Fleetwood,7' 9",3303.667,428,7
116,0,49947,Taylor Moore,7' 9",4414.500,572,73
116,0,47347,Adam Schenk,7' 9",4147.500,533,93
116,0,34046,Jordan Spieth,7' 9",3122.667,404,173
116,0,48699,Callum Tarren,7' 9",2832.917,367,179
116,0,51894,Vince Whaley,7' 9",2806.250,361,44
116,0,55454,Carl Yuan,7' 9",2902.250,375,111
125,0,33141,Keegan Bradley,7' 10",3356.583,429,151
125,0,39997,Corey Conners,7' 10",3445.667,441,148
125,0,51287,Ryo Hisatsune,7' 10",3321.083,425,108
125,0,35532,Tom Hoge,7' 10",4430.917,567,128
125,0,37378,Min Woo Lee,7' 10",3009.500,384,166
125,0,27129,Luke List,7' 10",3135.750,400,156
125,0,33204,Shane Lowry,7' 10",2889.000,370,106
125,0,47995,Davis Riley,7' 10",3504.500,449,137
125,0,36699,Patrick Rodgers,7' 10",4359.250,557,75
125,0,51634,Sahith Theegala,7' 10",4142.333,528,66
125,0,38991,Alejandro Tosti,7' 10",3056.083,390,180
136,0,59095,Chris Gotterup,7' 11",3427.333,431,109
136,0,34563,Chesson Hadley,7' 11",2851.667,360,139
136,0,27139,David Skinns,7' 11",3240.250,410,129
139,0,59866,Nick Dunlap,8' 0",3512.333,441,169
139,0,57362,Austin Eckroat,8' 0",3875.500,482,146
139,0,33399,Adam Hadwin,8' 0",3606.750,451,164
139,0,54628,Lee Hodges,8' 0",4161.917,521,77
139,0,46113,Ryan McCormick,8' 0",2224.667,279,152
139,0,47806,Raul Pereda,8' 0",2134.583,268,62
139,0,39327,Ben Silverman,8' 0",3401.000,427,18
139,0,35617,Martin Trainer,8' 0",2293.583,287,130
139,0,52513,Carson Young,8' 0",3289.167,411,109
148,0,33408,Tyson Alexander,8' 1",3276.750,404,134
148,0,40026,Daniel Berger,8' 1",2811.917,348,158
148,0,50497,Adrien Dumont de Chassart,8' 1",2748.500,341,162
148,0,52666,Sami Valimaki,8' 1",2835.083,350,143
152,0,28420,Ryan Brehm,8' 2",2458.000,301,178
152,0,32070,Rafael Campos,8' 2",2109.417,259,103
152,0,51977,Max Greyserman,8' 2",3077.667,378,46
152,0,29478,Kevin Kisner,8' 2",2421.833,297,153
152,0,36884,Ben Kohles,8' 2",3375.750,414,175
152,0,45242,Kevin Yu,8' 2",3002.083,369,84
158,0,59836,Pierceson Coody,8' 3",3117.167,379,168
158,0,54421,Garrick Higgo,8' 3",3090.333,375,160
158,0,49960,Sepp Straka,8' 3",3349.417,406,95
158,0,32333,Kevin Tway,8' 3",2357.417,286,91
158,0,40006,Erik van Rooyen,8' 3",3435.500,418,141
163,0,35310,Lanto Griffin,8' 4",2662.750,319,174
163,0,31646,Emiliano Grillo,8' 4",3977.583,479,127
163,0,40250,Taylor Pendrith,8' 4",3789.083,453,104
163,0,27770,Camilo Villegas,8' 4",2177.000,260,182
167,0,29936,Ryan Fox,8' 5",3604.917,428,156
167,0,46717,Viktor Hovland,8' 5",2773.333,329,167
167,0,40162,Justin Lower,8' 5",3895.333,465,112
167,0,48319,Tom Whitney,8' 5",2576.667,305,165
171,0,47663,Kevin Dougherty,8' 6",2807.333,330,161
171,0,54576,Patrick Fishburn,8' 6",2647.167,310,61
171,0,48153,Matthieu Pavon,8' 6",2600.500,306,113
171,0,27064,Jhonattan Vegas,8' 6",3037.583,356,144
175,0,50493,Justin Suh,8' 7",2925.500,342,176
176,0,27649,Brandt Snedeker,8' 8",2993.833,345,154
177,0,47988,Nick Hardy,8' 9",3628.500,416,137
178,0,52453,Nicolai HÃ¸jgaard,8' 10",2368.250,268,155
179,0,36871,Matt NeSmith,8' 11",3120.750,349,150
180,0,51070,Vincent Norrman,9' 1",2576.083,284,181
180,0,31323,Gary Woodland,9' 1",4021.667,443,177
182,0,52372,Cameron Champ,9' 2",2811.083,308,135
183,0,37212,Paul Barjon,9' 5",2629.417,280,183
183,0,60767,Blaine Hale Jr.,9' 5",2215.583,235,184
