RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,12510,Chad Campbell,40' 3",1046.667,26,+5
2,0,27556,Ted Potter Jr.,40' 10",1020.250,25,+1
3,0,35541,John Peterson,41' 1",1233.333,30,+8
4,0,23320,Ryan Palmer,41' 5",1367.917,33,+3
4,0,24361,Pat Perez,41' 5",2110.833,51,+6
6,0,21209,Sergio Garcia,42' 0",881.333,21,-2
7,0,27095,Nick Watney,42' 4",1651.250,39,+6
8,0,29461,Jamie Lovemark,42' 6",806.833,19,+1
9,0,32448,James Hahn,42' 7",2044.583,48,E
9,0,31557,Jim Herman,42' 7",1277.833,30,+6
11,0,28780,Nicholas Thompson,42' 9",1924.917,45,+11
12,0,27120,Troy Matteson,43' 0",1333.583,31,+9
13,0,25396,Kevin Na,44' 2",2339.333,53,+8
13,0,26679,Kevin Stadler,44' 2",1899.250,43,+7
13,0,30110,Kyle Stanley,44' 2",1676.833,38,+10
16,0,35139,Richard Lee,44' 6",1514.083,34,+8
17,0,24490,George McNeill,44' 8",2454.500,55,+6
18,0,24358,Robert Garrigus,44' 9",2059.167,46,+6
18,0,06567,Vijay Singh,44' 9",2462.667,55,+22
20,0,30925,Dustin Johnson,44' 10",942.250,21,+3
21,0,25364,Paul Casey,44' 11",1032.250,23,+7
22,0,24846,Ricky Barnes,45' 0",2522.000,56,+15
23,0,22046,Geoff Ogilvy,45' 2",1808.000,40,+16
24,0,26300,Matt Jones,45' 4",1767.167,39,+9
25,0,32640,Troy Merritt,45' 10",2061.667,45,+12
26,0,20498,Briny Baird,45' 11",1239.500,27,+6
26,0,20104,Ken Duke,45' 11",1743.833,38,+13
26,0,24138,Ian Poulter,45' 11",1745.750,38,+4
29,0,28500,Martin Flores,46' 6",2744.750,59,+6
30,0,26851,Marc Leishman,46' 7",1909.750,41,+12
31,0,24024,Zach Johnson,46' 8",2752.750,59,+7
32,0,27064,Jhonattan Vegas,46' 9",2432.833,52,+5
33,0,06522,Ernie Els,46' 11",2580.417,55,+8
33,0,34264,Hudson Swafford,46' 11",1687.917,36,+6
33,0,27330,Josh Teater,46' 11",2065.000,44,+3
36,0,22405,Justin Rose,47' 0",2116.417,45,+14
37,0,34563,Chesson Hadley,47' 1",2305.417,49,+3
38,0,21961,Charles Howell III,47' 5",2937.333,62,+11
39,0,25240,D.A. Points,47' 6",1899.000,40,+9
40,0,25804,Bubba Watson,47' 8",1430.500,30,+5
41,0,22378,Trevor Immelman,47' 9",2674.417,56,+13
42,0,01724,Jeff Maggert,47' 10",1101.000,23,+9
43,0,32333,Kevin Tway,48' 0",1583.583,33,+5
44,0,25274,Steven Bowditch,48' 2",3470.583,72,+14
44,0,21731,Freddie Jacobson,48' 2",2167.583,45,+5
46,0,25686,Jason Dufner,48' 5",1162.750,24,+6
47,0,29289,S.Y. Noh,48' 8",3309.583,68,+11
48,0,01810,Phil Mickelson,49' 1",2010.833,41,+13
49,0,20157,Retief Goosen,49' 2",2950.583,60,+16
50,0,33413,Ben Martin,49' 4",1825.500,37,+5
51,0,28307,Matt Every,49' 5",2420.167,49,+12
51,0,34265,Will Wilcox,49' 5",1086.917,22,+9
53,0,23135,Tim Clark,49' 7",1636.833,33,+8
53,0,30944,Jason Kokrak,49' 7",2032.833,41,+5
55,0,25191,Gonzalo Fernandez-Castaño,49' 8",2531.167,51,+8
55,0,23623,Bo Van Pelt,49' 8",2084.583,42,+6
57,0,24494,Erik Compton,49' 10",2892.083,58,+18
57,0,27649,Brandt Snedeker,49' 10",1944.750,39,+8
57,0,32150,Michael Thompson,49' 10",1693.167,34,+7
60,0,30926,Chris Kirk,49' 11",2743.417,55,+9
60,0,31560,Brian Stuard,49' 11",2147.583,43,+8
62,0,25345,Carl Pettersson,50' 1",3106.250,62,+17
63,0,10885,Robert Allenby,50' 3",2615.000,52,+11
63,0,33141,Keegan Bradley,50' 3",1910.833,38,+7
63,0,37273,Derek Ernst,50' 3",1408.083,28,+4
63,0,30692,Scott Stallings,50' 3",2715.667,54,+13
67,0,32102,Rickie Fowler,50' 4",2164.917,43,+13
67,0,27408,Martin Kaymer,50' 4",1258.500,25,+12
67,0,25632,Jimmy Walker,50' 4",2115.583,42,+10
70,0,32366,Kevin Chappell,50' 7",2327.833,46,+14
70,0,33122,Russell Knox,50' 7",2780.417,55,+20
72,0,27644,Brian Harman,50' 9",3859.083,76,+19
73,0,27933,John Merrick,50' 10",2032.000,40,+15
74,0,08075,Jerry Kelly,51' 0",1936.917,38,+3
75,0,23638,Brendon de Jonge,51' 1",3117.500,61,+9
75,0,25562,Andres Romero,51' 1",2044.083,40,+14
75,0,22293,Heath Slocum,51' 1",1328.500,26,+8
78,0,23409,James Driscoll,51' 2",2914.417,57,+21
78,0,34099,Harris English,51' 2",2456.667,48,+12
78,0,01706,Davis Love III,51' 2",2351.917,46,+10
78,0,29518,Brendan Steele,51' 2",2251.833,44,+7
82,0,24502,Adam Scott,51' 3",1640.417,32,+7
83,0,24507,Jason Bohn,51' 6",2316.500,45,+10
83,0,36689,Brooks Koepka,51' 6",1133.500,22,+2
85,0,23541,Ben Crane,51' 7",2115.833,41,+12
86,0,33461,Morgan Hoffmann,51' 8",3360.083,65,+14
86,0,28475,Jeff Overton,51' 8",2583.417,50,+9
86,0,34360,Patrick Reed,51' 8",2997.167,58,+3
89,0,33418,Shawn Stefani,51' 10",1709.167,33,+6
90,0,20229,Stewart Cink,51' 11",2128.583,41,+8
91,0,20098,Stuart Appleby,52' 1",2550.833,49,+15
92,0,34021,Bud Cauley,52' 3",1045.333,20,+8
92,0,33419,Cameron Tringale,52' 3",2666.083,51,+12
94,0,34046,Jordan Spieth,52' 5",2674.417,51,+13
95,0,27214,Kevin Streelman,52' 6",1154.667,22,+6
96,0,34431,Robert Streb,52' 7",2262.583,43,+9
97,0,32334,Charlie Beljan,52' 8",1684.833,32,+14
98,0,28259,Sangmoon Bae,52' 10",2850.917,54,+21
98,0,20645,John Senden,52' 10",2800.917,53,+9
100,0,26956,Bronson La'Cassie,53' 1",1061.000,20,+7
101,0,22371,Aaron Baddeley,53' 2",2287.000,43,+9
102,0,07867,Woody Austin,53' 3",2182.333,41,+17
102,0,28132,Tyrone Van Aswegen,53' 3",2930.917,55,+12
104,0,31193,Jim Renner,53' 5",2029.500,38,+15
105,0,24912,Will MacKenzie,53' 7",2786.667,52,+21
106,0,12716,Charley Hoffman,53' 8",1879.083,35,E
107,0,27436,Graham DeLaet,53' 9",1559.333,29,+7
107,0,29222,Billy Hurley III,53' 9",2148.833,40,+7
109,0,28486,Michael Putnam,53' 10",3607.417,67,+19
110,0,23108,Matt Kuchar,53' 11",2587.250,48,+10
110,0,10423,Mike Weir,53' 11",1779.500,33,+5
112,0,35539,Luke Guthrie,54' 0",2592.333,48,+1
113,0,27770,Camilo Villegas,54' 1",2974.167,55,+16
113,0,26951,Johnson Wagner,54' 1",2271.500,42,+16
115,0,29535,Brice Garnett,54' 3",2549.083,47,+9
115,0,32839,Hideki Matsuyama,54' 3",2659.583,49,+17
117,0,20593,Greg Chalmers,54' 5",3103.500,57,+14
117,0,29926,Danny Lee,54' 5",2775.667,51,+13
119,0,02206,David Toms,54' 7",1418.583,26,+10
120,0,34098,Russell Henley,54' 9",2464.417,45,+14
120,0,31202,William McGirt,54' 9",2736.917,50,+16
122,0,20848,Ángel Cabrera,54' 10",1972.917,36,+8
123,0,35300,Andrew Loupe,55' 0",1649.583,30,E
124,0,25900,Lucas Glover,55' 1",1157.083,21,+3
124,0,28237,Rory McIlroy,55' 1",990.917,18,-1
