RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,24925,Jonathan Byrd,100.0,5
1,0,23135,Tim Clark,100.0,3
1,0,06567,Vijay Singh,100.0,7
1,0,08375,Paul Stankowski,100.0,3
1,0,22295,Darron Stiles,100.0,6
1,0,08793,Tiger Woods,100.0,2
7,0,24138,Ian Poulter,90.0,9
7,0,02206,David Toms,90.0,9
9,0,21350,Ryuji Imada,88.9,8
10,0,23322,Brett Wetterich,87.5,7
11,0,06522,Ernie Els,85.7,6
11,0,01381,Fred Funk,85.7,6
13,0,20574,Mathew Goggin,84.6,11
13,0,01948,Tim Petrovic,84.6,11
15,0,01249,John Daly,83.3,5
15,0,20766,Padraig Harrington,83.3,5
15,0,01577,Lee Janzen,83.3,5
15,0,26420,Richard Johnson,83.3,10
15,0,23621,Rory Sabbatini,83.3,5
15,0,24502,Adam Scott,83.3,5
15,0,27649,Brandt Snedeker,83.3,10
22,0,01161,Mark Calcavecchia,81.8,9
22,0,26881,Jarrod Lyle,81.8,9
22,0,10423,Mike Weir,81.8,9
25,0,12782,Tim Herron,81.3,13
26,0,01142,Bart Bryant,80.0,8
26,0,24980,Scott Gutschewski,80.0,8
26,0,23108,Matt Kuchar,80.0,8
26,0,26596,Ryan Moore,80.0,8
26,0,01941,Tom Pernice Jr.,80.0,8
31,0,23718,Nathan Green,78.6,11
32,0,01473,Todd Hamilton,77.8,7
32,0,24024,Zach Johnson,77.8,7
32,0,10860,Justin Leonard,77.8,7
32,0,20691,Greg Owen,77.8,7
32,0,12660,Jesper Parnevik,77.8,7
32,0,22293,Heath Slocum,77.8,7
32,0,12602,Dean Wilson,77.8,7
39,0,08123,Jeff Brehaut,75.0,3
39,0,20472,Alex Cejka,75.0,9
39,0,11123,Chris Couch,75.0,6
39,0,01313,Steve Elkington,75.0,6
39,0,10809,Jim Furyk,75.0,3
39,0,25900,Lucas Glover,75.0,6
39,0,06643,Paul Goydos,75.0,6
39,0,21731,Freddie Jacobson,75.0,6
39,0,24781,Hunter Mahan,75.0,6
39,0,20127,Chris Riley,75.0,6
49,0,23613,Rich Barcelo,72.7,8
49,0,24140,Sean O'Hair,72.7,8
49,0,21949,Joe Ogilvie,72.7,8
49,0,01928,Corey Pavin,72.7,8
53,0,10885,Robert Allenby,71.4,5
53,0,23983,Luke Donald,71.4,5
53,0,20157,Retief Goosen,71.4,5
53,0,20628,Arron Oberholser,71.4,5
53,0,22046,Geoff Ogilvy,71.4,5
53,0,24361,Pat Perez,71.4,5
53,0,27770,Camilo Villegas,71.4,5
53,0,25804,Bubba Watson,71.4,5
61,0,19803,Ryan Armour,70.6,12
62,0,06034,Marco Dawson,70.0,7
62,0,22892,Jason Gore,70.0,7
62,0,12716,Charley Hoffman,70.0,7
62,0,26289,Boo Weekley,70.0,7
66,0,20098,Stuart Appleby,66.7,4
66,0,07223,Brian Bateman,66.7,4
66,0,21646,David Branshaw,66.7,6
66,0,24357,K.J. Choi,66.7,2
66,0,08931,Glen Day,66.7,8
66,0,24924,Bill Haas,66.7,6
66,0,08537,J.P. Hayes,66.7,6
66,0,01677,Tom Lehman,66.7,6
66,0,28486,Michael Putnam,66.7,8
66,0,02104,Jeff Sluman,66.7,4
76,0,29718,Anthony Kim,64.3,9
76,0,20572,Rod Pampling,64.3,9
76,0,25345,Carl Pettersson,64.3,9
79,0,24358,Robert Garrigus,63.6,7
79,0,10117,Bob Heintz,63.6,7
79,0,24490,George McNeill,63.6,7
82,0,20229,Stewart Cink,62.5,5
82,0,20104,Ken Duke,62.5,10
82,0,11032,Frank Lickliter II,62.5,10
82,0,01945,Kenny Perry,62.5,5
82,0,25892,Steve Wheatcroft,62.5,5
87,0,20623,Gavin Coles,61.5,8
87,0,19846,Brian Gay,61.5,8
87,0,20433,Mark Hensby,61.5,8
90,0,01035,Tommy Armour III,60.0,6
90,0,22371,Aaron Baddeley,60.0,3
90,0,21209,Sergio Garcia,60.0,3
90,0,21961,Charles Howell III,60.0,6
90,0,08075,Jerry Kelly,60.0,6
90,0,21470,Daisuke Maruyama,60.0,6
90,0,24449,Parker McLachlin,60.0,6
90,0,06515,Shaun Micheel,60.0,6
90,0,01810,Phil Mickelson,60.0,3
90,0,23497,Tag Ridings,60.0,3
90,0,22913,John Rollins,60.0,6
90,0,02036,Jim Rutledge,60.0,3
90,0,26882,Michael Sim,60.0,3
90,0,06527,Steve Stricker,60.0,3
90,0,23325,Vaughn Taylor,60.0,6
90,0,23623,Bo Van Pelt,60.0,6
90,0,27095,Nick Watney,60.0,6
90,0,10425,Jay Williamson,60.0,6
108,0,20498,Briny Baird,58.8,10
109,0,06197,Michael Allen,58.3,7
109,0,23048,Eric Axley,58.3,7
109,0,23353,J.J. Henry,58.3,7
109,0,10733,Kent Jones,58.3,7
109,0,24912,Will MacKenzie,58.3,7
109,0,23320,Ryan Palmer,58.3,7
109,0,21959,Ted Purdy,58.3,7
109,0,20645,John Senden,58.3,7
109,0,02223,Bob Tway,58.3,7
118,0,06004,Stephen Ames,57.1,4
118,0,25273,Andrew Buckle,57.1,4
118,0,22378,Trevor Immelman,57.1,4
118,0,12680,Shigeki Maruyama,57.1,4
118,0,01766,Billy Mayfair,57.1,4
118,0,10213,Dicky Pride,57.1,4
118,0,26951,Johnson Wagner,57.1,4
118,0,21878,Mark Wilson,57.1,8
126,0,22806,Doug LaBelle II,56.3,9
127,0,19824,Craig Barlow,55.6,5
127,0,23614,Rich Beem,55.6,5
127,0,07363,Craig Bowden,55.6,5
127,0,12195,Tom Johnson,55.6,5
127,0,27933,John Merrick,55.6,5
132,0,01320,Bob Estes,54.5,6
133,0,07867,Woody Austin,53.8,7
133,0,22621,Ben Curtis,53.8,7
133,0,20378,Mathias Grönberg,53.8,7
133,0,12705,Cliff Kresge,53.8,7
137,0,12652,Cameron Beckman,50.0,4
137,0,21753,Brian Davis,50.0,9
137,0,06621,Joe Durant,50.0,5
137,0,01388,Robert Gamez,50.0,5
137,0,27141,J.B. Holmes,50.0,3
137,0,07547,Craig Kanada,50.0,5
137,0,22212,Craig Lile,50.0,6
137,0,01706,Davis Love III,50.0,4
137,0,06373,José María Olazábal,50.0,3
137,0,28475,Jeff Overton,50.0,2
137,0,25190,Jeff Quinney,50.0,6
137,0,29476,Kyle Reifers,50.0,4
137,0,27963,Chris Stroud,50.0,2
137,0,06595,Kevin Sutherland,50.0,6
137,0,12714,Chris Tidland,50.0,3
152,0,01797,Rocco Mediate,45.5,5
153,0,21633,Steve Allan,44.4,4
153,0,23933,Michael Boyd,44.4,4
153,0,23638,Brendon de Jonge,44.4,4
153,0,08881,Tripp Isenhour,44.4,4
153,0,01707,Steve Lowery,44.4,4
153,0,28158,Steve Marino,44.4,4
153,0,26679,Kevin Stadler,44.4,4
160,0,21806,Paul Gow,42.9,3
160,0,20859,Anders Hansen,42.9,3
160,0,27702,Matt Hendrix,42.9,3
160,0,01724,Jeff Maggert,42.9,3
160,0,25396,Kevin Na,42.9,3
160,0,02239,Scott Verplank,42.9,3
166,0,01024,Billy Andrade,40.0,4
166,0,24507,Jason Bohn,40.0,2
166,0,01132,Mark Brooks,40.0,2
166,0,06251,Chris DiMarco,40.0,4
166,0,20105,Jeff Gove,40.0,6
166,0,20634,Peter Lonard,40.0,4
166,0,23800,Bryce Molder,40.0,2
