RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,25686,Jason Dufner,34,43
1,0,45609,Tyler Duncan,34,39
1,0,29970,Dylan Frittelli,34,41
4,0,33948,Byeong Hun An,33,45
4,2,35310,Lanto Griffin,33,41
4,2,32839,Hideki Matsuyama,33,42
4,0,50525,Collin Morikawa,33,42
8,-2,35532,Tom Hoge,32,36
8,-2,26300,Matt Jones,32,36
8,2,45486,Joaquin Niemann,32,42
11,-1,33141,Keegan Bradley,31,34
11,-1,39997,Corey Conners,31,37
11,-1,27974,Sung Kang,31,39
11,-1,47347,Adam Schenk,31,34
15,0,45157,Cam Davis,30,39
15,0,31557,Jim Herman,30,35
15,3,39971,Sungjae Im,30,36
15,0,48081,Xander Schauffele,30,35
19,-1,29479,Scott Brown,29,32
19,5,52372,Cameron Champ,29,39
19,-1,27129,Luke List,29,36
19,-1,35449,Adam Long,29,35
19,-1,46046,Scottie Scheffler,29,38
19,-1,29518,Brendan Steele,29,34
25,-1,29926,Danny Lee,28,38
25,-1,33204,Shane Lowry,28,33
25,-1,30163,Henrik Norlander,28,33
25,-1,33667,Carlos Ortiz,28,30
25,6,23320,Ryan Palmer,28,32
25,-1,35617,Martin Trainer,28,30
25,-1,49964,Aaron Wise,28,33
32,-1,31646,Emiliano Grillo,27,32
32,-1,24924,Bill Haas,27,32
32,-1,27942,Rob Oppenheim,27,33
32,-1,32254,Xinjun Zhang,27,31
36,0,28307,Matt Every,26,36
36,0,27554,Scott Harrington,26,30
36,0,33419,Cameron Tringale,26,29
39,0,34255,Joseph Bramlett,25,30
39,0,25900,Lucas Glover,25,27
39,0,33490,Bo Hoag,25,27
39,0,33122,Russell Knox,25,29
39,0,30944,Jason Kokrak,25,33
39,0,49766,Hank Lebioda,25,32
39,0,46442,Maverick McNealy,25,27
39,8,48822,Sebastián Muñoz,25,39
39,0,27214,Kevin Streelman,25,33
48,22,40026,Daniel Berger,24,28
48,-1,33597,Harry Higgs,24,30
48,-1,37455,Si Woo Kim,24,31
48,5,25396,Kevin Na,24,29
48,-1,53165,Doc Redman,24,35
48,-1,30927,Brendon Todd,24,38
48,-1,56278,Matthew Wolff,24,29
55,7,34099,Harris English,23,25
55,-2,34563,Chesson Hadley,23,29
55,-2,39546,Keith Mitchell,23,29
55,-2,37275,Sam Ryder,23,32
55,-2,34046,Jordan Spieth,23,25
55,-2,37189,Harold Varner III,23,25
61,-2,28420,Ryan Brehm,22,25
61,-2,46435,Austin Cook,22,26
61,-2,30110,Kyle Stanley,22,24
64,-2,19803,Ryan Armour,21,25
64,-2,40058,Zac Blair,21,32
64,-2,32662,Michael Gligic,21,23
64,-2,40042,Tyler McCumber,21,31
64,-2,46441,Robby Shelton,21,28
64,-2,35891,Cameron Smith,21,24
64,-2,49960,Sepp Straka,21,26
71,-1,48045,Michael Gellerman,20,24
71,-1,33399,Adam Hadwin,20,23
71,-1,27644,Brian Harman,20,22
71,-1,34098,Russell Henley,20,24
71,8,30925,Dustin Johnson,20,24
71,-1,33410,Andrew Landry,20,31
71,-1,26851,Marc Leishman,20,25
71,20,28237,Rory McIlroy,20,27
71,-1,26329,Louis Oosthuizen,20,23
71,-1,27064,Jhonattan Vegas,20,21
81,-2,51766,Wyndham Clark,19,24
81,-2,34076,Joel Dahmen,19,28
81,10,47959,Bryson DeChambeau,19,24
81,-2,19846,Brian Gay,19,22
81,-2,36801,Mark Hubbard,19,24
81,-2,24024,Zach Johnson,19,21
81,-2,47993,Denny McCarthy,19,23
81,-2,32640,Troy Merritt,19,22
81,10,34360,Patrick Reed,19,22
81,-2,39324,J.J. Spaun,19,22
81,-2,32150,Michael Thompson,19,22
81,-2,25632,Jimmy Walker,19,26
81,-2,25804,Bubba Watson,19,23
94,33,45526,Abraham Ancer,18,21
94,-3,32102,Rickie Fowler,18,20
94,-3,46550,Brandon Hagy,18,23
94,-3,21961,Charles Howell III,18,18
94,9,35506,Mackenzie Hughes,18,19
94,-3,28775,Nate Lashley,18,23
94,-3,34213,Grayson Murray,18,24
94,-3,27349,Alex Noren,18,20
94,-3,36699,Patrick Rodgers,18,23
94,-3,30692,Scott Stallings,18,25
94,-3,31323,Gary Woodland,18,20
105,-2,33120,Mark Anderson,17,21
105,-2,34314,Sebastian Cappelen,17,22
105,-2,25364,Paul Casey,17,23
105,53,29725,Tony Finau,17,23
105,-2,21209,Sergio Garcia,17,23
105,-2,32618,Rhein Gibson,17,19
105,-2,46402,Talor Gooch,17,24
105,-2,49298,Kramer Hickok,17,23
105,-2,12716,Charley Hoffman,17,24
105,22,29478,Kevin Kisner,17,22
105,-2,31420,Anirban Lahiri,17,20
105,-2,36871,Matthew NeSmith,17,23
105,-2,39953,Chase Seiffert,17,19
105,-2,27330,Josh Teater,17,22
105,-2,33448,Justin Thomas,17,24
105,-2,47128,Richy Werenski,17,20
121,-3,21407,Arjun Atwal,16,19
121,-3,29535,Brice Garnett,16,16
121,-3,34466,Peter Malnati,16,19
121,-3,25572,Graeme McDowell,16,22
121,-3,26476,Chez Reavie,16,22
121,-3,31560,Brian Stuard,16,20
121,-3,48887,Matt Wallace,16,22
121,-3,51894,Vince Whaley,16,20
121,-3,32139,Danny Willett,16,19
130,-3,47504,Sam Burns,15,20
130,-3,26499,Rafa Cabrera Bello,15,18
130,-3,35450,Patrick Cantlay,15,19
130,-3,34021,Bud Cauley,15,19
130,-3,20229,Stewart Cink,15,17
130,-3,28679,Fabián Gómez,15,18
130,-3,26758,David Hearn,15,18
130,-3,39977,Max Homa,15,20
130,-3,32757,Patton Kizzire,15,20
130,-3,27936,Martin Laird,15,23
130,-3,32791,K.H. Lee,15,23
130,-3,22056,Cameron Percy,15,18
130,-3,23621,Rory Sabbatini,15,27
130,-3,27963,Chris Stroud,15,18
130,-3,25493,Nick Taylor,15,21
130,-3,27095,Nick Watney,15,19
146,1,22371,Aaron Baddeley,14,17
146,1,33404,Chris Baker,14,23
146,1,29268,Bronson Burgoon,14,20
146,1,10809,Jim Furyk,14,17
146,1,29908,C.T. Pan,14,19
146,1,25818,Scott Piercy,14,19
146,1,35732,Wes Roach,14,19
146,1,22405,Justin Rose,14,19
146,1,27649,Brandt Snedeker,14,17
146,1,25349,Tim Wilkinson,14,16
156,2,52375,Doug Ghim,13,16
156,2,29974,Branden Grace,13,16
156,2,27556,Ted Potter Jr.,13,22
156,20,46970,Jon Rahm,13,15
156,2,48119,Ben Taylor,13,15
161,2,40009,Dominic Bozzelli,12,15
161,2,32366,Kevin Chappell,12,18
161,2,40098,Matt Fitzpatrick,12,17
161,15,29420,Billy Horschel,12,18
161,2,35461,Beau Hossler,12,13
161,2,46717,Viktor Hovland,12,22
161,2,24361,Pat Perez,12,20
161,2,24138,Ian Poulter,12,16
161,2,34431,Robert Streb,12,15
161,2,23325,Vaughn Taylor,12,14
161,2,23788,D.J. Trahan,12,17
161,2,32333,Kevin Tway,12,13
161,2,35658,Kris Ventura,12,16
174,2,30911,Tommy Fleetwood,11,12
174,2,36689,Brooks Koepka,11,22
174,2,01810,Phil Mickelson,11,13
174,2,33486,Roger Sloan,11,18
174,2,23623,Bo Van Pelt,11,13
179,5,32448,James Hahn,10,11
179,5,23108,Matt Kuchar,10,13
179,5,26596,Ryan Moore,10,17
179,5,49771,J.T. Poston,10,18
179,5,29221,Webb Simpson,10,16
179,5,33449,Zack Sucher,10,15
185,8,28089,Jason Day,9,14
185,8,56762,Will Gordon,9,14
185,13,34363,Tyrrell Hatton,9,11
185,8,35230,Nelson Ledesma,9,11
185,8,24502,Adam Scott,9,10
190,7,34256,Andrew Putnam,8,11
191,7,33413,Ben Martin,7,12
191,7,28252,Seamus Power,7,13
191,7,29484,Peter Uihlein,7,10
