RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 5 AVG,TOTAL PAR
1,0,01161,Mark Calcavecchia,-154,4.54,1665
2,0,01707,Steve Lowery,-146,4.59,1765
3,0,01706,Davis Love III,-140,4.53,1475
3,0,08793,Tiger Woods,-140,4.46,1305
5,0,01723,Andrew Magee,-138,4.61,1785
6,0,09011,David Duval,-136,4.60,1695
7,0,01408,Kelly Gibson,-135,4.67,2045
8,0,12782,Tim Herron,-134,4.61,1735
8,0,08375,Paul Stankowski,-134,4.61,1715
10,0,10809,Jim Furyk,-132,4.60,1665
11,0,01175,Jim Carter,-130,4.61,1685
12,0,01943,Chris Perry,-126,4.66,1860
13,0,01024,Billy Andrade,-125,4.65,1785
14,0,02218,Ted Tryba,-124,4.66,1835
15,0,01219,John Cook,-121,4.64,1695
16,0,20098,Stuart Appleby,-120,4.54,1300
17,0,08075,Jerry Kelly,-117,4.64,1645
17,0,01619,Skip Kendall,-117,4.68,1835
19,0,02245,Grant Waite,-116,4.67,1750
20,0,01157,Tom Byrum,-113,4.67,1725
20,0,06643,Paul Goydos,-113,4.67,1720
22,0,06621,Joe Durant,-112,4.68,1735
22,0,01577,Lee Janzen,-112,4.67,1680
22,0,02170,Hal Sutton,-112,4.67,1685
25,0,01418,Bill Glasson,-111,4.55,1230
25,0,12660,Jesper Parnevik,-111,4.54,1195
27,0,01203,Russ Cochran,-110,4.69,1780
28,0,20229,Stewart Cink,-108,4.67,1615
28,0,01766,Billy Mayfair,-108,4.64,1500
28,0,06613,Tommy Tolles,-108,4.64,1505
31,0,12645,Brent Geiberger,-107,4.68,1655
32,0,01748,Doug Martin,-106,4.70,1775
32,0,02104,Jeff Sluman,-106,4.67,1625
32,0,02246,Duffy Waldorf,-106,4.66,1580
35,0,12387,Michael Christie,-105,4.69,1680
35,0,06617,Brian Henninger,-105,4.62,1385
35,0,01810,Phil Mickelson,-105,4.57,1225
35,0,02214,Kirk Triplett,-105,4.66,1535
39,0,19881,Robert Damron,-104,4.69,1675
39,0,01381,Fred Funk,-104,4.74,1965
39,0,07749,Brett Quigley,-104,4.73,1955
42,0,06044,Scott Gump,-103,4.72,1845
42,0,06315,Pete Jordan,-103,4.71,1795
44,0,06332,Neal Lancaster,-102,4.72,1805
45,0,20099,Doug Barron,-101,4.73,1845
45,0,01096,Phil Blackmar,-101,4.67,1540
45,0,01761,Len Mattiace,-101,4.73,1865
45,0,10585,Scott McCarron,-101,4.63,1375
45,0,01887,Mark O'Meara,-101,4.61,1305
45,0,08385,Omar Uresti,-101,4.71,1765
51,0,01307,Joel Edwards,-100,4.69,1635
51,0,01527,Scott Hoch,-100,4.66,1480
53,0,02146,Payne Stewart,-99,4.65,1420
54,0,06012,Greg Kraft,-98,4.73,1805
55,0,01098,Jay Don Blake,-97,4.69,1570
55,0,01891,David Ogrin,-97,4.68,1530
57,0,01533,P.H. Horgan III,-96,4.69,1525
57,0,02099,Scott Simpson,-96,4.66,1405
59,0,02133,Craig Stadler,-95,4.59,1155
60,0,06567,Vijay Singh,-94,4.67,1405
60,0,02223,Bob Tway,-94,4.70,1570
62,0,08265,Eric Johnson,-93,4.68,1460
62,0,06090,Jim McGovern,-93,4.70,1535
62,0,02135,Mike Standly,-93,4.67,1425
62,0,02206,David Toms,-93,4.70,1525
66,0,01385,Jim Gallagher Jr.,-92,4.70,1540
66,0,01599,Steve Jones,-92,4.64,1295
68,0,01093,Ronnie Black,-91,4.68,1410
69,0,01006,John Adams,-90,4.69,1435
69,0,01960,Don Pooley,-90,4.63,1210
71,0,01331,Rick Fehr,-89,4.63,1215
71,0,01510,Nolan Henke,-89,4.69,1420
71,0,01797,Rocco Mediate,-89,4.69,1415
74,0,01323,Brad Fabel,-88,4.73,1620
74,0,02101,Joey Sindelar,-88,4.75,1775
74,0,06595,Kevin Sutherland,-88,4.69,1435
77,0,07003,David Berganio Jr.,-87,4.70,1470
77,0,01388,Robert Gamez,-87,4.70,1450
79,0,01139,Olin Browne,-86,4.75,1705
79,0,01361,Dan Forsman,-86,4.71,1500
79,0,08537,J.P. Hayes,-86,4.74,1665
82,0,06214,Guy Boros,-85,4.68,1335
82,0,10569,Mike Brisky,-85,4.76,1735
82,0,01457,Jay Haas,-85,4.69,1375
82,0,10860,Justin Leonard,-85,4.74,1625
82,0,02023,Clarence Rose,-85,4.74,1605
87,0,01475,Donnie Hammond,-84,4.66,1220
87,0,10207,Jimmy Johnston,-84,4.72,1505
87,0,02008,Lee Rinker,-84,4.74,1605
90,0,01201,Lennie Clements,-82,4.73,1530
90,0,01320,Bob Estes,-82,4.65,1165
90,0,01569,Peter Jacobsen,-82,4.72,1455
90,0,01677,Tom Lehman,-82,4.66,1205
90,0,01724,Jeff Maggert,-82,4.73,1545
90,0,02010,Loren Roberts,-82,4.69,1305
90,0,07101,Dave Stockton Jr.,-82,4.76,1705
97,0,01132,Mark Brooks,-81,4.73,1495
97,0,01771,Blaine McCallister,-81,4.72,1465
99,0,11032,Frank Lickliter II,-80,4.72,1445
99,0,01941,Tom Pernice Jr.,-80,4.73,1495
99,0,01945,Kenny Perry,-80,4.70,1325
102,0,01116,Michael Bradley,-79,4.74,1505
102,0,01226,Fred Couples,-79,4.60,990
104,0,01143,Brad Bryant,-78,4.73,1435
104,0,02294,Willie Wood,-78,4.74,1475
106,0,01261,Jay Delsing,-77,4.74,1485
106,0,21007,Gabriel Hjertstedt,-77,4.70,1275
106,0,07087,Hugh Royer III,-77,4.73,1435
109,0,06034,Marco Dawson,-75,4.74,1465
109,0,06522,Ernie Els,-75,4.63,1020
109,0,01487,Jeff Hart,-75,4.74,1435
109,0,01926,Steve Pate,-75,4.74,1430
109,0,06581,David Sutherland,-75,4.74,1435
109,0,02279,Mark Wiebe,-75,4.72,1355
115,0,01549,Mike Hulbert,-74,4.78,1705
116,0,01374,Robin Freeman,-72,4.69,1170
116,0,01975,Tom Purtzer,-72,4.70,1195
116,0,01996,Mike Reid,-72,4.74,1365
116,0,02007,Larry Rinker,-72,4.79,1715
116,0,02166,Chip Sullivan,-72,4.73,1315
121,0,01185,Brandel Chamblee,-71,4.73,1330
122,0,10875,Todd Demsey,-69,4.73,1285
122,0,01353,Bruce Fleisher,-69,4.66,1025
122,0,08547,John Maginnes,-69,4.81,1795
122,0,02226,Tray Tyner,-69,4.74,1325
122,0,06577,John Wilson,-69,4.78,1575
127,0,06124,Patrick Burke,-68,4.68,1070
127,0,01196,Brian Claar,-68,4.67,1020
127,0,01334,Keith Fergus,-68,4.67,1030
127,0,01682,Wayne Levi,-68,4.71,1190
127,0,05466,Jack O'Keefe,-68,4.75,1335
127,0,01920,Craig Parry,-68,4.70,1120
133,0,01035,Tommy Armour III,-67,4.80,1675
133,0,10457,Frank Nobilo,-67,4.68,1060
135,0,06036,Scott Dunlap,-65,4.79,1545
135,0,06575,Dudley Hart,-65,4.76,1370
137,0,01329,Brad Faxon,-64,4.73,1175
137,0,10963,Jimmy Green,-64,4.78,1445
137,0,10962,Bradley Hughes,-64,4.75,1295
140,0,01011,Rafael Alarcon,-63,4.77,1355
140,0,10837,Kevin Burton,-63,4.75,1275
140,0,08931,Glen Day,-63,4.78,1450
