RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,39058,Lucas Herbert,49.38,80,162
2,0,36689,Brooks Koepka,47.92,69,144
3,0,25686,Jason Dufner,47.78,43,90
3,0,25198,Francesco Molinari,47.78,86,180
5,0,47128,Richy Werenski,47.53,77,162
6,0,30692,Scott Stallings,46.78,160,342
7,0,30911,Tommy Fleetwood,46.58,109,234
8,0,29221,Webb Simpson,46.46,92,198
9,0,25818,Scott Piercy,46.43,117,252
10,0,34466,Peter Malnati,46.30,175,378
11,0,47856,Seth Reeves,46.11,83,180
12,0,35506,Mackenzie Hughes,45.93,124,270
13,0,47995,Davis Riley,45.91,157,342
14,0,22056,Cameron Percy,45.83,66,144
15,0,45522,Christiaan Bezuidenhout,45.68,148,324
15,0,30927,Brendon Todd,45.68,148,324
17,0,35450,Patrick Cantlay,45.49,131,288
18,0,40098,Matt Fitzpatrick,45.14,130,288
18,0,29926,Danny Lee,45.14,65,144
20,0,57366,Cameron Young,45.10,138,306
21,0,28089,Jason Day,44.95,89,198
22,0,35891,Cameron Smith,44.84,113,252
23,0,23108,Matt Kuchar,44.79,129,288
24,0,39971,Sungjae Im,44.44,160,360
24,0,28775,Nate Lashley,44.44,112,252
24,0,27214,Kevin Streelman,44.44,144,324
27,0,29725,Tony Finau,44.15,151,342
28,0,51894,Vince Whaley,44.10,127,288
29,0,48117,Kurt Kitayama,44.02,103,234
30,0,19803,Ryan Armour,43.75,63,144
30,0,29974,Branden Grace,43.75,63,144
32,0,34360,Patrick Reed,43.70,118,270
33,0,27895,Jonas Blixt,43.52,47,108
33,0,35532,Tom Hoge,43.52,141,324
35,0,24924,Bill Haas,43.46,133,306
36,0,35617,Martin Trainer,43.43,86,198
37,0,46601,Trey Mullinax,43.25,109,252
38,0,50525,Collin Morikawa,43.16,101,234
38,0,31560,Brian Stuard,43.16,101,234
40,0,47988,Nick Hardy,42.93,85,198
41,0,49947,Taylor Moore,42.71,123,288
42,0,32791,K.H. Lee,42.59,161,378
42,0,34256,Andrew Putnam,42.59,138,324
44,0,51634,Sahith Theegala,42.52,199,468
45,0,34563,Chesson Hadley,42.46,107,252
45,0,34431,Robert Streb,42.46,107,252
47,0,29970,Dylan Frittelli,42.40,145,342
48,0,45157,Cam Davis,42.16,129,306
49,0,30926,Chris Kirk,42.11,144,342
49,0,39324,J.J. Spaun,42.11,144,342
51,0,32640,Troy Merritt,42.06,159,378
52,0,46414,Aaron Rai,41.98,136,324
53,0,24925,Jonathan Byrd,41.92,83,198
53,0,22405,Justin Rose,41.92,83,198
53,0,23621,Rory Sabbatini,41.92,83,198
56,0,34098,Russell Henley,41.67,135,324
56,0,29478,Kevin Kisner,41.67,90,216
56,0,35449,Adam Long,41.67,135,324
56,0,32150,Michael Thompson,41.67,135,324
60,0,21961,Charles Howell III,41.41,82,198
61,0,46717,Viktor Hovland,41.32,119,288
62,0,46435,Austin Cook,41.20,89,216
63,0,48081,Xander Schauffele,41.18,126,306
64,0,47993,Denny McCarthy,41.16,163,396
65,0,40162,Justin Lower,41.11,111,270
66,0,52374,Brandon Wu,41.03,96,234
67,0,39977,Max Homa,40.94,140,342
67,0,47529,Mito Pereira,40.94,140,342
69,0,32139,Danny Willett,40.91,81,198
70,0,32757,Patton Kizzire,40.85,125,306
71,0,33419,Cameron Tringale,40.83,147,360
72,0,31420,Anirban Lahiri,40.74,88,216
72,0,26851,Marc Leishman,40.74,110,270
72,0,33486,Roger Sloan,40.74,66,162
72,0,27649,Brandt Snedeker,40.74,66,162
72,0,48699,Callum Tarren,40.74,88,216
77,0,45609,Tyler Duncan,40.63,117,288
78,0,49766,Hank Lebioda,40.60,95,234
79,0,46442,Maverick McNealy,40.56,146,360
80,0,51890,Greyson Sigg,40.52,124,306
81,0,36801,Mark Hubbard,40.48,102,252
81,0,36799,Stephan Jaeger,40.48,102,252
83,0,33667,Carlos Ortiz,40.40,80,198
84,0,49298,Kramer Hickok,40.37,109,270
85,0,46046,Scottie Scheffler,40.35,138,342
86,0,33597,Harry Higgs,40.28,87,216
86,0,45540,Jared Wolfe,40.28,58,144
88,0,32839,Hideki Matsuyama,40.20,123,306
89,0,34174,John Huh,40.08,101,252
