RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,08793,Tiger Woods,+2.98,69.56,72.54
2,0,09011,David Duval,+2.24,70.24,72.48
3,0,01706,Davis Love III,+1.87,70.22,72.09
4,0,10860,Justin Leonard,+1.78,70.42,72.20
5,0,02170,Hal Sutton,+1.74,70.58,72.32
6,0,10809,Jim Furyk,+1.70,70.75,72.45
7,0,06567,Vijay Singh,+1.62,70.66,72.28
8,0,06575,Dudley Hart,+1.54,70.97,72.51
9,0,01943,Chris Perry,+1.49,70.19,71.68
10,0,02146,Payne Stewart,+1.48,71.21,72.69
11,0,01968,Nick Price,+1.47,70.79,72.26
12,0,06522,Ernie Els,+1.38,71.08,72.46
13,0,01320,Bob Estes,+1.32,70.83,72.15
14,0,01381,Fred Funk,+1.27,70.49,71.76
15,0,01810,Phil Mickelson,+1.26,71.06,72.32
16,0,20229,Stewart Cink,+1.24,70.80,72.04
17,0,01527,Scott Hoch,+1.22,70.65,71.87
18,0,01724,Jeff Maggert,+1.17,70.99,72.16
19,0,12660,Jesper Parnevik,+1.16,71.47,72.63
20,0,12823,Carlos Franco,+1.13,71.09,72.22
21,0,12782,Tim Herron,+1.11,70.83,71.94
21,0,02104,Jeff Sluman,+1.11,70.81,71.92
21,0,06527,Steve Stricker,+1.11,71.35,72.46
24,0,01677,Tom Lehman,+1.08,70.83,71.91
25,0,02257,Brian Watts,+1.05,71.27,72.32
26,0,01887,Mark O'Meara,+.99,71.51,72.50
27,0,10423,Mike Weir,+.97,71.10,72.07
28,0,02206,David Toms,+.95,70.83,71.78
29,0,01927,Dennis Paulson,+.94,71.01,71.95
30,0,01619,Skip Kendall,+.92,70.83,71.75
30,0,06595,Kevin Sutherland,+.92,70.80,71.72
30,0,02214,Kirk Triplett,+.92,70.72,71.64
33,0,20094,Jonathan Kaye,+.90,70.55,71.45
34,0,01553,John Huston,+.89,71.20,72.09
35,0,01920,Craig Parry,+.88,71.63,72.51
36,0,02010,Loren Roberts,+.87,70.58,71.45
37,0,11032,Frank Lickliter II,+.86,70.71,71.57
38,0,01226,Fred Couples,+.85,71.14,71.99
38,0,10649,Tom Scherrer,+.85,70.81,71.66
40,0,01797,Rocco Mediate,+.83,71.22,72.05
41,0,12645,Brent Geiberger,+.82,70.89,71.71
41,0,01928,Corey Pavin,+.82,71.46,72.28
43,0,01823,Larry Mize,+.78,71.03,71.81
44,0,06004,Stephen Ames,+.76,70.42,71.18
44,0,01926,Steve Pate,+.76,71.34,72.10
46,0,20098,Stuart Appleby,+.75,71.24,71.99
47,0,06036,Scott Dunlap,+.70,71.43,72.13
47,0,01577,Lee Janzen,+.70,71.45,72.15
49,0,02223,Bob Tway,+.68,71.23,71.91
50,0,01040,Emlyn Aubrey,+.66,71.20,71.86
51,0,08931,Glen Day,+.63,71.25,71.88
51,0,01361,Dan Forsman,+.63,70.86,71.49
53,0,06044,Scott Gump,+.62,71.39,72.01
53,0,01945,Kenny Perry,+.62,71.01,71.63
55,0,01329,Brad Faxon,+.61,71.67,72.28
55,0,01996,Mike Reid,+.61,70.83,71.44
57,0,01042,Paul Azinger,+.60,71.49,72.09
57,0,01313,Steve Elkington,+.60,71.74,72.34
57,0,01766,Billy Mayfair,+.60,71.48,72.08
57,0,02239,Scott Verplank,+.60,71.52,72.12
61,0,02133,Craig Stadler,+.59,71.46,72.05
62,0,08993,Franklin Langham,+.58,71.18,71.76
63,0,10585,Scott McCarron,+.57,70.93,71.50
63,0,02246,Duffy Waldorf,+.57,71.32,71.89
65,0,01418,Bill Glasson,+.55,71.38,71.93
66,0,01261,Jay Delsing,+.52,70.99,71.51
66,0,06643,Paul Goydos,+.52,71.21,71.73
68,0,01175,Jim Carter,+.49,71.10,71.59
68,0,01723,Andrew Magee,+.49,71.58,72.07
70,0,01569,Peter Jacobsen,+.47,71.33,71.80
71,0,07457,Steve Flesch,+.46,71.28,71.74
72,0,08075,Jerry Kelly,+.43,71.28,71.71
72,0,02101,Joey Sindelar,+.43,71.58,72.01
74,0,10885,Robert Allenby,+.41,71.18,71.59
74,0,20029,Notah Begay III,+.41,71.05,71.46
74,0,08547,John Maginnes,+.41,70.95,71.36
77,0,02218,Ted Tryba,+.39,71.30,71.69
78,0,20593,Greg Chalmers,+.38,71.21,71.59
79,0,01098,Jay Don Blake,+.37,71.08,71.45
79,0,01323,Brad Fabel,+.37,71.48,71.85
79,0,06078,Esteban Toledo,+.37,71.27,71.64
82,0,06251,Chris DiMarco,+.36,71.48,71.84
83,0,20127,Chris Riley,+.35,71.19,71.54
84,0,01161,Mark Calcavecchia,+.32,71.57,71.89
85,0,01457,Jay Haas,+.31,71.63,71.94
86,0,06012,Greg Kraft,+.28,71.66,71.94
87,0,01132,Mark Brooks,+.27,71.84,72.11
87,0,01219,John Cook,+.27,71.77,72.04
89,0,07867,Woody Austin,+.26,71.23,71.49
89,0,01378,David Frost,+.26,71.64,71.90
91,0,01157,Tom Byrum,+.24,71.47,71.71
91,0,21805,Harrison Frazar,+.24,71.33,71.57
91,0,21007,Gabriel Hjertstedt,+.24,71.77,72.01
94,0,08537,J.P. Hayes,+.23,71.59,71.82
95,0,01707,Steve Lowery,+.21,71.39,71.60
95,0,02245,Grant Waite,+.21,71.30,71.51
97,0,01035,Tommy Armour III,+.18,71.35,71.53
97,0,08045,Perry Moss,+.18,71.24,71.42
99,0,19881,Robert Damron,+.15,71.37,71.52
100,0,01185,Brandel Chamblee,+.14,71.87,72.01
100,0,01203,Russ Cochran,+.14,71.30,71.44
102,0,01024,Billy Andrade,+.13,71.88,72.01
102,0,01533,P.H. Horgan III,+.13,71.42,71.55
102,0,01761,Len Mattiace,+.13,72.06,72.19
105,0,06617,Brian Henninger,+.09,71.47,71.56
106,0,10213,Dicky Pride,+.08,71.46,71.54
107,0,01771,Blaine McCallister,+.07,71.44,71.51
108,0,01599,Steve Jones,+.06,71.76,71.82
109,0,06599,John Elliott,+.04,71.38,71.42
110,0,20099,Doug Barron,+.01,71.63,71.64
110,0,06581,David Sutherland,+.01,71.72,71.73
112,0,01549,Mike Hulbert,E,71.55,71.55
112,0,06315,Pete Jordan,E,71.41,71.41
114,0,01905,Joe Ozaki,-.01,72.64,72.63
115,0,08385,Omar Uresti,-.02,71.55,71.53
116,0,01096,Phil Blackmar,-.03,71.46,71.43
116,0,01510,Nolan Henke,-.03,71.70,71.67
116,0,01685,J.L. Lewis,-.03,71.73,71.70
116,0,01941,Tom Pernice Jr.,-.03,71.40,71.37
