RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,38.20,68,178,-0.38
2,0,23063,Scott Hend,34.42,53,154,-0.36
3,0,08337,Mike Heinen,26.42,28,106,-0.39
4,0,02106,Chris Smith,24.76,51,206,-0.45
5,0,23497,Tag Ridings,23.00,23,100,-0.30
6,0,23353,J.J. Henry,22.73,45,198,-0.31
7,0,25900,Lucas Glover,21.43,39,182,-0.44
8,0,01927,Dennis Paulson,21.01,29,138,-0.52
9,0,21633,Steve Allan,20.62,40,194,-0.50
10,0,08793,Tiger Woods,20.54,23,112,-0.43
11,0,01249,John Daly,19.86,29,146,-0.59
12,0,11123,Chris Couch,19.09,21,110,-0.38
13,0,23307,Roger Tambellini,19.08,29,152,-0.34
14,0,22046,Geoff Ogilvy,18.67,31,166,-0.35
15,0,20663,Brenden Pappas,18.40,39,212,-0.38
16,0,01706,Davis Love III,18.25,23,126,-0.65
17,0,23614,Rich Beem,17.91,24,134,-0.21
18,0,20645,John Senden,16.49,31,188,-0.42
19,0,24502,Adam Scott,15.00,12,80,-0.75
20,0,08835,Kris Cox,14.93,20,134,-0.25
21,0,21805,Harrison Frazar,14.38,23,160,-0.39
21,0,12782,Tim Herron,14.38,21,146,-0.33
23,0,10585,Scott McCarron,14.29,24,168,-0.25
24,0,25686,Jason Dufner,13.92,22,158,-0.50
25,0,20850,Daniel Chopra,13.73,28,204,-0.36
26,0,07749,Brett Quigley,13.30,25,188,-0.52
27,0,23613,Rich Barcelo,12.31,16,130,-0.25
28,0,07223,Brian Bateman,12.18,19,156,-0.53
29,0,12394,Tom Carter,11.79,25,212,-0.52
30,0,06567,Vijay Singh,11.70,22,188,-0.41
31,0,10107,Deane Pappas,11.43,16,140,-0.38
32,0,20580,Andre Stolz,11.32,12,106,-0.58
33,0,24290,D.J. Brigman,11.18,17,152,-0.41
34,0,25237,Kevin Muncrief,11.00,11,100,-0.73
35,0,12645,Brent Geiberger,10.99,20,182,-0.20
36,0,01261,Jay Delsing,10.96,16,146,-0.38
37,0,22405,Justin Rose,10.94,14,128,-0.36
38,0,23621,Rory Sabbatini,10.90,17,156,-0.41
39,0,23623,Bo Van Pelt,10.87,20,184,-0.60
40,0,21961,Charles Howell III,10.59,18,170,-0.22
41,0,07867,Woody Austin,10.56,19,180,-0.47
42,0,24507,Jason Bohn,10.53,20,190,-0.30
43,0,23320,Ryan Palmer,10.50,21,200,-0.33
44,0,02245,Grant Waite,10.39,16,154,-0.13
45,0,01810,Phil Mickelson,10.32,13,126,-0.46
46,0,07939,Dan Olsen,9.86,14,142,-0.57
47,0,01313,Steve Elkington,9.84,12,122,-0.25
48,0,20634,Peter Lonard,9.82,11,112,-0.55
49,0,01226,Fred Couples,9.78,9,92,-0.22
50,0,23325,Vaughn Taylor,9.76,16,164,-0.38
