RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,48084,Wesley Bryan,-.208,24,-5.00
2,0,57975,Harry Hall,-.167,36,-6.00
3,0,48887,Matt Wallace,-.162,37,-6.00
4,0,30692,Scott Stallings,-.160,25,-4.00
5,0,31557,Jim Herman,-.156,32,-5.00
6,0,32816,Satoshi Kodaira,-.136,22,-3.00
7,0,31323,Gary Woodland,-.128,39,-5.00
8,0,54421,Garrick Higgo,-.113,53,-6.00
9,0,52453,Nicolai Hojgaard,-.111,9,-1.00
10,0,33141,Keegan Bradley,-.100,30,-3.00
11,0,27349,Alex Noren,-.098,41,-4.00
12,0,39997,Corey Conners,-.097,31,-3.00
13,0,47591,Eric Cole,-.094,53,-5.00
14,0,37338,Zecheng Dou,-.093,43,-4.00
15,0,34363,Tyrrell Hatton,-.091,44,-4.00
15,0,24140,Sean O'Hair,-.091,22,-2.00
17,0,45522,Christiaan Bezuidenhout,-.089,45,-4.00
18,0,48081,Xander Schauffele,-.083,36,-3.00
19,0,46435,Austin Cook,-.082,49,-4.00
20,0,22405,Justin Rose,-.079,38,-3.00
21,0,34466,Peter Malnati,-.078,51,-4.00
22,0,22371,Aaron Baddeley,-.077,39,-3.00
22,0,39954,Cody Gribble,-.077,26,-2.00
22,0,55182,Tom Kim,-.077,39,-3.00
25,0,34098,Russell Henley,-.075,40,-3.00
26,0,23320,Ryan Palmer,-.069,29,-2.00
27,0,33597,Harry Higgs,-.068,44,-3.00
27,0,34610,Matthias Schwab,-.068,44,-3.00
29,0,39058,Lucas Herbert,-.067,15,-1.00
29,0,33204,Shane Lowry,-.067,15,-1.00
31,0,35532,Tom Hoge,-.065,46,-3.00
31,0,36871,Matt NeSmith,-.065,46,-3.00
33,0,39335,Kevin Roy,-.063,32,-2.00
33,0,37275,Sam Ryder,-.063,48,-3.00
35,0,49947,Taylor Moore,-.059,51,-3.00
36,0,46441,Robby Shelton,-.057,53,-3.00
37,0,54591,Ben Griffin,-.054,56,-3.00
38,0,52955,Ludvig Åberg,-.053,19,-1.00
39,0,39975,Michael Kim,-.051,39,-2.00
39,0,36326,David Lipsky,-.051,39,-2.00
41,0,47079,Harrison Endycott,-.050,40,-2.00
42,0,56762,Will Gordon,-.049,41,-2.00
42,0,40162,Justin Lower,-.049,61,-3.00
44,0,28089,Jason Day,-.048,42,-2.00
44,0,25900,Lucas Glover,-.048,63,-3.00
44,0,51634,Sahith Theegala,-.048,42,-2.00
47,0,27554,Scott Harrington,-.043,46,-2.00
47,0,39971,Sungjae Im,-.043,46,-2.00
49,0,40115,Adam Svensson,-.042,48,-2.00
50,0,47988,Nick Hardy,-.041,49,-2.00
50,0,26596,Ryan Moore,-.041,49,-2.00
50,0,47995,Davis Riley,-.041,49,-2.00
53,0,39977,Max Homa,-.038,26,-1.00
54,0,28237,Rory McIlroy,-.037,27,-1.00
55,0,31646,Emiliano Grillo,-.035,57,-2.00
56,0,35461,Beau Hossler,-.034,58,-2.00
57,0,46601,Trey Mullinax,-.032,31,-1.00
57,0,36699,Patrick Rodgers,-.032,63,-2.00
59,0,46046,Scottie Scheffler,-.031,32,-1.00
60,0,32662,Michael Gligic,-.030,33,-1.00
60,0,35879,Kelly Kraft,-.030,33,-1.00
62,0,32757,Patton Kizzire,-.029,34,-1.00
62,0,40006,Erik van Rooyen,-.029,35,-1.00
64,0,56630,Akshay Bhatia,-.028,36,-1.00
65,0,45157,Cam Davis,-.027,37,-1.00
65,0,51349,Nico Echavarria,-.027,37,-1.00
65,0,48117,Kurt Kitayama,-.027,37,-1.00
68,0,47504,Sam Burns,-.026,38,-1.00
68,0,34046,Jordan Spieth,-.026,38,-1.00
70,0,29725,Tony Finau,-.025,40,-1.00
71,0,48699,Callum Tarren,-.024,41,-1.00
71,0,32139,Danny Willett,-.024,41,-1.00
73,0,46717,Viktor Hovland,-.023,44,-1.00
74,0,49960,Sepp Straka,-.022,45,-1.00
75,0,35449,Adam Long,-.021,48,-1.00
76,0,27644,Brian Harman,-.020,51,-1.00
76,0,46414,Aaron Rai,-.020,49,-1.00
76,0,48119,Ben Taylor,-.020,50,-1.00
79,0,34076,Joel Dahmen,-.019,54,-1.00
79,0,33653,Thomas Detry,-.019,52,-1.00
81,0,47993,Denny McCarthy,-.018,57,-1.00
81,0,25493,Nick Taylor,-.018,57,-1.00
81,0,30927,Brendon Todd,-.018,56,-1.00
81,0,52374,Brandon Wu,-.018,57,-1.00
85,0,39067,MJ Daffue,-.017,58,-1.00
86,0,33948,Byeong Hun An,E,57,E
86,0,55708,Hayden Buckley,E,40,E
86,0,20229,Stewart Cink,E,15,E
86,0,57362,Austin Eckroat,E,39,E
86,0,29535,Brice Garnett,E,40,E
86,0,59018,Ryan Gerard,E,29,E
86,0,34563,Chesson Hadley,E,44,E
86,0,33399,Adam Hadwin,E,33,E
86,0,29420,Billy Horschel,E,21,E
86,0,33122,Russell Knox,E,57,E
86,0,27936,Martin Laird,E,32,E
86,0,27129,Luke List,E,41,E
86,0,51491,Brandon Matthews,E,25,E
86,0,31202,William McGirt,E,25,E
86,0,55789,Taylor Montgomery,E,39,E
86,0,51070,Vincent Norrman,E,40,E
86,0,51997,Andrew Novak,E,41,E
86,0,29908,C.T. Pan,E,27,E
86,0,22056,Cameron Percy,E,31,E
86,0,28252,Seamus Power,E,39,E
86,0,53165,Doc Redman,E,37,E
86,0,58168,Davis Thompson,E,39,E
86,0,52513,Carson Young,E,46,E
109,0,50188,S.H. Kim,+.016,62,+1.00
109,0,47983,Chad Ramey,+.016,62,+1.00
