RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,07363,Craig Bowden,4,31
2,0,24925,Jonathan Byrd,2,55
2,0,09011,David Duval,2,26
2,0,08725,Tom Gillis,2,60
2,0,08537,J.P. Hayes,2,30
2,0,26851,Marc Leishman,2,39
2,0,27613,David Lutterus,2,36
2,0,26301,James Nitties,2,49
2,0,25240,D.A. Points,2,49
2,0,26392,Chris Wilson,2,45
11,0,22371,Aaron Baddeley,1,30
11,0,23613,Rich Barcelo,1,21
11,0,24507,Jason Bohn,1,25
11,0,12510,Chad Campbell,1,32
11,0,20850,Daniel Chopra,1,32
11,0,28089,Jason Day,1,46
11,0,28500,Martin Flores,1,44
11,0,32102,Rickie Fowler,1,37
11,0,10809,Jim Furyk,1,21
11,0,20574,Mathew Goggin,1,45
11,0,23718,Nathan Green,1,40
11,0,12716,Charley Hoffman,1,36
11,0,27141,J.B. Holmes,1,49
11,0,21961,Charles Howell III,1,24
11,0,21350,Ryuji Imada,1,35
11,0,06514,Kevin Johnson,1,27
11,0,26300,Matt Jones,1,33
11,0,12705,Cliff Kresge,1,24
11,0,23108,Matt Kuchar,1,27
11,0,26695,Michael Letzig,1,52
11,0,01706,Davis Love III,1,47
11,0,24912,Will MacKenzie,1,46
11,0,24781,Hunter Mahan,1,35
11,0,27120,Troy Matteson,1,45
11,0,22122,Andrew McLardy,1,24
11,0,24490,George McNeill,1,50
11,0,01810,Phil Mickelson,1,24
11,0,25396,Kevin Na,1,30
11,0,24140,Sean O'Hair,1,45
11,0,22056,Cameron Percy,1,44
11,0,25345,Carl Pettersson,1,25
11,0,25818,Scott Piercy,1,43
11,0,24138,Ian Poulter,1,11
11,0,07749,Brett Quigley,1,52
11,0,20127,Chris Riley,1,30
11,0,22913,John Rollins,1,55
11,0,24502,Adam Scott,1,39
11,0,20645,John Senden,1,52
11,0,06567,Vijay Singh,1,41
11,0,22293,Heath Slocum,1,42
11,0,27649,Brandt Snedeker,1,29
11,0,26679,Kevin Stadler,1,46
11,0,06595,Kevin Sutherland,1,42
11,0,23325,Vaughn Taylor,1,38
11,0,28780,Nicholas Thompson,1,66
11,0,12714,Chris Tidland,1,43
11,0,23788,D.J. Trahan,1,57
11,0,33419,Cameron Tringale,1,38
11,0,08385,Omar Uresti,1,35
11,0,27770,Camilo Villegas,1,33
11,0,27095,Nick Watney,1,35
11,0,25892,Steve Wheatcroft,1,36
11,0,20436,Garrett Willis,1,43
