RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,20766,Padraig Harrington,1.39,14,1008
2,0,25720,Chad Collins,1.53,24,1566
3,0,25345,Carl Pettersson,1.57,28,1782
4,0,21961,Charles Howell III,1.62,30,1854
5,0,23983,Luke Donald,1.63,20,1224
6,0,20157,Retief Goosen,1.72,22,1278
7,0,01313,Steve Elkington,1.73,23,1332
8,0,12602,Dean Wilson,1.75,17,972
9,0,19846,Brian Gay,1.87,33,1764
10,0,22371,Aaron Baddeley,1.89,32,1692
10,0,24024,Zach Johnson,1.89,31,1638
12,0,06527,Steve Stricker,1.93,25,1296
13,0,26882,Michael Sim,1.94,22,1134
14,0,23108,Matt Kuchar,1.99,34,1710
15,0,27649,Brandt Snedeker,2.00,32,1602
16,0,20593,Greg Chalmers,2.03,34,1674
17,0,23353,J.J. Henry,2.05,34,1656
18,0,23638,Brendon de Jonge,2.10,43,2052
19,0,23613,Rich Barcelo,2.14,27,1260
20,0,08375,Paul Stankowski,2.15,24,1116
21,0,08537,J.P. Hayes,2.18,31,1422
22,0,01619,Skip Kendall,2.20,23,1044
23,0,29285,Brent Delahoussaye,2.24,23,1026
24,0,29221,Webb Simpson,2.27,40,1764
25,0,22405,Justin Rose,2.28,32,1404
26,0,23135,Tim Clark,2.29,35,1530
27,0,20572,Rod Pampling,2.31,32,1386
28,0,20070,Matt Bettencourt,2.32,38,1638
28,0,27466,Spencer Levin,2.32,46,1980
30,0,06522,Ernie Els,2.38,30,1260
31,0,25364,Paul Casey,2.39,25,1044
32,0,06251,Chris DiMarco,2.40,38,1584
32,0,10809,Jim Furyk,2.40,32,1332
34,0,21350,Ryuji Imada,2.41,39,1620
35,0,26300,Matt Jones,2.43,39,1602
36,0,24507,Jason Bohn,2.45,37,1512
36,0,25396,Kevin Na,2.45,41,1674
36,0,23320,Ryan Palmer,2.45,37,1512
39,0,06004,Stephen Ames,2.48,33,1332
40,0,24138,Ian Poulter,2.49,22,882
41,0,20127,Chris Riley,2.51,33,1314
42,0,10423,Mike Weir,2.53,26,1026
43,0,12716,Charley Hoffman,2.55,39,1530
44,0,23409,James Driscoll,2.56,36,1404
44,0,25190,Jeff Quinney,2.56,42,1638
46,0,26881,Jarrod Lyle,2.57,25,972
47,0,09011,David Duval,2.58,33,1278
47,0,20686,Jeev Milkha Singh,2.58,26,1008
49,0,20098,Stuart Appleby,2.59,47,1818
49,0,01329,Brad Faxon,2.59,27,1044
49,0,26420,Richard Johnson,2.59,42,1620
49,0,30946,Alex Prugh,2.59,41,1584
53,0,06514,Kevin Johnson,2.60,29,1116
54,0,06515,Shaun Micheel,2.62,33,1260
55,0,22621,Ben Curtis,2.64,37,1404
55,0,25632,Jimmy Walker,2.64,39,1476
57,0,23800,Bryce Molder,2.65,40,1512
57,0,01948,Tim Petrovic,2.65,50,1890
59,0,12705,Cliff Kresge,2.67,24,900
59,0,22122,Andrew McLardy,2.67,25,936
59,0,32617,Jerod Turner,2.67,26,972
62,0,11123,Chris Couch,2.69,32,1188
63,0,20850,Daniel Chopra,2.70,36,1332
64,0,10585,Scott McCarron,2.72,44,1620
65,0,21731,Freddie Jacobson,2.74,41,1494
66,0,20498,Briny Baird,2.75,43,1566
66,0,24924,Bill Haas,2.75,43,1566
66,0,23325,Vaughn Taylor,2.75,43,1566
66,0,02206,David Toms,2.75,42,1530
70,0,01941,Tom Pernice Jr.,2.78,37,1332
71,0,20160,Charlie Wi,2.81,48,1710
72,0,06621,Joe Durant,2.82,34,1206
73,0,27214,Kevin Streelman,2.84,46,1620
74,0,01810,Phil Mickelson,2.85,39,1368
75,0,24663,Y.E. Yang,2.86,36,1260
76,0,12510,Chad Campbell,2.87,48,1674
77,0,12782,Tim Herron,2.88,41,1422
77,0,26596,Ryan Moore,2.88,41,1422
77,0,23322,Brett Wetterich,2.88,28,972
80,0,25804,Bubba Watson,2.89,40,1386
81,0,10860,Justin Leonard,2.90,46,1584
82,0,08385,Omar Uresti,2.93,39,1332
83,0,20663,Brenden Pappas,2.95,35,1188
84,0,23718,Nathan Green,2.97,46,1548
84,0,21949,Joe Ogilvie,2.97,53,1782
84,0,06595,Kevin Sutherland,2.97,46,1548
84,0,02239,Scott Verplank,2.97,39,1314
88,0,29910,Blake Adams,2.98,45,1512
89,0,07457,Steve Flesch,2.99,42,1404
90,0,28475,Jeff Overton,3.00,48,1602
90,0,21878,Mark Wilson,3.00,47,1566
92,0,01320,Bob Estes,3.02,43,1422
92,0,27797,Derek Lamely,3.02,44,1458
92,0,31560,Brian Stuard,3.02,44,1458
95,0,21959,Ted Purdy,3.04,47,1548
95,0,26679,Kevin Stadler,3.04,47,1548
97,0,27933,John Merrick,3.06,60,1962
98,0,25892,Steve Wheatcroft,3.08,41,1332
99,0,25818,Scott Piercy,3.09,49,1584
100,0,23673,Michael Connell,3.12,50,1602
101,0,10425,Jay Williamson,3.14,43,1368
102,0,24361,Pat Perez,3.15,51,1620
103,0,20472,Alex Cejka,3.16,46,1458
103,0,27095,Nick Watney,3.16,50,1584
105,0,01116,Michael Bradley,3.17,44,1386
105,0,32102,Rickie Fowler,3.17,56,1764
105,0,27120,Troy Matteson,3.17,48,1512
108,0,24846,Ricky Barnes,3.18,59,1854
108,0,24357,K.J. Choi,3.18,47,1476
108,0,20645,John Senden,3.18,59,1854
111,0,20229,Stewart Cink,3.19,46,1440
112,0,08075,Jerry Kelly,3.20,57,1782
112,0,26301,James Nitties,3.20,53,1656
114,0,26289,Boo Weekley,3.22,51,1584
115,0,32640,Troy Merritt,3.23,50,1548
116,0,22946,Henrik Bjornstad,3.24,42,1296
117,0,28620,Aron Price,3.25,41,1260
117,0,12714,Chris Tidland,3.25,45,1386
117,0,20436,Garrett Willis,3.25,48,1476
120,0,07363,Craig Bowden,3.27,33,1008
121,0,07749,Brett Quigley,3.30,57,1728
121,0,27330,Josh Teater,3.30,60,1818
123,0,28237,Rory McIlroy,3.31,31,936
124,0,28307,Matt Every,3.33,36,1080
124,0,27141,J.B. Holmes,3.33,60,1800
124,0,22046,Geoff Ogilvy,3.33,36,1080
124,0,26951,Johnson Wagner,3.33,51,1530
128,0,21753,Brian Davis,3.36,61,1818
129,0,23623,Bo Van Pelt,3.37,63,1872
130,0,01707,Steve Lowery,3.40,41,1206
131,0,25562,Andres Romero,3.42,45,1314
132,0,20848,Ángel Cabrera,3.44,39,1134
133,0,10885,Robert Allenby,3.45,46,1332
133,0,12755,Vance Veazey,3.45,36,1044
135,0,27613,David Lutterus,3.46,43,1242
136,0,28500,Martin Flores,3.48,47,1350
137,0,08725,Tom Gillis,3.49,61,1746
137,0,27060,John Mallinger,3.49,49,1404
137,0,22293,Heath Slocum,3.49,61,1746
140,0,28158,Steve Marino,3.50,51,1458
141,0,01724,Jeff Maggert,3.51,48,1368
142,0,23541,Ben Crane,3.52,52,1476
142,0,28089,Jason Day,3.52,52,1476
142,0,30925,Dustin Johnson,3.52,52,1476
142,0,27963,Chris Stroud,3.52,57,1620
146,0,22378,Trevor Immelman,3.54,35,990
146,0,01577,Lee Janzen,3.54,49,1386
148,0,07867,Woody Austin,3.58,60,1674
148,0,25240,D.A. Points,3.58,58,1620
150,0,12652,Cameron Beckman,3.59,44,1224
150,0,24925,Jonathan Byrd,3.59,55,1530
150,0,20574,Mathew Goggin,3.59,55,1530
150,0,23548,Bill Lunde,3.59,51,1422
154,0,25900,Lucas Glover,3.60,48,1332
155,0,20691,Greg Owen,3.62,45,1242
156,0,06643,Paul Goydos,3.63,51,1404
156,0,06012,Greg Kraft,3.63,34,936
158,0,24358,Robert Garrigus,3.68,47,1278
159,0,26695,Michael Letzig,3.70,56,1512
160,0,24490,George McNeill,3.73,53,1422
160,0,22056,Cameron Percy,3.73,49,1314
162,0,24227,Justin Bolli,3.74,37,990
163,0,23307,Roger Tambellini,3.75,52,1386
164,0,26851,Marc Leishman,3.77,59,1566
164,0,24781,Hunter Mahan,3.77,57,1512
166,0,27770,Camilo Villegas,3.78,49,1296
167,0,27936,Martin Laird,3.85,63,1638
168,0,24140,Sean O'Hair,3.86,57,1476
168,0,23788,D.J. Trahan,3.86,64,1656
170,0,24912,Will MacKenzie,3.94,51,1296
171,0,22913,John Rollins,3.98,58,1458
172,0,01249,John Daly,4.06,46,1134
172,0,21209,Sergio Garcia,4.06,38,936
174,0,26287,Roland Thatcher,4.09,53,1296
175,0,26392,Chris Wilson,4.10,48,1170
176,0,20105,Jeff Gove,4.19,43,1026
177,0,01766,Billy Mayfair,4.20,59,1404
178,0,28087,Kris Blanks,4.21,69,1638
178,0,25686,Jason Dufner,4.21,66,1566
180,0,33419,Cameron Tringale,4.24,42,990
181,0,23621,Rory Sabbatini,4.27,60,1404
182,0,06567,Vijay Singh,4.28,57,1332
183,0,28780,Nicholas Thompson,4.29,68,1584
184,0,01797,Rocco Mediate,4.30,55,1278
184,0,27302,Garth Mulroy,4.30,41,954
186,0,01945,Kenny Perry,4.33,53,1224
187,0,01706,Davis Love III,4.36,62,1422
188,0,24502,Adam Scott,4.41,54,1224
189,0,23349,Charles Warren,4.43,51,1152
190,0,01161,Mark Calcavecchia,4.67,42,900
190,0,27436,Graham DeLaet,4.67,74,1584
192,0,20378,Mathias Grönberg,4.92,54,1098
