RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,20157,Retief Goosen,.93,3,324
2,0,24846,Ricky Barnes,.99,5,504
3,0,20766,Padraig Harrington,1.31,4,306
3,0,12705,Cliff Kresge,1.31,4,306
5,0,25364,Paul Casey,1.39,4,288
6,0,01313,Steve Elkington,1.52,6,396
7,0,25345,Carl Pettersson,1.53,8,522
8,0,01619,Skip Kendall,1.54,5,324
9,0,21961,Charles Howell III,1.59,8,504
9,0,22122,Andrew McLardy,1.59,6,378
11,0,20127,Chris Riley,1.62,7,432
12,0,25720,Chad Collins,1.71,8,468
13,0,29285,Brent Delahoussaye,1.85,7,378
13,0,25632,Jimmy Walker,1.85,9,486
15,0,19846,Brian Gay,1.92,10,522
15,0,27649,Brandt Snedeker,1.92,9,468
15,0,23325,Vaughn Taylor,1.92,9,468
18,0,26596,Ryan Moore,1.93,8,414
19,0,24663,Y.E. Yang,1.94,7,360
20,0,21350,Ryuji Imada,1.98,10,504
21,0,07457,Steve Flesch,2.00,9,450
22,0,06522,Ernie Els,2.05,7,342
22,0,22378,Trevor Immelman,2.05,7,342
22,0,27770,Camilo Villegas,2.05,7,342
25,0,20593,Greg Chalmers,2.06,10,486
25,0,26300,Matt Jones,2.06,10,486
27,0,09011,David Duval,2.08,9,432
27,0,12716,Charley Hoffman,2.08,9,432
29,0,28475,Jeff Overton,2.14,10,468
30,0,20070,Matt Bettencourt,2.15,12,558
31,0,20848,Ángel Cabrera,2.16,7,324
31,0,28307,Matt Every,2.16,7,324
31,0,10423,Mike Weir,2.16,7,324
34,0,08537,J.P. Hayes,2.22,10,450
34,0,23108,Matt Kuchar,2.22,10,450
34,0,32617,Jerod Turner,2.22,8,360
37,0,23353,J.J. Henry,2.26,11,486
37,0,23320,Ryan Palmer,2.26,11,486
39,0,01941,Tom Pernice Jr.,2.27,9,396
39,0,25804,Bubba Watson,2.27,9,396
41,0,22621,Ben Curtis,2.31,10,432
41,0,12714,Chris Tidland,2.31,10,432
43,0,23983,Luke Donald,2.34,8,342
44,0,24138,Ian Poulter,2.38,6,252
45,0,01329,Brad Faxon,2.42,10,414
46,0,27797,Derek Lamely,2.47,12,486
46,0,08375,Paul Stankowski,2.47,8,324
46,0,20160,Charlie Wi,2.47,12,486
46,0,12602,Dean Wilson,2.47,8,324
50,0,07363,Craig Bowden,2.50,9,360
51,0,20098,Stuart Appleby,2.51,14,558
51,0,27466,Spencer Levin,2.51,14,558
53,0,24358,Robert Garrigus,2.53,10,396
54,0,12782,Tim Herron,2.55,11,432
54,0,21731,Freddie Jacobson,2.55,11,432
54,0,20436,Garrett Willis,2.55,11,432
57,0,22371,Aaron Baddeley,2.56,12,468
57,0,20572,Rod Pampling,2.56,12,468
57,0,23307,Roger Tambellini,2.56,12,468
60,0,20850,Daniel Chopra,2.58,13,504
60,0,27214,Kevin Streelman,2.58,13,504
62,0,28237,Rory McIlroy,2.59,7,270
62,0,20645,John Senden,2.59,14,540
64,0,06515,Shaun Micheel,2.65,10,378
64,0,02239,Scott Verplank,2.65,10,378
66,0,23135,Tim Clark,2.66,11,414
66,0,11123,Chris Couch,2.66,11,414
68,0,24507,Jason Bohn,2.67,12,450
68,0,23718,Nathan Green,2.67,13,486
68,0,25396,Kevin Na,2.67,12,450
68,0,24361,Pat Perez,2.67,13,486
72,0,10885,Robert Allenby,2.78,10,360
72,0,01249,John Daly,2.78,10,360
72,0,23638,Brendon de Jonge,2.78,16,576
72,0,25900,Lucas Glover,2.78,11,396
72,0,06514,Kevin Johnson,2.78,13,468
72,0,21949,Joe Ogilvie,2.78,16,576
72,0,30946,Alex Prugh,2.78,14,504
72,0,06527,Steve Stricker,2.78,9,324
72,0,02206,David Toms,2.78,12,432
72,0,23623,Bo Van Pelt,2.78,14,504
82,0,08075,Jerry Kelly,2.87,15,522
82,0,10585,Scott McCarron,2.87,15,522
84,0,26420,Richard Johnson,2.88,14,486
84,0,25892,Steve Wheatcroft,2.88,14,486
86,0,12652,Cameron Beckman,2.89,13,450
86,0,06643,Paul Goydos,2.89,13,450
86,0,22056,Cameron Percy,2.89,13,450
89,0,28089,Jason Day,2.90,12,414
89,0,27095,Nick Watney,2.90,12,414
91,0,25562,Andres Romero,2.91,11,378
92,0,01945,Kenny Perry,2.92,10,342
93,0,01948,Tim Petrovic,2.95,17,576
94,0,20498,Briny Baird,2.98,15,504
95,0,24024,Zach Johnson,3.01,13,432
96,0,20229,Stewart Cink,3.03,12,396
96,0,28620,Aron Price,3.03,12,396
96,0,22405,Justin Rose,3.03,12,396
99,0,27933,John Merrick,3.05,17,558
100,0,07867,Woody Austin,3.07,16,522
100,0,32640,Troy Merritt,3.07,16,522
100,0,25190,Jeff Quinney,3.07,16,522
103,0,26679,Kevin Stadler,3.09,15,486
104,0,23613,Rich Barcelo,3.11,14,450
104,0,24924,Bill Haas,3.11,14,450
104,0,27613,David Lutterus,3.11,14,450
107,0,23322,Brett Wetterich,3.13,9,288
108,0,12755,Vance Veazey,3.14,13,414
109,0,26301,James Nitties,3.15,17,540
110,0,20574,Mathew Goggin,3.17,16,504
110,0,26951,Johnson Wagner,3.17,16,504
112,0,12510,Chad Campbell,3.21,15,468
112,0,01320,Bob Estes,3.21,15,468
112,0,22913,John Rollins,3.21,15,468
115,0,06621,Joe Durant,3.22,11,342
115,0,24502,Adam Scott,3.22,11,342
117,0,29221,Webb Simpson,3.23,18,558
118,0,06251,Chris DiMarco,3.24,14,432
119,0,06004,Stephen Ames,3.28,13,396
120,0,08725,Tom Gillis,3.29,16,486
120,0,24490,George McNeill,3.29,16,486
120,0,27963,Chris Stroud,3.29,16,486
123,0,10809,Jim Furyk,3.33,12,360
124,0,31560,Brian Stuard,3.37,17,504
125,0,26881,Jarrod Lyle,3.40,11,324
126,0,10860,Justin Leonard,3.42,16,468
126,0,23800,Bryce Molder,3.42,16,468
126,0,26287,Roland Thatcher,3.42,16,468
129,0,25240,D.A. Points,3.45,18,522
129,0,07749,Brett Quigley,3.45,18,522
131,0,01116,Michael Bradley,3.47,15,432
131,0,01161,Mark Calcavecchia,3.47,10,288
131,0,21753,Brian Davis,3.47,20,576
131,0,01706,Davis Love III,3.47,15,432
135,0,01707,Steve Lowery,3.56,16,450
135,0,23621,Rory Sabbatini,3.56,16,450
137,0,20472,Alex Cejka,3.57,18,504
138,0,01810,Phil Mickelson,3.61,13,360
139,0,24227,Justin Bolli,3.62,15,414
139,0,23541,Ben Crane,3.62,15,414
