RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
64,0,34360,Patrick Reed,.399,.199,-.049,.250,84
65,0,47959,Bryson DeChambeau,.383,.420,-.020,-.016,73
66,0,28252,Seamus Power,.364,-.067,.202,.229,68
67,0,25493,Nick Taylor,.342,.168,.053,.121,83
68,0,30692,Scott Stallings,.339,.049,.375,-.084,68
69,0,27974,Sung Kang,.325,.255,.251,-.182,82
70,0,21961,Charles Howell III,.320,.016,.223,.081,68
71,0,26596,Ryan Moore,.319,-.006,.498,-.173,65
71,0,34264,Hudson Swafford,.319,.454,.202,-.337,76
73,0,27095,Nick Watney,.284,-.063,.585,-.238,64
74,0,25804,Bubba Watson,.272,.647,-.175,-.201,53
75,0,24140,Sean O'Hair,.269,.252,.118,-.101,70
76,0,23353,J.J. Henry,.258,.208,.050,.000,75
77,0,25818,Scott Piercy,.251,.190,.311,-.250,49
78,0,32448,James Hahn,.223,.177,.016,.030,81
79,0,24024,Zach Johnson,.215,-.005,-.007,.226,68
80,0,33413,Ben Martin,.208,.138,.297,-.227,70
81,0,46550,Brandon Hagy,.184,.459,-.393,.118,69
82,0,32333,Kevin Tway,.172,.288,-.168,.053,74
83,0,33122,Russell Knox,.165,.102,.181,-.119,54
84,0,31420,Anirban Lahiri,.149,.234,-.143,.059,59
85,0,49771,J.T. Poston,.147,.156,.053,-.062,73
86,0,27644,Brian Harman,.146,.015,-.198,.329,86
86,0,34213,Grayson Murray,.146,.353,-.032,-.176,85
88,0,33399,Adam Hadwin,.143,.003,.183,-.044,79
89,0,27963,Chris Stroud,.139,-.094,.173,.060,48
90,0,25632,Jimmy Walker,.138,-.258,.518,-.123,50
91,0,19803,Ryan Armour,.136,.020,.121,-.005,49
92,0,22056,Cameron Percy,.123,-.019,.266,-.123,55
93,0,26300,Matt Jones,.108,.073,-.468,.503,51
94,0,28132,Tyrone Van Aswegen,.103,-.067,.084,.085,80
95,0,29926,Danny Lee,.078,.037,.304,-.263,76
96,0,34431,Robert Streb,.075,-.159,-.072,.305,84
97,0,25240,D.A. Points,.071,-.436,.421,.087,58
98,0,46601,Trey Mullinax,.063,.427,-.195,-.169,70
99,0,20157,Retief Goosen,.035,-.001,.009,.027,41
100,0,39975,Michael Kim,.017,-.247,.158,.106,84
101,0,33418,Shawn Stefani,.014,.010,-.119,.122,60
102,0,29720,Andres Gonzales,-.003,-.104,-.089,.190,57
103,0,34409,David Lingmerth,-.009,-.032,.054,-.031,69
104,0,28420,Ryan Brehm,-.023,.137,-.060,-.099,65
105,0,34174,John Huh,-.026,-.049,-.020,.043,76
106,0,23325,Vaughn Taylor,-.033,-.001,.135,-.168,76
107,0,10809,Jim Furyk,-.036,-.491,.492,-.036,44
108,0,46440,Smylie Kaufman,-.040,.091,-.059,-.073,63
109,0,26758,David Hearn,-.044,-.175,.016,.115,71
110,0,39324,J.J. Spaun,-.045,.316,-.122,-.240,72
111,0,29289,S.Y. Noh,-.058,-.541,.044,.439,75
112,0,25572,Graeme McDowell,-.062,.085,-.036,-.111,50
112,0,25834,Daniel Summerhays,-.062,-.050,-.062,.051,82
112,0,25349,Tim Wilkinson,-.062,-.289,-.310,.538,46
115,0,23541,Ben Crane,-.068,-.150,-.024,.105,69
115,0,29223,Sam Saunders,-.068,.348,-.136,-.280,61
117,0,31202,William McGirt,-.072,.257,-.193,-.137,72
118,0,29908,C.T. Pan,-.074,.052,-.092,-.034,76
119,0,40058,Zac Blair,-.078,-.155,-.141,.218,81
120,0,29420,Billy Horschel,-.080,.224,.020,-.324,80
121,0,20472,Alex Cejka,-.093,-.020,-.200,.127,62
122,0,20771,Steven Alker,-.103,-.289,-.212,.398,51
123,0,32200,Roberto Castro,-.114,-.244,.099,.031,54
124,0,29740,Brad Fritsch,-.122,-.432,.235,.075,42
125,0,33461,Morgan Hoffmann,-.138,.165,-.419,.115,82
126,0,29476,Kyle Reifers,-.143,-.023,-.337,.218,74
127,0,32640,Troy Merritt,-.146,-.118,-.018,-.009,70
128,0,30926,Chris Kirk,-.155,-.315,.101,.059,70
129,0,20572,Rod Pampling,-.158,-.110,-.231,.183,66
130,0,19846,Brian Gay,-.168,-.417,-.006,.254,69
131,0,23497,Tag Ridings,-.173,.295,-.356,-.111,50
132,0,27770,Camilo Villegas,-.182,-.524,.107,.235,62
133,0,48822,Sebastián Muñoz,-.188,.031,-.077,-.143,39
134,0,22046,Geoff Ogilvy,-.195,-.064,-.327,.196,67
135,0,22371,Aaron Baddeley,-.216,-.782,.256,.310,46
136,0,47128,Richy Werenski,-.223,.203,-.123,-.303,61
137,0,28500,Martin Flores,-.257,-.024,.047,-.280,67
138,0,29222,Billy Hurley III,-.263,-.812,.432,.117,69
139,0,33419,Cameron Tringale,-.265,-.750,.089,.396,65
140,0,24846,Ricky Barnes,-.286,-.638,.238,.114,77
140,0,27958,Ryan Blaum,-.286,-.198,-.032,-.057,82
142,0,35532,Tom Hoge,-.293,-.352,.235,-.176,39
143,0,33120,Mark Anderson,-.309,-.149,-.241,.082,42
144,0,35506,Mackenzie Hughes,-.320,.021,-.404,.063,96
145,0,26499,Rafa Cabrera Bello,-.326,-.223,-.171,.068,46
146,0,31560,Brian Stuard,-.333,-.340,.171,-.164,69
147,0,34099,Harris English,-.336,-.644,.138,.169,72
148,0,48084,Wesley Bryan,-.337,-.899,.421,.141,77
149,0,34358,Jonathan Randolph,-.340,.030,-.221,-.149,51
150,0,29479,Scott Brown,-.344,.143,-.225,-.262,78
151,0,30191,Julián Etulain,-.385,-.035,-.292,-.058,51
152,0,35545,Blayne Barber,-.389,.041,-.123,-.306,67
153,0,28679,Fabián Gómez,-.402,.022,-.429,.006,51
154,0,40009,Dominic Bozzelli,-.417,.051,-.342,-.125,55
155,0,27466,Spencer Levin,-.430,-.161,-.195,-.073,67
156,0,20104,Ken Duke,-.435,-.179,-.256,.000,60
157,0,24357,K.J. Choi,-.439,-.141,-.511,.213,54
158,0,26951,Johnson Wagner,-.456,-.081,-.088,-.287,57
159,0,32757,Patton Kizzire,-.475,-.744,.290,-.021,72
160,0,36801,Mark Hubbard,-.502,-.539,.101,-.064,61
161,0,35879,Kelly Kraft,-.524,-.205,.159,-.479,65
162,0,25720,Chad Collins,-.533,-.573,-.254,.294,54
163,0,25191,Gonzalo Fernandez-Castaño,-.567,-.375,-.312,.120,44
164,0,46732,Rick Lamb,-.570,.686,-.578,-.678,38
165,0,37455,Si Woo Kim,-.573,-.236,-.447,.110,60
166,0,35110,Brett Drewitt,-.578,-.209,-.314,-.054,43
167,0,34466,Peter Malnati,-.635,-.262,-.563,.190,73
168,0,25892,Steve Wheatcroft,-.641,.259,-.953,.054,40
169,0,36699,Patrick Rodgers,-.650,-.044,-.529,-.077,66
170,0,37454,Whee Kim,-.651,-.665,-.148,.163,62
171,0,22986,Søren Kjeldsen,-.655,-.424,-.090,-.142,34
172,0,23983,Luke Donald,-.657,-1.001,-.078,.422,43
173,0,31416,Derek Fathauer,-.740,-.456,-.136,-.149,64
174,0,29485,Brett Stegmaier,-.751,-.141,-.117,-.493,58
175,0,46443,Brian Campbell,-.812,.063,-.750,-.126,41
176,0,24781,Hunter Mahan,-.837,.376,-.886,-.326,59
177,0,20593,Greg Chalmers,-.850,-.496,-.529,.175,68
178,0,27895,Jonas Blixt,-.877,-.300,-.614,.037,59
179,0,30852,Ryo Ishikawa,-.928,-.580,-.328,-.021,43
180,0,39954,Cody Gribble,-.985,-.338,-.586,-.061,70
181,0,24507,Jason Bohn,-1.007,-.685,-.246,-.076,62
182,0,32150,Michael Thompson,-1.013,-.431,-.373,-.208,44
183,0,28093,Miguel Angel Carballo,-1.038,.139,-1.035,-.142,43
184,0,06522,Ernie Els,-1.136,-.565,-.504,-.067,37
185,0,35300,Andrew Loupe,-1.175,-.348,-.424,-.403,47
186,0,28307,Matt Every,-1.182,-.734,-.141,-.306,61
187,0,23800,Bryce Molder,-1.229,-1.098,-.431,.301,64
188,0,25345,Carl Pettersson,-1.456,-1.123,-.385,.052,52
189,0,37278,Nicholas Lindheim,-1.621,-.733,-.578,-.311,44
190,0,25274,Steven Bowditch,-2.739,-1.717,-1.260,.238,45
