RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
141,0,02010,Loren Roberts,43.43,43,99,+7.00
142,0,01331,Rick Fehr,43.40,46,106,E
143,0,01797,Rocco Mediate,43.28,58,134,-5.00
144,0,01676,Ted Lehmann,43.24,48,111,+7.00
144,0,02180,Harry Taylor,43.24,32,74,+5.00
146,0,01943,Chris Perry,43.06,62,144,-3.00
147,0,01777,John McComish,42.86,33,77,+10.00
147,0,01782,Mike McCullough,42.86,36,84,+5.00
149,0,02094,Tony Sills,42.74,50,117,+6.00
150,0,01949,Mark Pfeil,42.70,38,89,E
151,0,01887,Mark O'Meara,42.11,48,114,-10.00
152,0,01584,Doug Johnson,41.96,47,112,+19.00
153,0,01248,Rick Dalpos,41.90,44,105,+9.00
153,0,02239,Scott Verplank,41.90,44,105,+3.00
155,0,01892,Aki Ohmachi,41.84,41,98,+1.00
156,0,02126,Bruce Soulsby,41.79,56,134,E
157,0,01526,David Hobby,41.76,38,91,+20.00
158,0,01206,Bobby Cole,41.67,50,120,+8.00
158,0,01755,Dick Mast,41.67,65,156,-3.00
160,0,01654,Gary Krueger,41.38,48,116,+3.00
161,0,02111,Mike Smith,41.33,31,75,+3.00
162,0,02190,Doug Tewell,41.30,38,92,-7.00
163,0,02279,Mark Wiebe,41.23,87,211,+10.00
164,0,01448,Tony Grimes,41.18,35,85,+8.00
164,0,01851,Bob Murphy,41.18,56,136,+18.00
166,0,01569,Peter Jacobsen,40.95,43,105,E
167,0,02246,Duffy Waldorf,40.87,47,115,+6.00
168,0,01179,Antonio Cerda,40.71,57,140,+7.00
169,0,01534,John Horne,40.48,34,84,+8.00
170,0,01385,Jim Gallagher Jr.,40.44,55,136,+6.00
171,0,01436,David Graham,40.43,38,94,+5.00
172,0,01392,Tom Garner,40.18,45,112,+10.00
173,0,01549,Mike Hulbert,39.87,61,153,-8.00
174,0,02255,Denis Watson,39.82,45,113,-8.00
175,0,01261,Jay Delsing,39.31,57,145,-6.00
176,0,01361,Dan Forsman,39.24,62,158,-6.00
177,0,02016,Bill Rogers,39.09,43,110,+12.00
178,0,01717,Sandy Lyle,38.46,25,65,-7.00
179,0,02023,Clarence Rose,38.18,63,165,-17.00
180,0,01945,Kenny Perry,37.50,39,104,+5.00
181,0,02133,Craig Stadler,36.84,35,95,-18.00
182,0,01446,Brad Greer,36.63,37,101,+18.00
183,0,01068,Andy Bean,36.49,27,74,+6.00
184,0,01522,Lon Hinkle,35.87,33,92,+4.00
185,0,01682,Wayne Levi,35.71,40,112,-5.00
186,0,01938,David Peoples,34.44,31,90,+13.00
187,0,01513,Denny Hepler,33.73,28,83,+12.00
188,0,02287,Jim Wilson,32.18,28,87,+22.00
