RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,08793,Tiger Woods,69.15,3734,54
2,0,06567,Vijay Singh,69.50,5004,72
3,0,23541,Ben Crane,69.54,2712,39
4,0,10809,Jim Furyk,69.91,3915,56
5,0,21209,Sergio Garcia,69.93,3077,44
6,0,01945,Kenny Perry,70.04,3572,51
7,0,06527,Steve Stricker,70.10,2173,31
8,0,08123,Jeff Brehaut,70.14,2525,36
9,0,02206,David Toms,70.16,3087,44
10,0,06573,Brandt Jobe,70.21,2949,42
11,0,24140,Sean O'Hair,70.22,3160,45
12,0,21407,Arjun Atwal,70.28,2038,29
13,0,06034,Marco Dawson,70.29,2671,38
14,0,01810,Phil Mickelson,70.39,3097,44
15,0,02239,Scott Verplank,70.41,3239,46
16,0,20157,Retief Goosen,70.42,2324,33
17,0,20094,Jonathan Kaye,70.43,2465,35
18,0,23353,J.J. Henry,70.47,3171,45
19,0,22371,Aaron Baddeley,70.48,2960,42
19,0,22295,Darron Stiles,70.48,2819,40
21,0,22293,Heath Slocum,70.49,3031,43
22,0,20663,Brenden Pappas,70.52,1622,23
23,0,23135,Tim Clark,70.53,3315,47
23,0,23325,Vaughn Taylor,70.53,3456,49
25,0,22046,Geoff Ogilvy,70.54,3527,50
26,0,10860,Justin Leonard,70.55,3104,44
26,0,06373,José María Olazábal,70.55,2046,29
28,0,25900,Lucas Glover,70.56,2752,39
29,0,26758,David Hearn,70.58,2188,31
30,0,01139,Olin Browne,70.59,3459,49
31,0,01142,Bart Bryant,70.60,3318,47
32,0,06621,Joe Durant,70.61,2895,41
33,0,01685,J.L. Lewis,70.62,3319,47
33,0,02010,Loren Roberts,70.62,2048,29
35,0,21633,Steve Allan,70.64,3320,47
35,0,08385,Omar Uresti,70.64,2543,36
37,0,24507,Jason Bohn,70.65,3603,51
38,0,20572,Rod Pampling,70.68,2827,40
38,0,21878,Mark Wilson,70.68,2615,37
40,0,20628,Arron Oberholser,70.69,2545,36
40,0,20548,Hidemichi Tanaka,70.69,3181,45
42,0,12510,Chad Campbell,70.73,3183,45
42,0,01766,Billy Mayfair,70.73,3890,55
44,0,20229,Stewart Cink,70.74,3042,43
44,0,01320,Bob Estes,70.74,2759,39
46,0,02223,Bob Tway,70.76,2972,42
47,0,26420,Richard Johnson,70.77,2123,30
48,0,21805,Harrison Frazar,70.78,3822,54
48,0,01948,Tim Petrovic,70.78,3256,46
50,0,21949,Joe Ogilvie,70.79,3327,47
51,0,24357,K.J. Choi,70.80,2832,40
51,0,01381,Fred Funk,70.80,3186,45
53,0,01226,Fred Couples,70.81,2195,31
53,0,01706,Davis Love III,70.81,3045,43
53,0,01724,Jeff Maggert,70.81,2549,36
56,0,10201,Matt Gogel,70.83,2479,35
56,0,25345,Carl Pettersson,70.83,3754,53
56,0,20474,Phillip Price,70.83,2125,30
56,0,23349,Charles Warren,70.83,2975,42
60,0,07867,Woody Austin,70.84,3471,49
60,0,20645,John Senden,70.84,3117,44
60,0,02101,Joey Sindelar,70.84,3896,55
60,0,27095,Nick Watney,70.84,3117,44
64,0,10885,Robert Allenby,70.86,3047,43
65,0,01161,Mark Calcavecchia,70.87,2764,39
65,0,01928,Corey Pavin,70.87,2693,38
65,0,23623,Bo Van Pelt,70.87,3827,54
68,0,20121,Todd Fischer,70.88,3402,48
68,0,08075,Jerry Kelly,70.88,3615,51
70,0,23788,D.J. Trahan,70.90,2765,39
71,0,23983,Luke Donald,70.91,2269,32
71,0,01313,Steve Elkington,70.91,2340,33
71,0,01361,Dan Forsman,70.91,1631,23
74,0,24024,Zach Johnson,70.92,3475,49
74,0,24361,Pat Perez,70.92,3404,48
76,0,23320,Ryan Palmer,70.93,3121,44
77,0,06575,Dudley Hart,70.94,3334,47
78,0,06251,Chris DiMarco,70.95,2980,42
79,0,01577,Lee Janzen,70.97,2129,30
79,0,23725,Brendan Jones,70.97,2626,37
81,0,12782,Tim Herron,70.98,3478,49
81,0,25240,D.A. Points,70.98,3123,44
81,0,22405,Justin Rose,70.98,3478,49
84,0,12645,Brent Geiberger,71.00,2130,30
84,0,01666,Bernhard Langer,71.00,2485,35
84,0,23497,Tag Ridings,71.00,3337,47
84,0,06595,Kevin Sutherland,71.00,2911,41
88,0,20382,Stephen Leaney,71.02,3125,44
89,0,24925,Jonathan Byrd,71.05,3055,43
90,0,23409,James Driscoll,71.06,2487,35
90,0,20378,Mathias Grönberg,71.06,2203,31
90,0,12680,Shigeki Maruyama,71.06,3624,51
90,0,01941,Tom Pernice Jr.,71.06,3553,50
94,0,02104,Jeff Sluman,71.07,3198,45
94,0,12454,Mario Tiziani,71.07,1990,28
96,0,21753,Brian Davis,71.09,2488,35
96,0,21806,Paul Gow,71.09,2275,32
98,0,24980,Scott Gutschewski,71.11,2489,35
99,0,06332,Neal Lancaster,71.12,2987,42
99,0,10425,Jay Williamson,71.12,1849,26
101,0,07749,Brett Quigley,71.13,3343,47
102,0,02214,Kirk Triplett,71.14,2063,29
103,0,12602,Dean Wilson,71.15,3415,48
104,0,08931,Glen Day,71.16,2633,37
104,0,02246,Duffy Waldorf,71.16,2704,38
106,0,21959,Ted Purdy,71.17,4199,59
107,0,20099,Doug Barron,71.18,2420,34
108,0,20850,Daniel Chopra,71.19,3346,47
109,0,01035,Tommy Armour III,71.20,3204,45
109,0,01132,Mark Brooks,71.20,2136,30
111,0,22913,John Rollins,71.21,3347,47
112,0,01388,Robert Gamez,71.22,2920,41
113,0,06197,Michael Allen,71.23,2778,39
114,0,01329,Brad Faxon,71.25,2565,36
114,0,01553,John Huston,71.25,3135,44
116,0,01797,Rocco Mediate,71.27,2352,33
116,0,21951,Joey Snyder III,71.27,3207,45
118,0,12660,Jesper Parnevik,71.28,2780,39
119,0,24781,Hunter Mahan,71.30,3351,47
120,0,12823,Carlos Franco,71.31,2781,39
121,0,06004,Stephen Ames,71.35,2426,34
121,0,21961,Charles Howell III,71.35,3282,46
123,0,01024,Billy Andrade,71.36,3140,44
123,0,01823,Larry Mize,71.36,1570,22
125,0,01157,Tom Byrum,71.38,2784,39
125,0,20623,Gavin Coles,71.38,2284,32
127,0,20098,Stuart Appleby,71.39,3498,49
127,0,12652,Cameron Beckman,71.39,3141,44
129,0,26679,Kevin Stadler,71.43,3143,44
130,0,19846,Brian Gay,71.46,3573,50
131,0,20498,Briny Baird,71.47,3216,45
132,0,01219,John Cook,71.48,2359,33
132,0,10733,Kent Jones,71.48,3145,44
134,0,06515,Shaun Micheel,71.49,3074,43
134,0,02106,Chris Smith,71.49,3646,51
136,0,20766,Padraig Harrington,71.50,1716,24
136,0,20634,Peter Lonard,71.50,3146,44
136,0,26287,Roland Thatcher,71.50,2717,38
139,0,20691,Greg Owen,71.53,3362,47
140,0,24502,Adam Scott,71.55,2719,38
141,0,23322,Brett Wetterich,71.56,2791,39
142,0,23036,Chris Anderson,71.58,2362,33
143,0,23621,Rory Sabbatini,71.62,2793,39
144,0,01473,Todd Hamilton,71.63,3080,43
145,0,01707,Steve Lowery,71.64,3367,47
146,0,21350,Ryuji Imada,71.65,2651,37
147,0,08537,J.P. Hayes,71.66,2293,32
148,0,19824,Craig Barlow,71.68,2652,37
148,0,08725,Tom Gillis,71.68,2652,37
150,0,20433,Mark Hensby,71.69,2294,32
150,0,10585,Scott McCarron,71.69,2581,36
152,0,07223,Brian Bateman,71.70,3155,44
153,0,23108,Matt Kuchar,71.72,2295,32
153,0,24138,Ian Poulter,71.72,1793,25
155,0,19881,Robert Damron,71.73,2869,40
156,0,21731,Freddie Jacobson,71.74,3085,43
157,0,25396,Kevin Na,71.75,3444,48
158,0,24912,Will MacKenzie,71.76,2368,33
159,0,01418,Bill Glasson,71.78,1651,23
159,0,11032,Frank Lickliter II,71.78,3302,46
161,0,24290,D.J. Brigman,71.80,2154,30
162,0,20812,Tjaart van der Walt,71.83,1724,24
163,0,01487,Jeff Hart,71.87,2156,30
164,0,20502,Michael Long,71.88,2372,33
165,0,01042,Paul Azinger,71.89,2013,28
166,0,23552,Hank Kuehne,71.90,2804,39
167,0,22548,Patrick Sheehan,71.92,3524,49
168,0,10423,Mike Weir,71.94,2230,31
169,0,10962,Bradley Hughes,71.96,1655,23
170,0,10117,Bob Heintz,71.97,2519,35
171,0,08545,Glen Hnatiuk,72.00,1728,24
172,0,08993,Franklin Langham,72.02,3025,42
173,0,01457,Jay Haas,72.04,1873,26
174,0,20160,Charlie Wi,72.06,2234,31
175,0,12662,Thomas Levet,72.08,1802,25
176,0,24227,Justin Bolli,72.11,1947,27
177,0,20472,Alex Cejka,72.13,2741,38
177,0,24604,Hunter Haas,72.13,2741,38
179,0,01927,Dennis Paulson,72.16,1804,25
180,0,19972,José Coceres,72.17,2093,29
180,0,01619,Skip Kendall,72.17,2526,35
182,0,01175,Jim Carter,72.19,1949,27
182,0,01677,Tom Lehman,72.19,2310,32
182,0,20396,Lee Westwood,72.19,1949,27
185,0,20127,Chris Riley,72.20,2166,30
186,0,01723,Andrew Magee,72.21,2816,39
187,0,21498,Hideto Tanihara,72.25,1445,20
