RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,24781,Hunter Mahan,4.333,13,3
1,0,01810,Phil Mickelson,4.333,13,3
1,0,22046,Geoff Ogilvy,4.333,26,6
1,0,24361,Pat Perez,4.333,13,3
1,0,27095,Nick Watney,4.333,26,6
6,0,20157,Retief Goosen,4.500,27,6
6,0,26596,Ryan Moore,4.500,27,6
6,0,06527,Steve Stricker,4.500,27,6
9,0,25364,Paul Casey,4.667,28,6
9,0,24357,K.J. Choi,4.667,14,3
9,0,22621,Ben Curtis,4.667,14,3
9,0,28089,Jason Day,4.667,14,3
9,0,23983,Luke Donald,4.667,14,3
9,0,32102,Rickie Fowler,4.667,14,3
9,0,10809,Jim Furyk,4.667,14,3
9,0,21209,Sergio Garcia,4.667,14,3
9,0,25900,Lucas Glover,4.667,28,6
9,0,30925,Dustin Johnson,4.667,28,6
9,0,08075,Jerry Kelly,4.667,14,3
9,0,27936,Martin Laird,4.667,28,6
9,0,28237,Rory McIlroy,4.667,14,3
9,0,28475,Jeff Overton,4.667,14,3
9,0,23621,Rory Sabbatini,4.667,14,3
9,0,06567,Vijay Singh,4.667,14,3
9,0,23623,Bo Van Pelt,4.667,28,6
9,0,02239,Scott Verplank,4.667,14,3
9,0,25804,Bubba Watson,4.667,14,3
28,0,20848,Ángel Cabrera,4.833,29,6
28,0,24024,Zach Johnson,4.833,29,6
28,0,23108,Matt Kuchar,4.833,29,6
28,0,27120,Troy Matteson,4.833,29,6
32,0,06004,Stephen Ames,5.000,15,3
32,0,20098,Stuart Appleby,5.000,15,3
32,0,12510,Chad Campbell,5.000,15,3
32,0,20229,Stewart Cink,5.000,30,6
32,0,23135,Tim Clark,5.000,15,3
32,0,23541,Ben Crane,5.000,15,3
32,0,06522,Ernie Els,5.000,15,3
32,0,19846,Brian Gay,5.000,15,3
32,0,23718,Nathan Green,5.000,15,3
32,0,24924,Bill Haas,5.000,15,3
32,0,27141,J.B. Holmes,5.000,15,3
32,0,10860,Justin Leonard,5.000,15,3
32,0,24140,Sean O'Hair,5.000,30,6
32,0,23320,Ryan Palmer,5.000,15,3
32,0,24138,Ian Poulter,5.000,15,3
32,0,22913,John Rollins,5.000,15,3
32,0,24502,Adam Scott,5.000,15,3
32,0,26289,Boo Weekley,5.000,15,3
32,0,10423,Mike Weir,5.000,15,3
32,0,21878,Mark Wilson,5.000,15,3
52,0,01945,Kenny Perry,5.167,31,6
52,0,22293,Heath Slocum,5.167,31,6
54,0,01116,Michael Bradley,5.333,16,3
54,0,24663,Y.E. Yang,5.333,32,6
56,0,24507,Jason Bohn,5.667,17,3
56,0,20766,Padraig Harrington,5.667,17,3
56,0,27770,Camilo Villegas,5.667,17,3
59,0,22405,Justin Rose,6.000,18,3
