RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
114,0,12782,Tim Herron,225,129,96
116,0,23613,Rich Barcelo,228,116,112
116,0,20580,Andre Stolz,228,79,149
118,0,24925,Jonathan Byrd,230,50,180
119,0,07457,Steve Flesch,231,150,81
119,0,01926,Steve Pate,231,132,99
121,0,25345,Carl Pettersson,232,124,108
122,0,19881,Robert Damron,233,107,126
123,0,01261,Jay Delsing,235,125,110
123,0,12660,Jesper Parnevik,235,163,72
125,0,19825,Darren Clarke,238,118,120
126,0,06575,Dudley Hart,239,148,91
127,0,08537,J.P. Hayes,242,109,133
128,0,08835,Kris Cox,243,71,172
128,0,01619,Skip Kendall,243,85,158
130,0,23063,Scott Hend,244,85,159
131,0,20382,Stephen Leaney,246,142,104
132,0,08931,Glen Day,248,72,176
133,0,20472,Alex Cejka,249,122,127
134,0,07363,Craig Bowden,250,98,152
134,0,02099,Scott Simpson,250,81,169
136,0,20634,Peter Lonard,251,98,153
136,0,01948,Tim Petrovic,251,115,136
138,0,23541,Ben Crane,253,135,118
138,0,10423,Mike Weir,253,158,95
140,0,23552,Hank Kuehne,256,101,155
141,0,24357,K.J. Choi,257,180,77
142,0,10213,Dicky Pride,261,101,160
143,0,12682,Hirofumi Miyase,263,76,187
144,0,11123,Chris Couch,265,82,183
144,0,12760,Danny Ellis,265,140,125
144,0,08385,Omar Uresti,265,105,160
147,0,01666,Bernhard Langer,268,175,93
148,0,06197,Michael Allen,273,158,115
149,0,12394,Tom Carter,275,122,153
150,0,20663,Brenden Pappas,276,125,151
151,0,20378,Mathias Grönberg,281,137,144
152,0,12680,Shigeki Maruyama,286,178,108
153,0,21949,Joe Ogilvie,289,144,145
153,0,02223,Bob Tway,289,183,106
155,0,01938,David Peoples,290,169,121
156,0,01707,Steve Lowery,292,169,123
157,0,22621,Ben Curtis,293,155,138
157,0,01928,Corey Pavin,293,125,168
157,0,02245,Grant Waite,293,161,132
160,0,21731,Freddie Jacobson,295,182,113
161,0,01378,David Frost,299,171,128
162,0,01024,Billy Andrade,300,186,114
162,0,01320,Bob Estes,300,181,119
164,0,08881,Tripp Isenhour,302,163,139
165,0,21407,Arjun Atwal,303,140,163
166,0,06214,Guy Boros,307,125,182
166,0,01361,Dan Forsman,307,161,146
168,0,02049,Gene Sauers,308,137,171
169,0,01771,Blaine McCallister,310,176,134
170,0,20585,Niclas Fasth,312,133,179
171,0,20121,Todd Fischer,313,189,124
171,0,07939,Dan Olsen,313,135,178
173,0,06809,Bob Burns,322,155,167
174,0,10912,Craig Perks,323,176,147
175,0,12753,David Morland IV,325,137,188
176,0,01887,Mark O'Meara,332,166,166
177,0,01042,Paul Azinger,337,190,147
177,0,01761,Len Mattiace,337,145,192
179,0,20593,Greg Chalmers,339,154,185
180,0,06078,Esteban Toledo,340,152,188
181,0,19846,Brian Gay,344,167,177
181,0,01968,Nick Price,344,152,192
183,0,12602,Dean Wilson,345,172,173
184,0,01473,Todd Hamilton,347,190,157
185,0,01132,Mark Brooks,355,165,190
186,0,20127,Chris Riley,357,192,165
187,0,12705,Cliff Kresge,358,172,186
188,0,25237,Kevin Muncrief,359,167,192
189,0,06373,José María Olazábal,360,196,164
189,0,06613,Tommy Tolles,360,185,175
191,0,20104,Ken Duke,361,187,174
192,0,01920,Craig Parry,372,188,184
193,0,01329,Brad Faxon,375,194,181
194,0,22371,Aaron Baddeley,379,184,195
195,0,06527,Steve Stricker,386,195,191
196,0,23338,David Gossett,389,193,196
