RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,23063,Scott Hend,70.35,2030995,288708
2,0,01249,John Daly,70.24,1782553,253798
3,0,08793,Tiger Woods,69.75,1761177,252501
4,0,23322,Brett Wetterich,69.47,2114520,304377
5,0,06567,Vijay Singh,69.08,2767032,400556
6,0,23552,Hank Kuehne,68.75,2294180,333680
7,0,24980,Scott Gutschewski,68.74,2205795,320906
8,0,21209,Sergio Garcia,68.68,1653995,240825
9,0,20663,Brenden Pappas,68.35,1510392,220975
10,0,23725,Brendan Jones,68.29,2224053,325662
11,0,20378,Mathias Grönberg,68.24,1731342,253715
12,0,25900,Lucas Glover,68.23,2402962,352199
13,0,26679,Kevin Stadler,68.21,2469245,362001
14,0,02106,Chris Smith,68.09,2556329,375455
15,0,21805,Harrison Frazar,67.94,2832348,416910
16,0,23497,Tag Ridings,67.83,2506185,369472
17,0,20572,Rod Pampling,67.81,2161164,318692
18,0,23349,Charles Warren,67.78,2431681,358770
19,0,01810,Phil Mickelson,67.77,1542027,227535
20,0,20098,Stuart Appleby,67.73,1969046,290728
21,0,06599,John Elliott,67.72,1586132,234232
22,0,01226,Fred Couples,67.71,1323491,195460
23,0,01945,Kenny Perry,67.67,1889554,279220
24,0,01927,Dennis Paulson,67.60,1692531,250357
25,0,24912,Will MacKenzie,67.56,2060130,304911
25,0,23320,Ryan Palmer,67.56,2455917,363499
27,0,20157,Retief Goosen,67.50,1323449,196078
28,0,22913,John Rollins,67.42,2503417,371321
28,0,26287,Roland Thatcher,67.42,2013126,298607
30,0,20396,Lee Westwood,67.33,1034376,153626
31,0,23788,D.J. Trahan,67.31,2135363,317229
32,0,23540,Jason Allred,67.25,1901220,282713
33,0,19824,Craig Barlow,67.24,1873119,278583
33,0,26758,David Hearn,67.24,1837546,273297
35,0,21633,Steve Allan,67.22,2627571,390916
36,0,06034,Marco Dawson,67.21,2313164,344165
37,0,27095,Nick Watney,67.19,2383083,354675
38,0,20850,Daniel Chopra,67.17,2773345,412902
39,0,24781,Hunter Mahan,67.14,2804428,417727
40,0,01706,Davis Love III,67.13,1726085,257125
40,0,24140,Sean O'Hair,67.13,2637497,392881
42,0,24925,Jonathan Byrd,67.06,2851126,425134
43,0,24502,Adam Scott,66.98,1599792,238837
44,0,10117,Bob Heintz,66.93,1862927,278336
45,0,06332,Neal Lancaster,66.90,2556558,382147
46,0,20094,Jonathan Kaye,66.88,1925117,287850
47,0,24024,Zach Johnson,66.82,2541360,380348
48,0,06573,Brandt Jobe,66.81,2487597,372342
48,0,11032,Frank Lickliter II,66.81,2522880,377603
50,0,20433,Mark Hensby,66.80,1534421,229687
51,0,23409,James Driscoll,66.79,1835489,274797
51,0,23621,Rory Sabbatini,66.79,1870113,280014
53,0,20502,Michael Long,66.76,1933192,289556
54,0,01553,John Huston,66.73,2359365,353577
55,0,23353,J.J. Henry,66.71,2571388,385461
56,0,21959,Ted Purdy,66.67,3054277,458140
57,0,10885,Robert Allenby,66.65,2168242,325327
58,0,21961,Charles Howell III,66.58,2166719,325436
59,0,01361,Dan Forsman,66.57,1364837,205024
60,0,23623,Bo Van Pelt,66.47,2743423,412751
61,0,22046,Geoff Ogilvy,66.44,2212798,333041
61,0,20691,Greg Owen,66.44,2070648,311665
63,0,21407,Arjun Atwal,66.41,1832519,275942
64,0,01685,J.L. Lewis,66.39,2394167,360600
65,0,23325,Vaughn Taylor,66.37,2647599,398936
66,0,12823,Carlos Franco,66.36,1955667,294705
66,0,22405,Justin Rose,66.36,2619383,394714
68,0,01707,Steve Lowery,66.30,2533436,382142
68,0,01723,Andrew Magee,66.30,2091780,315504
70,0,12782,Tim Herron,66.29,2313437,348996
71,0,24507,Jason Bohn,66.28,2433640,367153
72,0,21350,Ryuji Imada,66.27,1988293,300029
73,0,01797,Rocco Mediate,66.26,1918228,289483
74,0,07749,Brett Quigley,66.25,2483907,374924
75,0,24227,Justin Bolli,66.22,1742875,263189
75,0,21949,Joe Ogilvie,66.22,2304042,347933
77,0,20645,John Senden,66.18,2667985,403123
78,0,07867,Woody Austin,66.11,2713820,410509
79,0,08931,Glen Day,66.09,2180179,329904
79,0,24361,Pat Perez,66.09,2203120,333363
81,0,25345,Carl Pettersson,66.01,2731588,413809
81,0,25240,D.A. Points,66.01,2416675,366120
83,0,20812,Tjaart van der Walt,66.00,1567821,237552
84,0,12454,Mario Tiziani,65.95,1779953,269890
85,0,08123,Jeff Brehaut,65.93,1845272,279891
86,0,01161,Mark Calcavecchia,65.91,2273316,344919
87,0,22548,Patrick Sheehan,65.89,2802613,425355
88,0,23614,Rich Beem,65.87,1422911,216027
89,0,12660,Jesper Parnevik,65.86,1997711,303341
90,0,21951,Joey Snyder III,65.83,2704246,410780
91,0,06197,Michael Allen,65.82,2278628,346175
91,0,20498,Briny Baird,65.82,2635547,400440
93,0,02206,David Toms,65.79,1942230,295221
94,0,07223,Brian Bateman,65.74,2494836,379526
95,0,01724,Jeff Maggert,65.73,1806466,274827
96,0,22295,Darron Stiles,65.71,2047562,311592
97,0,10962,Bradley Hughes,65.70,1450490,220766
98,0,20766,Padraig Harrington,65.68,1216187,185182
98,0,20634,Peter Lonard,65.68,1954666,297603
98,0,02101,Joey Sindelar,65.68,2841927,432686
101,0,06621,Joe Durant,65.67,2009261,305985
101,0,01948,Tim Petrovic,65.67,2345744,357189
103,0,24604,Hunter Haas,65.63,2128421,324286
103,0,21498,Hideto Tanihara,65.63,1334737,203364
105,0,01941,Tom Pernice Jr.,65.61,2586469,394211
106,0,08725,Tom Gillis,65.59,1985768,302764
107,0,28088,Matt Davidson,65.58,1469087,224008
107,0,21731,Freddie Jacobson,65.58,1662935,253555
109,0,24290,D.J. Brigman,65.57,1840300,280653
110,0,24357,K.J. Choi,65.56,1636423,249589
110,0,01473,Todd Hamilton,65.56,2184447,333208
112,0,10912,Craig Perks,65.52,1723483,263061
113,0,20474,Phillip Price,65.51,1831626,279611
114,0,01035,Tommy Armour III,65.41,2667095,407778
115,0,12510,Chad Campbell,65.40,2278068,348347
116,0,23541,Ben Crane,65.39,1991622,304557
116,0,01418,Bill Glasson,65.39,1284375,196415
118,0,10585,Scott McCarron,65.38,1754885,268432
119,0,01042,Paul Azinger,65.37,1696524,259527
120,0,01313,Steve Elkington,65.35,1602784,245255
120,0,06515,Shaun Micheel,65.35,1851456,283306
122,0,23135,Tim Clark,65.34,1932522,295770
123,0,26420,Richard Johnson,65.29,1343485,205771
123,0,20548,Hidemichi Tanaka,65.29,2721859,416866
125,0,01142,Bart Bryant,65.21,2282649,350036
125,0,22293,Heath Slocum,65.21,2641241,405062
127,0,12680,Shigeki Maruyama,65.20,2542476,389967
128,0,06595,Kevin Sutherland,65.19,2168948,332708
129,0,08537,J.P. Hayes,65.18,1536366,235710
130,0,01577,Lee Janzen,65.16,1693741,259950
130,0,01766,Billy Mayfair,65.16,2991663,459115
132,0,21753,Brian Davis,65.15,1801590,276514
132,0,06527,Steve Stricker,65.15,1734436,266222
134,0,12645,Brent Geiberger,65.14,1539056,236265
135,0,20099,Doug Barron,65.11,1859154,285550
136,0,08545,Glen Hnatiuk,65.08,1462157,224671
136,0,10733,Kent Jones,65.08,2550984,391989
138,0,07457,Steve Flesch,65.06,1847696,284004
139,0,12652,Cameron Beckman,65.03,2455026,377521
139,0,01677,Tom Lehman,65.03,1497435,230281
139,0,02223,Bob Tway,65.03,1912577,294112
142,0,20472,Alex Cejka,65.01,2006531,308656
142,0,20628,Arron Oberholser,65.01,1487007,228747
142,0,06373,José María Olazábal,65.01,1212645,186534
142,0,20160,Charlie Wi,65.01,1746217,268618
146,0,20229,Stewart Cink,64.95,2088242,321499
147,0,08075,Jerry Kelly,64.94,2208335,340065
148,0,01024,Billy Andrade,64.91,2110020,325093
148,0,06251,Chris DiMarco,64.91,1753369,270130
150,0,01666,Bernhard Langer,64.89,1305557,201208
151,0,10423,Mike Weir,64.85,1386063,213737
152,0,06575,Dudley Hart,64.84,2100729,323995
153,0,22621,Ben Curtis,64.83,1400195,215991
154,0,10201,Matt Gogel,64.81,1975370,304789
155,0,10860,Justin Leonard,64.79,1666111,257157
156,0,23108,Matt Kuchar,64.76,1608098,248320
157,0,22371,Aaron Baddeley,64.74,2185119,337536
158,0,10425,Jay Williamson,64.71,1324441,204659
159,0,21806,Paul Gow,64.70,1977352,305613
160,0,06004,Stephen Ames,64.69,1833717,283447
160,0,12826,Paul Claxton,64.69,1912211,295590
162,0,01388,Robert Gamez,64.66,2326536,359828
163,0,23036,Chris Anderson,64.65,1665913,257662
164,0,02104,Jeff Sluman,64.63,2409102,372737
165,0,02246,Duffy Waldorf,64.45,2039650,316486
166,0,12602,Dean Wilson,64.42,2280247,353983
167,0,08993,Franklin Langham,64.41,2219722,344613
168,0,10809,Jim Furyk,64.40,2118724,328999
169,0,20121,Todd Fischer,64.33,2511228,390344
170,0,01761,Len Mattiace,64.29,2188827,340460
171,0,24138,Ian Poulter,64.26,1055224,164207
171,0,21878,Mark Wilson,64.26,1789251,278435
173,0,25847,Rob Rashell,64.20,1590343,247722
173,0,08385,Omar Uresti,64.20,2121476,330432
175,0,02239,Scott Verplank,64.17,1940279,302374
176,0,02214,Kirk Triplett,64.16,1289617,200999
177,0,01139,Olin Browne,64.15,2397039,373676
178,0,01823,Larry Mize,64.14,1358639,211827
179,0,19881,Robert Damron,64.05,2262086,353197
180,0,01619,Skip Kendall,64.04,1995418,311573
181,0,01127,Danny Briggs,64.03,1752683,273741
182,0,23983,Luke Donald,64.02,1242240,194039
183,0,01320,Bob Estes,63.96,2313302,361668
184,0,01599,Steve Jones,63.95,1343721,210124
185,0,01887,Mark O'Meara,63.91,1446020,226275
186,0,25396,Kevin Na,63.90,2260380,353745
187,0,19846,Brian Gay,63.88,2645167,414089
188,0,19972,José Coceres,63.80,1517302,237822
189,0,12662,Thomas Levet,63.72,1050608,164883
190,0,20382,Stephen Leaney,63.62,2122557,333639
191,0,01457,Jay Haas,63.34,1096500,173126
192,0,01157,Tom Byrum,63.32,2200159,347489
193,0,01219,John Cook,63.28,1673425,264441
194,0,01175,Jim Carter,63.20,1563493,247370
195,0,20127,Chris Riley,63.15,1204396,190731
196,0,01329,Brad Faxon,63.13,1640621,259896
197,0,01381,Fred Funk,63.01,2367831,375757
198,0,01132,Mark Brooks,62.98,1727001,274232
199,0,20623,Gavin Coles,62.65,1788443,285481
200,0,01487,Jeff Hart,62.23,1585406,254767
201,0,02010,Loren Roberts,62.11,1370087,220584
202,0,01928,Corey Pavin,60.71,1668968,274890
