RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,23063,Scott Hend,56.60,694608,122724
2,0,23322,Brett Wetterich,56.12,696556,124110
3,0,08793,Tiger Woods,55.78,573020,102735
4,0,20663,Brenden Pappas,55.39,510172,92109
5,0,24980,Scott Gutschewski,55.26,744664,134748
6,0,01249,John Daly,54.76,586342,107083
7,0,23552,Hank Kuehne,54.67,767443,140375
8,0,01706,Davis Love III,54.54,547062,100303
9,0,06599,John Elliott,54.47,491576,90255
10,0,23725,Brendan Jones,54.17,733375,135390
11,0,01945,Kenny Perry,54.16,529754,97805
12,0,21209,Sergio Garcia,54.09,500075,92447
12,0,25900,Lucas Glover,54.09,802843,148440
14,0,23497,Tag Ridings,54.04,873968,161726
15,0,23540,Jason Allred,53.97,641633,118885
16,0,20378,Mathias Grönberg,53.92,539422,100050
17,0,21805,Harrison Frazar,53.88,945885,175544
18,0,06573,Brandt Jobe,53.84,791356,146971
19,0,02106,Chris Smith,53.78,896175,166649
20,0,06567,Vijay Singh,53.74,860246,160069
21,0,01810,Phil Mickelson,53.67,492770,91808
22,0,26679,Kevin Stadler,53.62,867991,161870
23,0,24502,Adam Scott,53.55,505880,94465
24,0,24912,Will MacKenzie,53.53,685788,128124
25,0,23349,Charles Warren,53.52,813861,152065
26,0,20098,Stuart Appleby,53.48,600754,112327
27,0,10885,Robert Allenby,53.40,730019,136697
27,0,23788,D.J. Trahan,53.40,697588,130644
29,0,27095,Nick Watney,53.39,800719,149969
30,0,24925,Jonathan Byrd,53.38,910411,170553
31,0,20502,Michael Long,53.26,620777,116559
31,0,23320,Ryan Palmer,53.26,793757,149028
33,0,21633,Steve Allan,53.22,892323,167668
34,0,20850,Daniel Chopra,53.10,917011,172687
34,0,26758,David Hearn,53.10,609253,114733
36,0,23353,J.J. Henry,53.07,865471,163075
36,0,24140,Sean O'Hair,53.07,814460,153471
36,0,23621,Rory Sabbatini,53.07,544158,102531
39,0,22046,Geoff Ogilvy,53.02,748902,141250
40,0,01226,Fred Couples,53.00,436089,82288
41,0,12823,Carlos Franco,52.94,707830,133703
42,0,21961,Charles Howell III,52.88,719938,136141
43,0,22913,John Rollins,52.83,798354,151110
44,0,23409,James Driscoll,52.76,647868,122801
45,0,23541,Ben Crane,52.72,543506,103097
45,0,01361,Dan Forsman,52.72,477375,90546
45,0,21959,Ted Purdy,52.72,942746,178809
48,0,21407,Arjun Atwal,52.66,590437,112115
48,0,07749,Brett Quigley,52.66,854975,162364
50,0,01927,Dennis Paulson,52.63,578858,109981
50,0,21951,Joey Snyder III,52.63,892322,169557
52,0,10962,Bradley Hughes,52.60,470994,89546
53,0,24290,D.J. Brigman,52.57,585149,111309
54,0,20691,Greg Owen,52.56,723254,137606
55,0,20433,Mark Hensby,52.55,456080,86782
55,0,20396,Lee Westwood,52.55,284859,54203
57,0,24781,Hunter Mahan,52.54,890380,169480
58,0,12660,Jesper Parnevik,52.48,652530,124332
58,0,24361,Pat Perez,52.48,683226,130197
60,0,20572,Rod Pampling,52.46,647972,123527
61,0,22405,Justin Rose,52.43,869883,165910
62,0,06034,Marco Dawson,52.40,798846,152456
63,0,20094,Jonathan Kaye,52.39,635106,121237
64,0,20645,John Senden,52.36,881374,168319
65,0,01707,Steve Lowery,52.35,876574,167451
66,0,20157,Retief Goosen,52.32,414744,79265
67,0,24507,Jason Bohn,52.31,774232,148004
68,0,07867,Woody Austin,52.28,855883,163722
68,0,01553,John Huston,52.28,768047,146914
70,0,06332,Neal Lancaster,52.27,843338,161337
71,0,12510,Chad Campbell,52.26,683450,130783
71,0,23623,Bo Van Pelt,52.26,929652,177903
73,0,06197,Michael Allen,52.24,745054,142621
74,0,22371,Aaron Baddeley,52.23,739623,141596
75,0,10117,Bob Heintz,52.21,611253,117078
76,0,01941,Tom Pernice Jr.,52.20,888241,170159
77,0,20766,Padraig Harrington,52.16,379118,72690
77,0,12782,Tim Herron,52.16,743048,142442
77,0,25240,D.A. Points,52.16,811402,155561
80,0,20498,Briny Baird,52.11,845589,162276
81,0,25345,Carl Pettersson,52.06,940292,180600
82,0,07223,Brian Bateman,52.05,829272,159322
83,0,26287,Roland Thatcher,52.02,683979,131473
84,0,24227,Justin Bolli,52.00,578993,111344
85,0,22548,Patrick Sheehan,51.96,963750,185463
86,0,01766,Billy Mayfair,51.95,965994,185960
87,0,06373,José María Olazábal,51.92,392014,75497
88,0,01473,Todd Hamilton,51.91,747416,143981
89,0,24024,Zach Johnson,51.89,775566,149464
90,0,23325,Vaughn Taylor,51.87,881966,170029
91,0,01723,Andrew Magee,51.86,679435,131014
92,0,20634,Peter Lonard,51.80,629881,121605
92,0,06515,Shaun Micheel,51.80,633175,122245
94,0,21350,Ryuji Imada,51.79,647505,125024
94,0,10912,Craig Perks,51.79,558618,107861
96,0,24604,Hunter Haas,51.75,708316,136869
97,0,01685,J.L. Lewis,51.72,803426,155333
97,0,02206,David Toms,51.72,570561,110313
99,0,06595,Kevin Sutherland,51.71,722478,139718
100,0,19824,Craig Barlow,51.67,645070,124846
100,0,11032,Frank Lickliter II,51.67,864410,167305
102,0,02101,Joey Sindelar,51.66,996781,192966
103,0,21731,Freddie Jacobson,51.63,518039,100333
104,0,08123,Jeff Brehaut,51.60,614935,119165
105,0,01161,Mark Calcavecchia,51.54,702267,136267
105,0,21498,Hideto Tanihara,51.54,421015,81681
107,0,12454,Mario Tiziani,51.52,577223,112040
108,0,06004,Stephen Ames,51.49,540624,105001
108,0,20628,Arron Oberholser,51.49,476075,92459
110,0,01035,Tommy Armour III,51.47,885210,171984
111,0,26420,Richard Johnson,51.40,438361,85291
112,0,01797,Rocco Mediate,51.38,629735,122566
113,0,21949,Joe Ogilvie,51.31,759896,148101
114,0,12680,Shigeki Maruyama,51.30,778154,151677
115,0,08931,Glen Day,51.29,689497,134443
