RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23063,Scott Hend,80.28,114,142,-0.26
2,0,08793,Tiger Woods,74.14,86,116,-0.30
3,0,23322,Brett Wetterich,67.57,100,148,-0.33
4,0,24980,Scott Gutschewski,66.03,103,156,-0.39
5,0,20663,Brenden Pappas,65.69,67,102,-0.33
6,0,23552,Hank Kuehne,65.63,105,160,-0.29
7,0,01249,John Daly,62.90,78,124,-0.19
8,0,01706,Davis Love III,60.32,76,126,-0.32
9,0,25900,Lucas Glover,55.95,94,168,-0.32
10,0,23497,Tag Ridings,54.40,99,182,-0.40
11,0,06573,Brandt Jobe,53.98,95,176,-0.36
12,0,06599,John Elliott,53.57,60,112,-0.27
13,0,23540,Jason Allred,53.52,76,142,-0.20
14,0,26679,Kevin Stadler,51.63,95,184,-0.32
15,0,01945,Kenny Perry,51.56,66,128,-0.36
16,0,21805,Harrison Frazar,51.49,104,202,-0.34
17,0,23725,Brendan Jones,50.63,80,158,-0.39
18,0,02106,Chris Smith,50.54,94,186,-0.28
19,0,21209,Sergio Garcia,50.00,54,108,-0.31
20,0,20378,Mathias Grönberg,49.14,57,116,-0.51
21,0,06567,Vijay Singh,48.92,91,186,-0.52
22,0,21633,Steve Allan,48.40,91,188,-0.23
23,0,24912,Will MacKenzie,47.95,70,146,-0.26
24,0,24140,Sean O'Hair,47.25,86,182,-0.26
25,0,23349,Charles Warren,47.13,82,174,-0.23
26,0,01927,Dennis Paulson,46.03,58,126,-0.26
27,0,27095,Nick Watney,45.51,81,178,-0.44
28,0,23409,James Driscoll,44.93,62,138,-0.31
29,0,20850,Daniel Chopra,44.12,90,204,-0.39
30,0,20098,Stuart Appleby,43.94,58,132,-0.22
31,0,23353,J.J. Henry,43.75,84,192,-0.30
32,0,20502,Michael Long,43.57,61,140,-0.21
33,0,24502,Adam Scott,43.27,45,104,-0.42
34,0,23320,Ryan Palmer,43.26,77,178,-0.23
35,0,10885,Robert Allenby,43.04,68,158,-0.31
36,0,24925,Jonathan Byrd,42.93,85,198,-0.32
37,0,24290,D.J. Brigman,42.65,58,136,-0.43
38,0,01361,Dan Forsman,42.00,42,100,-0.38
39,0,20572,Rod Pampling,41.67,60,144,-0.40
40,0,23788,D.J. Trahan,40.91,63,154,-0.46
41,0,22046,Geoff Ogilvy,40.74,66,162,-0.32
42,0,21407,Arjun Atwal,40.48,51,126,-0.24
43,0,12823,Carlos Franco,39.71,54,136,-0.43
44,0,01810,Phil Mickelson,39.66,46,116,-0.46
45,0,26758,David Hearn,39.39,52,132,-0.29
45,0,23621,Rory Sabbatini,39.39,52,132,-0.31
47,0,01226,Fred Couples,38.46,40,104,-0.40
48,0,21959,Ted Purdy,38.43,83,216,-0.34
49,0,20157,Retief Goosen,36.67,33,90,-0.39
50,0,01553,John Huston,36.05,62,172,-0.42
51,0,20094,Jonathan Kaye,36.03,49,136,-0.35
52,0,12660,Jesper Parnevik,35.53,54,152,-0.37
53,0,21961,Charles Howell III,35.26,55,156,-0.42
53,0,06332,Neal Lancaster,35.26,67,190,-0.24
53,0,22405,Justin Rose,35.26,67,190,-0.40
56,0,07749,Brett Quigley,35.00,63,180,-0.32
57,0,24781,Hunter Mahan,34.85,69,198,-0.20
58,0,20396,Lee Westwood,34.72,25,72,-0.40
59,0,12510,Chad Campbell,34.62,54,156,-0.26
60,0,06197,Michael Allen,34.52,58,168,-0.22
60,0,20766,Padraig Harrington,34.52,29,84,-0.34
62,0,20645,John Senden,34.34,68,198,-0.44
63,0,23541,Ben Crane,34.29,48,140,-0.40
64,0,22913,John Rollins,34.27,61,178,-0.46
65,0,23623,Bo Van Pelt,33.82,69,204,-0.35
66,0,21951,Joey Snyder III,33.67,66,196,-0.20
67,0,20433,Mark Hensby,33.65,35,104,-0.17
68,0,06034,Marco Dawson,33.54,55,164,-0.27
69,0,07223,Brian Bateman,33.51,63,188,-0.32
70,0,25345,Carl Pettersson,33.01,68,206,-0.13
71,0,26287,Roland Thatcher,32.88,48,146,-0.31
72,0,21350,Ryuji Imada,32.43,48,148,-0.27
73,0,24507,Jason Bohn,32.18,56,174,-0.45
74,0,01685,J.L. Lewis,31.67,57,180,-0.12
74,0,25240,D.A. Points,31.67,57,180,-0.40
76,0,10585,Scott McCarron,31.62,43,136,-0.33
77,0,01723,Andrew Magee,31.41,49,156,-0.41
78,0,10117,Bob Heintz,31.34,42,134,-0.31
79,0,10962,Bradley Hughes,30.77,32,104,-0.34
80,0,12782,Tim Herron,30.59,52,170,-0.25
80,0,24024,Zach Johnson,30.59,52,170,-0.33
82,0,11032,Frank Lickliter II,29.89,55,184,-0.24
83,0,22371,Aaron Baddeley,29.88,49,164,-0.31
84,0,02206,David Toms,29.85,40,134,-0.33
85,0,01707,Steve Lowery,29.79,56,188,-0.32
86,0,07867,Woody Austin,29.69,57,192,-0.46
87,0,19824,Craig Barlow,29.45,43,146,-0.42
88,0,20634,Peter Lonard,29.17,42,144,-0.24
89,0,24604,Hunter Haas,29.11,46,158,-0.26
90,0,06527,Steve Stricker,29.03,36,124,-0.25
91,0,24227,Justin Bolli,28.57,36,126,-0.31
92,0,06373,José María Olazábal,27.91,24,86,-0.25
93,0,06004,Stephen Ames,27.69,36,130,-0.42
94,0,20691,Greg Owen,27.63,42,152,-0.26
95,0,01666,Bernhard Langer,27.45,28,102,-0.32
96,0,06595,Kevin Sutherland,27.11,45,166,-0.44
97,0,12662,Thomas Levet,26.92,21,78,-0.19
98,0,22548,Patrick Sheehan,26.89,57,212,-0.28
99,0,01035,Tommy Armour III,26.77,53,198,-0.42
100,0,12680,Shigeki Maruyama,26.70,47,176,-0.53
101,0,06621,Joe Durant,26.67,40,150,-0.45
102,0,20160,Charlie Wi,26.15,34,130,-0.26
103,0,20498,Briny Baird,26.04,50,192,-0.40
103,0,21498,Hideto Tanihara,26.04,25,96,+0.08
105,0,01473,Todd Hamilton,25.95,41,158,-0.34
106,0,08123,Jeff Brehaut,25.37,34,134,-0.44
107,0,06515,Shaun Micheel,25.35,36,142,-0.36
108,0,23325,Vaughn Taylor,25.26,48,190,-0.60
109,0,01042,Paul Azinger,25.00,32,128,-0.16
110,0,01941,Tom Pernice Jr.,24.74,48,194,-0.13
111,0,01677,Tom Lehman,24.55,27,110,-0.19
112,0,01161,Mark Calcavecchia,24.39,40,164,-0.30
113,0,10733,Kent Jones,24.23,47,194,-0.19
114,0,01766,Billy Mayfair,24.07,52,216,-0.40
115,0,02101,Joey Sindelar,23.56,49,208,-0.41
116,0,24361,Pat Perez,23.46,38,162,-0.24
117,0,01797,Rocco Mediate,23.19,32,138,-0.34
118,0,20229,Stewart Cink,22.37,34,152,-0.35
119,0,23614,Rich Beem,22.22,24,108,-0.33
120,0,24357,K.J. Choi,21.93,25,114,-0.20
121,0,01418,Bill Glasson,21.88,21,96,E
122,0,20472,Alex Cejka,21.43,33,154,-0.42
123,0,08725,Tom Gillis,21.33,32,150,-0.38
124,0,21731,Freddie Jacobson,21.31,26,122,-0.42
125,0,12652,Cameron Beckman,21.20,39,184,-0.28
126,0,21949,Joe Ogilvie,20.59,35,170,-0.09
127,0,08931,Glen Day,20.51,32,156,-0.28
128,0,10860,Justin Leonard,20.49,25,122,-0.24
129,0,23135,Tim Clark,20.42,29,142,-0.28
130,0,01320,Bob Estes,20.24,34,168,-0.41
131,0,01948,Tim Petrovic,20.22,36,178,-0.47
132,0,01577,Lee Janzen,20.15,27,134,-0.19
133,0,12454,Mario Tiziani,20.00,26,130,-0.15
134,0,22295,Darron Stiles,19.74,30,152,-0.37
135,0,01724,Jeff Maggert,19.53,25,128,-0.28
136,0,06575,Dudley Hart,19.38,31,160,-0.26
137,0,12602,Dean Wilson,19.19,33,172,-0.48
138,0,02223,Bob Tway,19.18,28,146,-0.29
139,0,10425,Jay Williamson,18.87,20,106,-0.50
140,0,26420,Richard Johnson,18.75,18,96,-0.44
141,0,01313,Steve Elkington,18.64,22,118,-0.59
142,0,02246,Duffy Waldorf,18.59,29,156,-0.34
143,0,23036,Chris Anderson,18.55,23,124,-0.52
144,0,10423,Mike Weir,18.27,19,104,-0.11
145,0,20628,Arron Oberholser,18.18,20,110,-0.45
146,0,07457,Steve Flesch,18.12,25,138,-0.28
147,0,25847,Rob Rashell,18.03,22,122,-0.18
148,0,12826,Paul Claxton,18.00,27,150,-0.41
148,0,01599,Steve Jones,18.00,18,100,-0.06
150,0,01024,Billy Andrade,17.90,29,162,-0.24
151,0,25396,Kevin Na,17.86,30,168,-0.30
152,0,12645,Brent Geiberger,17.54,20,114,-0.45
153,0,24138,Ian Poulter,17.50,14,80,-0.29
154,0,08537,J.P. Hayes,16.95,20,118,-0.35
155,0,10912,Craig Perks,16.92,22,130,-0.32
156,0,10809,Jim Furyk,16.46,26,158,-0.42
157,0,21878,Mark Wilson,16.43,23,140,-0.26
158,0,22293,Heath Slocum,15.79,30,190,+0.03
159,0,20474,Phillip Price,15.75,23,146,-0.26
160,0,08075,Jerry Kelly,15.29,26,170,-0.38
160,0,08993,Franklin Langham,15.29,26,170,-0.23
162,0,19881,Robert Damron,15.17,27,178,-0.33
162,0,01388,Robert Gamez,15.17,27,178,-0.37
164,0,06251,Chris DiMarco,15.08,19,126,+0.11
165,0,20121,Todd Fischer,14.95,29,194,-0.24
166,0,20548,Hidemichi Tanaka,14.71,30,204,-0.47
167,0,08545,Glen Hnatiuk,14.55,16,110,-0.06
168,0,01142,Bart Bryant,13.86,23,166,-0.30
169,0,10201,Matt Gogel,13.82,21,152,-0.29
170,0,23108,Matt Kuchar,13.79,16,116,-0.38
171,0,01139,Olin Browne,13.74,25,182,-0.44
172,0,20382,Stephen Leaney,13.69,23,168,-0.35
173,0,01761,Len Mattiace,13.41,22,164,-0.14
174,0,20812,Tjaart van der Walt,13.39,15,112,E
175,0,02239,Scott Verplank,13.19,19,144,+0.05
176,0,02104,Jeff Sluman,13.04,24,184,-0.08
177,0,23983,Luke Donald,12.50,11,88,-0.09
177,0,01823,Larry Mize,12.50,12,96,-0.33
179,0,28088,Matt Davidson,12.26,13,106,-0.69
180,0,01619,Skip Kendall,12.18,19,156,+0.16
181,0,20099,Doug Barron,12.14,17,140,-0.41
182,0,19846,Brian Gay,12.12,24,198,-0.33
183,0,22621,Ben Curtis,11.82,13,110,+0.23
184,0,01175,Jim Carter,11.67,14,120,-0.21
185,0,02214,Kirk Triplett,11.46,11,96,-0.09
186,0,08385,Omar Uresti,11.25,18,160,-0.39
187,0,01157,Tom Byrum,11.11,18,162,-0.67
187,0,19972,José Coceres,11.11,12,108,-0.42
189,0,01127,Danny Briggs,11.03,15,136,-0.13
190,0,01887,Mark O'Meara,10.83,13,120,E
191,0,01457,Jay Haas,10.47,9,86,E
192,0,21806,Paul Gow,10.14,15,148,-0.40
193,0,21753,Brian Davis,9.86,14,142,-0.29
194,0,20127,Chris Riley,9.62,10,104,+0.50
195,0,01381,Fred Funk,8.99,16,178,-0.44
196,0,01219,John Cook,8.33,11,132,-0.55
197,0,01487,Jeff Hart,6.56,8,122,+0.50
198,0,01329,Brad Faxon,6.15,8,130,-0.63
199,0,01132,Mark Brooks,5.71,8,140,-0.25
200,0,20623,Gavin Coles,5.00,7,140,-0.43
201,0,01928,Corey Pavin,2.17,3,138,-0.33
202,0,02010,Loren Roberts,1.96,2,102,-1.00
