RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01487,Jeff Hart,39.34,48,122,+0.08
2,0,01928,Corey Pavin,37.68,52,138,-0.06
3,0,01381,Fred Funk,31.46,56,178,-0.07
4,0,20623,Gavin Coles,28.57,40,140,-0.05
5,0,01132,Mark Brooks,27.14,38,140,+0.03
6,0,08385,Omar Uresti,23.75,38,160,+0.03
7,0,01157,Tom Byrum,23.46,38,162,-0.08
8,0,02010,Loren Roberts,21.57,22,102,-0.05
9,0,01175,Jim Carter,20.83,25,120,+0.20
10,0,01329,Brad Faxon,20.77,27,130,E
11,0,25847,Rob Rashell,20.49,25,122,E
12,0,20382,Stephen Leaney,18.45,31,168,+0.10
13,0,01418,Bill Glasson,17.71,17,96,+0.35
14,0,19846,Brian Gay,17.68,35,198,-0.09
15,0,01127,Danny Briggs,17.65,24,136,+0.13
16,0,01619,Skip Kendall,16.67,26,156,+0.12
17,0,12602,Dean Wilson,16.28,28,172,+0.04
18,0,06527,Steve Stricker,16.13,20,124,-0.10
19,0,02214,Kirk Triplett,15.63,15,96,+0.13
20,0,01139,Olin Browne,15.38,28,182,-0.07
21,0,12826,Paul Claxton,15.33,23,150,+0.17
22,0,19881,Robert Damron,15.17,27,178,+0.07
23,0,01219,John Cook,15.15,20,132,E
24,0,24138,Ian Poulter,15.00,12,80,-0.08
25,0,02104,Jeff Sluman,14.67,27,184,-0.07
26,0,10201,Matt Gogel,14.47,22,152,+0.05
27,0,20127,Chris Riley,14.42,15,104,-0.20
28,0,12662,Thomas Levet,14.10,11,78,+0.27
29,0,01457,Jay Haas,13.95,12,86,+0.17
30,0,19972,José Coceres,13.89,15,108,+0.07
31,0,22293,Heath Slocum,13.68,26,190,+0.04
32,0,01677,Tom Lehman,13.64,15,110,-0.13
32,0,20628,Arron Oberholser,13.64,15,110,+0.27
34,0,20099,Doug Barron,13.57,19,140,-0.26
35,0,01823,Larry Mize,13.54,13,96,-0.15
36,0,08993,Franklin Langham,13.53,23,170,+0.13
36,0,21949,Joe Ogilvie,13.53,23,170,-0.09
38,0,21806,Paul Gow,13.51,20,148,+0.10
39,0,10423,Mike Weir,13.46,14,104,E
40,0,20121,Todd Fischer,13.40,26,194,+0.15
41,0,10425,Jay Williamson,13.21,14,106,+0.29
42,0,25396,Kevin Na,13.10,22,168,+0.05
