RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
115,0,12662,Thomas Levet,35' 3",33413.750,949,Under
115,0,01928,Corey Pavin,35' 3",33415.750,947,Under
115,0,10213,Dicky Pride,35' 3",28171.583,799,Under
115,0,25692,Akio Sadakata,35' 3",31377.667,890,Over
121,0,12645,Brent Geiberger,35' 4",21049.167,596,Under
121,0,20940,Kenichi Kuboya,35' 4",37222.833,1054,Over
121,0,22295,Darron Stiles,35' 4",33765.250,955,Under
121,0,06527,Steve Stricker,35' 4",24476.917,692,Over
125,0,08337,Mike Heinen,35' 5",36657.500,1034,Under
126,0,23036,Chris Anderson,35' 6",36455.667,1028,Under
126,0,19881,Robert Damron,35' 6",39113.667,1101,Under
126,0,23108,Matt Kuchar,35' 6",25657.667,723,Under
129,0,01024,Billy Andrade,35' 7",39875.917,1120,Under
129,0,08123,Jeff Brehaut,35' 7",44778.833,1259,Under
129,0,23621,Rory Sabbatini,35' 7",33879.417,953,Under
132,0,12388,Michael Clark II,35' 8",24080.333,675,Over
132,0,22046,Geoff Ogilvy,35' 8",31897.167,894,Under
132,0,12602,Dean Wilson,35' 8",33496.500,939,Under
135,0,21961,Charles Howell III,35' 9",41784.917,1168,1 Under
135,0,24361,Pat Perez,35' 9",34992.750,979,Over
135,0,20436,Garrett Willis,35' 9",40424.667,1132,Under
138,0,23541,Ben Crane,35' 10",36666.583,1024,Under
139,0,07941,Mike Grob,35' 11",34217.417,952,Under
139,0,23552,Hank Kuehne,35' 11",29109.000,811,Under
139,0,01677,Tom Lehman,35' 11",28378.833,791,Under
139,0,08339,Spike McRoy,35' 11",42479.250,1184,Under
139,0,26950,John Morgan,35' 11",32699.583,911,Under
139,0,20095,Carl Paulson,35' 11",44000.667,1225,Under
145,0,23614,Rich Beem,36' 1",26799.750,743,Under
145,0,12755,Vance Veazey,36' 1",26587.250,736,Over
147,0,21633,Steve Allan,36' 2",22103.000,611,Over
147,0,26420,Richard Johnson,36' 2",36821.083,1018,Under
147,0,07749,Brett Quigley,36' 2",36132.917,999,Under
147,0,06078,Esteban Toledo,36' 2",45299.083,1253,Under
151,0,20593,Greg Chalmers,36' 3",41677.167,1150,Under
151,0,22621,Ben Curtis,36' 3",28588.583,788,Over
153,0,10201,Matt Gogel,36' 4",29921.917,823,Under
154,0,22371,Aaron Baddeley,36' 5",26646.750,732,Under
154,0,06475,Jeff Klein,36' 5",24738.750,680,Over
154,0,06581,David Sutherland,36' 5",30423.750,836,Under
157,0,01329,Brad Faxon,36' 6",35362.833,969,Under
157,0,01475,Donnie Hammond,36' 6",38660.250,1059,Over
159,0,20029,Notah Begay III,36' 7",38084.917,1041,Under
159,0,20121,Todd Fischer,36' 7",39608.417,1082,Under
161,0,24925,Jonathan Byrd,36' 8",37064.000,1010,Under
161,0,21806,Paul Gow,36' 8",27077.500,738,Under
161,0,01761,Len Mattiace,36' 8",35542.167,970,Under
161,0,10107,Deane Pappas,36' 8",31027.583,846,Under
161,0,20566,Kaname Yokoo,36' 8",22608.917,616,Over
166,0,23177,Kenneth Staton,36' 9",25502.000,694,Over
167,0,20099,Doug Barron,36' 10",38819.667,1054,Under
167,0,08075,Jerry Kelly,36' 10",39391.083,1070,1 Under
167,0,20573,Scott Laycock,36' 10",28183.250,765,Under
167,0,12660,Jesper Parnevik,36' 10",38978.583,1058,Under
171,0,22892,Jason Gore,36' 11",33543.917,909,Over
171,0,10585,Scott McCarron,36' 11",28220.167,764,Under
171,0,01810,Phil Mickelson,36' 11",25893.250,701,Under
174,0,20771,Steven Alker,37' 0",35842.500,968,Under
174,0,12823,Carlos Franco,37' 0",42513.583,1150,Under
174,0,20645,John Senden,37' 0",46460.500,1256,1 Under
177,0,25031,Andy Miller,37' 1",30656.583,826,Under
177,0,06595,Kevin Sutherland,37' 1",33396.583,901,Under
177,0,25450,Ty Tryon,37' 1",20320.333,548,Over
180,0,23656,Jason Caron,37' 3",30509.750,819,Over
181,0,26489,Cameron Yancey,37' 4",23870.417,639,Over
182,0,01249,John Daly,37' 6",20882.417,557,Over
183,0,21878,Mark Wilson,37' 7",35095.667,934,Over
184,0,20568,Anthony Painter,37' 8",36528.000,970,Over
185,0,23034,Brent Schwarzrock,37' 9",25273.417,670,Under
186,0,20574,Mathew Goggin,37' 10",36410.250,963,Under
186,0,01766,Billy Mayfair,37' 10",42521.833,1124,Under
188,0,24356,Jason Buha,38' 1",25960.750,681,Over
189,0,23125,Brad Elder,38' 6",21507.917,559,Over
189,0,07101,Dave Stockton Jr.,38' 6",32509.250,844,Over
