RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
72,0,01446,Brad Greer,2.75,232,844
72,0,02160,Ron Streck,2.75,311,1130
76,0,01945,Kenny Perry,2.74,266,971
77,0,01093,Ronnie Black,2.73,321,1176
77,0,01175,Jim Carter,2.73,313,1148
77,0,01284,Mike Donald,2.73,348,1277
77,0,01654,Gary Krueger,2.73,215,787
77,0,02279,Mark Wiebe,2.73,359,1315
82,0,01192,T.C. Chen,2.72,174,640
82,0,01513,Denny Hepler,2.72,165,607
82,0,01736,Roger Maltbie,2.72,269,989
82,0,02244,Fred Wadsworth,2.72,316,1162
86,0,02049,Gene Sauers,2.71,336,1238
86,0,02099,Scott Simpson,2.71,293,1082
86,0,02239,Scott Verplank,2.71,270,995
89,0,01219,John Cook,2.70,313,1161
89,0,01278,Andy Dillard,2.70,258,957
89,0,01282,Trevor Dodds,2.70,253,938
89,0,01323,Brad Fabel,2.70,221,820
89,0,01701,Bob Lohr,2.70,332,1229
89,0,02267,D.A. Weibring,2.70,274,1014
95,0,01641,Gary Koch,2.69,217,808
95,0,02148,Ray Stewart,2.69,263,977
97,0,01037,Dewey Arnette,2.68,195,727
97,0,01103,Charles Bolling,2.68,312,1166
97,0,01203,Russ Cochran,2.68,373,1392
97,0,01214,Frank Conner,2.68,166,620
97,0,01755,Dick Mast,2.68,321,1199
102,0,01457,Jay Haas,2.67,351,1316
102,0,01790,Pat McGowan,2.67,266,995
102,0,02100,Tim Simpson,2.67,376,1406
105,0,01425,Ernie Gonzalez,2.66,309,1161
105,0,01782,Mike McCullough,2.66,222,836
107,0,01248,Rick Dalpos,2.65,275,1039
107,0,01390,Buddy Gardner,2.65,346,1308
107,0,01499,Mark Hayes,2.65,332,1252
107,0,01878,Andy North,2.65,182,687
107,0,02118,J.C. Snead,2.65,273,1032
112,0,01892,Aki Ohmachi,2.64,241,912
112,0,02322,Richard Zokol,2.64,197,746
114,0,01418,Bill Glasson,2.63,301,1144
114,0,01475,Donnie Hammond,2.63,275,1044
114,0,01771,Blaine McCallister,2.63,333,1268
117,0,01095,Woody Blackburn,2.62,140,535
117,0,01569,Peter Jacobsen,2.62,268,1023
117,0,01639,Kenny Knox,2.62,316,1205
117,0,02126,Bruce Soulsby,2.62,272,1040
121,0,01346,Ed Fiori,2.61,276,1058
121,0,01443,Hubert Green,2.61,202,774
121,0,01723,Andrew Magee,2.61,302,1156
121,0,01797,Rocco Mediate,2.61,297,1137
125,0,01060,Dave Barr,2.60,310,1193
125,0,01949,Mark Pfeil,2.60,153,589
127,0,01179,Antonio Cerda,2.59,274,1059
127,0,01385,Jim Gallagher Jr.,2.59,302,1166
127,0,02152,Dave Stockton,2.59,155,598
130,0,01313,Steve Elkington,2.58,312,1210
130,0,01998,Jack Renner,2.58,278,1079
130,0,02195,Leonard Thompson,2.58,316,1227
133,0,01261,Jay Delsing,2.56,290,1132
133,0,01310,Dave Eichelberger,2.56,279,1089
133,0,01448,Tony Grimes,2.56,183,715
136,0,01006,John Adams,2.55,292,1143
136,0,01077,Mike Bender,2.55,225,882
136,0,01132,Mark Brooks,2.55,264,1036
136,0,01687,Jeff Lewis,2.55,178,697
136,0,01837,Gil Morgan,2.55,168,660
141,0,01306,David Edwards,2.54,211,830
141,0,01501,Vance Heafner,2.54,236,930
141,0,01996,Mike Reid,2.54,323,1270
141,0,02023,Clarence Rose,2.54,357,1407
145,0,01469,Dan Halldorson,2.53,268,1060
145,0,01871,Mike Nicolette,2.53,149,588
147,0,01201,Lennie Clements,2.52,243,965
147,0,01305,Danny Edwards,2.52,237,942
147,0,01877,Tim Norris,2.52,278,1101
150,0,01288,Ed Dougherty,2.51,259,1031
150,0,01549,Mike Hulbert,2.51,351,1401
150,0,02303,Robert Wrenn,2.51,224,893
153,0,01534,John Horne,2.50,163,652
153,0,01715,Mark Lye,2.50,318,1271
155,0,01559,Hale Irwin,2.49,206,826
155,0,01676,Ted Lehmann,2.49,158,634
155,0,02190,Doug Tewell,2.49,235,945
158,0,01129,Bill Britton,2.47,240,971
159,0,01206,Bobby Cole,2.46,293,1192
159,0,01436,David Graham,2.46,167,678
159,0,01593,Philip Jonas,2.46,150,610
159,0,01861,Jim Nelford,2.46,211,858
163,0,01777,John McComish,2.45,213,870
163,0,02010,Loren Roberts,2.45,240,978
163,0,02229,Brett Upper,2.45,231,943
166,0,01061,Ray Barr Jr.,2.44,227,932
167,0,01648,Billy Kratzert,2.43,243,1000
168,0,01526,David Hobby,2.42,173,716
168,0,02246,Duffy Waldorf,2.42,270,1114
170,0,01690,Bruce Lietzke,2.40,217,905
170,0,02016,Bill Rogers,2.40,212,884
172,0,01935,Calvin Peete,2.38,190,797
172,0,01938,David Peoples,2.38,196,823
174,0,01571,Barry Jaeckel,2.36,268,1138
175,0,01725,John Mahaffey,2.35,311,1322
175,0,02098,Jim Simons,2.35,145,616
177,0,01168,David Canipe,2.31,235,1018
177,0,01584,Doug Johnson,2.31,182,789
177,0,02094,Tony Sills,2.31,258,1115
180,0,01392,Tom Garner,2.29,211,920
180,0,02111,Mike Smith,2.29,202,882
180,0,02201,Jim Thorpe,2.29,149,652
183,0,01891,David Ogrin,2.28,253,1109
184,0,02002,John Riegger,2.27,140,616
185,0,02180,Harry Taylor,2.18,218,999
185,0,02287,Jim Wilson,2.18,146,671
187,0,02196,Robert Thompson,2.17,193,889
188,0,02067,Ted Schulz,2.14,182,849
