RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
57,0,12716,Charley Hoffman,14.70,51,347
58,0,33122,Russell Knox,14.71,50,340
59,0,28679,Fabián Gómez,14.89,42,282
59,0,33419,Cameron Tringale,14.89,46,309
61,0,36689,Brooks Koepka,14.92,47,315
61,0,29476,Kyle Reifers,14.92,47,315
63,0,30944,Jason Kokrak,14.98,49,327
64,0,34256,Andrew Putnam,15.02,32,213
65,0,27649,Brandt Snedeker,15.04,51,339
66,0,20771,Steven Alker,15.12,31,205
67,0,25345,Carl Pettersson,15.16,57,376
68,0,23983,Luke Donald,15.21,33,217
69,0,23108,Matt Kuchar,15.25,54,354
69,0,28486,Michael Putnam,15.25,43,282
71,0,29518,Brendan Steele,15.29,50,327
72,0,24490,George McNeill,15.34,50,326
73,0,27436,Graham DeLaet,15.35,35,228
74,0,25369,Jamie Donaldson,15.38,22,143
74,0,34358,Jonathan Randolph,15.38,34,221
76,0,25834,Daniel Summerhays,15.45,55,356
77,0,30946,Alex Prugh,15.47,43,278
78,0,23048,Eric Axley,15.48,26,168
79,0,30925,Dustin Johnson,15.51,47,303
80,0,33667,Carlos Ortiz,15.52,54,348
81,0,26476,Chez Reavie,15.54,30,193
82,0,22056,Cameron Percy,15.64,38,243
83,0,33141,Keegan Bradley,15.65,49,313
83,0,24925,Jonathan Byrd,15.65,36,230
83,0,25892,Steve Wheatcroft,15.65,49,313
86,0,26289,Boo Weekley,15.66,44,281
87,0,34264,Hudson Swafford,15.70,57,363
88,0,27963,Chris Stroud,15.71,49,312
89,0,26329,Louis Oosthuizen,15.72,36,229
90,0,21961,Charles Howell III,15.74,54,343
91,0,35451,Scott Pinckney,15.77,47,298
91,0,29221,Webb Simpson,15.77,44,279
93,0,24781,Hunter Mahan,15.79,45,285
94,0,34099,Harris English,15.88,57,359
95,0,29420,Billy Horschel,15.99,55,344
96,0,27095,Nick Watney,16.00,52,325
97,0,25632,Jimmy Walker,16.06,53,330
98,0,28023,Byron Smith,16.11,29,180
99,0,10809,Jim Furyk,16.14,36,223
99,0,34360,Patrick Reed,16.14,61,378
101,0,25804,Bubba Watson,16.20,46,284
102,0,27936,Martin Laird,16.24,44,271
103,0,23320,Ryan Palmer,16.25,46,283
104,0,29478,Kevin Kisner,16.29,58,356
105,0,24494,Erik Compton,16.33,48,294
106,0,25396,Kevin Na,16.34,58,355
107,0,29720,Andres Gonzales,16.39,49,299
107,0,33448,Justin Thomas,16.39,70,427
109,0,24846,Ricky Barnes,16.41,43,262
110,0,21878,Mark Wilson,16.43,46,280
111,0,28500,Martin Flores,16.44,49,298
112,0,27466,Spencer Levin,16.45,51,310
113,0,25818,Scott Piercy,16.46,54,328
114,0,22371,Aaron Baddeley,16.48,43,261
115,0,25493,Nick Taylor,16.56,53,320
116,0,23541,Ben Crane,16.57,29,175
116,0,26758,David Hearn,16.57,56,338
118,0,01810,Phil Mickelson,16.61,45,271
119,0,29926,Danny Lee,16.63,76,457
120,0,24502,Adam Scott,16.67,29,174
121,0,32448,James Hahn,16.72,55,329
122,0,33399,Adam Hadwin,16.82,54,321
123,0,31416,Derek Fathauer,16.93,43,254
124,0,32640,Troy Merritt,17.01,49,288
125,0,29535,Brice Garnett,17.18,45,262
125,0,35532,Tom Hoge,17.18,50,291
127,0,34262,Jon Curran,17.20,43,250
128,0,32200,Roberto Castro,17.22,26,151
128,0,01706,Davis Love III,17.22,26,151
128,0,33418,Shawn Stefani,17.22,62,360
131,0,34098,Russell Henley,17.25,54,313
132,0,26596,Ryan Moore,17.29,51,295
133,0,35539,Luke Guthrie,17.31,49,283
133,0,22046,Geoff Ogilvy,17.31,27,156
135,0,20766,Padraig Harrington,17.35,34,196
136,0,20157,Retief Goosen,17.39,44,253
136,0,29289,S.Y. Noh,17.39,40,230
138,0,10885,Robert Allenby,17.42,31,178
139,0,27895,Jonas Blixt,17.56,46,262
140,0,30926,Chris Kirk,17.65,45,255
141,0,23353,J.J. Henry,17.69,46,260
142,0,31323,Gary Woodland,17.74,44,248
143,0,31193,Jim Renner,17.78,32,180
144,0,12510,Chad Campbell,17.81,57,320
145,0,23623,Bo Van Pelt,17.82,49,275
146,0,29222,Billy Hurley III,17.83,41,230
147,0,24138,Ian Poulter,18.02,40,222
148,0,35545,Blayne Barber,18.05,48,266
149,0,26851,Marc Leishman,18.07,45,249
150,0,06522,Ernie Els,18.09,34,188
151,0,27064,Jhonattan Vegas,18.18,54,297
152,0,20645,John Senden,18.32,48,262
153,0,20593,Greg Chalmers,18.37,36,196
154,0,32150,Michael Thompson,18.40,53,288
155,0,30852,Ryo Ishikawa,18.59,58,312
156,0,25191,Gonzalo Fernandez-Castaño,18.60,48,258
157,0,34563,Chesson Hadley,18.65,69,370
158,0,21753,Brian Davis,18.68,48,257
159,0,25562,Andres Romero,18.72,41,219
160,0,33486,Roger Sloan,18.75,33,176
161,0,28259,Sangmoon Bae,18.77,64,341
162,0,22293,Heath Slocum,18.90,31,164
163,0,22892,Jason Gore,18.92,49,259
163,0,26331,Charl Schwartzel,18.92,42,222
163,0,28780,Nicholas Thompson,18.92,56,296
166,0,32334,Charlie Beljan,18.95,47,248
167,0,27770,Camilo Villegas,19.01,54,284
168,0,27141,J.B. Holmes,19.03,63,331
169,0,33461,Morgan Hoffmann,19.05,56,294
169,0,06567,Vijay Singh,19.05,52,273
171,0,20104,Ken Duke,19.40,58,299
172,0,25240,D.A. Points,19.55,43,220
173,0,24140,Sean O'Hair,19.61,60,306
174,0,37454,Whee Kim,20.00,49,245
175,0,20472,Alex Cejka,20.13,63,313
176,0,20848,Ángel Cabrera,20.22,36,178
177,0,30692,Scott Stallings,20.95,44,210
178,0,29223,Sam Saunders,21.25,58,273
179,0,37273,Derek Ernst,21.40,49,229
180,0,28307,Matt Every,21.46,44,205
180,0,25349,Tim Wilkinson,21.46,44,205
182,0,24358,Robert Garrigus,21.62,48,222
183,0,29425,Andrew Svoboda,22.40,56,250
184,0,30736,Oscar Fraustro,24.72,44,178
