RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,25198,Francesco Molinari,9.64,16,166
2,0,34130,Sung Joon Park,10.33,22,213
3,0,08075,Jerry Kelly,11.66,33,283
4,0,02206,David Toms,11.67,21,180
5,0,25274,Steven Bowditch,11.86,44,371
6,0,28475,Jeff Overton,12.46,38,305
7,0,24357,K.J. Choi,12.50,25,200
7,0,24924,Bill Haas,12.50,35,280
7,0,20691,Greg Owen,12.50,23,184
10,0,29479,Scott Brown,12.57,43,342
11,0,20229,Stewart Cink,12.64,34,269
12,0,26300,Matt Jones,12.69,41,323
13,0,35541,John Peterson,12.73,34,267
14,0,40026,Daniel Berger,12.81,46,359
15,0,25720,Chad Collins,12.84,33,257
16,0,24024,Zach Johnson,12.97,41,316
16,0,23800,Bryce Molder,12.97,38,293
18,0,25364,Paul Casey,12.99,40,308
19,0,40058,Zac Blair,13.02,44,338
20,0,31557,Jim Herman,13.07,40,306
21,0,32366,Kevin Chappell,13.13,42,320
22,0,34261,Scott Langley,13.23,41,310
23,0,21209,Sergio Garcia,13.36,29,217
24,0,25686,Jason Dufner,13.64,36,264
25,0,23621,Rory Sabbatini,13.65,40,293
26,0,26951,Johnson Wagner,13.66,31,227
27,0,32102,Rickie Fowler,13.67,38,278
28,0,32839,Hideki Matsuyama,13.69,49,358
29,0,28089,Jason Day,13.85,45,325
30,0,23638,Brendon de Jonge,13.88,54,389
31,0,24507,Jason Bohn,13.93,51,366
31,0,39977,Max Homa,13.93,34,244
33,0,27644,Brian Harman,13.95,42,301
34,0,34409,David Lingmerth,14.07,46,327
34,0,36699,Patrick Rodgers,14.07,28,199
36,0,34431,Robert Streb,14.08,59,419
37,0,31560,Brian Stuard,14.09,42,298
38,0,34046,Jordan Spieth,14.10,54,383
39,0,30711,Colt Knost,14.14,42,297
40,0,34174,John Huh,14.29,48,336
41,0,23548,Bill Lunde,14.39,20,139
41,0,22405,Justin Rose,14.39,40,278
43,0,29725,Tony Finau,14.42,60,416
43,0,30927,Brendon Todd,14.42,47,326
45,0,28132,Tyrone Van Aswegen,14.45,25,173
46,0,36801,Mark Hubbard,14.51,37,255
46,0,20396,Lee Westwood,14.51,28,193
48,0,31202,William McGirt,14.53,50,344
48,0,21528,Henrik Stenson,14.53,34,234
50,0,25900,Lucas Glover,14.55,40,275
50,0,34265,Will Wilcox,14.55,31,213
52,0,33413,Ben Martin,14.59,48,329
53,0,10860,Justin Leonard,14.61,26,178
54,0,27933,John Merrick,14.62,37,253
55,0,24361,Pat Perez,14.63,54,369
56,0,27214,Kevin Streelman,14.65,46,314
