RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,28089,Jason Day,12.11,157,1296
2,0,34265,Will Wilcox,12.76,124,972
3,0,34046,Jordan Spieth,13.13,208,1584
4,0,35541,John Peterson,13.29,201,1512
5,0,24507,Jason Bohn,13.51,231,1710
6,0,25720,Chad Collins,13.57,193,1422
7,0,21528,Henrik Stenson,13.61,147,1080
8,0,10809,Jim Furyk,13.72,158,1152
9,0,24024,Zach Johnson,13.86,217,1566
10,0,33122,Russell Knox,13.89,240,1728
11,0,31202,William McGirt,13.92,258,1854
12,0,29222,Billy Hurley III,13.99,199,1422
13,0,32839,Hideki Matsuyama,14.10,231,1638
14,0,23108,Matt Kuchar,14.13,239,1692
15,0,31557,Jim Herman,14.20,225,1584
16,0,40058,Zac Blair,14.21,266,1872
17,0,29478,Kevin Kisner,14.26,267,1872
17,0,25198,Francesco Molinari,14.26,136,954
17,0,33448,Justin Thomas,14.26,272,1908
20,0,34099,Harris English,14.27,262,1836
21,0,24925,Jonathan Byrd,14.44,169,1170
22,0,02206,David Toms,14.46,151,1044
23,0,24924,Bill Haas,14.53,225,1548
24,0,25804,Bubba Watson,14.54,178,1224
25,0,34431,Robert Streb,14.55,288,1980
26,0,08075,Jerry Kelly,14.56,207,1422
26,0,22405,Justin Rose,14.56,173,1188
28,0,23800,Bryce Molder,14.62,229,1566
29,0,25364,Paul Casey,14.70,217,1476
30,0,20691,Greg Owen,14.75,154,1044
31,0,20229,Stewart Cink,14.79,205,1386
32,0,29221,Webb Simpson,14.81,208,1404
32,0,29518,Brendan Steele,14.81,224,1512
34,0,27214,Kevin Streelman,14.84,243,1638
35,0,26951,Johnson Wagner,14.87,182,1224
36,0,23621,Rory Sabbatini,14.88,217,1458
37,0,27466,Spencer Levin,14.89,260,1746
38,0,30711,Colt Knost,14.92,231,1548
39,0,34262,Jon Curran,14.98,213,1422
40,0,24361,Pat Perez,14.99,259,1728
41,0,27649,Brandt Snedeker,15.03,257,1710
42,0,32102,Rickie Fowler,15.05,195,1296
42,0,30927,Brendon Todd,15.05,252,1674
44,0,12510,Chad Campbell,15.06,263,1746
45,0,20771,Steven Alker,15.09,163,1080
46,0,23983,Luke Donald,15.10,193,1278
47,0,27436,Graham DeLaet,15.13,177,1170
48,0,25274,Steven Bowditch,15.16,281,1854
49,0,40026,Daniel Berger,15.23,266,1746
49,0,28132,Tyrone Van Aswegen,15.23,148,972
51,0,21961,Charles Howell III,15.24,288,1890
52,0,25396,Kevin Na,15.26,261,1710
53,0,21209,Sergio Garcia,15.28,154,1008
54,0,28486,Michael Putnam,15.29,234,1530
55,0,23638,Brendon de Jonge,15.30,292,1908
56,0,26329,Louis Oosthuizen,15.34,174,1134
57,0,34174,John Huh,15.35,279,1818
58,0,28500,Martin Flores,15.38,252,1638
59,0,24357,K.J. Choi,15.41,172,1116
59,0,24490,George McNeill,15.41,258,1674
61,0,36689,Brooks Koepka,15.43,225,1458
62,0,34130,Sung Joon Park,15.44,214,1386
62,0,34360,Patrick Reed,15.44,278,1800
64,0,27644,Brian Harman,15.49,251,1620
65,0,36801,Mark Hubbard,15.51,215,1386
65,0,30925,Dustin Johnson,15.51,201,1296
67,0,20472,Alex Cejka,15.52,257,1656
67,0,26758,David Hearn,15.52,271,1746
69,0,37454,Whee Kim,15.54,193,1242
69,0,33418,Shawn Stefani,15.54,263,1692
71,0,29926,Danny Lee,15.56,336,2160
71,0,21878,Mark Wilson,15.56,238,1530
73,0,29476,Kyle Reifers,15.58,258,1656
74,0,33399,Adam Hadwin,15.71,263,1674
75,0,27936,Martin Laird,15.73,218,1386
76,0,34098,Russell Henley,15.74,238,1512
76,0,34409,David Lingmerth,15.74,255,1620
78,0,29479,Scott Brown,15.75,275,1746
78,0,32640,Troy Merritt,15.75,258,1638
80,0,26596,Ryan Moore,15.81,222,1404
81,0,25834,Daniel Summerhays,15.84,288,1818
82,0,23353,J.J. Henry,15.86,257,1620
83,0,23320,Ryan Palmer,15.87,220,1386
84,0,24138,Ian Poulter,15.90,186,1170
85,0,06567,Vijay Singh,15.95,224,1404
86,0,28475,Jeff Overton,16.00,265,1656
87,0,29725,Tony Finau,16.04,306,1908
87,0,30946,Alex Prugh,16.04,231,1440
89,0,29420,Billy Horschel,16.09,278,1728
89,0,25345,Carl Pettersson,16.09,307,1908
91,0,26289,Boo Weekley,16.10,229,1422
92,0,31560,Brian Stuard,16.13,270,1674
93,0,34264,Hudson Swafford,16.14,276,1710
94,0,26300,Matt Jones,16.15,250,1548
95,0,30926,Chris Kirk,16.21,213,1314
95,0,10860,Justin Leonard,16.21,178,1098
97,0,30944,Jason Kokrak,16.22,257,1584
98,0,12716,Charley Hoffman,16.25,275,1692
98,0,36699,Patrick Rodgers,16.25,155,954
100,0,24781,Hunter Mahan,16.27,246,1512
100,0,34358,Jonathan Randolph,16.27,205,1260
102,0,32448,James Hahn,16.31,276,1692
103,0,35532,Tom Hoge,16.32,232,1422
104,0,34261,Scott Langley,16.36,271,1656
105,0,22371,Aaron Baddeley,16.37,218,1332
105,0,26476,Chez Reavie,16.37,165,1008
107,0,33141,Keegan Bradley,16.40,248,1512
107,0,27963,Chris Stroud,16.40,248,1512
109,0,32366,Kevin Chappell,16.41,254,1548
109,0,24140,Sean O'Hair,16.41,254,1548
111,0,33419,Cameron Tringale,16.44,284,1728
112,0,01706,Davis Love III,16.45,151,918
113,0,25818,Scott Piercy,16.48,267,1620
113,0,27095,Nick Watney,16.48,270,1638
115,0,22056,Cameron Percy,16.51,208,1260
116,0,25892,Steve Wheatcroft,16.53,247,1494
117,0,35545,Blayne Barber,16.67,222,1332
117,0,24494,Erik Compton,16.67,258,1548
117,0,23548,Bill Lunde,16.67,138,828
120,0,27064,Jhonattan Vegas,16.73,259,1548
120,0,25632,Jimmy Walker,16.73,259,1548
122,0,29720,Andres Gonzales,16.80,260,1548
123,0,28259,Sangmoon Bae,16.84,297,1764
123,0,33667,Carlos Ortiz,16.84,291,1728
125,0,35451,Scott Pinckney,16.86,267,1584
126,0,29535,Brice Garnett,16.95,241,1422
127,0,23048,Eric Axley,16.97,168,990
128,0,26851,Marc Leishman,16.98,214,1260
129,0,23541,Ben Crane,17.05,178,1044
130,0,31323,Gary Woodland,17.12,228,1332
131,0,25369,Jamie Donaldson,17.14,145,846
132,0,33413,Ben Martin,17.16,278,1620
132,0,25493,Nick Taylor,17.16,281,1638
134,0,24502,Adam Scott,17.25,149,864
135,0,28023,Byron Smith,17.27,171,990
136,0,24846,Ricky Barnes,17.31,243,1404
137,0,27895,Jonas Blixt,17.34,231,1332
137,0,28679,Fabián Gómez,17.34,259,1494
139,0,23623,Bo Van Pelt,17.37,247,1422
140,0,27141,J.B. Holmes,17.39,266,1530
141,0,20645,John Senden,17.41,235,1350
142,0,39977,Max Homa,17.49,233,1332
142,0,27933,John Merrick,17.49,233,1332
144,0,29223,Sam Saunders,17.56,256,1458
145,0,25686,Jason Dufner,17.58,231,1314
145,0,33461,Morgan Hoffmann,17.58,269,1530
147,0,21753,Brian Davis,17.62,260,1476
148,0,25349,Tim Wilkinson,17.68,226,1278
149,0,20593,Greg Chalmers,17.70,172,972
149,0,25240,D.A. Points,17.70,223,1260
151,0,25900,Lucas Glover,17.72,252,1422
152,0,32200,Roberto Castro,17.78,160,900
152,0,29289,S.Y. Noh,17.78,208,1170
154,0,25191,Gonzalo Fernandez-Castaño,17.82,247,1386
154,0,20157,Retief Goosen,17.82,247,1386
154,0,34563,Chesson Hadley,17.82,324,1818
157,0,22892,Jason Gore,17.90,232,1296
158,0,20104,Ken Duke,17.92,287,1602
159,0,30852,Ryo Ishikawa,17.93,284,1584
160,0,35539,Luke Guthrie,17.95,265,1476
161,0,37273,Derek Ernst,18.00,230,1278
162,0,28780,Nicholas Thompson,18.15,281,1548
163,0,01810,Phil Mickelson,18.17,229,1260
164,0,31416,Derek Fathauer,18.25,253,1386
165,0,32150,Michael Thompson,18.52,270,1458
166,0,06522,Ernie Els,18.62,191,1026
167,0,27770,Camilo Villegas,18.67,279,1494
168,0,31193,Jim Renner,18.69,222,1188
169,0,30736,Oscar Fraustro,18.72,182,972
170,0,30692,Scott Stallings,18.80,203,1080
171,0,26331,Charl Schwartzel,18.87,214,1134
172,0,20396,Lee Westwood,18.91,177,936
173,0,22293,Heath Slocum,19.29,184,954
174,0,25562,Andres Romero,19.44,231,1188
175,0,10885,Robert Allenby,19.49,207,1062
176,0,33486,Roger Sloan,19.55,183,936
177,0,22046,Geoff Ogilvy,19.79,171,864
178,0,20766,Padraig Harrington,19.81,214,1080
179,0,20848,Ángel Cabrera,20.02,191,954
180,0,34256,Andrew Putnam,20.05,231,1152
181,0,24358,Robert Garrigus,20.37,242,1188
182,0,29425,Andrew Svoboda,20.94,294,1404
183,0,28307,Matt Every,21.11,266,1260
