RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,08793,Tiger Woods,69.00,1242,18
2,0,23135,Tim Clark,69.62,1810,26
3,0,20766,Padraig Harrington,69.72,1743,25
4,0,28475,Jeff Overton,69.82,1955,28
5,0,10809,Jim Furyk,69.91,2237,32
6,0,22405,Justin Rose,69.92,1748,25
7,0,27649,Brandt Snedeker,69.94,3427,49
8,0,21731,Freddie Jacobson,69.96,1959,28
9,0,20472,Alex Cejka,70.00,3080,44
9,0,22293,Heath Slocum,70.00,3290,47
11,0,02239,Scott Verplank,70.03,2311,33
12,0,06567,Vijay Singh,70.05,3012,43
13,0,23623,Bo Van Pelt,70.16,3929,56
14,0,12705,Cliff Kresge,70.25,3864,55
15,0,20498,Briny Baird,70.28,4076,58
16,0,06527,Steve Stricker,70.29,2390,34
17,0,29718,Anthony Kim,70.35,3447,49
18,0,23108,Matt Kuchar,70.39,3097,44
19,0,20572,Rod Pampling,70.41,3098,44
20,0,24357,K.J. Choi,70.45,2184,31
21,0,20160,Charlie Wi,70.48,2819,40
22,0,01142,Bart Bryant,70.49,2890,41
23,0,20127,Chris Riley,70.52,1904,27
24,0,24924,Bill Haas,70.54,3245,46
25,0,24925,Jonathan Byrd,70.56,2540,36
25,0,24781,Hunter Mahan,70.56,3175,45
27,0,20105,Jeff Gove,70.58,3529,50
27,0,24140,Sean O'Hair,70.58,3176,45
29,0,19846,Brian Gay,70.62,3743,53
30,0,25900,Lucas Glover,70.63,3249,46
30,0,12782,Tim Herron,70.63,4167,59
32,0,20229,Stewart Cink,70.65,2826,40
33,0,01797,Rocco Mediate,70.67,2968,42
33,0,23325,Vaughn Taylor,70.67,3251,46
33,0,02223,Bob Tway,70.67,3887,55
36,0,23349,Charles Warren,70.68,3746,53
37,0,20850,Daniel Chopra,70.70,3818,54
37,0,20574,Mathew Goggin,70.70,3323,47
37,0,12660,Jesper Parnevik,70.70,3252,46
40,0,20378,Mathias Grönberg,70.73,3678,52
40,0,20628,Arron Oberholser,70.73,2334,33
40,0,24361,Pat Perez,70.73,2617,37
43,0,01948,Tim Petrovic,70.74,3820,54
44,0,01161,Mark Calcavecchia,70.77,3397,48
44,0,10733,Kent Jones,70.77,3751,53
44,0,01941,Tom Pernice Jr.,70.77,3397,48
47,0,27963,Chris Stroud,70.78,2265,32
48,0,23983,Luke Donald,70.79,2407,34
48,0,26951,Johnson Wagner,70.79,3398,48
50,0,01810,Phil Mickelson,70.80,2124,30
51,0,06004,Stephen Ames,70.82,2337,33
52,0,21959,Ted Purdy,70.83,3825,54
53,0,22806,Doug LaBelle II,70.85,4251,60
53,0,22046,Geoff Ogilvy,70.85,2409,34
55,0,21753,Brian Davis,70.86,4110,58
55,0,21878,Mark Wilson,70.86,3118,44
57,0,26289,Boo Weekley,70.88,3686,52
58,0,24507,Jason Bohn,70.89,1914,27
58,0,08537,J.P. Hayes,70.89,3261,46
58,0,22913,John Rollins,70.89,4041,57
61,0,10860,Justin Leonard,70.90,3545,50
61,0,20634,Peter Lonard,70.90,2978,42
63,0,10117,Bob Heintz,70.91,3120,44
64,0,01313,Steve Elkington,70.93,3121,44
64,0,21209,Sergio Garcia,70.93,1915,27
64,0,10425,Jay Williamson,70.93,1915,27
67,0,11123,Chris Couch,70.94,2341,33
67,0,27933,John Merrick,70.94,3547,50
69,0,07547,Craig Kanada,70.96,3761,53
69,0,26882,Michael Sim,70.96,1703,24
71,0,02206,David Toms,70.97,2768,39
72,0,23718,Nathan Green,70.98,3620,51
72,0,01945,Kenny Perry,70.98,2910,41
74,0,19803,Ryan Armour,71.00,3692,52
74,0,23613,Rich Barcelo,71.00,3053,43
74,0,19824,Craig Barlow,71.00,2201,31
74,0,08075,Jerry Kelly,71.00,3408,48
74,0,22212,Craig Lile,71.00,2769,39
74,0,24490,George McNeill,71.00,3692,52
80,0,23353,J.J. Henry,71.02,3409,48
80,0,11032,Frank Lickliter II,71.02,3764,53
80,0,25396,Kevin Na,71.02,3054,43
83,0,23621,Rory Sabbatini,71.03,2628,37
83,0,25804,Bubba Watson,71.03,2628,37
85,0,21949,Joe Ogilvie,71.04,3765,53
86,0,24290,D.J. Brigman,71.06,2487,35
86,0,01320,Bob Estes,71.06,3482,49
88,0,10885,Robert Allenby,71.07,2914,41
89,0,26596,Ryan Moore,71.08,3554,50
89,0,12602,Dean Wilson,71.08,3767,53
91,0,20382,Stephen Leaney,71.09,3057,43
92,0,24912,Will MacKenzie,71.10,3697,52
93,0,07867,Woody Austin,71.11,3769,53
94,0,27770,Camilo Villegas,71.12,2916,41
95,0,21350,Ryuji Imada,71.14,3557,50
96,0,28158,Steve Marino,71.15,3415,48
96,0,23320,Ryan Palmer,71.15,3415,48
98,0,24024,Zach Johnson,71.16,2633,37
99,0,25345,Carl Pettersson,71.17,3701,52
99,0,06595,Kevin Sutherland,71.17,2989,42
101,0,20104,Ken Duke,71.18,4413,62
101,0,26881,Jarrod Lyle,71.18,3203,45
101,0,27120,Troy Matteson,71.18,3132,44
104,0,21633,Steve Allan,71.19,2278,32
105,0,06034,Marco Dawson,71.21,3062,43
106,0,01035,Tommy Armour III,71.22,2920,41
106,0,08375,Paul Stankowski,71.22,1923,27
108,0,12716,Charley Hoffman,71.23,3348,47
109,0,12652,Cameron Beckman,71.24,3633,51
109,0,20623,Gavin Coles,71.24,3491,49
109,0,23638,Brendon de Jonge,71.24,2351,33
109,0,06522,Ernie Els,71.24,1781,25
113,0,27060,John Mallinger,71.25,3776,53
114,0,07363,Craig Bowden,71.26,3278,46
114,0,24980,Scott Gutschewski,71.26,2779,39
116,0,27095,Nick Watney,71.27,3136,44
117,0,20645,John Senden,71.30,3779,53
118,0,01724,Jeff Maggert,71.32,2924,41
119,0,22371,Aaron Baddeley,71.33,2354,33
119,0,01388,Robert Gamez,71.33,3424,48
121,0,01766,Billy Mayfair,71.34,3353,47
