RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 15'-20',TOTAL 3 PUTTS
1,0,25900,Lucas Glover,10,69
2,0,27095,Nick Watney,8,57
3,0,20104,Ken Duke,7,53
3,0,30852,Ryo Ishikawa,7,41
5,0,33419,Cameron Tringale,6,45
6,0,28259,Sangmoon Bae,5,52
6,0,25274,Steven Bowditch,5,40
6,0,21753,Brian Davis,5,40
6,0,28679,Fabián Gómez,5,42
6,0,12716,Charley Hoffman,5,32
6,0,23621,Rory Sabbatini,5,42
6,0,28780,Nicholas Thompson,5,49
13,0,29479,Scott Brown,4,44
13,0,24357,K.J. Choi,4,25
13,0,27436,Graham DeLaet,4,24
13,0,29725,Tony Finau,4,45
13,0,24358,Robert Garrigus,4,41
13,0,34098,Russell Henley,4,26
13,0,31557,Jim Herman,4,44
13,0,08075,Jerry Kelly,4,30
13,0,29926,Danny Lee,4,42
13,0,27466,Spencer Levin,4,40
13,0,26329,Louis Oosthuizen,4,26
13,0,25240,D.A. Points,4,38
13,0,28486,Michael Putnam,4,48
13,0,22405,Justin Rose,4,23
13,0,06567,Vijay Singh,4,41
13,0,33486,Roger Sloan,4,21
13,0,27214,Kevin Streelman,4,28
30,0,40026,Daniel Berger,3,52
30,0,33141,Keegan Bradley,3,35
30,0,20593,Greg Chalmers,3,18
30,0,32366,Kevin Chappell,3,40
30,0,25686,Jason Dufner,3,40
30,0,37273,Derek Ernst,3,47
30,0,27644,Brian Harman,3,26
30,0,39977,Max Homa,3,33
30,0,36801,Mark Hubbard,3,38
30,0,33122,Russell Knox,3,39
30,0,10860,Justin Leonard,3,21
30,0,23548,Bill Lunde,3,28
30,0,22046,Geoff Ogilvy,3,24
30,0,34130,Sung Joon Park,3,41
30,0,35541,John Peterson,3,34
30,0,25345,Carl Pettersson,3,44
30,0,24138,Ian Poulter,3,22
30,0,29223,Sam Saunders,3,33
30,0,26331,Charl Schwartzel,3,29
30,0,22293,Heath Slocum,3,26
30,0,28023,Byron Smith,3,26
30,0,29518,Brendan Steele,3,42
30,0,29425,Andrew Svoboda,3,50
30,0,34264,Hudson Swafford,3,37
30,0,32150,Michael Thompson,3,46
30,0,25892,Steve Wheatcroft,3,40
56,0,20771,Steven Alker,2,19
56,0,23048,Eric Axley,2,18
56,0,22371,Aaron Baddeley,2,27
56,0,24507,Jason Bohn,2,25
56,0,12510,Chad Campbell,2,42
56,0,24494,Erik Compton,2,27
56,0,34262,Jon Curran,2,35
56,0,28089,Jason Day,2,22
56,0,31416,Derek Fathauer,2,23
56,0,25191,Gonzalo Fernandez-Castaño,2,39
56,0,32102,Rickie Fowler,2,18
56,0,29535,Brice Garnett,2,38
56,0,22892,Jason Gore,2,34
56,0,35539,Luke Guthrie,2,35
